forecast_date,target,target_end_date,location,type,quantile,value
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,point,NA,13485.2
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.010,3856.8
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.025,4777.8
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.050,5685.5
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.100,6942.1
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.150,8015.7
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.200,8850.2
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.250,9795.8
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.300,10898.1
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.350,11598.7
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.400,12316.2
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.450,13295.0
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.500,14030.0
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.550,14723.5
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.600,15684.4
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.650,16854.8
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.700,17958.6
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.750,18952.3
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.800,20413.0
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.850,21898.8
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.900,24278.2
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.950,28162.9
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.975,32186.9
2021-01-17,1 wk ahead inc case,2021-01-23,GM01,quantile,0.990,37798.1
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,point,NA,12110.3
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.010,2647.8
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.025,3466.1
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.050,4163.0
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.100,5351.0
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.150,6544.7
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.200,7359.0
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.250,8273.8
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.300,9210.9
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.350,10175.5
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.400,11060.6
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.450,11961.0
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.500,12687.0
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.550,13621.5
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.600,14634.4
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.650,15783.5
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.700,16905.4
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.750,18116.8
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.800,19837.8
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.850,21652.6
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.900,24895.3
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.950,30650.2
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.975,33865.4
2021-01-17,2 wk ahead inc case,2021-01-30,GM01,quantile,0.990,41357.2
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,point,NA,10863.9
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.010,1802.6
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.025,2374.8
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.050,3151.0
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.100,4238.1
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.150,5135.6
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.200,6116.8
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.250,6970.5
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.300,7840.9
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.350,8813.4
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.400,9467.4
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.450,10390.8
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.500,11201.0
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.550,12303.3
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.600,13545.8
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.650,14527.0
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.700,16070.3
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.750,17483.0
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.800,19547.6
2021-01-17,3 wk ahead inc case,2021-02-06,GM01,quantile,0.850,21477.9
