date,location,location_name,value
2020-01-22,GM,Germany,0
2020-01-23,GM,Germany,0
2020-01-24,GM,Germany,0
2020-01-25,GM,Germany,0
2020-01-26,GM,Germany,0
2020-01-27,GM,Germany,1
2020-01-28,GM,Germany,4
2020-01-29,GM,Germany,4
2020-01-30,GM,Germany,4
2020-01-31,GM,Germany,5
2020-02-01,GM,Germany,8
2020-02-02,GM,Germany,10
2020-02-03,GM,Germany,12
2020-02-04,GM,Germany,12
2020-02-05,GM,Germany,12
2020-02-06,GM,Germany,12
2020-02-07,GM,Germany,13
2020-02-08,GM,Germany,13
2020-02-09,GM,Germany,14
2020-02-10,GM,Germany,14
2020-02-11,GM,Germany,16
2020-02-12,GM,Germany,16
2020-02-13,GM,Germany,16
2020-02-14,GM,Germany,16
2020-02-15,GM,Germany,16
2020-02-16,GM,Germany,16
2020-02-17,GM,Germany,16
2020-02-18,GM,Germany,16
2020-02-19,GM,Germany,16
2020-02-20,GM,Germany,16
2020-02-21,GM,Germany,16
2020-02-22,GM,Germany,16
2020-02-23,GM,Germany,16
2020-02-24,GM,Germany,16
2020-02-25,GM,Germany,17
2020-02-26,GM,Germany,27
2020-02-27,GM,Germany,46
2020-02-28,GM,Germany,48
2020-02-29,GM,Germany,79
2020-03-01,GM,Germany,130
2020-03-02,GM,Germany,159
2020-03-03,GM,Germany,196
2020-03-04,GM,Germany,262
2020-03-05,GM,Germany,482
2020-03-06,GM,Germany,670
2020-03-07,GM,Germany,799
2020-03-08,GM,Germany,1040
2020-03-09,GM,Germany,1176
2020-03-10,GM,Germany,1457
2020-03-11,GM,Germany,1908
2020-03-12,GM,Germany,2078
2020-03-13,GM,Germany,3675
2020-03-14,GM,Germany,4585
2020-03-15,GM,Germany,5795
2020-03-16,GM,Germany,7272
2020-03-17,GM,Germany,9257
2020-03-18,GM,Germany,12327
2020-03-19,GM,Germany,15320
2020-03-20,GM,Germany,19848
2020-03-21,GM,Germany,22213
2020-03-22,GM,Germany,24873
2020-03-23,GM,Germany,29056
2020-03-24,GM,Germany,32986
2020-03-25,GM,Germany,37323
2020-03-26,GM,Germany,43938
2020-03-27,GM,Germany,50871
2020-03-28,GM,Germany,57695
2020-03-29,GM,Germany,62095
2020-03-30,GM,Germany,66885
2020-03-31,GM,Germany,71808
2020-04-01,GM,Germany,77872
2020-04-02,GM,Germany,84794
2020-04-03,GM,Germany,91159
2020-04-04,GM,Germany,96092
2020-04-05,GM,Germany,100123
2020-04-06,GM,Germany,103374
2020-04-07,GM,Germany,107663
2020-04-08,GM,Germany,113296
2020-04-09,GM,Germany,118181
2020-04-10,GM,Germany,122171
2020-04-11,GM,Germany,124908
2020-04-12,GM,Germany,127854
2020-04-13,GM,Germany,130072
2020-04-14,GM,Germany,131359
2020-04-15,GM,Germany,134753
2020-04-16,GM,Germany,137698
2020-04-17,GM,Germany,141397
2020-04-18,GM,Germany,143342
2020-04-19,GM,Germany,145184
2020-04-20,GM,Germany,147065
2020-04-21,GM,Germany,148291
2020-04-22,GM,Germany,150648
2020-04-23,GM,Germany,153129
2020-04-24,GM,Germany,154999
2020-04-25,GM,Germany,156513
2020-04-26,GM,Germany,157770
2020-04-27,GM,Germany,158758
2020-04-28,GM,Germany,159912
2020-04-29,GM,Germany,161539
2020-04-30,GM,Germany,163009
2020-05-01,GM,Germany,164077
2020-05-02,GM,Germany,164967
2020-05-03,GM,Germany,165664
2020-05-04,GM,Germany,166152
2020-05-05,GM,Germany,167007
2020-05-06,GM,Germany,168162
2020-05-07,GM,Germany,169430
2020-05-08,GM,Germany,170588
2020-05-09,GM,Germany,171324
2020-05-10,GM,Germany,171879
2020-05-11,GM,Germany,172576
2020-05-12,GM,Germany,173171
2020-05-13,GM,Germany,174098
2020-05-14,GM,Germany,174478
2020-05-15,GM,Germany,175233
2020-05-16,GM,Germany,175752
2020-05-17,GM,Germany,176369
2020-05-18,GM,Germany,176551
2020-05-19,GM,Germany,177778
2020-05-20,GM,Germany,178473
2020-05-21,GM,Germany,179021
2020-05-22,GM,Germany,179710
2020-05-23,GM,Germany,179986
2020-05-24,GM,Germany,180328
2020-05-25,GM,Germany,180600
2020-05-26,GM,Germany,181200
2020-05-27,GM,Germany,181524
2020-05-28,GM,Germany,182196
2020-05-29,GM,Germany,182922
2020-05-30,GM,Germany,183189
2020-05-31,GM,Germany,183410
2020-06-01,GM,Germany,183594
2020-06-02,GM,Germany,183879
2020-06-03,GM,Germany,184121
2020-06-04,GM,Germany,184472
2020-06-05,GM,Germany,184924
2020-06-06,GM,Germany,185450
2020-06-07,GM,Germany,185750
2020-06-08,GM,Germany,186109
2020-06-09,GM,Germany,186506
2020-06-10,GM,Germany,186522
2020-06-11,GM,Germany,186691
2020-06-12,GM,Germany,187226
2020-06-13,GM,Germany,187267
