date,location,location_name,value
2020-01-23,GM,Germany,0
2020-01-24,GM,Germany,0
2020-01-25,GM,Germany,0
2020-01-26,GM,Germany,0
2020-01-27,GM,Germany,1
2020-01-28,GM,Germany,3
2020-01-29,GM,Germany,0
2020-01-30,GM,Germany,0
2020-01-31,GM,Germany,1
2020-02-01,GM,Germany,3
2020-02-02,GM,Germany,2
2020-02-03,GM,Germany,2
2020-02-04,GM,Germany,0
2020-02-05,GM,Germany,0
2020-02-06,GM,Germany,0
2020-02-07,GM,Germany,1
2020-02-08,GM,Germany,0
2020-02-09,GM,Germany,1
2020-02-10,GM,Germany,0
2020-02-11,GM,Germany,2
2020-02-12,GM,Germany,0
2020-02-13,GM,Germany,0
2020-02-14,GM,Germany,0
2020-02-15,GM,Germany,0
2020-02-16,GM,Germany,0
2020-02-17,GM,Germany,0
2020-02-18,GM,Germany,0
2020-02-19,GM,Germany,0
2020-02-20,GM,Germany,0
2020-02-21,GM,Germany,0
2020-02-22,GM,Germany,0
2020-02-23,GM,Germany,0
2020-02-24,GM,Germany,0
2020-02-25,GM,Germany,1
2020-02-26,GM,Germany,10
2020-02-27,GM,Germany,19
2020-02-28,GM,Germany,2
2020-02-29,GM,Germany,31
2020-03-01,GM,Germany,51
2020-03-02,GM,Germany,29
2020-03-03,GM,Germany,37
2020-03-04,GM,Germany,66
2020-03-05,GM,Germany,220
2020-03-06,GM,Germany,188
2020-03-07,GM,Germany,129
2020-03-08,GM,Germany,241
2020-03-09,GM,Germany,136
2020-03-10,GM,Germany,281
2020-03-11,GM,Germany,451
2020-03-12,GM,Germany,170
2020-03-13,GM,Germany,1597
2020-03-14,GM,Germany,910
2020-03-15,GM,Germany,1210
2020-03-16,GM,Germany,1477
2020-03-17,GM,Germany,1985
2020-03-18,GM,Germany,3070
2020-03-19,GM,Germany,2993
2020-03-20,GM,Germany,4528
2020-03-21,GM,Germany,2365
2020-03-22,GM,Germany,2660
2020-03-23,GM,Germany,4183
2020-03-24,GM,Germany,3930
2020-03-25,GM,Germany,4337
2020-03-26,GM,Germany,6615
2020-03-27,GM,Germany,6933
2020-03-28,GM,Germany,6824
2020-03-29,GM,Germany,4400
2020-03-30,GM,Germany,4790
2020-03-31,GM,Germany,4923
2020-04-01,GM,Germany,6064
2020-04-02,GM,Germany,6922
2020-04-03,GM,Germany,6365
2020-04-04,GM,Germany,4933
2020-04-05,GM,Germany,4031
2020-04-06,GM,Germany,3251
2020-04-07,GM,Germany,4289
2020-04-08,GM,Germany,5633
2020-04-09,GM,Germany,4885
2020-04-10,GM,Germany,3990
2020-04-11,GM,Germany,2737
2020-04-12,GM,Germany,2946
2020-04-13,GM,Germany,2218
2020-04-14,GM,Germany,1287
2020-04-15,GM,Germany,3394
2020-04-16,GM,Germany,2945
2020-04-17,GM,Germany,3699
2020-04-18,GM,Germany,1945
2020-04-19,GM,Germany,1842
2020-04-20,GM,Germany,1881
2020-04-21,GM,Germany,1226
2020-04-22,GM,Germany,2357
2020-04-23,GM,Germany,2481
2020-04-24,GM,Germany,1870
2020-04-25,GM,Germany,1514
2020-04-26,GM,Germany,1257
2020-04-27,GM,Germany,988
2020-04-28,GM,Germany,1154
2020-04-29,GM,Germany,1627
2020-04-30,GM,Germany,1470
2020-05-01,GM,Germany,1068
2020-05-02,GM,Germany,890
2020-05-03,GM,Germany,697
2020-05-04,GM,Germany,488
2020-05-05,GM,Germany,855
2020-05-06,GM,Germany,1155
2020-05-07,GM,Germany,1268
2020-05-08,GM,Germany,1158
2020-05-09,GM,Germany,736
2020-05-10,GM,Germany,555
2020-05-11,GM,Germany,697
2020-05-12,GM,Germany,595
2020-05-13,GM,Germany,927
2020-05-14,GM,Germany,380
2020-05-15,GM,Germany,755
2020-05-16,GM,Germany,519
2020-05-17,GM,Germany,617
2020-05-18,GM,Germany,182
2020-05-19,GM,Germany,1227
2020-05-20,GM,Germany,695
2020-05-21,GM,Germany,548
2020-05-22,GM,Germany,689
2020-05-23,GM,Germany,276
2020-05-24,GM,Germany,342
2020-05-25,GM,Germany,272
2020-05-26,GM,Germany,600
2020-05-27,GM,Germany,324
2020-05-28,GM,Germany,672
2020-05-29,GM,Germany,726
2020-05-30,GM,Germany,267
2020-05-31,GM,Germany,221
2020-06-01,GM,Germany,184
2020-06-02,GM,Germany,285
2020-06-03,GM,Germany,242
2020-06-04,GM,Germany,351
2020-06-05,GM,Germany,452
2020-06-06,GM,Germany,526
2020-06-07,GM,Germany,300
2020-06-08,GM,Germany,359
2020-06-09,GM,Germany,397
2020-06-10,GM,Germany,16
2020-06-11,GM,Germany,169
2020-06-12,GM,Germany,535
2020-06-13,GM,Germany,41
2020-06-14,GM,Germany,251
2020-06-15,GM,Germany,164
2020-06-16,GM,Germany,570
2020-06-17,GM,Germany,352
2020-06-18,GM,Germany,1213
2020-06-19,GM,Germany,482
2020-06-20,GM,Germany,371
2020-06-21,GM,Germany,602
2020-06-22,GM,Germany,496
2020-06-23,GM,Germany,712
2020-06-24,GM,Germany,391
2020-06-25,GM,Germany,500
2020-06-26,GM,Germany,665
2020-06-27,GM,Germany,422
2020-06-28,GM,Germany,235
2020-06-29,GM,Germany,349
2020-06-30,GM,Germany,376
2020-07-01,GM,Germany,475
2020-07-02,GM,Germany,477
2020-07-03,GM,Germany,410
2020-07-04,GM,Germany,418
2020-07-05,GM,Germany,325
2020-07-06,GM,Germany,541
2020-07-07,GM,Germany,279
2020-07-08,GM,Germany,356
2020-07-09,GM,Germany,302
2020-07-10,GM,Germany,331
2020-07-11,GM,Germany,377
2020-07-12,GM,Germany,210
2020-07-13,GM,Germany,261
2020-07-14,GM,Germany,276
2020-07-15,GM,Germany,434
2020-07-16,GM,Germany,560
2020-07-17,GM,Germany,595
2020-07-18,GM,Germany,381
2020-07-19,GM,Germany,309
2020-07-20,GM,Germany,590
2020-07-21,GM,Germany,392
2020-07-22,GM,Germany,559
2020-07-23,GM,Germany,605
2020-07-24,GM,Germany,742
2020-07-25,GM,Germany,655
2020-07-26,GM,Germany,389
