date,location,location_name,value
2020-01-23,PL,Poland,0
2020-01-24,PL,Poland,0
2020-01-25,PL,Poland,0
2020-01-26,PL,Poland,0
2020-01-27,PL,Poland,0
2020-01-28,PL,Poland,0
2020-01-29,PL,Poland,0
2020-01-30,PL,Poland,0
2020-01-31,PL,Poland,0
2020-02-01,PL,Poland,0
2020-02-02,PL,Poland,0
2020-02-03,PL,Poland,0
2020-02-04,PL,Poland,0
2020-02-05,PL,Poland,0
2020-02-06,PL,Poland,0
2020-02-07,PL,Poland,0
2020-02-08,PL,Poland,0
2020-02-09,PL,Poland,0
2020-02-10,PL,Poland,0
2020-02-11,PL,Poland,0
2020-02-12,PL,Poland,0
2020-02-13,PL,Poland,0
2020-02-14,PL,Poland,0
2020-02-15,PL,Poland,0
2020-02-16,PL,Poland,0
2020-02-17,PL,Poland,0
2020-02-18,PL,Poland,0
2020-02-19,PL,Poland,0
2020-02-20,PL,Poland,0
2020-02-21,PL,Poland,0
2020-02-22,PL,Poland,0
2020-02-23,PL,Poland,0
2020-02-24,PL,Poland,0
2020-02-25,PL,Poland,0
2020-02-26,PL,Poland,0
2020-02-27,PL,Poland,0
2020-02-28,PL,Poland,0
2020-02-29,PL,Poland,0
2020-03-01,PL,Poland,0
2020-03-02,PL,Poland,0
2020-03-03,PL,Poland,0
2020-03-04,PL,Poland,1
2020-03-05,PL,Poland,0
2020-03-06,PL,Poland,4
2020-03-07,PL,Poland,0
2020-03-08,PL,Poland,6
2020-03-09,PL,Poland,5
2020-03-10,PL,Poland,6
2020-03-11,PL,Poland,9
2020-03-12,PL,Poland,18
2020-03-13,PL,Poland,19
2020-03-14,PL,Poland,35
2020-03-15,PL,Poland,16
2020-03-16,PL,Poland,58
2020-03-17,PL,Poland,61
2020-03-18,PL,Poland,13
2020-03-19,PL,Poland,104
2020-03-20,PL,Poland,70
2020-03-21,PL,Poland,111
2020-03-22,PL,Poland,98
2020-03-23,PL,Poland,115
2020-03-24,PL,Poland,152
2020-03-25,PL,Poland,150
2020-03-26,PL,Poland,170
2020-03-27,PL,Poland,168
2020-03-28,PL,Poland,249
2020-03-29,PL,Poland,224
2020-03-30,PL,Poland,193
2020-03-31,PL,Poland,256
2020-04-01,PL,Poland,243
2020-04-02,PL,Poland,392
2020-04-03,PL,Poland,437
2020-04-04,PL,Poland,244
2020-04-05,PL,Poland,475
2020-04-06,PL,Poland,311
2020-04-07,PL,Poland,435
2020-04-08,PL,Poland,357
2020-04-09,PL,Poland,370
2020-04-10,PL,Poland,380
2020-04-11,PL,Poland,401
2020-04-12,PL,Poland,318
2020-04-13,PL,Poland,260
2020-04-14,PL,Poland,268
2020-04-15,PL,Poland,380
2020-04-16,PL,Poland,336
2020-04-17,PL,Poland,461
2020-04-18,PL,Poland,363
2020-04-19,PL,Poland,545
2020-04-20,PL,Poland,306
2020-04-21,PL,Poland,263
2020-04-22,PL,Poland,313
2020-04-23,PL,Poland,342
2020-04-24,PL,Poland,381
2020-04-25,PL,Poland,381
2020-04-26,PL,Poland,344
2020-04-27,PL,Poland,285
2020-04-28,PL,Poland,316
2020-04-29,PL,Poland,422
2020-04-30,PL,Poland,237
2020-05-01,PL,Poland,228
2020-05-02,PL,Poland,270
2020-05-03,PL,Poland,318
2020-05-04,PL,Poland,313
2020-05-05,PL,Poland,425
2020-05-06,PL,Poland,309
2020-05-07,PL,Poland,307
2020-05-08,PL,Poland,319
2020-05-09,PL,Poland,285
2020-05-10,PL,Poland,345
2020-05-11,PL,Poland,330
2020-05-12,PL,Poland,595
2020-05-13,PL,Poland,283
2020-05-14,PL,Poland,411
2020-05-15,PL,Poland,401
2020-05-16,PL,Poland,241
2020-05-17,PL,Poland,272
2020-05-18,PL,Poland,356
2020-05-19,PL,Poland,383
2020-05-20,PL,Poland,471
2020-05-21,PL,Poland,404
2020-05-22,PL,Poland,476
2020-05-23,PL,Poland,312
2020-05-24,PL,Poland,395
2020-05-25,PL,Poland,305
2020-05-26,PL,Poland,443
2020-05-27,PL,Poland,399
2020-05-28,PL,Poland,352
2020-05-29,PL,Poland,330
2020-05-30,PL,Poland,416
2020-05-31,PL,Poland,215
2020-06-01,PL,Poland,379
2020-06-02,PL,Poland,230
2020-06-03,PL,Poland,292
2020-06-04,PL,Poland,361
2020-06-05,PL,Poland,362
2020-06-06,PL,Poland,576
2020-06-07,PL,Poland,575
2020-06-08,PL,Poland,599
2020-06-09,PL,Poland,400
2020-06-10,PL,Poland,282
2020-06-11,PL,Poland,359
2020-06-12,PL,Poland,376
2020-06-13,PL,Poland,440
2020-06-14,PL,Poland,375
2020-06-15,PL,Poland,396
2020-06-16,PL,Poland,407
2020-06-17,PL,Poland,506
2020-06-18,PL,Poland,314
2020-06-19,PL,Poland,301
2020-06-20,PL,Poland,304
2020-06-21,PL,Poland,311
2020-06-22,PL,Poland,296
2020-06-23,PL,Poland,300
2020-06-24,PL,Poland,294
2020-06-25,PL,Poland,298
2020-06-26,PL,Poland,276
2020-06-27,PL,Poland,319
2020-06-28,PL,Poland,193
2020-06-29,PL,Poland,247
2020-06-30,PL,Poland,239
2020-07-01,PL,Poland,382
2020-07-02,PL,Poland,371
2020-07-03,PL,Poland,259
2020-07-04,PL,Poland,314
2020-07-05,PL,Poland,231
2020-07-06,PL,Poland,205
2020-07-07,PL,Poland,257
2020-07-08,PL,Poland,277
2020-07-09,PL,Poland,262
2020-07-10,PL,Poland,265
2020-07-11,PL,Poland,305
2020-07-12,PL,Poland,370
2020-07-13,PL,Poland,299
2020-07-14,PL,Poland,267
2020-07-15,PL,Poland,264
2020-07-16,PL,Poland,333
2020-07-17,PL,Poland,353
2020-07-18,PL,Poland,339
2020-07-19,PL,Poland,358
2020-07-20,PL,Poland,279
2020-07-21,PL,Poland,399
2020-07-22,PL,Poland,380
2020-07-23,PL,Poland,418
2020-07-24,PL,Poland,458
2020-07-25,PL,Poland,584
2020-07-26,PL,Poland,443
2020-07-27,PL,Poland,337
2020-07-28,PL,Poland,502
2020-07-29,PL,Poland,512
2020-07-30,PL,Poland,615
2020-07-31,PL,Poland,657
2020-08-01,PL,Poland,658
2020-08-02,PL,Poland,548
2020-08-03,PL,Poland,575
2020-08-04,PL,Poland,680
2020-08-05,PL,Poland,640
2020-08-06,PL,Poland,726
2020-08-07,PL,Poland,809
2020-08-08,PL,Poland,843
2020-08-09,PL,Poland,624
2020-08-10,PL,Poland,619
2020-08-11,PL,Poland,551
2020-08-12,PL,Poland,715
2020-08-13,PL,Poland,811
2020-08-14,PL,Poland,832
2020-08-15,PL,Poland,771
