forecast_date,target_end_date,target,location,type,quantile,location_name,value
2020-11-23,2020-11-14,-1 wk ahead inc death,PL,observed,NA,Poland,2409.0
2020-11-23,2020-11-21,0 wk ahead inc death,PL,observed,NA,Poland,3243.0
2020-11-23,2020-11-28,1 wk ahead inc death,PL,point,NA,Poland,4009.7267041901187
2020-11-23,2020-12-05,2 wk ahead inc death,PL,point,NA,Poland,4362.069418386492
2020-11-23,2020-12-12,3 wk ahead inc death,PL,point,NA,Poland,3905.88492808005
2020-11-23,2020-12-19,4 wk ahead inc death,PL,point,NA,Poland,3192.2914321450908
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.01,Poland,2088.92
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.025,Poland,2169.8500000000004
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.05,Poland,2272.7
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.1,Poland,2408.6
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.15,Poland,2519.7
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.2,Poland,2625.0
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.25,Poland,2726.5
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.3,Poland,2839.2
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.35,Poland,2960.3
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.4,Poland,3107.2
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.45,Poland,3311.2
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.5,Poland,3588.0
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.55,Poland,3931.5000000000005
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.6,Poland,4280.2
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.65,Poland,4512.099999999999
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.7,Poland,4848.4
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.75,Poland,5147.5
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.8,Poland,5407.6
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.85,Poland,5801.6
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.9,Poland,6312.2
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.95,Poland,6890.199999999999
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.975,Poland,7160.450000000001
2020-11-23,2020-11-28,1 wk ahead inc death,PL,quantile,0.99,Poland,7359.259999999999
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.01,Poland,2388.92
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.025,Poland,2484.95
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.05,Poland,2595.6000000000004
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.1,Poland,2762.8
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.15,Poland,2906.7
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.2,Poland,3023.6
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.25,Poland,3124.0
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.3,Poland,3231.2000000000003
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.35,Poland,3363.8999999999996
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.4,Poland,3551.6000000000004
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.45,Poland,3761.2999999999997
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.5,Poland,3987.0
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.55,Poland,4274.1
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.6,Poland,4617.400000000001
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.65,Poland,4840.7
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.7,Poland,5098.0
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.75,Poland,5365.5
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.8,Poland,5668.6
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.85,Poland,6169.3
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.9,Poland,6448.4
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.95,Poland,7395.599999999999
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.975,Poland,7674.4
2020-11-23,2020-12-05,2 wk ahead inc death,PL,quantile,0.99,Poland,7867.140000000001
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.01,Poland,2163.9
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.025,Poland,2259.85
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.05,Poland,2357.7
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.1,Poland,2520.6000000000004
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.15,Poland,2672.8
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.2,Poland,2784.0
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.25,Poland,2879.0
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.3,Poland,2979.0
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.35,Poland,3105.8999999999996
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.4,Poland,3298.2
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.45,Poland,3449.2
2020-11-23,2020-12-12,3 wk ahead inc death,PL,quantile,0.5,Poland,3593.0
