forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-01-18,2021-01-23,1 wk ahead cum case,PL,point,NA,Poland,1481177.5337301588
2021-01-18,2021-01-23,1 wk ahead inc case,PL,point,NA,Poland,51565.53373015873
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.01,Poland,1471647.86
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.025,Poland,1472059.675
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.05,Poland,1472493.4
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.1,Poland,1472872.5
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.15,Poland,1473183.85
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.2,Poland,1473427.0
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.25,Poland,1473675.0
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.3,Poland,1473932.1
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.35,Poland,1474216.95
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.4,Poland,1474624.2
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.45,Poland,1475449.65
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.5,Poland,1485222.5
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.55,Poland,1485785.5
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.6,Poland,1486142.2
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.65,Poland,1486432.75
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.7,Poland,1486676.2
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.75,Poland,1486966.0
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.8,Poland,1487259.4
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.85,Poland,1487635.9
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.9,Poland,1488387.5
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.95,Poland,1495639.4
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.975,Poland,1496380.85
2021-01-18,2021-01-23,1 wk ahead cum case,PL,quantile,0.99,Poland,1497004.0
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.01,Poland,42035.86
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.025,Poland,42447.674999999996
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.05,Poland,42881.4
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.1,Poland,43260.5
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.15,Poland,43571.85
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.2,Poland,43815.0
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.25,Poland,44063.0
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.3,Poland,44320.1
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.35,Poland,44604.95
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.4,Poland,45012.200000000004
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.45,Poland,45837.649999999994
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.5,Poland,55610.5
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.55,Poland,56173.5
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.6,Poland,56530.2
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.65,Poland,56820.75
2021-01-18,2021-01-23,1 wk ahead inc case,PL,quantile,0.7,Poland,57064.2
