forecast_date,target_end_date,target,location,type,quantile,location_name,value
2020-11-30,2020-11-21,-1 wk ahead inc death,PL,observed,NA,Poland,3243.0
2020-11-30,2020-11-28,0 wk ahead inc death,PL,observed,NA,Poland,3458.0
2020-11-30,2020-12-05,1 wk ahead inc death,PL,point,NA,Poland,3623.7021426062524
2020-11-30,2020-12-12,2 wk ahead inc death,PL,point,NA,Poland,2988.2265542676505
2020-11-30,2020-12-19,3 wk ahead inc death,PL,point,NA,Poland,2312.650158061117
2020-11-30,2020-12-26,4 wk ahead inc death,PL,point,NA,Poland,1694.6125746399719
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.01,Poland,1834.8400000000001
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.025,Poland,1949.0
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.05,Poland,2066.0
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.1,Poland,2240.6
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.15,Poland,2378.8
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.2,Poland,2507.2
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.25,Poland,2629.5
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.3,Poland,2744.3999999999996
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.35,Poland,2865.2
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.4,Poland,2990.4
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.45,Poland,3121.7
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.5,Poland,3265.0
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.55,Poland,3420.0
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.6,Poland,3609.7999999999997
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.65,Poland,3824.8
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.7,Poland,4042.2
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.75,Poland,4290.5
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.8,Poland,4608.400000000001
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.85,Poland,5047.5
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.9,Poland,5769.200000000001
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.95,Poland,6473.099999999999
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.975,Poland,6931.799999999999
2020-11-30,2020-12-05,1 wk ahead inc death,PL,quantile,0.99,Poland,7199.16
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.01,Poland,1339.8400000000001
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.025,Poland,1453.45
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.05,Poland,1578.0
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.1,Poland,1748.6
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.15,Poland,1883.9
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.2,Poland,2017.4
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.25,Poland,2149.0
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.3,Poland,2262.8
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.35,Poland,2372.1
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.4,Poland,2495.0
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.45,Poland,2609.0
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.5,Poland,2714.0
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.55,Poland,2825.3
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.6,Poland,2973.6
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.65,Poland,3166.7000000000003
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.7,Poland,3338.3999999999996
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.75,Poland,3574.0
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.8,Poland,3940.8
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.85,Poland,4196.4
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.9,Poland,4800.6
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.95,Poland,5319.799999999999
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.975,Poland,5917.949999999999
2020-11-30,2020-12-12,2 wk ahead inc death,PL,quantile,0.99,Poland,6196.7
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.01,Poland,824.38
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.025,Poland,910.15
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.05,Poland,1004.5999999999999
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.1,Poland,1179.0
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.15,Poland,1308.9
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.2,Poland,1421.0
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.25,Poland,1543.5
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.3,Poland,1676.0
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.35,Poland,1792.1
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.4,Poland,1895.4
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.45,Poland,1999.7
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.5,Poland,2131.0
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.55,Poland,2269.6000000000004
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.6,Poland,2387.7999999999997
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.65,Poland,2502.0
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.7,Poland,2626.0
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.75,Poland,2800.5
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.8,Poland,3120.8
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.85,Poland,3364.1
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.9,Poland,3781.600000000001
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.95,Poland,4487.199999999999
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.975,Poland,4867.25
2020-11-30,2020-12-19,3 wk ahead inc death,PL,quantile,0.99,Poland,5116.7
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.01,Poland,324.38
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.025,Poland,395.3
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.05,Poland,474.3
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.1,Poland,631.0
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.15,Poland,762.8
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.2,Poland,861.6000000000001
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.25,Poland,955.0
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.3,Poland,1077.6
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.35,Poland,1233.1
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.4,Poland,1356.4
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.45,Poland,1453.0
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.5,Poland,1552.0
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.55,Poland,1660.6000000000004
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.6,Poland,1793.0
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.65,Poland,1928.0
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.7,Poland,2050.0
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.75,Poland,2178.0
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.8,Poland,2409.8
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.85,Poland,2676.1
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.9,Poland,2898.8
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.95,Poland,3742.499999999999
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.975,Poland,3984.2499999999995
2020-11-30,2020-12-26,4 wk ahead inc death,PL,quantile,0.99,Poland,4168.16
2020-11-30,2020-11-21,-1 wk ahead cum death,PL,observed,NA,Poland,13288.0
2020-11-30,2020-11-28,0 wk ahead cum death,PL,observed,NA,Poland,16746.0
2020-11-30,2020-12-05,1 wk ahead cum death,PL,point,NA,Poland,20369.702142606253
2020-11-30,2020-12-12,2 wk ahead cum death,PL,point,NA,Poland,23357.928696873903
2020-11-30,2020-12-19,3 wk ahead cum death,PL,point,NA,Poland,25670.57885493502
2020-11-30,2020-12-26,4 wk ahead cum death,PL,point,NA,Poland,27365.191429574992
2020-11-30,2020-12-05,1 wk ahead cum death,PL,quantile,0.01,Poland,18580.84
2020-11-30,2020-12-05,1 wk ahead cum death,PL,quantile,0.025,Poland,18695.0
