forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-03-01,2021-03-06,1 wk ahead cum death,PL,point,NA,Poland,45430.715481171545
2021-03-01,2021-03-06,1 wk ahead inc death,PL,point,NA,Poland,1774.7154811715482
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.01,Poland,44923.82
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.025,Poland,44974.85
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.05,Poland,45015.4
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.1,Poland,45074.0
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.15,Poland,45116.1
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.2,Poland,45159.0
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.25,Poland,45198.5
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.3,Poland,45241.4
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.35,Poland,45286.9
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.4,Poland,45329.2
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.45,Poland,45372.9
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.5,Poland,45408.0
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.55,Poland,45444.0
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.6,Poland,45481.8
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.65,Poland,45523.1
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.7,Poland,45569.8
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.75,Poland,45620.0
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.8,Poland,45677.0
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.85,Poland,45754.8
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.9,Poland,45846.8
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.95,Poland,45968.5
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.975,Poland,46045.3
2021-03-01,2021-03-06,1 wk ahead cum death,PL,quantile,0.99,Poland,46131.18
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.01,Poland,1267.8200000000002
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.025,Poland,1318.85
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.05,Poland,1359.4
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.1,Poland,1418.0
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.15,Poland,1460.1
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.2,Poland,1503.0
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.25,Poland,1542.5
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.3,Poland,1585.4
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.35,Poland,1630.9
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.4,Poland,1673.2
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.45,Poland,1716.9
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.5,Poland,1752.0
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.55,Poland,1788.0
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.6,Poland,1825.8
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.65,Poland,1867.1
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.7,Poland,1913.8
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.75,Poland,1964.0
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.8,Poland,2021.0
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.85,Poland,2098.8
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.9,Poland,2190.8
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.95,Poland,2312.5
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.975,Poland,2389.2999999999997
2021-03-01,2021-03-06,1 wk ahead inc death,PL,quantile,0.99,Poland,2475.18
2021-03-01,2021-03-13,2 wk ahead cum death,PL,point,NA,Poland,47458.544769874476
2021-03-01,2021-03-13,2 wk ahead inc death,PL,point,NA,Poland,2027.8292887029288
2021-03-01,2021-03-13,2 wk ahead cum death,PL,quantile,0.01,Poland,46272.7
2021-03-01,2021-03-13,2 wk ahead cum death,PL,quantile,0.025,Poland,46380.549999999996
2021-03-01,2021-03-13,2 wk ahead cum death,PL,quantile,0.05,Poland,46472.8
2021-03-01,2021-03-13,2 wk ahead cum death,PL,quantile,0.1,Poland,46609.4
2021-03-01,2021-03-13,2 wk ahead cum death,PL,quantile,0.15,Poland,46709.1
2021-03-01,2021-03-13,2 wk ahead cum death,PL,quantile,0.2,Poland,46808.6
