forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-01-11,2021-01-16,1 wk ahead cum death,PL,point,NA,Poland,33213.965873372246
2021-01-11,2021-01-16,1 wk ahead inc death,PL,point,NA,Poland,2202.9658733722495
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.01,Poland,32481.517647058823
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.025,Poland,32532.79411764706
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.05,Poland,32577.29411764706
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.1,Poland,32637.70588235294
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.15,Poland,32680.41176470588
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.2,Poland,32718.058823529413
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.25,Poland,32753.058823529413
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.3,Poland,32782.76470588235
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.35,Poland,32818.05882352941
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.4,Poland,32856.882352941175
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.45,Poland,32899.23529411765
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.5,Poland,32945.117647058825
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.55,Poland,33004.76470588235
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.6,Poland,33093.58823529412
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.65,Poland,33214.117647058825
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.7,Poland,33308.41176470588
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.75,Poland,33405.117647058825
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.8,Poland,33519.0
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.85,Poland,33747.17647058824
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.9,Poland,34120.17647058824
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.95,Poland,35152.470588235294
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.975,Poland,35316.41176470588
2021-01-11,2021-01-16,1 wk ahead cum death,PL,quantile,0.99,Poland,35447.964705882354
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.01,Poland,1470.5176470588233
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.025,Poland,1521.794117647059
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.05,Poland,1566.2941176470586
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.1,Poland,1626.7058823529412
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.15,Poland,1669.4117647058822
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.2,Poland,1707.0588235294117
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.25,Poland,1742.0588235294117
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.3,Poland,1771.764705882353
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.35,Poland,1807.0588235294117
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.4,Poland,1845.8823529411768
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.45,Poland,1888.2352941176473
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.5,Poland,1934.1176470588234
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.55,Poland,1993.7647058823532
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.6,Poland,2082.5882352941176
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.65,Poland,2203.117647058824
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.7,Poland,2297.4117647058824
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.75,Poland,2394.117647058824
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.8,Poland,2508.0
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.85,Poland,2736.176470588235
2021-01-11,2021-01-16,1 wk ahead inc death,PL,quantile,0.9,Poland,3109.176470588236
