forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-03-01,2021-03-06,1 wk ahead cum case,PL,point,NA,Poland,1770349.6199616124
2021-03-01,2021-03-06,1 wk ahead inc case,PL,point,NA,Poland,73464.61996161228
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.01,Poland,1759030.19
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.025,Poland,1759544.875
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.05,Poland,1760121.15
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.1,Poland,1760945.4
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.15,Poland,1761723.15
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.2,Poland,1762846.2
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.25,Poland,1765064.5
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.3,Poland,1766589.5
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.35,Poland,1767537.3
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.4,Poland,1768502.2
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.45,Poland,1769948.45
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.5,Poland,1771371.0
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.55,Poland,1772384.25
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.6,Poland,1773352.0
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.65,Poland,1774260.3
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.7,Poland,1775040.0
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.75,Poland,1775791.75
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.8,Poland,1776480.8
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.85,Poland,1777208.0
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.9,Poland,1778121.7
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.95,Poland,1779431.45
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.975,Poland,1780310.825
2021-03-01,2021-03-06,1 wk ahead cum case,PL,quantile,0.99,Poland,1781415.91
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.01,Poland,62145.19
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.025,Poland,62659.87500000001
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.05,Poland,63236.15
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.1,Poland,64060.40000000001
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.15,Poland,64838.149999999994
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.2,Poland,65961.2
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.25,Poland,68179.5
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.3,Poland,69704.5
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.35,Poland,70652.3
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.4,Poland,71617.20000000001
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.45,Poland,73063.45000000001
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.5,Poland,74486.0
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.55,Poland,75499.25
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.6,Poland,76467.00000000001
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.65,Poland,77375.3
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.7,Poland,78155.0
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.75,Poland,78906.75
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.8,Poland,79595.80000000002
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.85,Poland,80323.0
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.9,Poland,81236.7
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.95,Poland,82546.45000000001
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.975,Poland,83425.825
2021-03-01,2021-03-06,1 wk ahead inc case,PL,quantile,0.99,Poland,84530.91
2021-03-01,2021-03-13,2 wk ahead cum case,PL,point,NA,Poland,1858242.7879078696
2021-03-01,2021-03-13,2 wk ahead inc case,PL,point,NA,Poland,87893.16794625719
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.01,Poland,1830158.38
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.025,Poland,1831616.475
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.05,Poland,1833163.0499999998
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.1,Poland,1835209.0
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.15,Poland,1837163.65
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.2,Poland,1839466.8
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.25,Poland,1845475.75
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.3,Poland,1848839.2
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.35,Poland,1850829.85
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.4,Poland,1853112.8
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.45,Poland,1857176.65
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.5,Poland,1860765.5
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.55,Poland,1863267.55
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.6,Poland,1865582.0
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.65,Poland,1867896.8
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.7,Poland,1870135.8
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.75,Poland,1872056.0
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.8,Poland,1873666.2
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.85,Poland,1875371.5
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.9,Poland,1877439.0
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.95,Poland,1880517.3499999999
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.975,Poland,1882778.8499999999
2021-03-01,2021-03-13,2 wk ahead cum case,PL,quantile,0.99,Poland,1885466.75
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.01,Poland,71128.19
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.025,Poland,72071.59999999999
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.05,Poland,73041.9
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.1,Poland,74263.6
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.15,Poland,75440.5
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.2,Poland,76620.6
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.25,Poland,80411.25
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.3,Poland,82249.70000000001
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.35,Poland,83292.55
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.4,Poland,84610.6
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.45,Poland,87228.2
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.5,Poland,89394.5
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.55,Poland,90883.3
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.6,Poland,92230.0
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.65,Poland,93636.50000000001
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.7,Poland,95095.8
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.75,Poland,96264.25
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.8,Poland,97185.40000000001
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.85,Poland,98163.5
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.9,Poland,99317.29999999999
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.95,Poland,101085.89999999998
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.975,Poland,102468.025
2021-03-01,2021-03-13,2 wk ahead inc case,PL,quantile,0.99,Poland,104050.84
2021-03-01,2021-03-20,3 wk ahead cum case,PL,point,NA,Poland,1962913.209213052
2021-03-01,2021-03-20,3 wk ahead inc case,PL,point,NA,Poland,104670.42130518233
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.01,Poland,1911527.6099999999
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.025,Poland,1913992.4000000001
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.05,Poland,1916928.2499999998
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.1,Poland,1921111.2
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.15,Poland,1924428.9
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.2,Poland,1928095.6
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.25,Poland,1940017.0
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.3,Poland,1945435.8
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.35,Poland,1948657.4000000001
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.4,Poland,1952507.6
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.45,Poland,1961371.7999999998
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.5,Poland,1967604.5
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.55,Poland,1972071.45
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.6,Poland,1976363.2
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.65,Poland,1980723.1500000001
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.7,Poland,1985120.9000000001
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.75,Poland,1988649.0
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.8,Poland,1991620.5999999999
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.85,Poland,1994706.1
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.9,Poland,1998109.9
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.95,Poland,2003244.9
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.975,Poland,2007286.2999999998
2021-03-01,2021-03-20,3 wk ahead cum case,PL,quantile,0.99,Poland,2013385.81
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.01,Poland,81369.23
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.025,Poland,82375.92500000002
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.05,Poland,83765.20000000001
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.1,Poland,85902.20000000001
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.15,Poland,87265.25
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.2,Poland,88628.8
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.25,Poland,94541.25
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.3,Poland,96596.6
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.35,Poland,97827.54999999999
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.4,Poland,99394.8
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.45,Poland,104195.15
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.5,Poland,106839.0
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.55,Poland,108803.9
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.6,Poland,110781.2
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.65,Poland,112826.34999999999
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.7,Poland,114985.1
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.75,Poland,116593.0
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.8,Poland,117954.4
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.85,Poland,119334.6
2021-03-01,2021-03-20,3 wk ahead inc case,PL,quantile,0.9,Poland,120670.9
