forecast_date,target_end_date,target,location,type,quantile,location_name,value
2020-11-16,2020-11-07,-1 wk ahead inc case,PL,observed,NA,Poland,158909.0
2020-11-16,2020-11-14,0 wk ahead inc case,PL,observed,NA,Poland,169478.0
2020-11-16,2020-11-21,1 wk ahead inc case,PL,point,NA,Poland,187572.17191062472
2020-11-16,2020-11-28,2 wk ahead inc case,PL,point,NA,Poland,192789.88052895578
2020-11-16,2020-12-05,3 wk ahead inc case,PL,point,NA,Poland,193783.72731418148
2020-11-16,2020-12-12,4 wk ahead inc case,PL,point,NA,Poland,192660.97856817147
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.01,Poland,161998.12
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.025,Poland,163428.4
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.05,Poland,167277.6
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.1,Poland,171302.6
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.15,Poland,173041.40000000002
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.2,Poland,174272.6
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.25,Poland,175388.0
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.3,Poland,176690.59999999998
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.35,Poland,178558.4
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.4,Poland,183871.8
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.45,Poland,186022.4
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.5,Poland,187679.0
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.55,Poland,190592.00000000003
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.6,Poland,193247.8
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.65,Poland,194984.8
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.7,Poland,196446.19999999998
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.75,Poland,197938.0
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.8,Poland,199396.59999999998
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.85,Poland,201394.59999999998
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.9,Poland,207089.6
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.95,Poland,209924.6
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.975,Poland,211151.8
2020-11-16,2020-11-21,1 wk ahead inc case,PL,quantile,0.99,Poland,212288.16
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.01,Poland,162240.03999999998
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.025,Poland,163750.0
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.05,Poland,172031.8
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.1,Poland,175256.6
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.15,Poland,176791.4
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.2,Poland,178055.60000000003
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.25,Poland,179182.0
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.3,Poland,180350.4
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.35,Poland,181899.39999999997
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.4,Poland,187633.2
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.45,Poland,193518.40000000002
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.5,Poland,195448.0
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.55,Poland,197159.8
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.6,Poland,199026.8
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.65,Poland,200552.2
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.7,Poland,201919.40000000002
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.75,Poland,203215.0
2020-11-16,2020-11-28,2 wk ahead inc case,PL,quantile,0.8,Poland,204425.8
