forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-01-18,2021-01-23,1 wk ahead cum death,PL,point,NA,Poland,35105.30625583567
2021-01-18,2021-01-23,1 wk ahead inc death,PL,point,NA,Poland,1892.3062558356676
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.01,Poland,34537.91764705882
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.025,Poland,34582.26470588235
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.05,Poland,34626.470588235294
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.1,Poland,34677.58823529412
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.15,Poland,34715.882352941175
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.2,Poland,34750.64705882353
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.25,Poland,34781.23529411765
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.3,Poland,34815.0
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.35,Poland,34843.76470588235
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.4,Poland,34875.82352941176
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.45,Poland,34909.94117647059
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.5,Poland,34943.58823529412
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.55,Poland,34985.529411764706
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.6,Poland,35032.529411764706
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.65,Poland,35086.882352941175
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.7,Poland,35163.94117647059
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.75,Poland,35277.705882352944
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.8,Poland,35379.35294117647
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.85,Poland,35476.76470588235
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.9,Poland,35585.94117647059
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.95,Poland,36052.470588235294
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.975,Poland,36972.58823529412
2021-01-18,2021-01-23,1 wk ahead cum death,PL,quantile,0.99,Poland,37181.0
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.01,Poland,1324.9176470588236
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.025,Poland,1369.264705882353
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.05,Poland,1413.4705882352941
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.1,Poland,1464.5882352941178
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.15,Poland,1502.8823529411766
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.2,Poland,1537.6470588235293
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.25,Poland,1568.2352941176468
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.3,Poland,1601.9999999999998
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.35,Poland,1630.7647058823532
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.4,Poland,1662.8235294117649
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.45,Poland,1696.9411764705883
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.5,Poland,1730.5882352941176
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.55,Poland,1772.5294117647059
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.6,Poland,1819.5294117647059
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.65,Poland,1873.8823529411764
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.7,Poland,1950.941176470588
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.75,Poland,2064.7058823529414
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.8,Poland,2166.3529411764703
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.85,Poland,2263.764705882353
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.9,Poland,2372.9411764705883
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.95,Poland,2839.4705882352937
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.975,Poland,3759.588235294118
2021-01-18,2021-01-23,1 wk ahead inc death,PL,quantile,0.99,Poland,3967.999999999998
2021-01-18,2021-01-30,2 wk ahead cum death,PL,point,NA,Poland,36890.070494864616
2021-01-18,2021-01-30,2 wk ahead inc death,PL,point,NA,Poland,1784.764239028945
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.01,Poland,35701.623529411765
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.025,Poland,35793.70588235294
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.05,Poland,35880.94117647059
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.1,Poland,35983.470588235294
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.15,Poland,36052.23529411764
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.2,Poland,36124.76470588236
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.25,Poland,36185.352941176476
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.3,Poland,36254.76470588235
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.35,Poland,36316.76470588235
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.4,Poland,36398.882352941175
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.45,Poland,36504.529411764706
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.5,Poland,36611.82352941177
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.55,Poland,36716.470588235294
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.6,Poland,36820.529411764706
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.65,Poland,36946.70588235294
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.7,Poland,37110.05882352941
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.75,Poland,37316.82352941177
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.8,Poland,37501.94117647059
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.85,Poland,37670.470588235294
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.9,Poland,37886.64705882353
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.95,Poland,38594.82352941176
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.975,Poland,40581.470588235294
2021-01-18,2021-01-30,2 wk ahead cum death,PL,quantile,0.99,Poland,40947.635294117645
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.01,Poland,1163.7058823529412
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.025,Poland,1211.4411764705883
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.05,Poland,1254.4705882352941
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.1,Poland,1305.8823529411768
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.15,Poland,1336.3529411764705
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.2,Poland,1374.1176470588234
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.25,Poland,1404.1176470588234
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.3,Poland,1439.7647058823532
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.35,Poland,1472.9999999999998
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.4,Poland,1523.058823529412
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.45,Poland,1594.5882352941176
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.5,Poland,1668.2352941176473
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.55,Poland,1730.9411764705883
2021-01-18,2021-01-30,2 wk ahead inc death,PL,quantile,0.6,Poland,1788.0
