forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-02-08,2021-02-13,1 wk ahead cum case,PL,point,NA,Poland,1582876.9677403017
2021-02-08,2021-02-13,1 wk ahead inc case,PL,point,NA,Poland,37346.96774030183
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.01,Poland,1577001.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.025,Poland,1577264.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.05,Poland,1577541.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.1,Poland,1577866.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.15,Poland,1578090.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.2,Poland,1578295.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.25,Poland,1578493.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.3,Poland,1578671.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.35,Poland,1578881.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.4,Poland,1579126.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.45,Poland,1579481.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.5,Poland,1580651.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.55,Poland,1585465.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.6,Poland,1586162.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.65,Poland,1586554.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.7,Poland,1586892.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.75,Poland,1587222.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.8,Poland,1587574.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.85,Poland,1587978.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.9,Poland,1588483.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.95,Poland,1589094.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.975,Poland,1589560.0
2021-02-08,2021-02-13,1 wk ahead cum case,PL,quantile,0.99,Poland,1590122.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.01,Poland,31471.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.025,Poland,31734.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.05,Poland,32011.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.1,Poland,32336.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.15,Poland,32560.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.2,Poland,32765.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.25,Poland,32963.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.3,Poland,33141.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.35,Poland,33351.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.4,Poland,33596.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.45,Poland,33951.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.5,Poland,35121.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.55,Poland,39935.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.6,Poland,40632.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.65,Poland,41024.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.7,Poland,41362.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.75,Poland,41692.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.8,Poland,42044.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.85,Poland,42448.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.9,Poland,42953.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.95,Poland,43564.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.975,Poland,44030.0
2021-02-08,2021-02-13,1 wk ahead inc case,PL,quantile,0.99,Poland,44592.0
2021-02-08,2021-02-20,2 wk ahead cum case,PL,point,NA,Poland,1617480.7358958775
2021-02-08,2021-02-20,2 wk ahead inc case,PL,point,NA,Poland,34603.76815557582
2021-02-08,2021-02-20,2 wk ahead cum case,PL,quantile,0.01,Poland,1604610.0
2021-02-08,2021-02-20,2 wk ahead cum case,PL,quantile,0.025,Poland,1605155.0
2021-02-08,2021-02-20,2 wk ahead cum case,PL,quantile,0.05,Poland,1605708.0
