id,Country,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29
0,"Washington",1265,1274,1282,1291,1301,1310,1320,1330,1341,1352,1363,1374,1386,1398,1410,1423,1435,1448,1461,1475,1488,1503,1517,1532,1547,1562,1578,1594,1610,1627,1644,1662,1679,1697,1716,1735,1754,1773,1793,1813,1834,1854,1876,1897,1919,1941,1964,1986,2010,2033,2057,2081,2105,2130,2155,2180,2206,2231,2257,2284,2310,2337,2364,2391,2418,2446,2473,2501,2529,2557,2585,2614,2642,2670,2699,2727,2756,2785,2813,2842,2871,2899,2928,2956,2984,3013,3041,3069,3097,3125,3152,3180,3207,3234,3261,3288,3314,3340,3366,3392,3417,3443
1,"Illinois",6625,6681,6736,6791,6845,6898,6949,7000,7048,7095,7140,7184,7227,7268,7309,7347,7385,7422,7457,7491,7524,7557,7588,7618,7647,7675,7702,7729,7754,7779,7803,7826,7848,7870,7891,7911,7930,7949,7967,7985,8002,8018,8034,8050,8064,8079,8092,8106,8119,8131,8143,8154,8166,8176,8187,8197,8207,8216,8225,8234,8242,8250,8258,8265,8273,8280,8286,8293,8299,8305,8311,8317,8322,8327,8333,8337,8342,8347,8351,8355,8359,8363,8367,8371,8374,8378,8381,8384,8387,8390,8393,8396,8398,8401,8403,8405,8408,8410,8412,8414,8416,8418
2,"California",5494,5568,5645,5725,5807,5892,5980,6070,6164,6259,6357,6458,6561,6667,6776,6887,7001,7118,7237,7358,7482,7609,7737,7868,8001,8136,8273,8412,8552,8694,8837,8982,9128,9275,9422,9570,9719,9868,10018,10167,10316,10465,10614,10761,10908,11054,11199,11343,11485,11626,11765,11902,12038,12171,12302,12431,12558,12682,12804,12924,13040,13155,13266,13375,13481,13584,13685,13783,13878,13971,14060,14148,14232,14314,14393,14469,14543,14615,14684,14751,14815,14877,14937,14995,15050,15103,15155,15204,15252,15297,15341,15383,15424,15463,15500,15536,15570,15603,15634,15664,15693,15721
3,"Arizona",1346,1376,1408,1441,1477,1515,1556,1599,1645,1695,1749,1807,1869,1936,2008,2086,2170,2260,2356,2459,2569,2684,2806,2935,3069,3210,3357,3510,3670,3836,4007,4183,4363,4547,4734,4923,5114,5305,5497,5687,5876,6063,6247,6426,6602,6772,6937,7095,7248,7393,7532,7664,7789,7907,8017,8121,8219,8309,8394,8472,8545,8612,8674,8732,8784,8833,8877,8918,8955,8989,9020,9049,9074,9098,9119,9139,9157,9173,9188,9201,9213,9224,9234,9243,9251,9259,9265,9272,9277,9282,9287,9291,9294,9298,9301,9304,9306,9308,9310,9312,9314,9316
4,"Massachusetts",7828,7864,7899,7932,7965,7996,8027,8056,8083,8108,8131,8154,8175,8196,8215,8234,8252,8269,8286,8301,8316,8330,8343,8356,8368,8379,8390,8401,8410,8420,8429,8437,8446,8453,8461,8468,8474,8481,8487,8492,8498,8503,8508,8513,8517,8521,8526,8529,8533,8537,8540,8543,8546,8549,8552,8554,8557,8559,8561,8563,8565,8567,8569,8571,8573,8574,8576,8577,8578,8580,8581,8582,8583,8584,8585,8586,8587,8588,8589,8590,8590,8591,8592,8592,8593,8594,8594,8595,8595,8596,8596,8597,8597,8597,8598,8598,8598,8599,8599,8599,8600,8600
5,"Wisconsin",744,752,760,769,777,786,795,803,812,820,829,837,845,853,862,870,878,886,893,901,909,917,924,932,939,947,954,961,969,976,983,990,997,1003,1010,1017,1023,1030,1036,1042,1049,1055,1061,1067,1073,1079,1084,1090,1096,1101,1106,1112,1117,1122,1127,1132,1137,1142,1147,1151,1156,1161,1165,1169,1174,1178,1182,1186,1190,1194,1198,1202,1206,1209,1213,1216,1220,1223,1227,1230,1233,1236,1239,1242,1245,1248,1251,1254,1257,1259,1262,1265,1267,1270,1272,1274,1277,1279,1281,1283,1285,1288
6,"Texas",2183,2218,2254,2292,2331,2372,2414,2457,2504,2553,2605,2660,2720,2785,2856,2933,3016,3106,3203,3307,3418,3538,3665,3802,3947,4101,4265,4439,4622,4816,5020,5235,5460,5695,5940,6196,6460,6734,7016,7306,7604,7908,8217,8531,8848,9168,9489,9810,10129,10447,10760,11069,11371,11667,11955,12234,12504,12763,13012,13250,13476,13691,13895,14087,14268,14438,14597,14746,14884,15013,15132,15243,15346,15440,15528,15608,15682,15750,15813,15870,15922,15970,16014,16054,16091,16124,16155,16183,16208,16231,16252,16271,16289,16305,16319,16332,16344,16355,16365,16374,16382,16390
7,"Nebraska",244,248,252,256,260,264,268,272,276,280,284,288,292,296,301,305,309,314,318,322,327,331,336,341,345,350,354,359,363,368,373,377,382,387,391,396,400,405,409,414,418,423,427,432,436,440,444,449,453,457,461,465,469,473,477,481,485,488,492,496,499,503,506,509,513,516,519,522,525,528,531,534,537,540,542,545,547,550,552,555,557,559,562,564,566,568,570,572,574,576,577,579,581,582,584,586,587,589,590,591,593,594
8,"Utah",155,158,160,163,165,168,171,173,177,180,183,187,191,195,199,203,207,212,216,220,225,230,235,240,245,250,256,261,267,273,279,285,291,297,304,310,317,323,330,337,344,351,358,365,372,379,386,393,400,408,415,422,429,436,443,450,457,464,471,478,485,491,498,504,510,517,523,529,535,540,546,552,557,562,567,572,577,582,586,591,595,599,603,607,611,615,618,622,625,628,631,634,637,640,643,645,648,650,652,655,657,659
9,"Oregon",189,191,193,195,197,199,202,204,207,210,213,216,219,222,225,229,233,237,241,245,250,254,259,264,269,275,281,287,293,299,306,313,320,328,336,344,352,361,370,379,389,399,409,419,430,441,453,465,477,489,502,515,528,542,556,570,584,599,614,629,644,659,675,691,707,723,739,755,771,787,803,819,836,852,868,884,899,915,931,946,961,976,991,1005,1019,1033,1047,1061,1074,1086,1099,1111,1123,1135,1146,1157,1168,1178,1188,1197,1207,1216
