bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,2,1,2,21,29,2020-11-16 12:15:00
01,01002,5,2,2,3,49,116,2020-11-16 12:15:00
01,01003,2,3,2,2,39,99,2020-11-16 12:15:00
01,01004,1,0,0,1,6,19,2020-11-16 12:15:00
01,01051,1,1,1,1,11,33,2020-11-16 12:15:00
01,01053,2,1,1,2,7,13,2020-11-16 12:15:00
01,01054,3,0,0,3,14,15,2020-11-16 12:15:00
01,01055,3,1,1,3,23,28,2020-11-16 12:15:00
01,01056,2,4,2,2,13,18,2020-11-16 12:15:00
01,01057,1,4,4,1,5,7,2020-11-16 12:15:00
01,01058,5,1,0,3,15,27,2020-11-16 12:15:00
01,01059,1,1,1,1,8,16,2020-11-16 12:15:00
01,01060,4,2,0,4,40,77,2020-11-16 12:15:00
01,01061,3,3,0,1,14,35,2020-11-16 12:15:00
01,01062,3,3,0,3,17,31,2020-11-16 12:15:00
02,02000,34,86,52,24,146,582,2020-11-16 12:15:00
03,03101,7,4,3,5,47,98,2020-11-16 12:15:00
03,03102,2,8,6,2,6,23,2020-11-16 12:15:00
03,03103,1,2,1,1,12,24,2020-11-16 12:15:00
03,03151,2,4,2,2,3,20,2020-11-16 12:15:00
03,03153,3,3,2,3,16,31,2020-11-16 12:15:00
03,03154,1,1,1,1,12,14,2020-11-16 12:15:00
03,03155,2,1,0,2,4,17,2020-11-16 12:15:00
03,03157,1,0,0,1,11,11,2020-11-16 12:15:00
03,03158,1,4,3,1,4,12,2020-11-16 12:15:00
03,03159,8,7,3,7,42,144,2020-11-16 12:15:00
03,03241,19,32,23,16,197,340,2020-11-16 12:15:00
03,03251,3,6,6,3,9,10,2020-11-16 12:15:00
03,03252,6,2,0,4,12,58,2020-11-16 12:15:00
03,03254,7,8,5,4,18,56,2020-11-16 12:15:00
