bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,1,1,2,49,35,2020-05-10 09:15:00
01,01002,5,2,2,3,119,123,2020-05-10 09:15:00
01,01003,2,2,2,2,118,105,2020-05-10 09:15:00
01,01004,1,0,0,1,21,17,2020-05-10 09:15:00
01,01051,1,2,2,1,54,32,2020-05-10 09:15:00
01,01053,2,0,0,2,15,8,2020-05-10 09:15:00
01,01054,3,0,0,3,20,24,2020-05-10 09:15:00
01,01055,3,0,0,3,23,31,2020-05-10 09:15:00
01,01056,2,2,2,2,12,26,2020-05-10 09:15:00
01,01057,1,0,0,1,5,7,2020-05-10 09:15:00
01,01058,2,2,0,2,25,26,2020-05-10 09:15:00
01,01059,1,0,0,1,11,13,2020-05-10 09:15:00
01,01060,3,0,0,3,58,68,2020-05-10 09:15:00
01,01061,1,0,0,1,15,25,2020-05-10 09:15:00
01,01062,3,1,0,3,22,36,2020-05-10 09:15:00
02,02000,24,65,52,22,317,561,2020-05-10 09:15:00
03,03101,5,4,4,5,70,82,2020-05-10 09:15:00
03,03102,2,0,0,2,15,12,2020-05-10 09:15:00
03,03103,1,1,1,1,27,21,2020-05-10 09:15:00
03,03151,1,0,0,1,15,7,2020-05-10 09:15:00
03,03153,3,6,4,3,34,40,2020-05-10 09:15:00
03,03154,1,1,1,1,18,16,2020-05-10 09:15:00
03,03155,2,0,0,2,10,13,2020-05-10 09:15:00
03,03157,1,1,0,1,9,13,2020-05-10 09:15:00
03,03158,1,3,3,1,7,9,2020-05-10 09:15:00
03,03159,6,10,5,6,68,121,2020-05-10 09:15:00
03,03241,16,26,15,16,179,337,2020-05-10 09:15:00
03,03251,3,2,1,3,6,6,2020-05-10 09:15:00
03,03252,4,2,1,4,18,52,2020-05-10 09:15:00
03,03254,4,5,2,4,44,54,2020-05-10 09:15:00
03,03255,1,0,0,1,2,12,2020-05-10 09:15:00
03,03256,1,0,0,1,20,14,2020-05-10 09:15:00
03,03257,1,2,1,1,4,19,2020-05-10 09:15:00
03,03351,3,0,0,1,21,26,2020-05-10 09:15:00
03,03352,2,0,0,2,8,10,2020-05-10 09:15:00
03,03353,2,2,0,2,21,14,2020-05-10 09:15:00
03,03354,1,0,0,1,18,6,2020-05-10 09:15:00
03,03355,1,0,0,1,19,19,2020-05-10 09:15:00
03,03356,2,0,0,2,4,12,2020-05-10 09:15:00
03,03357,3,1,1,2,14,20,2020-05-10 09:15:00
03,03358,3,0,0,3,23,19,2020-05-10 09:15:00
