bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,0,0,2,15,40,2020-08-26 12:15:00
01,01002,5,1,0,3,111,118,2020-08-26 12:15:00
01,01003,2,0,0,2,106,111,2020-08-26 12:15:00
01,01004,1,0,0,1,9,16,2020-08-26 12:15:00
01,01051,1,0,0,1,17,37,2020-08-26 12:15:00
01,01053,2,0,0,2,8,16,2020-08-26 12:15:00
01,01054,3,0,0,3,15,24,2020-08-26 12:15:00
01,01055,3,0,0,3,18,34,2020-08-26 12:15:00
01,01056,2,0,0,2,16,24,2020-08-26 12:15:00
01,01057,1,1,0,1,2,10,2020-08-26 12:15:00
01,01058,5,0,0,3,15,39,2020-08-26 12:15:00
01,01059,1,0,0,1,11,15,2020-08-26 12:15:00
01,01060,4,0,0,4,44,76,2020-08-26 12:15:00
01,01061,3,0,0,1,19,30,2020-08-26 12:15:00
01,01062,3,0,0,3,25,30,2020-08-26 12:15:00
02,02000,34,10,6,24,285,590,2020-08-26 12:15:00
03,03101,7,0,0,5,39,111,2020-08-26 12:15:00
03,03102,2,0,0,2,13,16,2020-08-26 12:15:00
03,03103,1,0,0,1,6,28,2020-08-26 12:15:00
03,03151,2,0,0,2,2,34,2020-08-26 12:15:00
03,03153,3,0,0,3,33,49,2020-08-26 12:15:00
03,03154,1,0,0,1,12,22,2020-08-26 12:15:00
03,03155,2,0,0,2,10,12,2020-08-26 12:15:00
03,03157,1,0,0,1,12,10,2020-08-26 12:15:00
03,03158,1,0,0,1,9,7,2020-08-26 12:15:00
03,03159,8,0,0,7,66,128,2020-08-26 12:15:00
03,03241,19,7,5,16,146,359,2020-08-26 12:15:00
03,03251,3,0,0,3,7,10,2020-08-26 12:15:00
03,03252,6,1,0,4,13,62,2020-08-26 12:15:00
03,03254,7,1,1,4,39,53,2020-08-26 12:15:00
03,03255,1,0,0,1,2,12,2020-08-26 12:15:00
03,03256,1,0,0,1,10,16,2020-08-26 12:15:00
03,03257,1,0,0,1,3,20,2020-08-26 12:15:00
03,03351,3,0,0,1,15,26,2020-08-26 12:15:00
03,03352,2,0,0,2,18,8,2020-08-26 12:15:00
03,03353,3,0,0,3,3,37,2020-08-26 12:15:00
03,03354,1,0,0,1,7,8,2020-08-26 12:15:00
03,03355,4,0,0,2,21,38,2020-08-26 12:15:00
03,03356,3,0,0,2,7,8,2020-08-26 12:15:00
03,03357,3,0,0,2,11,27,2020-08-26 12:15:00
03,03358,3,0,0,3,12,23,2020-08-26 12:15:00
03,03359,3,0,0,2,5,28,2020-08-26 12:15:00
03,03360,2,0,0,2,19,63,2020-08-26 12:15:00
03,03361,2,0,0,2,1,14,2020-08-26 12:15:00
03,03401,1,0,0,1,8,14,2020-08-26 12:15:00
03,03402,1,0,0,1,10,10,2020-08-26 12:15:00
03,03403,5,0,0,3,40,118,2020-08-26 12:15:00
03,03404,5,2,1,4,33,93,2020-08-26 12:15:00
03,03405,2,0,0,1,20,20,2020-08-26 12:15:00
03,03451,3,0,0,2,3,30,2020-08-26 12:15:00
03,03452,3,0,0,3,6,26,2020-08-26 12:15:00
03,03453,3,1,1,3,16,20,2020-08-26 12:15:00
03,03454,11,0,0,7,33,87,2020-08-26 12:15:00
03,03455,2,0,0,2,10,27,2020-08-26 12:15:00
03,03456,1,0,0,1,12,18,2020-08-26 12:15:00
03,03457,4,0,0,2,26,19,2020-08-26 12:15:00
03,03458,1,0,0,1,3,7,2020-08-26 12:15:00
03,03459,7,0,0,6,49,76,2020-08-26 12:15:00
03,03460,5,0,0,3,18,23,2020-08-26 12:15:00
03,03461,2,0,0,2,6,11,2020-08-26 12:15:00
03,03462,1,0,0,1,1,7,2020-08-26 12:15:00
04,04011,10,2,2,9,46,125,2020-08-26 12:15:00
04,04012,4,0,0,3,30,39,2020-08-26 12:15:00
05,05111,13,5,4,11,60,235,2020-08-26 12:15:00
05,05112,15,9,6,9,87,174,2020-08-26 12:15:00
05,05113,16,6,6,14,92,322,2020-08-26 12:15:00
05,05114,7,2,2,4,15,84,2020-08-26 12:15:00
05,05116,6,1,0,4,21,78,2020-08-26 12:15:00
05,05117,2,1,0,2,25,30,2020-08-26 12:15:00
05,05119,7,0,0,4,29,64,2020-08-26 12:15:00
05,05120,1,1,1,1,17,19,2020-08-26 12:15:00
05,05122,4,0,0,3,25,61,2020-08-26 12:15:00
05,05124,7,1,1,5,46,116,2020-08-26 12:15:00
05,05154,8,1,0,5,26,49,2020-08-26 12:15:00
05,05158,5,0,0,4,19,33,2020-08-26 12:15:00
05,05162,8,1,1,6,30,90,2020-08-26 12:15:00
05,05166,4,0,0,4,20,24,2020-08-26 12:15:00
05,05170,11,6,3,8,105,102,2020-08-26 12:15:00
05,05314,18,1,1,11,49,245,2020-08-26 12:15:00
05,05315,31,10,5,18,68,413,2020-08-26 12:15:00
05,05316,5,1,0,2,34,72,2020-08-26 12:15:00
05,05334,13,4,3,7,29,270,2020-08-26 12:15:00
05,05358,7,0,0,5,23,50,2020-08-26 12:15:00
05,05362,7,0,0,7,22,54,2020-08-26 12:15:00
05,05366,3,0,0,3,6,22,2020-08-26 12:15:00
05,05370,3,0,0,3,7,29,2020-08-26 12:15:00
05,05374,7,0,0,7,34,83,2020-08-26 12:15:00
05,05378,4,0,0,4,25,27,2020-08-26 12:15:00
05,05382,7,1,0,6,12,77,2020-08-26 12:15:00
05,05512,2,0,0,2,46,21,2020-08-26 12:15:00
05,05513,8,0,0,4,39,86,2020-08-26 12:15:00
05,05515,9,4,1,7,77,192,2020-08-26 12:15:00
05,05554,6,0,0,5,33,45,2020-08-26 12:15:00
05,05558,5,0,0,3,19,35,2020-08-26 12:15:00
05,05562,15,0,0,14,93,145,2020-08-26 12:15:00
05,05566,7,1,0,5,34,74,2020-08-26 12:15:00
05,05570,6,1,1,5,44,29,2020-08-26 12:15:00
05,05711,6,4,2,4,28,141,2020-08-26 12:15:00
05,05754,3,2,0,3,13,27,2020-08-26 12:15:00
05,05758,5,1,1,3,31,45,2020-08-26 12:15:00
05,05762,5,0,0,5,29,19,2020-08-26 12:15:00
05,05766,2,0,0,2,26,51,2020-08-26 12:15:00
05,05770,8,0,0,6,62,205,2020-08-26 12:15:00
05,05774,7,2,2,5,57,88,2020-08-26 12:15:00
05,05911,8,1,1,6,62,162,2020-08-26 12:15:00
05,05913,9,3,2,9,70,221,2020-08-26 12:15:00
05,05914,7,3,2,5,24,61,2020-08-26 12:15:00
05,05915,7,2,2,5,49,65,2020-08-26 12:15:00
05,05916,4,3,1,4,5,60,2020-08-26 12:15:00
05,05954,7,1,0,6,34,98,2020-08-26 12:15:00
05,05958,9,2,0,8,31,88,2020-08-26 12:15:00
05,05962,10,1,0,8,42,82,2020-08-26 12:15:00
05,05966,3,0,0,3,11,22,2020-08-26 12:15:00
05,05970,8,0,0,7,25,118,2020-08-26 12:15:00
05,05974,9,0,0,7,29,66,2020-08-26 12:15:00
05,05978,8,2,2,8,21,96,2020-08-26 12:15:00
06,06411,7,0,0,4,29,76,2020-08-26 12:15:00
06,06412,17,2,1,12,60,245,2020-08-26 12:15:00
06,06413,4,0,0,2,27,78,2020-08-26 12:15:00
06,06414,6,3,3,4,32,69,2020-08-26 12:15:00
06,06431,5,0,0,5,24,25,2020-08-26 12:15:00
06,06432,2,1,0,2,2,27,2020-08-26 12:15:00
06,06433,2,0,0,2,6,16,2020-08-26 12:15:00
06,06434,3,0,0,3,6,23,2020-08-26 12:15:00
06,06435,7,0,0,4,17,74,2020-08-26 12:15:00
06,06436,2,0,0,2,10,19,2020-08-26 12:15:00
06,06437,2,0,0,2,17,109,2020-08-26 12:15:00
06,06438,2,1,1,2,5,27,2020-08-26 12:15:00
06,06439,2,0,0,2,7,11,2020-08-26 12:15:00
06,06440,5,0,0,5,25,73,2020-08-26 12:15:00
06,06531,6,2,1,4,50,202,2020-08-26 12:15:00
06,06532,2,0,0,2,17,44,2020-08-26 12:15:00
06,06533,4,2,2,4,21,38,2020-08-26 12:15:00
06,06534,3,0,0,3,16,141,2020-08-26 12:15:00
06,06535,4,0,0,4,11,26,2020-08-26 12:15:00
06,06611,6,0,0,6,48,153,2020-08-26 12:15:00
06,06631,5,0,0,3,22,72,2020-08-26 12:15:00
06,06632,3,0,0,3,29,47,2020-08-26 12:15:00
06,06633,4,0,0,4,20,14,2020-08-26 12:15:00
06,06634,3,0,0,3,22,21,2020-08-26 12:15:00
06,06635,7,0,0,7,40,87,2020-08-26 12:15:00
06,06636,3,0,0,3,22,22,2020-08-26 12:15:00
07,07111,6,1,1,4,59,79,2020-08-26 12:15:00
07,07131,2,2,1,2,5,13,2020-08-26 12:15:00
07,07132,2,0,0,2,4,11,2020-08-26 12:15:00
07,07133,6,0,0,4,30,25,2020-08-26 12:15:00
07,07134,2,0,0,2,5,16,2020-08-26 12:15:00
07,07135,2,0,0,2,6,7,2020-08-26 12:15:00
07,07137,4,1,0,4,23,23,2020-08-26 12:15:00
07,07138,7,0,0,5,37,51,2020-08-26 12:15:00
07,07140,2,0,0,2,6,8,2020-08-26 12:15:00
07,07141,5,1,0,5,19,27,2020-08-26 12:15:00
07,07143,4,0,0,4,10,31,2020-08-26 12:15:00
07,07211,6,2,1,3,45,82,2020-08-26 12:15:00
07,07231,2,0,0,2,10,14,2020-08-26 12:15:00
07,07232,2,0,0,2,6,11,2020-08-26 12:15:00
07,07233,2,0,0,2,11,10,2020-08-26 12:15:00
07,07235,2,0,0,2,4,12,2020-08-26 12:15:00
07,07311,1,0,0,1,9,13,2020-08-26 12:15:00
07,07312,3,0,0,1,62,107,2020-08-26 12:15:00
07,07313,3,0,0,2,16,13,2020-08-26 12:15:00
07,07314,6,0,0,4,44,77,2020-08-26 12:15:00
07,07315,2,0,0,2,23,90,2020-08-26 12:15:00
07,07316,1,0,0,1,8,13,2020-08-26 12:15:00
07,07317,1,1,1,1,1,11,2020-08-26 12:15:00
07,07318,3,0,0,2,25,31,2020-08-26 12:15:00
07,07319,3,0,0,1,11,36,2020-08-26 12:15:00
07,07320,1,0,0,1,6,8,2020-08-26 12:15:00
07,07331,1,0,0,1,2,6,2020-08-26 12:15:00
07,07332,2,0,0,2,3,16,2020-08-26 12:15:00
07,07333,2,0,0,2,7,5,2020-08-26 12:15:00
07,07334,2,0,0,2,18,11,2020-08-26 12:15:00
07,07335,1,0,0,1,8,6,2020-08-26 12:15:00
07,07336,1,0,0,1,6,13,2020-08-26 12:15:00
07,07337,2,0,0,2,7,10,2020-08-26 12:15:00
07,07339,2,1,1,2,10,14,2020-08-26 12:15:00
07,07340,1,0,0,1,6,3,2020-08-26 12:15:00
08,08111,11,4,3,9,67,255,2020-08-26 12:15:00
08,08115,6,1,0,4,16,46,2020-08-26 12:15:00
08,08116,8,2,1,4,29,70,2020-08-26 12:15:00
08,08117,5,0,0,3,48,33,2020-08-26 12:15:00
08,08118,5,7,6,4,47,103,2020-08-26 12:15:00
08,08119,4,1,1,2,14,47,2020-08-26 12:15:00
08,08121,3,1,1,1,36,47,2020-08-26 12:15:00
08,08125,2,0,0,2,12,40,2020-08-26 12:15:00
08,08126,1,0,0,1,5,7,2020-08-26 12:15:00
08,08127,4,0,0,2,24,32,2020-08-26 12:15:00
08,08128,4,1,1,3,49,33,2020-08-26 12:15:00
08,08135,2,0,0,1,5,19,2020-08-26 12:15:00
08,08136,8,1,0,4,23,48,2020-08-26 12:15:00
08,08211,3,0,0,1,6,20,2020-08-26 12:15:00
08,08212,6,0,0,4,49,115,2020-08-26 12:15:00
08,08215,3,1,1,3,6,42,2020-08-26 12:15:00
08,08216,2,0,0,2,1,14,2020-08-26 12:15:00
08,08221,6,1,0,6,81,233,2020-08-26 12:15:00
08,08222,6,0,0,3,12,105,2020-08-26 12:15:00
08,08225,3,0,0,3,4,13,2020-08-26 12:15:00
08,08226,4,0,0,4,15,30,2020-08-26 12:15:00
08,08231,4,0,0,2,29,44,2020-08-26 12:15:00
08,08235,3,0,0,3,14,18,2020-08-26 12:15:00
08,08236,2,0,0,2,8,7,2020-08-26 12:15:00
08,08237,1,0,0,1,5,9,2020-08-26 12:15:00
08,08311,6,3,2,4,23,166,2020-08-26 12:15:00
08,08315,4,0,0,4,29,51,2020-08-26 12:15:00
08,08316,3,0,0,3,4,87,2020-08-26 12:15:00
