bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,1,1,2,50,35,2020-05-15 09:15:00
01,01002,5,2,1,3,121,120,2020-05-15 09:15:00
01,01003,2,2,2,2,111,112,2020-05-15 09:15:00
01,01004,1,0,0,1,20,20,2020-05-15 09:15:00
01,01051,1,2,2,1,56,31,2020-05-15 09:15:00
01,01053,2,0,0,2,6,18,2020-05-15 09:15:00
01,01054,3,0,0,3,19,25,2020-05-15 09:15:00
01,01055,3,0,0,3,23,31,2020-05-15 09:15:00
01,01056,2,0,0,2,12,21,2020-05-15 09:15:00
01,01057,1,0,0,1,3,9,2020-05-15 09:15:00
01,01058,3,1,0,3,23,27,2020-05-15 09:15:00
01,01059,1,0,0,1,11,13,2020-05-15 09:15:00
01,01060,4,0,0,4,63,75,2020-05-15 09:15:00
01,01061,1,0,0,1,15,25,2020-05-15 09:15:00
01,01062,3,0,0,3,25,35,2020-05-15 09:15:00
02,02000,28,43,35,24,372,597,2020-05-15 09:15:00
03,03101,5,1,0,5,65,88,2020-05-15 09:15:00
03,03102,2,0,0,2,8,19,2020-05-15 09:15:00
03,03103,1,3,1,1,23,25,2020-05-15 09:15:00
03,03151,2,0,0,2,15,13,2020-05-15 09:15:00
03,03153,3,5,1,3,34,40,2020-05-15 09:15:00
03,03154,1,0,0,1,21,13,2020-05-15 09:15:00
03,03155,2,1,0,2,7,16,2020-05-15 09:15:00
03,03157,1,0,0,1,9,13,2020-05-15 09:15:00
03,03158,1,3,3,1,5,11,2020-05-15 09:15:00
03,03159,7,6,3,7,60,128,2020-05-15 09:15:00
03,03241,16,20,16,16,157,344,2020-05-15 09:15:00
03,03251,3,1,0,3,12,6,2020-05-15 09:15:00
03,03252,4,2,2,4,10,53,2020-05-15 09:15:00
03,03254,5,4,4,4,50,50,2020-05-15 09:15:00
03,03255,1,0,0,1,6,8,2020-05-15 09:15:00
03,03256,1,0,0,1,21,13,2020-05-15 09:15:00
03,03257,1,3,1,1,6,20,2020-05-15 09:15:00
03,03351,3,0,0,1,28,19,2020-05-15 09:15:00
03,03352,2,0,0,2,11,7,2020-05-15 09:15:00
03,03353,3,0,0,3,24,40,2020-05-15 09:15:00
03,03354,1,0,0,1,24,3,2020-05-15 09:15:00
03,03355,2,0,0,2,19,19,2020-05-15 09:15:00
03,03356,2,0,0,2,3,13,2020-05-15 09:15:00
03,03357,3,0,0,2,11,23,2020-05-15 09:15:00
03,03358,3,0,0,3,17,25,2020-05-15 09:15:00
03,03359,3,0,0,2,14,23,2020-05-15 09:15:00
03,03360,2,0,0,2,28,51,2020-05-15 09:15:00
03,03361,2,0,0,2,8,9,2020-05-15 09:15:00
03,03401,1,1,1,1,17,12,2020-05-15 09:15:00
03,03402,1,0,0,1,12,9,2020-05-15 09:15:00
03,03403,4,10,6,3,172,88,2020-05-15 09:15:00
03,03404,4,4,3,4,99,51,2020-05-15 09:15:00
03,03405,1,1,1,1,12,22,2020-05-15 09:15:00
03,03451,3,1,1,2,14,27,2020-05-15 09:15:00
03,03452,3,0,0,3,19,23,2020-05-15 09:15:00
03,03453,3,1,1,3,16,31,2020-05-15 09:15:00
03,03454,7,2,2,7,41,64,2020-05-15 09:15:00
03,03455,2,0,0,2,17,21,2020-05-15 09:15:00
