bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,0,0,2,41,42,2020-04-30 09:15:00
01,01002,4,3,2,3,113,120,2020-04-30 09:15:00
01,01003,2,5,5,2,115,108,2020-04-30 09:15:00
01,01004,1,1,1,1,19,19,2020-04-30 09:15:00
01,01051,1,3,1,1,54,26,2020-04-30 09:15:00
01,01053,2,1,1,2,8,10,2020-04-30 09:15:00
01,01054,3,0,0,3,23,21,2020-04-30 09:15:00
01,01055,3,0,0,3,23,29,2020-04-30 09:15:00
01,01056,2,5,5,2,10,27,2020-04-30 09:15:00
01,01057,1,2,1,1,6,6,2020-04-30 09:15:00
01,01058,1,0,0,1,4,0,2020-04-30 09:15:00
01,01059,1,0,0,1,11,12,2020-04-30 09:15:00
01,01060,4,1,0,4,59,77,2020-04-30 09:15:00
01,01061,1,0,0,1,20,20,2020-04-30 09:15:00
01,01062,3,0,0,3,19,41,2020-04-30 09:15:00
02,02000,28,81,66,24,392,576,2020-04-30 09:15:00
03,03101,5,5,4,5,55,93,2020-04-30 09:15:00
03,03102,2,0,0,2,4,23,2020-04-30 09:15:00
03,03103,1,0,0,1,32,16,2020-04-30 09:15:00
03,03151,2,0,0,2,10,10,2020-04-30 09:15:00
03,03153,3,8,7,3,35,39,2020-04-30 09:15:00
03,03154,1,6,1,1,14,20,2020-04-30 09:15:00
03,03155,2,4,2,2,9,14,2020-04-30 09:15:00
03,03157,1,1,1,1,2,20,2020-04-30 09:15:00
03,03158,1,3,3,1,6,10,2020-04-30 09:15:00
03,03159,7,20,7,7,66,129,2020-04-30 09:15:00
03,03241,16,35,25,16,170,341,2020-04-30 09:15:00
03,03251,3,1,1,3,14,4,2020-04-30 09:15:00
03,03252,4,3,2,4,19,54,2020-04-30 09:15:00
03,03254,5,8,3,4,50,60,2020-04-30 09:15:00
03,03255,1,0,0,1,4,10,2020-04-30 09:15:00
03,03256,1,0,0,1,20,16,2020-04-30 09:15:00
03,03257,1,1,0,1,5,21,2020-04-30 09:15:00
03,03351,3,0,0,1,23,24,2020-04-30 09:15:00
03,03352,2,1,0,2,7,11,2020-04-30 09:15:00
03,03353,3,4,2,3,31,33,2020-04-30 09:15:00
03,03354,1,0,0,1,20,5,2020-04-30 09:15:00
03,03355,2,0,0,2,19,24,2020-04-30 09:15:00
03,03356,2,0,0,2,8,8,2020-04-30 09:15:00
03,03357,3,2,2,2,17,22,2020-04-30 09:15:00
03,03358,3,1,1,3,18,24,2020-04-30 09:15:00
03,03359,3,0,0,2,16,25,2020-04-30 09:15:00
03,03360,2,2,1,2,21,7,2020-04-30 09:15:00
03,03361,2,0,0,2,5,11,2020-04-30 09:15:00
03,03401,1,2,2,1,14,15,2020-04-30 09:15:00
03,03402,1,1,0,1,11,10,2020-04-30 09:15:00
03,03403,4,12,7,3,111,85,2020-04-30 09:15:00
03,03404,4,9,6,4,93,63,2020-04-30 09:15:00
03,03405,1,0,0,1,3,28,2020-04-30 09:15:00
03,03451,3,4,3,2,15,25,2020-04-30 09:15:00
03,03452,3,0,0,3,16,26,2020-04-30 09:15:00
03,03453,3,0,0,3,20,28,2020-04-30 09:15:00
03,03454,6,7,5,6,40,69,2020-04-30 09:15:00
03,03455,2,2,0,2,10,8,2020-04-30 09:15:00
03,03456,1,4,4,1,11,19,2020-04-30 09:15:00
03,03457,3,0,0,2,22,21,2020-04-30 09:15:00
03,03458,1,1,1,1,8,7,2020-04-30 09:15:00
03,03459,8,0,0,7,70,82,2020-04-30 09:15:00
03,03460,3,0,0,3,43,27,2020-04-30 09:15:00
03,03461,2,0,0,2,8,15,2020-04-30 09:15:00
03,03462,1,0,0,1,8,5,2020-04-30 09:15:00
04,04011,10,9,6,9,82,120,2020-04-30 09:15:00
04,04012,1,4,3,1,8,38,2020-04-30 09:15:00
05,05111,12,17,15,11,92,223,2020-04-30 09:15:00
05,05112,13,12,8,9,81,192,2020-04-30 09:15:00
05,05113,15,27,25,14,98,266,2020-04-30 09:15:00
05,05114,4,11,9,4,20,75,2020-04-30 09:15:00
05,05116,5,7,6,4,37,86,2020-04-30 09:15:00
05,05117,2,6,5,2,18,34,2020-04-30 09:15:00
05,05119,5,2,0,4,32,34,2020-04-30 09:15:00
05,05120,1,3,2,1,18,18,2020-04-30 09:15:00
05,05122,3,7,6,3,41,52,2020-04-30 09:15:00
05,05124,5,11,9,5,107,108,2020-04-30 09:15:00
05,05154,5,6,5,5,33,44,2020-04-30 09:15:00
05,05158,6,7,5,6,53,40,2020-04-30 09:15:00
05,05162,7,10,9,6,58,67,2020-04-30 09:15:00
05,05166,4,7,6,4,21,39,2020-04-30 09:15:00
05,05170,8,10,4,8,66,94,2020-04-30 09:15:00
05,05314,15,19,13,11,73,217,2020-04-30 09:15:00
05,05315,27,41,28,18,109,345,2020-04-30 09:15:00
05,05316,3,3,2,2,40,44,2020-04-30 09:15:00
05,05334,8,33,28,7,147,173,2020-04-30 09:15:00
05,05358,6,6,3,5,24,53,2020-04-30 09:15:00
05,05362,7,6,3,7,36,49,2020-04-30 09:15:00
05,05366,3,3,3,3,10,39,2020-04-30 09:15:00
05,05370,3,5,2,3,6,15,2020-04-30 09:15:00
05,05374,7,3,2,7,50,55,2020-04-30 09:15:00
05,05378,4,5,5,4,20,36,2020-04-30 09:15:00
05,05382,6,4,3,6,23,72,2020-04-30 09:15:00
05,05512,2,2,1,2,44,23,2020-04-30 09:15:00
05,05513,6,6,3,4,83,50,2020-04-30 09:15:00
05,05515,8,11,10,7,73,188,2020-04-30 09:15:00
05,05554,5,6,4,5,35,47,2020-04-30 09:15:00
05,05558,3,1,1,3,28,16,2020-04-30 09:15:00
05,05562,14,6,1,14,127,193,2020-04-30 09:15:00
05,05566,5,18,11,5,39,65,2020-04-30 09:15:00
05,05570,5,3,1,5,33,35,2020-04-30 09:15:00
05,05711,5,5,5,4,54,112,2020-04-30 09:15:00
05,05754,3,2,1,3,22,30,2020-04-30 09:15:00
05,05758,4,3,3,3,30,40,2020-04-30 09:15:00
05,05762,5,3,2,5,23,19,2020-04-30 09:15:00
05,05766,2,7,4,2,30,52,2020-04-30 09:15:00
05,05770,6,11,3,6,48,101,2020-04-30 09:15:00
05,05774,5,3,2,4,52,86,2020-04-30 09:15:00
05,05911,7,8,6,5,79,168,2020-04-30 09:15:00
05,05913,9,11,8,9,87,222,2020-04-30 09:15:00
05,05914,5,4,2,5,36,54,2020-04-30 09:15:00
05,05915,6,5,3,5,40,52,2020-04-30 09:15:00
05,05916,4,7,4,4,24,46,2020-04-30 09:15:00
05,05954,6,5,3,6,48,58,2020-04-30 09:15:00
05,05958,9,4,3,9,72,53,2020-04-30 09:15:00
05,05962,8,21,8,8,58,80,2020-04-30 09:15:00
05,05966,3,8,7,3,22,25,2020-04-30 09:15:00
05,05970,6,2,2,6,52,88,2020-04-30 09:15:00
05,05974,7,1,1,7,43,53,2020-04-30 09:15:00
05,05978,8,5,4,8,82,74,2020-04-30 09:15:00
06,06411,6,12,5,4,23,55,2020-04-30 09:15:00
06,06412,16,49,40,12,123,251,2020-04-30 09:15:00
06,06413,2,6,5,2,43,71,2020-04-30 09:15:00
06,06414,5,8,4,4,71,85,2020-04-30 09:15:00
06,06431,5,5,2,5,24,27,2020-04-30 09:15:00
06,06432,2,11,7,2,2,25,2020-04-30 09:15:00
06,06433,2,5,4,2,16,20,2020-04-30 09:15:00
06,06434,3,1,1,3,10,20,2020-04-30 09:15:00
06,06435,4,17,9,4,34,56,2020-04-30 09:15:00
06,06436,2,11,4,2,48,25,2020-04-30 09:15:00
06,06437,2,8,6,2,25,123,2020-04-30 09:15:00
06,06438,2,7,7,2,29,28,2020-04-30 09:15:00
06,06439,2,1,1,2,15,7,2020-04-30 09:15:00
06,06440,5,7,3,5,61,81,2020-04-30 09:15:00
06,06531,4,14,13,4,43,219,2020-04-30 09:15:00
06,06532,2,2,2,2,27,34,2020-04-30 09:15:00
06,06533,3,2,2,3,34,32,2020-04-30 09:15:00
06,06534,4,8,5,3,57,136,2020-04-30 09:15:00
06,06535,4,2,1,4,20,19,2020-04-30 09:15:00
06,06611,6,11,8,6,61,120,2020-04-30 09:15:00
06,06631,3,8,7,3,19,66,2020-04-30 09:15:00
06,06632,3,2,1,3,31,42,2020-04-30 09:15:00
06,06633,3,0,1,3,15,14,2020-04-30 09:15:00
06,06634,3,2,0,3,27,24,2020-04-30 09:15:00
06,06635,7,0,0,7,54,73,2020-04-30 09:15:00
06,06636,2,2,2,2,19,20,2020-04-30 09:15:00
07,07111,5,7,6,4,41,72,2020-04-30 09:15:00
07,07131,1,1,0,1,7,13,2020-04-30 09:15:00
07,07132,2,3,3,2,11,10,2020-04-30 09:15:00
07,07133,4,0,0,4,33,21,2020-04-30 09:15:00
