bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,1,1,2,47,38,2020-05-06 09:15:00
01,01002,4,3,2,3,111,117,2020-05-06 09:15:00
01,01003,2,4,2,2,114,109,2020-05-06 09:15:00
01,01004,1,0,0,1,18,20,2020-05-06 09:15:00
01,01051,1,2,2,1,54,28,2020-05-06 09:15:00
01,01053,2,1,0,2,10,12,2020-05-06 09:15:00
01,01054,1,0,0,1,8,2,2020-05-06 09:15:00
01,01055,2,0,0,2,15,19,2020-05-06 09:15:00
01,01056,2,3,3,2,9,29,2020-05-06 09:15:00
01,01057,1,1,0,1,6,6,2020-05-06 09:15:00
01,01058,2,2,2,2,21,29,2020-05-06 09:15:00
01,01059,1,0,0,1,13,11,2020-05-06 09:15:00
01,01060,3,1,0,3,54,72,2020-05-06 09:15:00
01,01061,1,0,0,1,21,19,2020-05-06 09:15:00
01,01062,3,1,1,3,24,34,2020-05-06 09:15:00
02,02000,24,68,54,22,324,559,2020-05-06 09:15:00
03,03101,5,5,5,5,56,103,2020-05-06 09:15:00
03,03102,2,0,0,2,9,18,2020-05-06 09:15:00
03,03103,1,0,0,1,30,18,2020-05-06 09:15:00
03,03151,1,0,0,1,6,8,2020-05-06 09:15:00
03,03153,3,9,6,3,37,37,2020-05-06 09:15:00
03,03154,1,1,1,1,23,11,2020-05-06 09:15:00
03,03155,2,1,1,2,6,17,2020-05-06 09:15:00
03,03157,1,1,0,1,8,14,2020-05-06 09:15:00
03,03158,1,3,3,1,6,10,2020-05-06 09:15:00
03,03159,6,9,6,6,60,129,2020-05-06 09:15:00
03,03241,16,25,20,16,178,358,2020-05-06 09:15:00
03,03251,3,1,1,3,15,5,2020-05-06 09:15:00
03,03252,4,3,2,4,16,55,2020-05-06 09:15:00
03,03254,3,4,1,3,30,32,2020-05-06 09:15:00
03,03255,1,0,0,1,7,7,2020-05-06 09:15:00
03,03256,1,0,0,1,20,14,2020-05-06 09:15:00
03,03257,1,1,1,1,6,17,2020-05-06 09:15:00
03,03351,3,3,0,1,18,29,2020-05-06 09:15:00
03,03352,2,0,0,2,6,12,2020-05-06 09:15:00
03,03353,2,4,1,2,27,10,2020-05-06 09:15:00
03,03354,1,0,0,1,18,6,2020-05-06 09:15:00
03,03355,1,0,0,1,21,17,2020-05-06 09:15:00
03,03356,2,0,0,2,8,8,2020-05-06 09:15:00
03,03357,3,2,2,2,10,24,2020-05-06 09:15:00
03,03358,3,0,0,3,21,21,2020-05-06 09:15:00
03,03359,3,0,0,2,18,23,2020-05-06 09:15:00
03,03360,2,1,0,2,13,15,2020-05-06 09:15:00
03,03361,2,0,0,2,9,10,2020-05-06 09:15:00
03,03401,1,2,2,1,11,18,2020-05-06 09:15:00
03,03402,1,0,0,1,11,10,2020-05-06 09:15:00
03,03403,4,6,6,3,118,78,2020-05-06 09:15:00
03,03404,3,4,3,3,88,60,2020-05-06 09:15:00
03,03405,1,1,0,1,5,27,2020-05-06 09:15:00
03,03451,2,4,3,2,16,12,2020-05-06 09:15:00
03,03452,2,1,1,2,21,17,2020-05-06 09:15:00
03,03453,2,1,1,2,15,27,2020-05-06 09:15:00
03,03454,5,7,5,5,47,42,2020-05-06 09:15:00
03,03455,2,0,0,2,12,6,2020-05-06 09:15:00
03,03456,1,4,3,1,6,24,2020-05-06 09:15:00
03,03457,3,0,0,2,16,27,2020-05-06 09:15:00
03,03458,1,0,0,1,10,5,2020-05-06 09:15:00
03,03459,7,0,0,6,62,66,2020-05-06 09:15:00
03,03460,3,0,0,3,45,26,2020-05-06 09:15:00
03,03462,1,0,0,1,10,3,2020-05-06 09:15:00
04,04011,10,5,5,9,97,97,2020-05-06 09:15:00
04,04012,3,4,1,3,22,48,2020-05-06 09:15:00
05,05111,12,19,8,11,84,230,2020-05-06 09:15:00
05,05112,12,15,10,9,78,166,2020-05-06 09:15:00
05,05113,15,29,25,14,105,253,2020-05-06 09:15:00
05,05114,6,9,7,4,41,116,2020-05-06 09:15:00
05,05116,5,7,7,4,39,80,2020-05-06 09:15:00
05,05117,2,3,2,2,18,37,2020-05-06 09:15:00
05,05119,5,10,5,4,26,46,2020-05-06 09:15:00
05,05120,1,3,2,1,14,22,2020-05-06 09:15:00
05,05122,3,9,9,3,37,56,2020-05-06 09:15:00
05,05124,5,7,6,5,111,101,2020-05-06 09:15:00
05,05154,5,9,7,5,25,51,2020-05-06 09:15:00
05,05158,6,4,3,6,47,37,2020-05-06 09:15:00
05,05162,6,9,8,6,37,74,2020-05-06 09:15:00
05,05166,4,5,5,4,13,40,2020-05-06 09:15:00
05,05170,9,11,4,8,59,98,2020-05-06 09:15:00
05,05314,15,17,11,11,77,204,2020-05-06 09:15:00
05,05315,26,27,22,18,91,349,2020-05-06 09:15:00
05,05316,4,0,0,2,35,50,2020-05-06 09:15:00
