bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,0,0,2,20,35,2020-08-18 12:15:00
01,01002,5,1,0,3,109,120,2020-08-18 12:15:00
01,01003,2,0,0,2,100,117,2020-08-18 12:15:00
01,01004,1,0,0,1,6,19,2020-08-18 12:15:00
01,01051,1,1,1,1,14,40,2020-08-18 12:15:00
01,01053,2,0,0,2,4,14,2020-08-18 12:15:00
01,01054,3,0,0,3,14,25,2020-08-18 12:15:00
01,01055,3,0,0,3,17,35,2020-08-18 12:15:00
01,01056,2,0,0,2,11,26,2020-08-18 12:15:00
01,01057,1,1,1,1,3,9,2020-08-18 12:15:00
01,01058,5,0,0,3,19,35,2020-08-18 12:15:00
01,01059,1,0,0,1,11,13,2020-08-18 12:15:00
01,01060,4,0,0,4,42,78,2020-08-18 12:15:00
01,01061,3,0,0,1,15,34,2020-08-18 12:15:00
01,01062,3,0,0,3,21,34,2020-08-18 12:15:00
02,02000,33,10,8,23,257,597,2020-08-18 12:15:00
03,03101,7,0,0,5,48,102,2020-08-18 12:15:00
03,03102,2,0,0,2,15,14,2020-08-18 12:15:00
03,03103,1,0,0,1,10,24,2020-08-18 12:15:00
03,03151,2,0,0,2,10,26,2020-08-18 12:15:00
03,03153,3,0,0,3,36,46,2020-08-18 12:15:00
03,03154,1,0,0,1,15,19,2020-08-18 12:15:00
03,03155,2,0,0,2,9,14,2020-08-18 12:15:00
03,03157,1,0,0,1,5,17,2020-08-18 12:15:00
03,03158,1,0,0,1,9,7,2020-08-18 12:15:00
03,03159,8,0,0,7,70,122,2020-08-18 12:15:00
03,03241,19,6,5,16,137,365,2020-08-18 12:15:00
03,03251,3,1,0,3,8,9,2020-08-18 12:15:00
03,03252,6,1,1,4,19,56,2020-08-18 12:15:00
03,03254,7,0,0,4,35,55,2020-08-18 12:15:00
03,03255,1,0,0,1,3,11,2020-08-18 12:15:00
03,03256,1,0,0,1,14,12,2020-08-18 12:15:00
03,03257,1,1,0,1,0,23,2020-08-18 12:15:00
03,03351,3,0,0,1,8,33,2020-08-18 12:15:00
03,03352,2,0,0,2,17,9,2020-08-18 12:15:00
03,03353,3,0,0,3,3,39,2020-08-18 12:15:00
03,03354,1,0,0,1,7,8,2020-08-18 12:15:00
03,03355,4,0,0,2,16,43,2020-08-18 12:15:00
03,03356,3,0,0,2,6,9,2020-08-18 12:15:00
03,03357,3,0,0,2,9,29,2020-08-18 12:15:00
03,03358,3,0,0,3,8,27,2020-08-18 12:15:00
03,03359,3,0,0,2,13,20,2020-08-18 12:15:00
03,03360,2,0,0,2,18,64,2020-08-18 12:15:00
03,03361,2,0,0,2,8,7,2020-08-18 12:15:00
03,03401,1,1,0,1,8,14,2020-08-18 12:15:00
03,03402,1,1,0,1,5,15,2020-08-18 12:15:00
03,03403,5,0,0,3,41,117,2020-08-18 12:15:00
03,03404,5,3,1,4,29,97,2020-08-18 12:15:00
03,03405,2,0,0,1,6,34,2020-08-18 12:15:00
03,03451,3,0,0,2,3,30,2020-08-18 12:15:00
03,03452,3,0,0,3,9,23,2020-08-18 12:15:00
03,03453,3,0,0,3,12,24,2020-08-18 12:15:00
03,03454,11,0,0,7,40,81,2020-08-18 12:15:00
03,03455,2,0,0,2,11,26,2020-08-18 12:15:00
03,03456,1,0,0,1,2,28,2020-08-18 12:15:00
03,03457,4,0,0,2,18,24,2020-08-18 12:15:00
03,03458,1,0,0,1,2,8,2020-08-18 12:15:00
03,03459,7,1,1,6,53,72,2020-08-18 12:15:00
03,03460,5,0,0,3,15,26,2020-08-18 12:15:00
03,03461,2,0,0,2,4,13,2020-08-18 12:15:00
03,03462,1,0,0,1,2,6,2020-08-18 12:15:00
04,04011,10,3,3,9,33,129,2020-08-18 12:15:00
04,04012,4,0,0,3,26,43,2020-08-18 12:15:00
05,05111,13,4,4,11,49,243,2020-08-18 12:15:00
05,05112,15,8,5,9,78,183,2020-08-18 12:15:00
05,05113,17,6,6,14,83,346,2020-08-18 12:15:00
05,05114,7,1,0,4,26,73,2020-08-18 12:15:00
05,05116,6,2,0,4,24,75,2020-08-18 12:15:00
05,05117,2,0,0,2,27,28,2020-08-18 12:15:00
05,05119,7,0,0,4,25,68,2020-08-18 12:15:00
05,05120,1,0,0,1,13,23,2020-08-18 12:15:00
