bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,1,1,2,47,38,2020-05-08 09:15:00
01,01002,4,2,2,3,116,115,2020-05-08 09:15:00
01,01003,2,2,2,2,124,99,2020-05-08 09:15:00
01,01004,1,0,0,1,19,19,2020-05-08 09:15:00
01,01051,1,2,2,1,54,20,2020-05-08 09:15:00
01,01053,2,0,0,2,12,12,2020-05-08 09:15:00
01,01054,1,0,0,1,6,4,2020-05-08 09:15:00
01,01055,3,0,0,3,24,28,2020-05-08 09:15:00
01,01056,2,2,2,2,13,25,2020-05-08 09:15:00
01,01057,1,0,0,1,4,8,2020-05-08 09:15:00
01,01058,2,2,1,2,20,31,2020-05-08 09:15:00
01,01059,1,0,0,1,11,13,2020-05-08 09:15:00
01,01060,3,0,0,3,55,72,2020-05-08 09:15:00
01,01061,1,0,0,1,19,21,2020-05-08 09:15:00
01,01062,3,1,1,3,28,32,2020-05-08 09:15:00
02,02000,24,64,53,22,278,562,2020-05-08 09:15:00
03,03101,5,4,4,5,53,97,2020-05-08 09:15:00
03,03102,2,0,0,2,12,15,2020-05-08 09:15:00
03,03103,1,1,0,1,27,21,2020-05-08 09:15:00
03,03151,1,0,0,1,15,7,2020-05-08 09:15:00
03,03153,3,8,6,3,32,42,2020-05-08 09:15:00
03,03154,1,1,1,1,23,11,2020-05-08 09:15:00
03,03155,2,0,0,2,9,14,2020-05-08 09:15:00
03,03157,1,1,0,1,9,13,2020-05-08 09:15:00
03,03158,1,3,3,1,6,10,2020-05-08 09:15:00
03,03159,6,6,4,6,60,128,2020-05-08 09:15:00
03,03241,16,28,21,16,162,356,2020-05-08 09:15:00
03,03251,3,1,1,3,13,5,2020-05-08 09:15:00
03,03252,4,3,1,4,17,55,2020-05-08 09:15:00
03,03254,4,6,2,4,47,51,2020-05-08 09:15:00
03,03255,1,0,0,1,2,12,2020-05-08 09:15:00
03,03256,1,0,0,1,19,15,2020-05-08 09:15:00
03,03257,1,1,1,1,7,16,2020-05-08 09:15:00
03,03351,3,2,0,1,20,27,2020-05-08 09:15:00
03,03352,2,0,0,2,10,8,2020-05-08 09:15:00
03,03353,2,2,0,2,24,13,2020-05-08 09:15:00
03,03354,1,0,0,1,18,6,2020-05-08 09:15:00
03,03355,1,0,0,1,19,19,2020-05-08 09:15:00
03,03356,2,0,0,2,2,13,2020-05-08 09:15:00
03,03357,3,1,1,2,15,19,2020-05-08 09:15:00
03,03358,3,0,0,3,21,21,2020-05-08 09:15:00
03,03359,3,0,0,2,13,28,2020-05-08 09:15:00
03,03360,2,1,0,2,29,22,2020-05-08 09:15:00
03,03361,2,0,0,2,6,9,2020-05-08 09:15:00
03,03401,1,2,2,1,14,15,2020-05-08 09:15:00
03,03402,1,0,0,1,13,8,2020-05-08 09:15:00
03,03403,4,8,7,3,186,75,2020-05-08 09:15:00
03,03404,3,6,3,3,95,51,2020-05-08 09:15:00
03,03405,1,1,0,1,6,23,2020-05-08 09:15:00
03,03451,2,2,2,2,13,15,2020-05-08 09:15:00
03,03452,2,1,1,2,14,24,2020-05-08 09:15:00
03,03453,2,1,1,2,16,26,2020-05-08 09:15:00
03,03454,5,5,3,5,48,42,2020-05-08 09:15:00
03,03455,2,0,0,2,17,2,2020-05-08 09:15:00
03,03456,1,3,3,1,7,23,2020-05-08 09:15:00
03,03457,3,0,0,2,23,20,2020-05-08 09:15:00
03,03458,1,0,0,1,10,5,2020-05-08 09:15:00
03,03459,7,0,0,6,56,70,2020-05-08 09:15:00
03,03460,3,0,0,3,42,27,2020-05-08 09:15:00
03,03462,1,0,0,1,10,3,2020-05-08 09:15:00
04,04011,10,5,5,9,96,97,2020-05-08 09:15:00
04,04012,3,6,2,3,18,51,2020-05-08 09:15:00
05,05111,12,16,7,11,93,231,2020-05-08 09:15:00
05,05112,12,16,11,9,84,157,2020-05-08 09:15:00
05,05113,15,23,23,14,97,260,2020-05-08 09:15:00
05,05114,6,9,6,4,39,69,2020-05-08 09:15:00
05,05116,5,8,7,4,44,75,2020-05-08 09:15:00
05,05117,2,3,2,2,24,30,2020-05-08 09:15:00
05,05119,4,0,0,3,36,25,2020-05-08 09:15:00
05,05120,1,2,2,1,20,16,2020-05-08 09:15:00
05,05122,3,8,8,3,34,59,2020-05-08 09:15:00
05,05124,5,7,6,5,101,110,2020-05-08 09:15:00
05,05154,5,8,6,5,30,47,2020-05-08 09:15:00
05,05158,6,4,3,6,44,37,2020-05-08 09:15:00
05,05162,7,7,6,6,38,82,2020-05-08 09:15:00
05,05166,4,3,3,4,15,45,2020-05-08 09:15:00
05,05170,9,15,5,8,64,105,2020-05-08 09:15:00
05,05314,16,16,10,11,73,207,2020-05-08 09:15:00
05,05315,26,26,18,18,83,360,2020-05-08 09:15:00
05,05316,4,0,0,2,37,51,2020-05-08 09:15:00
05,05334,9,35,35,7,79,192,2020-05-08 09:15:00
05,05358,6,3,3,5,38,42,2020-05-08 09:15:00
05,05362,7,8,4,7,35,47,2020-05-08 09:15:00
05,05366,3,2,2,3,1,46,2020-05-08 09:15:00
05,05370,3,6,5,3,4,32,2020-05-08 09:15:00
