bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,0,0,2,49,33,2020-05-02 09:15:00
01,01002,3,3,2,3,116,108,2020-05-02 09:15:00
01,01003,2,4,4,2,120,103,2020-05-02 09:15:00
01,01004,1,1,1,1,18,20,2020-05-02 09:15:00
01,01051,1,3,1,1,54,28,2020-05-02 09:15:00
01,01053,2,1,1,2,8,16,2020-05-02 09:15:00
01,01054,3,0,0,3,21,23,2020-05-02 09:15:00
01,01055,3,0,0,3,21,31,2020-05-02 09:15:00
01,01056,2,5,5,2,7,30,2020-05-02 09:15:00
01,01057,1,1,0,1,8,5,2020-05-02 09:15:00
01,01058,1,0,0,1,4,0,2020-05-02 09:15:00
01,01059,1,0,0,1,11,12,2020-05-02 09:15:00
01,01060,3,1,0,3,64,66,2020-05-02 09:15:00
01,01061,1,0,0,1,16,24,2020-05-02 09:15:00
01,01062,3,0,0,3,28,31,2020-05-02 09:15:00
02,02000,25,74,60,22,341,541,2020-05-02 09:15:00
03,03101,5,6,5,5,69,91,2020-05-02 09:15:00
03,03102,2,0,0,2,14,13,2020-05-02 09:15:00
03,03103,1,0,0,1,21,17,2020-05-02 09:15:00
03,03151,1,0,0,1,7,7,2020-05-02 09:15:00
03,03153,3,10,7,3,35,39,2020-05-02 09:15:00
03,03154,1,4,1,1,17,17,2020-05-02 09:15:00
03,03155,2,1,0,2,12,11,2020-05-02 09:15:00
03,03157,1,1,1,1,5,17,2020-05-02 09:15:00
03,03158,1,3,3,1,6,10,2020-05-02 09:15:00
03,03159,6,11,7,6,70,137,2020-05-02 09:15:00
03,03241,16,32,23,16,168,342,2020-05-02 09:15:00
03,03251,3,1,1,3,16,4,2020-05-02 09:15:00
03,03252,4,4,2,4,25,50,2020-05-02 09:15:00
03,03254,5,5,3,4,46,64,2020-05-02 09:15:00
03,03255,1,0,0,1,4,10,2020-05-02 09:15:00
03,03256,1,0,0,1,22,12,2020-05-02 09:15:00
03,03257,1,0,0,1,10,16,2020-05-02 09:15:00
03,03351,3,2,0,1,23,24,2020-05-02 09:15:00
03,03352,2,0,0,2,10,8,2020-05-02 09:15:00
03,03353,2,3,2,2,26,11,2020-05-02 09:15:00
03,03354,1,0,0,1,20,5,2020-05-02 09:15:00
03,03355,1,0,0,1,17,19,2020-05-02 09:15:00
03,03356,2,0,0,2,7,10,2020-05-02 09:15:00
03,03357,3,2,2,2,12,30,2020-05-02 09:15:00
03,03358,3,0,0,3,18,25,2020-05-02 09:15:00
03,03359,3,0,0,2,18,23,2020-05-02 09:15:00
03,03360,2,2,1,2,20,8,2020-05-02 09:15:00
03,03361,2,0,0,2,3,12,2020-05-02 09:15:00
03,03401,1,2,2,1,12,17,2020-05-02 09:15:00
03,03402,1,0,0,1,10,11,2020-05-02 09:15:00
03,03403,4,6,5,3,127,69,2020-05-02 09:15:00
03,03404,4,8,5,4,97,61,2020-05-02 09:15:00
03,03405,1,0,0,1,5,26,2020-05-02 09:15:00
03,03451,2,3,3,2,16,12,2020-05-02 09:15:00
03,03452,2,1,1,2,13,25,2020-05-02 09:15:00
03,03453,2,0,0,2,14,29,2020-05-02 09:15:00
03,03454,6,11,5,6,40,66,2020-05-02 09:15:00
03,03455,2,0,0,2,7,11,2020-05-02 09:15:00
03,03456,1,4,3,1,15,15,2020-05-02 09:15:00
03,03457,3,0,0,2,20,23,2020-05-02 09:15:00
03,03458,1,1,1,1,6,9,2020-05-02 09:15:00
03,03459,7,0,0,6,70,64,2020-05-02 09:15:00
03,03460,3,0,0,3,54,16,2020-05-02 09:15:00
03,03461,1,0,0,1,1,16,2020-05-02 09:15:00
03,03462,1,0,0,1,8,5,2020-05-02 09:15:00
04,04011,10,8,5,9,92,106,2020-05-02 09:15:00
04,04012,3,5,3,3,12,60,2020-05-02 09:15:00
05,05111,12,23,15,11,82,229,2020-05-02 09:15:00
05,05112,12,13,9,9,88,155,2020-05-02 09:15:00
05,05113,15,32,28,14,117,238,2020-05-02 09:15:00
05,05114,5,9,7,4,39,71,2020-05-02 09:15:00
05,05116,4,7,7,3,34,75,2020-05-02 09:15:00
05,05117,2,5,4,2,20,31,2020-05-02 09:15:00
05,05119,5,1,0,4,33,36,2020-05-02 09:15:00
05,05120,1,3,2,1,22,14,2020-05-02 09:15:00
05,05122,3,8,7,3,36,57,2020-05-02 09:15:00
05,05124,5,10,8,5,115,96,2020-05-02 09:15:00
05,05154,5,8,5,5,30,47,2020-05-02 09:15:00
05,05158,6,4,4,6,57,37,2020-05-02 09:15:00
05,05162,7,8,8,6,49,76,2020-05-02 09:15:00
05,05166,4,6,6,4,19,38,2020-05-02 09:15:00
05,05170,9,8,5,8,69,103,2020-05-02 09:15:00
05,05314,14,15,11,11,74,209,2020-05-02 09:15:00
05,05315,26,38,26,18,88,328,2020-05-02 09:15:00
05,05316,4,1,1,2,41,47,2020-05-02 09:15:00
05,05334,8,14,13,7,70,85,2020-05-02 09:15:00
05,05358,6,5,4,5,18,58,2020-05-02 09:15:00
05,05362,7,5,3,7,35,47,2020-05-02 09:15:00
05,05366,3,2,2,3,9,40,2020-05-02 09:15:00
05,05370,3,9,6,3,5,28,2020-05-02 09:15:00
05,05374,6,2,1,6,39,47,2020-05-02 09:15:00
05,05378,4,4,4,4,16,40,2020-05-02 09:15:00
05,05382,5,5,2,5,20,62,2020-05-02 09:15:00
05,05512,2,2,1,2,42,25,2020-05-02 09:15:00
05,05513,6,5,2,4,83,52,2020-05-02 09:15:00
05,05515,7,12,11,7,62,193,2020-05-02 09:15:00
05,05554,5,3,3,5,33,49,2020-05-02 09:15:00
05,05558,3,1,1,3,33,14,2020-05-02 09:15:00
05,05562,14,5,2,14,131,192,2020-05-02 09:15:00
05,05566,6,16,12,5,48,58,2020-05-02 09:15:00
05,05570,5,3,2,5,30,32,2020-05-02 09:15:00
05,05711,4,4,4,4,45,103,2020-05-02 09:15:00
05,05754,3,3,2,3,22,32,2020-05-02 09:15:00
05,05758,4,3,3,3,31,41,2020-05-02 09:15:00
05,05762,5,2,2,5,24,17,2020-05-02 09:15:00
05,05766,2,4,3,2,30,52,2020-05-02 09:15:00
05,05770,6,10,3,6,50,99,2020-05-02 09:15:00
05,05774,5,3,2,4,50,75,2020-05-02 09:15:00
05,05911,7,6,3,5,74,167,2020-05-02 09:15:00
05,05913,7,9,8,7,67,204,2020-05-02 09:15:00
