bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,0,0,2,48,34,2020-07-23 12:15:00
01,01002,5,1,1,3,144,111,2020-07-23 12:15:00
01,01003,2,0,0,2,127,116,2020-07-23 12:15:00
01,01004,1,0,0,1,11,14,2020-07-23 12:15:00
01,01051,1,0,0,1,24,32,2020-07-23 12:15:00
01,01053,2,0,0,2,6,22,2020-07-23 12:15:00
01,01054,3,0,0,3,22,22,2020-07-23 12:15:00
01,01055,3,0,0,3,29,23,2020-07-23 12:15:00
01,01056,2,0,0,2,12,26,2020-07-23 12:15:00
01,01057,1,0,0,1,4,8,2020-07-23 12:15:00
01,01058,3,1,1,3,10,40,2020-07-23 12:15:00
01,01059,1,0,0,1,13,11,2020-07-23 12:15:00
01,01060,4,0,0,4,57,77,2020-07-23 12:15:00
01,01061,1,0,0,1,14,24,2020-07-23 12:15:00
01,01062,3,0,0,3,26,34,2020-07-23 12:15:00
02,02000,29,9,5,24,385,601,2020-07-23 12:15:00
03,03101,5,0,0,5,60,96,2020-07-23 12:15:00
03,03102,2,1,1,2,9,19,2020-07-23 12:15:00
03,03103,1,0,0,1,11,23,2020-07-23 12:15:00
03,03151,2,0,0,2,5,31,2020-07-23 12:15:00
03,03153,3,0,0,3,54,47,2020-07-23 12:15:00
03,03154,1,0,0,1,9,25,2020-07-23 12:15:00
03,03155,2,0,0,2,9,14,2020-07-23 12:15:00
03,03157,1,0,0,1,11,11,2020-07-23 12:15:00
03,03158,1,0,0,1,10,6,2020-07-23 12:15:00
03,03159,8,0,0,7,67,137,2020-07-23 12:15:00
03,03241,16,5,4,16,150,348,2020-07-23 12:15:00
03,03251,3,1,0,3,4,12,2020-07-23 12:15:00
03,03252,4,2,1,4,22,55,2020-07-23 12:15:00
03,03254,5,0,0,4,40,63,2020-07-23 12:15:00
03,03255,1,0,0,1,4,10,2020-07-23 12:15:00
03,03256,1,0,0,1,16,18,2020-07-23 12:15:00
03,03257,1,0,0,1,5,18,2020-07-23 12:15:00
03,03351,3,0,0,1,12,29,2020-07-23 12:15:00
03,03352,2,0,0,2,9,7,2020-07-23 12:15:00
03,03353,3,0,0,3,25,41,2020-07-23 12:15:00
03,03354,1,0,0,1,7,8,2020-07-23 12:15:00
03,03355,2,0,0,2,16,27,2020-07-23 12:15:00
03,03356,3,0,0,2,11,8,2020-07-23 12:15:00
03,03357,3,0,0,2,15,23,2020-07-23 12:15:00
03,03358,3,0,0,3,6,23,2020-07-23 12:15:00
