bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,0,0,2,25,30,2020-11-01 12:15:00
01,01002,5,1,0,3,126,103,2020-11-01 12:15:00
01,01003,2,5,3,2,111,106,2020-11-01 12:15:00
01,01004,1,0,0,1,5,20,2020-11-01 12:15:00
01,01051,1,2,1,1,5,37,2020-11-01 12:15:00
01,01053,2,0,0,2,8,9,2020-11-01 12:15:00
01,01054,3,0,0,3,18,21,2020-11-01 12:15:00
01,01055,3,4,0,3,15,36,2020-11-01 12:15:00
01,01056,2,2,1,2,9,28,2020-11-01 12:15:00
01,01057,1,2,2,1,6,6,2020-11-01 12:15:00
01,01058,5,0,0,3,15,27,2020-11-01 12:15:00
01,01059,1,1,1,1,14,10,2020-11-01 12:15:00
01,01060,4,1,1,4,48,68,2020-11-01 12:15:00
01,01061,3,0,0,1,20,29,2020-11-01 12:15:00
01,01062,3,2,2,3,18,26,2020-11-01 12:15:00
02,02000,34,45,27,24,244,562,2020-11-01 12:15:00
03,03101,7,1,0,5,51,94,2020-11-01 12:15:00
03,03102,2,3,2,2,11,18,2020-11-01 12:15:00
03,03103,1,2,0,1,10,26,2020-11-01 12:15:00
03,03151,2,2,0,2,15,21,2020-11-01 12:15:00
03,03153,1,0,0,1,40,12,2020-11-01 12:15:00
03,03154,1,0,0,1,15,19,2020-11-01 12:15:00
03,03155,2,1,0,2,15,8,2020-11-01 12:15:00
03,03157,1,3,2,1,5,17,2020-11-01 12:15:00
03,03158,1,1,1,1,10,6,2020-11-01 12:15:00
03,03159,8,4,2,7,53,132,2020-11-01 12:15:00
03,03241,18,19,12,16,189,333,2020-11-01 12:15:00
03,03251,3,5,5,3,5,12,2020-11-01 12:15:00
03,03252,6,1,1,4,19,56,2020-11-01 12:15:00
03,03254,7,6,3,4,16,54,2020-11-01 12:15:00
03,03255,1,0,0,1,7,7,2020-11-01 12:15:00
03,03256,1,0,0,1,5,19,2020-11-01 12:15:00
03,03257,1,3,1,1,0,23,2020-11-01 12:15:00
03,03351,2,4,2,1,12,23,2020-11-01 12:15:00
03,03352,2,3,1,2,4,11,2020-11-01 12:15:00
03,03353,3,1,1,3,14,22,2020-11-01 12:15:00
03,03354,1,0,0,1,1,5,2020-11-01 12:15:00
03,03355,4,1,1,2,12,36,2020-11-01 12:15:00
03,03356,3,1,1,2,1,12,2020-11-01 12:15:00
03,03357,3,2,2,2,19,19,2020-11-01 12:15:00
03,03358,2,2,0,2,11,13,2020-11-01 12:15:00
03,03359,3,0,0,2,13,20,2020-11-01 12:15:00
03,03360,2,0,0,2,21,61,2020-11-01 12:15:00
03,03361,2,2,0,2,2,13,2020-11-01 12:15:00
03,03401,1,5,5,1,6,18,2020-11-01 12:15:00
03,03402,1,1,0,1,11,9,2020-11-01 12:15:00
03,03403,5,12,9,3,22,90,2020-11-01 12:15:00
03,03404,5,3,1,4,30,90,2020-11-01 12:15:00
03,03405,2,0,0,1,7,33,2020-11-01 12:15:00
03,03451,3,1,0,2,4,29,2020-11-01 12:15:00
03,03452,4,3,0,3,11,28,2020-11-01 12:15:00
03,03453,3,9,6,3,8,22,2020-11-01 12:15:00
03,03454,10,3,2,6,39,52,2020-11-01 12:15:00
03,03455,2,1,0,2,10,27,2020-11-01 12:15:00
03,03456,1,7,4,1,6,26,2020-11-01 12:15:00
03,03457,6,0,0,4,31,13,2020-11-01 12:15:00
03,03458,1,0,0,1,5,5,2020-11-01 12:15:00
03,03459,7,0,0,6,49,68,2020-11-01 12:15:00
03,03460,5,6,2,3,8,28,2020-11-01 12:15:00
03,03461,2,0,0,2,6,11,2020-11-01 12:15:00
03,03462,1,0,0,1,2,6,2020-11-01 12:15:00
04,04011,10,21,15,9,31,118,2020-11-01 12:15:00
04,04012,4,3,3,3,15,44,2020-11-01 12:15:00
05,05111,13,27,16,11,78,245,2020-11-01 12:15:00
05,05112,16,33,18,9,45,185,2020-11-01 12:15:00
05,05113,16,31,26,13,90,334,2020-11-01 12:15:00
05,05114,7,13,7,4,20,79,2020-11-01 12:15:00
05,05116,6,14,10,4,9,86,2020-11-01 12:15:00
05,05117,2,3,1,2,7,27,2020-11-01 12:15:00
05,05119,7,4,1,4,42,55,2020-11-01 12:15:00
05,05120,1,7,6,1,4,22,2020-11-01 12:15:00
05,05122,4,13,4,3,18,68,2020-11-01 12:15:00
05,05124,7,12,7,5,35,113,2020-11-01 12:15:00
05,05154,8,6,0,5,38,32,2020-11-01 12:15:00
05,05158,7,6,1,6,24,37,2020-11-01 12:15:00
05,05162,7,8,5,5,37,76,2020-11-01 12:15:00
05,05166,4,7,5,4,17,20,2020-11-01 12:15:00
05,05170,11,20,8,8,102,99,2020-11-01 12:15:00
05,05314,18,13,8,11,51,225,2020-11-01 12:15:00
05,05315,31,59,32,18,36,411,2020-11-01 12:15:00
05,05316,5,7,1,2,24,79,2020-11-01 12:15:00
05,05334,13,37,30,7,28,265,2020-11-01 12:15:00
05,05358,7,13,7,5,23,53,2020-11-01 12:15:00
05,05362,7,10,3,7,29,45,2020-11-01 12:15:00
05,05366,3,3,1,3,10,20,2020-11-01 12:15:00
05,05370,3,7,6,3,5,31,2020-11-01 12:15:00
05,05374,6,8,4,6,25,65,2020-11-01 12:15:00
05,05378,4,2,2,4,9,38,2020-11-01 12:15:00
05,05382,7,5,3,6,13,71,2020-11-01 12:15:00
05,05512,2,2,1,2,39,28,2020-11-01 12:15:00
05,05513,7,14,10,4,32,73,2020-11-01 12:15:00
05,05515,9,20,7,7,28,230,2020-11-01 12:15:00
05,05554,6,7,4,5,34,39,2020-11-01 12:15:00
05,05558,5,1,1,3,7,27,2020-11-01 12:15:00
05,05562,15,15,8,14,53,191,2020-11-01 12:15:00
05,05566,7,6,2,5,35,72,2020-11-01 12:15:00
05,05570,6,5,4,5,13,35,2020-11-01 12:15:00
05,05711,6,13,7,4,32,128,2020-11-01 12:15:00
05,05754,3,4,3,3,17,24,2020-11-01 12:15:00
05,05758,5,5,3,3,25,43,2020-11-01 12:15:00
05,05762,6,1,0,5,32,21,2020-11-01 12:15:00
05,05766,2,5,0,2,25,52,2020-11-01 12:15:00
05,05770,8,9,2,6,52,210,2020-11-01 12:15:00
05,05774,7,3,3,5,16,89,2020-11-01 12:15:00
05,05911,8,17,11,6,68,156,2020-11-01 12:15:00
05,05913,9,23,18,9,49,254,2020-11-01 12:15:00
05,05914,7,12,5,5,28,66,2020-11-01 12:15:00
05,05915,7,2,1,5,45,58,2020-11-01 12:15:00
05,05916,4,9,4,4,20,45,2020-11-01 12:15:00
05,05954,7,7,2,6,32,96,2020-11-01 12:15:00
05,05958,10,9,4,9,34,80,2020-11-01 12:15:00
05,05962,10,5,1,8,32,90,2020-11-01 12:15:00
05,05966,2,5,3,2,17,14,2020-11-01 12:15:00
05,05970,8,5,5,7,35,105,2020-11-01 12:15:00
05,05974,9,7,2,7,25,59,2020-11-01 12:15:00
05,05978,8,11,6,8,14,94,2020-11-01 12:15:00
06,06411,7,13,1,4,22,80,2020-11-01 12:15:00
06,06412,17,46,16,12,45,237,2020-11-01 12:15:00
06,06413,4,12,6,2,18,85,2020-11-01 12:15:00
06,06414,6,12,8,4,21,64,2020-11-01 12:15:00
06,06431,5,3,3,5,18,27,2020-11-01 12:15:00
06,06432,2,3,2,2,3,23,2020-11-01 12:15:00
06,06433,2,5,0,2,7,19,2020-11-01 12:15:00
06,06434,2,4,1,2,6,23,2020-11-01 12:15:00
06,06435,7,2,0,4,19,61,2020-11-01 12:15:00
06,06436,2,7,6,2,5,22,2020-11-01 12:15:00
06,06437,2,2,2,2,13,113,2020-11-01 12:15:00
06,06438,2,10,6,2,8,27,2020-11-01 12:15:00
06,06439,2,3,1,2,8,10,2020-11-01 12:15:00
06,06440,5,9,5,5,21,69,2020-11-01 12:15:00
06,06531,6,15,13,4,40,205,2020-11-01 12:15:00
06,06532,2,3,3,2,5,47,2020-11-01 12:15:00
06,06533,4,5,4,4,14,38,2020-11-01 12:15:00
06,06534,3,11,8,3,30,129,2020-11-01 12:15:00
06,06535,4,2,0,4,8,21,2020-11-01 12:15:00
06,06611,6,11,8,6,24,158,2020-11-01 12:15:00
06,06631,5,5,3,3,20,72,2020-11-01 12:15:00
06,06632,3,5,1,3,8,49,2020-11-01 12:15:00
06,06633,4,0,0,4,11,17,2020-11-01 12:15:00
06,06634,3,4,4,3,15,16,2020-11-01 12:15:00
06,06635,7,1,1,7,24,67,2020-11-01 12:15:00
06,06636,3,1,0,3,20,16,2020-11-01 12:15:00
07,07111,6,6,3,4,53,85,2020-11-01 12:15:00
07,07131,2,0,0,2,3,15,2020-11-01 12:15:00
07,07132,2,3,1,2,6,10,2020-11-01 12:15:00
07,07133,6,1,1,4,23,30,2020-11-01 12:15:00
07,07134,2,6,3,2,7,13,2020-11-01 12:15:00
07,07135,2,0,0,2,7,6,2020-11-01 12:15:00
07,07137,4,2,1,4,13,25,2020-11-01 12:15:00
07,07138,7,4,0,5,22,58,2020-11-01 12:15:00
07,07140,2,2,0,2,8,8,2020-11-01 12:15:00
07,07141,5,2,1,5,14,30,2020-11-01 12:15:00
07,07143,4,5,3,4,11,26,2020-11-01 12:15:00
07,07211,6,4,3,3,35,82,2020-11-01 12:15:00
07,07231,2,0,0,2,10,16,2020-11-01 12:15:00
07,07232,2,0,0,2,4,10,2020-11-01 12:15:00
07,07233,2,4,4,2,7,14,2020-11-01 12:15:00
07,07235,2,1,0,2,8,8,2020-11-01 12:15:00
07,07311,1,2,1,1,3,12,2020-11-01 12:15:00
07,07312,3,4,4,1,86,87,2020-11-01 12:15:00
07,07313,3,1,0,2,11,18,2020-11-01 12:15:00
07,07314,6,5,3,4,40,82,2020-11-01 12:15:00
07,07315,2,5,2,2,17,96,2020-11-01 12:15:00
07,07316,1,0,0,1,0,15,2020-11-01 12:15:00
07,07317,2,2,1,1,6,10,2020-11-01 12:15:00
07,07318,3,0,0,2,23,27,2020-11-01 12:15:00
07,07319,3,2,1,1,14,34,2020-11-01 12:15:00
07,07320,1,0,0,1,8,6,2020-11-01 12:15:00
07,07331,1,0,0,1,1,7,2020-11-01 12:15:00
07,07332,2,3,1,2,3,13,2020-11-01 12:15:00
07,07333,2,0,0,2,7,7,2020-11-01 12:15:00
07,07334,2,2,0,2,16,13,2020-11-01 12:15:00
07,07335,1,1,0,1,7,7,2020-11-01 12:15:00
07,07336,1,0,0,1,10,10,2020-11-01 12:15:00
07,07337,2,0,0,2,7,10,2020-11-01 12:15:00
07,07339,2,6,6,2,0,16,2020-11-01 12:15:00
