bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,0,0,2,19,36,2020-10-05 12:15:00
01,01002,5,0,0,3,125,104,2020-10-05 12:15:00
01,01003,2,0,0,2,98,119,2020-10-05 12:15:00
01,01004,1,1,1,1,5,20,2020-10-05 12:15:00
01,01051,1,0,0,1,4,50,2020-10-05 12:15:00
01,01053,2,0,0,2,10,14,2020-10-05 12:15:00
01,01054,3,0,0,3,21,18,2020-10-05 12:15:00
01,01055,3,1,1,3,17,34,2020-10-05 12:15:00
01,01056,2,0,0,2,17,23,2020-10-05 12:15:00
01,01057,1,0,0,1,4,8,2020-10-05 12:15:00
01,01058,5,0,0,3,11,31,2020-10-05 12:15:00
01,01059,1,0,0,1,8,16,2020-10-05 12:15:00
01,01060,4,0,0,4,47,73,2020-10-05 12:15:00
01,01061,3,0,0,1,25,24,2020-10-05 12:15:00
01,01062,3,1,1,3,27,28,2020-10-05 12:15:00
02,02000,34,12,5,24,264,567,2020-10-05 12:15:00
03,03101,7,1,0,5,56,94,2020-10-05 12:15:00
03,03102,2,0,0,2,15,14,2020-10-05 12:15:00
03,03103,1,0,0,1,9,27,2020-10-05 12:15:00
03,03151,2,0,0,2,6,27,2020-10-05 12:15:00
03,03153,3,0,0,3,47,35,2020-10-05 12:15:00
03,03154,1,0,0,1,14,20,2020-10-05 12:15:00
03,03155,2,0,0,2,10,13,2020-10-05 12:15:00
03,03157,1,0,0,1,9,13,2020-10-05 12:15:00
03,03158,1,0,0,1,6,10,2020-10-05 12:15:00
03,03159,8,2,1,7,60,131,2020-10-05 12:15:00
03,03241,18,8,5,16,203,337,2020-10-05 12:15:00
03,03251,3,1,1,3,11,6,2020-10-05 12:15:00
03,03252,6,1,0,4,18,54,2020-10-05 12:15:00
03,03254,7,0,0,4,40,52,2020-10-05 12:15:00
03,03255,1,0,0,1,4,10,2020-10-05 12:15:00
03,03256,1,0,0,1,9,15,2020-10-05 12:15:00
03,03257,1,1,0,1,2,21,2020-10-05 12:15:00
03,03351,3,2,1,1,5,36,2020-10-05 12:15:00
03,03352,2,0,0,2,18,8,2020-10-05 12:15:00
03,03353,3,2,2,3,7,32,2020-10-05 12:15:00
03,03354,1,0,0,1,6,9,2020-10-05 12:15:00
03,03355,4,0,0,2,19,35,2020-10-05 12:15:00
03,03356,3,0,0,2,7,8,2020-10-05 12:15:00
03,03357,3,1,1,2,7,31,2020-10-05 12:15:00
03,03358,3,0,0,3,5,29,2020-10-05 12:15:00
03,03359,3,1,0,2,13,20,2020-10-05 12:15:00
03,03360,2,0,0,2,16,66,2020-10-05 12:15:00
03,03361,2,0,0,2,2,13,2020-10-05 12:15:00
03,03401,1,0,0,1,5,14,2020-10-05 12:15:00
03,03402,1,0,0,1,2,14,2020-10-05 12:15:00
03,03403,5,6,1,3,44,99,2020-10-05 12:15:00
03,03404,5,2,1,4,33,91,2020-10-05 12:15:00
03,03405,2,0,0,1,17,23,2020-10-05 12:15:00
03,03451,3,0,0,2,4,29,2020-10-05 12:15:00
03,03452,4,0,0,3,12,28,2020-10-05 12:15:00
03,03453,3,3,0,3,17,17,2020-10-05 12:15:00
03,03454,11,3,0,7,42,57,2020-10-05 12:15:00
03,03455,2,2,1,2,9,28,2020-10-05 12:15:00
03,03456,1,0,0,1,10,20,2020-10-05 12:15:00
03,03457,4,0,0,2,32,14,2020-10-05 12:15:00
03,03458,1,0,0,1,4,6,2020-10-05 12:15:00
03,03459,7,2,1,6,56,58,2020-10-05 12:15:00
03,03460,5,0,0,3,12,24,2020-10-05 12:15:00
03,03461,2,0,0,2,6,11,2020-10-05 12:15:00
