bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,0,0,2,15,40,2020-09-25 12:15:00
01,01002,5,1,0,3,105,124,2020-09-25 12:15:00
01,01003,2,0,0,2,102,115,2020-09-25 12:15:00
01,01004,1,2,2,1,4,21,2020-09-25 12:15:00
01,01051,1,0,0,1,10,44,2020-09-25 12:15:00
01,01053,2,0,0,2,9,15,2020-09-25 12:15:00
01,01054,3,0,0,3,14,25,2020-09-25 12:15:00
01,01055,3,0,0,3,14,37,2020-09-25 12:15:00
01,01056,2,1,0,2,12,28,2020-09-25 12:15:00
01,01057,1,0,0,1,6,6,2020-09-25 12:15:00
01,01058,5,0,0,3,22,32,2020-09-25 12:15:00
01,01059,1,0,0,1,8,16,2020-09-25 12:15:00
01,01060,4,0,0,4,43,73,2020-09-25 12:15:00
01,01061,3,0,0,1,26,23,2020-09-25 12:15:00
01,01062,3,0,0,3,28,27,2020-09-25 12:15:00
02,02000,34,14,7,24,209,626,2020-09-25 12:15:00
03,03101,7,0,0,5,42,108,2020-09-25 12:15:00
03,03102,2,0,0,2,10,19,2020-09-25 12:15:00
03,03103,1,0,0,1,16,20,2020-09-25 12:15:00
03,03151,2,0,0,2,10,23,2020-09-25 12:15:00
03,03153,3,0,0,3,46,36,2020-09-25 12:15:00
03,03154,1,0,0,1,10,24,2020-09-25 12:15:00
03,03155,2,0,0,2,10,13,2020-09-25 12:15:00
03,03157,1,0,0,1,10,12,2020-09-25 12:15:00
03,03158,1,0,0,1,6,10,2020-09-25 12:15:00
03,03159,8,2,2,7,62,138,2020-09-25 12:15:00
03,03241,18,9,5,16,115,371,2020-09-25 12:15:00
03,03251,3,0,0,3,12,5,2020-09-25 12:15:00
03,03252,6,1,0,4,20,56,2020-09-25 12:15:00
03,03254,7,0,0,4,43,49,2020-09-25 12:15:00
03,03255,1,0,0,1,0,11,2020-09-25 12:15:00
03,03256,1,0,0,1,9,17,2020-09-25 12:15:00
03,03257,1,1,0,1,5,18,2020-09-25 12:15:00
03,03351,3,1,0,1,6,35,2020-09-25 12:15:00
03,03352,2,0,0,2,18,8,2020-09-25 12:15:00
03,03353,3,1,1,3,11,30,2020-09-25 12:15:00
03,03354,1,0,0,1,6,9,2020-09-25 12:15:00
03,03355,4,0,0,2,13,41,2020-09-25 12:15:00
03,03356,3,0,0,2,4,11,2020-09-25 12:15:00
03,03357,3,1,1,2,6,32,2020-09-25 12:15:00
03,03358,3,0,0,3,5,29,2020-09-25 12:15:00
03,03359,3,1,1,2,10,23,2020-09-25 12:15:00
03,03360,2,0,0,2,20,62,2020-09-25 12:15:00
03,03361,2,0,0,2,2,13,2020-09-25 12:15:00
03,03401,1,0,0,1,2,14,2020-09-25 12:15:00
03,03402,1,0,0,1,9,11,2020-09-25 12:15:00
03,03403,5,1,0,3,38,105,2020-09-25 12:15:00
03,03404,5,2,1,4,27,95,2020-09-25 12:15:00
03,03405,2,0,0,1,20,20,2020-09-25 12:15:00
03,03451,3,0,0,2,2,31,2020-09-25 12:15:00
03,03452,4,1,0,3,9,30,2020-09-25 12:15:00
03,03453,3,0,0,3,14,20,2020-09-25 12:15:00
03,03454,11,0,0,7,36,85,2020-09-25 12:15:00
03,03455,2,1,0,2,12,25,2020-09-25 12:15:00
03,03456,1,0,0,1,13,17,2020-09-25 12:15:00
03,03457,4,0,0,2,20,22,2020-09-25 12:15:00
03,03458,1,0,0,1,4,6,2020-09-25 12:15:00
03,03459,7,0,0,6,52,70,2020-09-25 12:15:00
03,03460,5,0,0,3,19,22,2020-09-25 12:15:00
03,03461,2,0,0,2,9,8,2020-09-25 12:15:00
03,03462,1,0,0,1,0,8,2020-09-25 12:15:00
04,04011,10,1,1,9,37,136,2020-09-25 12:15:00
04,04012,3,0,0,3,12,25,2020-09-25 12:15:00
05,05111,13,1,1,11,103,227,2020-09-25 12:15:00
05,05112,16,4,2,9,74,189,2020-09-25 12:15:00
05,05113,17,5,5,14,76,345,2020-09-25 12:15:00
05,05114,7,0,0,4,19,80,2020-09-25 12:15:00
05,05116,6,2,1,4,25,74,2020-09-25 12:15:00
05,05117,2,0,0,2,31,25,2020-09-25 12:15:00
05,05119,7,2,1,4,46,52,2020-09-25 12:15:00
05,05120,1,0,0,1,17,19,2020-09-25 12:15:00
