bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,1,1,2,11,39,2020-12-08 12:15:00
01,01002,5,8,8,3,54,112,2020-12-08 12:15:00
01,01003,2,4,1,2,25,113,2020-12-08 12:15:00
01,01004,1,0,0,1,4,21,2020-12-08 12:15:00
01,01051,1,0,0,1,3,41,2020-12-08 12:15:00
01,01053,2,3,1,2,6,14,2020-12-08 12:15:00
01,01054,3,0,0,3,11,18,2020-12-08 12:15:00
01,01055,3,0,0,3,15,36,2020-12-08 12:15:00
01,01056,2,5,2,2,4,29,2020-12-08 12:15:00
01,01057,1,1,0,1,6,6,2020-12-08 12:15:00
01,01058,5,0,0,3,16,26,2020-12-08 12:15:00
01,01059,1,0,0,1,9,15,2020-12-08 12:15:00
01,01060,4,2,2,4,42,75,2020-12-08 12:15:00
01,01061,3,3,0,1,17,32,2020-12-08 12:15:00
01,01062,3,1,1,3,16,33,2020-12-08 12:15:00
02,02000,34,96,63,24,118,565,2020-12-08 12:15:00
03,03101,7,5,3,5,43,96,2020-12-08 12:15:00
03,03102,2,3,3,2,17,12,2020-12-08 12:15:00
03,03103,1,3,1,1,13,23,2020-12-08 12:15:00
03,03151,2,5,1,2,6,14,2020-12-08 12:15:00
03,03153,3,1,0,3,8,30,2020-12-08 12:15:00
03,03154,1,0,0,1,12,14,2020-12-08 12:15:00
03,03155,2,0,0,2,7,14,2020-12-08 12:15:00
03,03157,1,5,1,1,0,16,2020-12-08 12:15:00
03,03158,1,3,3,1,3,13,2020-12-08 12:15:00
03,03159,8,9,4,7,36,152,2020-12-08 12:15:00
03,03241,19,36,20,16,58,368,2020-12-08 12:15:00
03,03251,3,4,3,3,9,10,2020-12-08 12:15:00
03,03252,6,6,3,4,11,58,2020-12-08 12:15:00
03,03254,7,6,3,4,13,60,2020-12-08 12:15:00
03,03255,1,0,0,1,5,9,2020-12-08 12:15:00
03,03256,1,1,1,1,4,20,2020-12-08 12:15:00
03,03257,1,4,1,1,0,22,2020-12-08 12:15:00
03,03351,2,2,2,1,5,24,2020-12-08 12:15:00
03,03352,2,4,3,2,2,13,2020-12-08 12:15:00
03,03353,3,2,1,3,5,31,2020-12-08 12:15:00
03,03354,1,0,0,1,0,8,2020-12-08 12:15:00
03,03355,4,3,1,2,14,30,2020-12-08 12:15:00
03,03356,3,1,1,2,2,11,2020-12-08 12:15:00
03,03357,3,2,2,2,4,30,2020-12-08 12:15:00
03,03358,2,0,0,2,7,13,2020-12-08 12:15:00
03,03359,3,0,0,2,6,25,2020-12-08 12:15:00
03,03360,2,2,1,2,17,61,2020-12-08 12:15:00
03,03361,2,2,1,2,3,12,2020-12-08 12:15:00
03,03401,1,6,5,1,0,18,2020-12-08 12:15:00
03,03402,1,0,0,1,13,7,2020-12-08 12:15:00
03,03403,5,8,5,3,14,97,2020-12-08 12:15:00
03,03404,5,16,10,4,23,109,2020-12-08 12:15:00
03,03405,3,6,2,1,20,25,2020-12-08 12:15:00
03,03451,3,4,2,2,7,26,2020-12-08 12:15:00
03,03452,4,1,0,3,15,24,2020-12-08 12:15:00
03,03453,3,5,4,3,3,27,2020-12-08 12:15:00
03,03454,10,6,4,6,34,61,2020-12-08 12:15:00
03,03455,2,2,1,2,15,22,2020-12-08 12:15:00
03,03456,1,4,1,1,3,25,2020-12-08 12:15:00
03,03457,6,2,1,4,15,17,2020-12-08 12:15:00
03,03458,1,2,2,1,1,6,2020-12-08 12:15:00
03,03459,7,4,2,6,46,74,2020-12-08 12:15:00
03,03460,5,1,0,3,9,27,2020-12-08 12:15:00
03,03461,2,0,0,2,5,12,2020-12-08 12:15:00
