bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,1,1,2,41,43,2020-05-07 09:15:00
01,01002,4,2,2,3,114,115,2020-05-07 09:15:00
01,01003,2,3,2,2,115,108,2020-05-07 09:15:00
01,01004,1,0,0,1,18,20,2020-05-07 09:15:00
01,01051,1,2,2,1,54,28,2020-05-07 09:15:00
01,01053,2,0,0,2,13,9,2020-05-07 09:15:00
01,01054,1,0,0,1,6,4,2020-05-07 09:15:00
01,01055,3,1,0,3,19,32,2020-05-07 09:15:00
01,01056,2,2,2,2,10,28,2020-05-07 09:15:00
01,01057,1,0,0,1,5,7,2020-05-07 09:15:00
01,01058,2,2,2,2,21,29,2020-05-07 09:15:00
01,01059,1,0,0,1,10,14,2020-05-07 09:15:00
01,01060,3,1,0,3,46,80,2020-05-07 09:15:00
01,01061,1,0,0,1,18,22,2020-05-07 09:15:00
01,01062,3,1,1,3,22,37,2020-05-07 09:15:00
02,02000,24,64,53,22,330,556,2020-05-07 09:15:00
03,03101,5,4,4,5,57,102,2020-05-07 09:15:00
03,03102,2,0,0,2,10,17,2020-05-07 09:15:00
03,03103,1,1,0,1,33,15,2020-05-07 09:15:00
03,03151,1,0,0,1,15,7,2020-05-07 09:15:00
03,03153,3,8,6,3,35,39,2020-05-07 09:15:00
03,03154,1,1,1,1,23,11,2020-05-07 09:15:00
03,03155,2,3,0,2,4,19,2020-05-07 09:15:00
03,03157,1,1,0,1,8,14,2020-05-07 09:15:00
03,03158,1,3,3,1,8,8,2020-05-07 09:15:00
03,03159,6,7,5,6,67,127,2020-05-07 09:15:00
03,03241,16,28,21,16,167,362,2020-05-07 09:15:00
03,03251,3,1,1,3,15,5,2020-05-07 09:15:00
03,03252,4,3,2,4,17,55,2020-05-07 09:15:00
03,03254,4,8,2,4,44,54,2020-05-07 09:15:00
03,03255,1,0,0,1,7,7,2020-05-07 09:15:00
03,03256,1,0,0,1,16,18,2020-05-07 09:15:00
03,03257,1,1,1,1,6,17,2020-05-07 09:15:00
03,03351,3,2,0,1,18,29,2020-05-07 09:15:00
03,03352,2,0,0,2,4,14,2020-05-07 09:15:00
03,03353,2,1,0,2,27,10,2020-05-07 09:15:00
03,03354,1,0,0,1,17,7,2020-05-07 09:15:00
03,03355,1,0,0,1,18,20,2020-05-07 09:15:00
03,03356,2,0,0,2,4,12,2020-05-07 09:15:00
03,03357,3,21,1,2,16,18,2020-05-07 09:15:00
03,03358,3,0,0,3,22,20,2020-05-07 09:15:00
03,03359,3,0,0,2,14,27,2020-05-07 09:15:00
03,03360,2,1,0,2,17,11,2020-05-07 09:15:00
03,03361,2,0,0,2,3,11,2020-05-07 09:15:00
03,03401,1,2,2,1,13,16,2020-05-07 09:15:00
03,03402,1,0,0,1,7,14,2020-05-07 09:15:00
03,03403,4,9,7,3,189,74,2020-05-07 09:15:00
03,03404,3,4,3,3,91,55,2020-05-07 09:15:00
03,03405,1,1,0,1,5,27,2020-05-07 09:15:00
03,03451,2,3,2,2,15,13,2020-05-07 09:15:00
03,03452,2,1,1,2,14,24,2020-05-07 09:15:00
03,03453,2,1,1,2,16,26,2020-05-07 09:15:00
03,03454,5,6,4,5,42,51,2020-05-07 09:15:00
03,03455,2,0,0,2,13,5,2020-05-07 09:15:00
03,03456,1,4,3,1,9,21,2020-05-07 09:15:00
03,03457,3,0,0,2,20,23,2020-05-07 09:15:00
03,03458,1,0,0,1,7,8,2020-05-07 09:15:00
03,03459,7,0,0,6,62,65,2020-05-07 09:15:00
03,03460,3,0,0,3,48,22,2020-05-07 09:15:00
03,03462,1,0,0,1,10,3,2020-05-07 09:15:00
04,04011,10,5,5,9,98,95,2020-05-07 09:15:00
04,04012,3,5,2,3,12,58,2020-05-07 09:15:00
05,05111,12,17,7,11,81,232,2020-05-07 09:15:00
05,05112,12,16,11,9,81,171,2020-05-07 09:15:00
05,05113,15,24,24,14,102,256,2020-05-07 09:15:00
05,05114,6,9,7,4,44,115,2020-05-07 09:15:00
05,05116,5,7,6,4,39,80,2020-05-07 09:15:00
