bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,2,2,2,7,36,2021-01-14 12:15:00
01,01002,5,9,4,3,51,113,2021-01-14 12:15:00
01,01003,2,10,6,2,24,112,2021-01-14 12:15:00
01,01004,1,0,0,1,6,19,2021-01-14 12:15:00
01,01051,1,4,3,1,4,34,2021-01-14 12:15:00
01,01053,2,2,1,2,7,11,2021-01-14 12:15:00
01,01054,3,2,1,3,10,10,2021-01-14 12:15:00
01,01055,3,3,1,3,16,32,2021-01-14 12:15:00
01,01056,2,5,4,2,2,30,2021-01-14 12:15:00
01,01057,1,2,1,1,10,2,2021-01-14 12:15:00
01,01058,5,4,1,3,16,26,2021-01-14 12:15:00
01,01059,1,4,3,1,4,20,2021-01-14 12:15:00
01,01060,4,6,6,4,20,73,2021-01-14 12:15:00
01,01061,3,5,3,1,20,29,2021-01-14 12:15:00
01,01062,3,7,5,3,1,33,2021-01-14 12:15:00
02,02000,34,94,61,24,127,548,2021-01-14 12:15:00
03,03101,7,8,7,5,11,109,2021-01-14 12:15:00
03,03102,2,4,4,2,5,24,2021-01-14 12:15:00
03,03103,3,5,3,1,4,28,2021-01-14 12:15:00
03,03151,2,7,3,2,3,9,2021-01-14 12:15:00
03,03153,3,3,2,3,2,29,2021-01-14 12:15:00
03,03154,1,11,9,1,0,18,2021-01-14 12:15:00
03,03155,2,3,2,2,6,15,2021-01-14 12:15:00
03,03157,1,2,1,1,0,14,2021-01-14 12:15:00
03,03158,1,3,3,1,3,13,2021-01-14 12:15:00
03,03159,8,24,12,7,32,139,2021-01-14 12:15:00
03,03241,19,68,34,16,40,374,2021-01-14 12:15:00
03,03251,3,0,0,3,9,10,2021-01-14 12:15:00
03,03252,6,8,2,4,13,52,2021-01-14 12:15:00
03,03254,7,13,8,4,19,56,2021-01-14 12:15:00
03,03255,1,1,1,1,1,10,2021-01-14 12:15:00
03,03256,1,0,0,1,3,21,2021-01-14 12:15:00
03,03257,1,2,0,1,0,22,2021-01-14 12:15:00
03,03351,2,1,0,1,2,26,2021-01-14 12:15:00
03,03352,2,8,4,2,3,9,2021-01-14 12:15:00
03,03353,3,7,4,3,4,32,2021-01-14 12:15:00
03,03354,1,1,1,1,0,8,2021-01-14 12:15:00
03,03355,3,1,0,1,11,33,2021-01-14 12:15:00
03,03356,3,0,0,2,4,9,2021-01-14 12:15:00
03,03357,3,2,1,2,6,28,2021-01-14 12:15:00
03,03358,2,5,2,2,3,17,2021-01-14 12:15:00
03,03359,3,1,0,2,7,27,2021-01-14 12:15:00
03,03360,2,1,1,2,21,57,2021-01-14 12:15:00
03,03361,2,3,2,2,0,15,2021-01-14 12:15:00
03,03401,1,3,3,1,1,11,2021-01-14 12:15:00
03,03402,1,3,0,1,10,9,2021-01-14 12:15:00
03,03403,5,12,6,3,17,97,2021-01-14 12:15:00
03,03404,5,21,11,4,22,93,2021-01-14 12:15:00
03,03405,2,4,2,1,13,27,2021-01-14 12:15:00
03,03451,3,4,3,2,5,28,2021-01-14 12:15:00
03,03452,4,2,0,3,12,28,2021-01-14 12:15:00
03,03453,3,4,1,3,6,21,2021-01-14 12:15:00
03,03454,10,7,2,6,32,60,2021-01-14 12:15:00
03,03455,2,4,2,2,4,30,2021-01-14 12:15:00
03,03456,1,5,2,1,6,24,2021-01-14 12:15:00
03,03457,6,1,1,4,7,25,2021-01-14 12:15:00
03,03458,1,3,2,1,0,9,2021-01-14 12:15:00
03,03459,7,9,5,6,40,72,2021-01-14 12:15:00
03,03460,5,3,3,3,10,26,2021-01-14 12:15:00
03,03461,2,3,2,2,9,8,2021-01-14 12:15:00
03,03462,1,1,0,1,0,8,2021-01-14 12:15:00
04,04011,10,20,5,9,19,152,2021-01-14 12:15:00
04,04012,4,7,7,3,17,41,2021-01-14 12:15:00
05,05111,14,35,15,11,27,271,2021-01-14 12:15:00
05,05112,16,24,16,9,36,178,2021-01-14 12:15:00
05,05113,15,64,52,12,46,328,2021-01-14 12:15:00
05,05114,7,10,6,4,17,78,2021-01-14 12:15:00
05,05116,6,19,11,4,4,88,2021-01-14 12:15:00
05,05117,2,8,2,2,0,36,2021-01-14 12:15:00
05,05119,7,14,6,4,16,60,2021-01-14 12:15:00
05,05120,1,5,3,1,3,27,2021-01-14 12:15:00
05,05122,4,12,10,3,19,59,2021-01-14 12:15:00
05,05124,7,22,18,5,38,113,2021-01-14 12:15:00
05,05154,8,5,1,5,23,49,2021-01-14 12:15:00
05,05158,7,13,7,6,12,57,2021-01-14 12:15:00
05,05162,7,22,8,5,10,96,2021-01-14 12:15:00
05,05166,4,9,3,4,3,30,2021-01-14 12:15:00
05,05170,11,18,8,8,43,88,2021-01-14 12:15:00
05,05314,18,32,22,11,15,272,2021-01-14 12:15:00
05,05315,30,76,44,18,22,407,2021-01-14 12:15:00
05,05316,5,7,1,2,9,79,2021-01-14 12:15:00
05,05334,13,39,31,7,23,285,2021-01-14 12:15:00
