bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,1,1,2,51,34,2020-05-17 09:15:00
01,01002,5,2,1,3,120,120,2020-05-17 09:15:00
01,01003,2,2,2,2,112,111,2020-05-17 09:15:00
01,01004,1,0,0,1,20,20,2020-05-17 09:15:00
01,01051,1,2,2,1,56,29,2020-05-17 09:15:00
01,01053,2,0,0,2,8,14,2020-05-17 09:15:00
01,01054,3,0,0,3,25,19,2020-05-17 09:15:00
01,01055,3,0,0,3,23,29,2020-05-17 09:15:00
01,01056,2,1,0,2,9,24,2020-05-17 09:15:00
01,01057,1,0,0,1,3,9,2020-05-17 09:15:00
01,01058,3,1,0,3,21,29,2020-05-17 09:15:00
01,01059,1,0,0,1,11,13,2020-05-17 09:15:00
01,01060,4,0,0,4,65,66,2020-05-17 09:15:00
01,01061,1,0,0,1,13,27,2020-05-17 09:15:00
01,01062,3,1,1,3,25,35,2020-05-17 09:15:00
02,02000,28,42,33,24,383,602,2020-05-17 09:15:00
03,03101,5,2,0,5,59,94,2020-05-17 09:15:00
03,03102,2,0,0,2,13,14,2020-05-17 09:15:00
03,03103,1,2,0,1,29,19,2020-05-17 09:15:00
03,03151,2,0,0,2,14,14,2020-05-17 09:15:00
03,03153,3,4,1,3,38,36,2020-05-17 09:15:00
03,03154,1,0,0,1,22,12,2020-05-17 09:15:00
03,03155,2,2,1,2,8,15,2020-05-17 09:15:00
03,03157,1,0,0,1,9,13,2020-05-17 09:15:00
03,03158,1,3,3,1,6,10,2020-05-17 09:15:00
03,03159,7,6,3,7,64,127,2020-05-17 09:15:00
03,03241,16,18,14,16,144,348,2020-05-17 09:15:00
03,03251,3,2,0,3,15,12,2020-05-17 09:15:00
03,03252,4,1,1,4,16,52,2020-05-17 09:15:00
03,03254,5,6,5,4,37,63,2020-05-17 09:15:00
03,03255,1,0,0,1,5,9,2020-05-17 09:15:00
03,03256,1,0,0,1,20,14,2020-05-17 09:15:00
03,03257,1,1,1,1,9,15,2020-05-17 09:15:00
