bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,0,0,2,50,31,2020-07-02 12:15:00
01,01002,5,1,0,3,132,123,2020-07-02 12:15:00
01,01003,2,0,0,2,131,112,2020-07-02 12:15:00
01,01004,1,0,0,1,20,20,2020-07-02 12:15:00
01,01051,1,0,0,1,9,47,2020-07-02 12:15:00
01,01053,2,0,0,2,10,14,2020-07-02 12:15:00
01,01054,3,0,0,3,24,20,2020-07-02 12:15:00
01,01055,3,0,0,3,17,33,2020-07-02 12:15:00
01,01056,2,0,0,2,13,27,2020-07-02 12:15:00
01,01057,1,0,0,1,9,3,2020-07-02 12:15:00
01,01058,3,0,0,3,11,39,2020-07-02 12:15:00
01,01059,1,0,0,1,13,11,2020-07-02 12:15:00
01,01060,4,0,0,4,48,86,2020-07-02 12:15:00
01,01061,1,0,0,1,14,24,2020-07-02 12:15:00
01,01062,3,0,0,3,27,32,2020-07-02 12:15:00
02,02000,28,9,6,24,388,587,2020-07-02 12:15:00
03,03101,5,1,1,5,58,98,2020-07-02 12:15:00
03,03102,2,0,0,2,4,23,2020-07-02 12:15:00
03,03103,1,1,1,1,26,20,2020-07-02 12:15:00
03,03151,2,0,0,2,11,25,2020-07-02 12:15:00
03,03153,3,0,0,3,37,52,2020-07-02 12:15:00
03,03154,1,0,0,1,4,30,2020-07-02 12:15:00
03,03155,2,1,0,2,8,15,2020-07-02 12:15:00
03,03157,1,0,0,1,9,13,2020-07-02 12:15:00
03,03158,1,0,0,1,4,12,2020-07-02 12:15:00
03,03159,8,0,0,7,75,138,2020-07-02 12:15:00
03,03241,16,5,3,16,147,344,2020-07-02 12:15:00
03,03251,3,0,0,3,7,9,2020-07-02 12:15:00
03,03252,4,1,1,4,10,62,2020-07-02 12:15:00
03,03254,5,0,0,4,38,65,2020-07-02 12:15:00
