bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,2,1,2,19,30,2020-11-20 12:15:00
01,01002,5,4,3,3,52,114,2020-11-20 12:15:00
01,01003,2,2,1,2,23,115,2020-11-20 12:15:00
01,01004,1,1,0,1,3,22,2020-11-20 12:15:00
01,01051,1,0,0,1,7,37,2020-11-20 12:15:00
01,01053,2,1,1,2,7,13,2020-11-20 12:15:00
01,01054,3,0,0,3,9,20,2020-11-20 12:15:00
01,01055,3,1,0,3,17,34,2020-11-20 12:15:00
01,01056,2,3,3,2,14,28,2020-11-20 12:15:00
01,01057,1,4,2,1,4,8,2020-11-20 12:15:00
01,01058,5,1,0,3,14,28,2020-11-20 12:15:00
01,01059,1,2,0,1,7,17,2020-11-20 12:15:00
01,01060,4,0,0,4,45,68,2020-11-20 12:15:00
01,01061,3,1,0,1,17,32,2020-11-20 12:15:00
01,01062,3,3,1,3,16,32,2020-11-20 12:15:00
02,02000,34,86,58,24,132,586,2020-11-20 12:15:00
03,03101,7,6,5,5,30,115,2020-11-20 12:15:00
03,03102,2,2,2,2,6,23,2020-11-20 12:15:00
03,03103,1,3,1,1,10,26,2020-11-20 12:15:00
03,03151,2,4,0,2,10,13,2020-11-20 12:15:00
03,03153,3,4,2,3,7,31,2020-11-20 12:15:00
03,03154,1,1,0,1,12,14,2020-11-20 12:15:00
03,03155,2,0,0,2,8,13,2020-11-20 12:15:00
03,03157,1,1,0,1,9,13,2020-11-20 12:15:00
03,03158,1,1,1,1,3,13,2020-11-20 12:15:00
03,03159,8,10,3,7,46,138,2020-11-20 12:15:00
03,03241,19,39,26,16,185,359,2020-11-20 12:15:00
03,03251,3,4,4,3,7,12,2020-11-20 12:15:00
03,03252,6,3,1,4,9,60,2020-11-20 12:15:00
03,03254,7,12,8,4,23,50,2020-11-20 12:15:00
03,03255,1,0,0,1,6,8,2020-11-20 12:15:00
03,03256,1,2,1,1,4,20,2020-11-20 12:15:00
03,03257,1,3,2,1,1,20,2020-11-20 12:15:00
03,03351,2,5,4,1,10,21,2020-11-20 12:15:00
03,03352,2,3,1,2,5,10,2020-11-20 12:15:00
03,03353,3,5,1,3,3,33,2020-11-20 12:15:00
03,03354,1,1,0,1,2,4,2020-11-20 12:15:00
03,03355,4,5,2,2,6,36,2020-11-20 12:15:00
03,03356,3,1,1,2,4,9,2020-11-20 12:15:00
03,03357,3,2,1,2,11,23,2020-11-20 12:15:00
03,03358,2,3,1,2,0,20,2020-11-20 12:15:00
03,03359,3,2,1,2,6,27,2020-11-20 12:15:00
03,03360,2,3,2,2,21,61,2020-11-20 12:15:00
03,03361,2,5,3,2,3,12,2020-11-20 12:15:00
03,03401,1,6,4,1,1,15,2020-11-20 12:15:00
03,03402,1,1,0,1,9,11,2020-11-20 12:15:00
03,03403,5,15,10,3,10,100,2020-11-20 12:15:00
03,03404,5,8,4,4,27,86,2020-11-20 12:15:00
03,03405,2,1,0,1,26,14,2020-11-20 12:15:00
03,03451,3,3,2,2,5,28,2020-11-20 12:15:00
03,03452,4,2,0,3,15,24,2020-11-20 12:15:00
03,03453,3,9,5,3,3,25,2020-11-20 12:15:00
03,03454,10,8,3,6,46,38,2020-11-20 12:15:00
03,03455,2,3,2,2,10,27,2020-11-20 12:15:00
03,03456,1,4,1,1,12,20,2020-11-20 12:15:00
03,03457,6,2,2,4,16,16,2020-11-20 12:15:00
03,03458,1,2,2,1,0,9,2020-11-20 12:15:00
03,03459,7,4,2,6,50,70,2020-11-20 12:15:00
03,03460,5,0,0,3,11,25,2020-11-20 12:15:00
03,03461,2,0,0,2,3,14,2020-11-20 12:15:00
03,03462,1,1,1,1,1,7,2020-11-20 12:15:00
04,04011,10,33,26,9,27,157,2020-11-20 12:15:00
04,04012,4,5,4,3,17,42,2020-11-20 12:15:00
05,05111,13,34,18,11,53,241,2020-11-20 12:15:00
05,05112,16,40,24,9,29,205,2020-11-20 12:15:00
05,05113,16,57,43,13,57,328,2020-11-20 12:15:00
05,05114,7,17,14,4,17,84,2020-11-20 12:15:00
05,05116,6,20,10,4,21,78,2020-11-20 12:15:00
05,05117,2,8,1,2,9,26,2020-11-20 12:15:00
05,05119,7,10,6,4,47,51,2020-11-20 12:15:00
05,05120,1,9,7,1,4,26,2020-11-20 12:15:00
05,05122,4,15,12,3,21,65,2020-11-20 12:15:00
