bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,0,0,2,19,36,2020-09-21 12:15:00
01,01002,5,0,0,3,110,116,2020-09-21 12:15:00
01,01003,2,0,0,2,107,110,2020-09-21 12:15:00
01,01004,1,1,1,1,3,22,2020-09-21 12:15:00
01,01051,1,0,0,1,14,40,2020-09-21 12:15:00
01,01053,2,0,0,2,13,11,2020-09-21 12:15:00
01,01054,3,0,0,3,15,24,2020-09-21 12:15:00
01,01055,3,0,0,3,9,42,2020-09-21 12:15:00
01,01056,2,0,0,2,23,17,2020-09-21 12:15:00
01,01057,1,0,0,1,5,7,2020-09-21 12:15:00
01,01058,5,0,0,3,20,34,2020-09-21 12:15:00
01,01059,1,0,0,1,13,11,2020-09-21 12:15:00
01,01060,4,0,0,4,41,79,2020-09-21 12:15:00
01,01061,3,0,0,1,22,27,2020-09-21 12:15:00
01,01062,3,0,0,3,26,29,2020-09-21 12:15:00
02,02000,34,13,9,24,258,575,2020-09-21 12:15:00
03,03101,7,0,0,5,56,94,2020-09-21 12:15:00
03,03102,2,0,0,2,17,12,2020-09-21 12:15:00
03,03103,1,0,0,1,10,26,2020-09-21 12:15:00
03,03151,2,0,0,2,5,28,2020-09-21 12:15:00
03,03153,3,0,0,3,44,38,2020-09-21 12:15:00
03,03154,1,0,0,1,12,22,2020-09-21 12:15:00
03,03155,2,0,0,2,13,10,2020-09-21 12:15:00
03,03157,1,0,0,1,6,16,2020-09-21 12:15:00
03,03158,1,0,0,1,6,10,2020-09-21 12:15:00
03,03159,8,1,1,7,50,136,2020-09-21 12:15:00
03,03241,18,8,6,16,162,319,2020-09-21 12:15:00
03,03251,3,0,0,3,8,9,2020-09-21 12:15:00
03,03252,6,1,0,4,17,58,2020-09-21 12:15:00
03,03254,7,0,0,4,41,51,2020-09-21 12:15:00
03,03255,1,0,0,1,8,6,2020-09-21 12:15:00
03,03256,1,0,0,1,6,20,2020-09-21 12:15:00
03,03257,1,2,0,1,3,20,2020-09-21 12:15:00
03,03351,3,1,1,1,10,31,2020-09-21 12:15:00
03,03352,2,0,0,2,14,12,2020-09-21 12:15:00
03,03353,3,2,1,3,9,32,2020-09-21 12:15:00
03,03354,1,0,0,1,6,9,2020-09-21 12:15:00
03,03355,4,0,0,2,20,34,2020-09-21 12:15:00
03,03356,3,0,0,2,9,6,2020-09-21 12:15:00
03,03357,3,0,0,2,9,29,2020-09-21 12:15:00
03,03358,3,0,0,3,5,29,2020-09-21 12:15:00
03,03359,3,0,0,2,13,20,2020-09-21 12:15:00
03,03360,2,0,0,2,17,65,2020-09-21 12:15:00
03,03361,2,0,0,2,1,14,2020-09-21 12:15:00
03,03401,1,0,0,1,6,13,2020-09-21 12:15:00
03,03402,1,0,0,1,8,12,2020-09-21 12:15:00
03,03403,5,1,0,3,46,103,2020-09-21 12:15:00
03,03404,5,1,1,4,27,97,2020-09-21 12:15:00
03,03405,2,0,0,1,10,30,2020-09-21 12:15:00
03,03451,3,0,0,2,6,27,2020-09-21 12:15:00
03,03452,4,0,0,3,11,33,2020-09-21 12:15:00
03,03453,3,0,0,3,12,22,2020-09-21 12:15:00
03,03454,11,0,0,7,36,85,2020-09-21 12:15:00
03,03455,2,0,0,2,9,28,2020-09-21 12:15:00
03,03456,1,0,0,1,9,21,2020-09-21 12:15:00
03,03457,4,0,0,2,28,17,2020-09-21 12:15:00
03,03458,1,0,0,1,2,8,2020-09-21 12:15:00
03,03459,7,1,0,6,56,65,2020-09-21 12:15:00
03,03460,5,0,0,3,19,22,2020-09-21 12:15:00
03,03461,2,0,0,2,3,14,2020-09-21 12:15:00
03,03462,1,0,0,1,1,7,2020-09-21 12:15:00
04,04011,10,2,1,9,55,120,2020-09-21 12:15:00
04,04012,4,2,0,3,28,39,2020-09-21 12:15:00
05,05111,13,2,0,11,117,214,2020-09-21 12:15:00
05,05112,16,4,0,9,78,182,2020-09-21 12:15:00
05,05113,17,5,5,14,80,343,2020-09-21 12:15:00
05,05114,7,1,0,4,16,83,2020-09-21 12:15:00
05,05116,6,2,1,4,27,72,2020-09-21 12:15:00
05,05117,2,0,0,2,28,23,2020-09-21 12:15:00
05,05119,7,2,0,4,41,52,2020-09-21 12:15:00
05,05120,1,0,0,1,19,17,2020-09-21 12:15:00
05,05122,4,0,0,3,25,61,2020-09-21 12:15:00
05,05124,7,3,2,5,61,101,2020-09-21 12:15:00
05,05154,8,0,0,5,42,33,2020-09-21 12:15:00
05,05158,6,1,0,5,22,35,2020-09-21 12:15:00
05,05162,7,0,0,5,38,78,2020-09-21 12:15:00
05,05166,4,0,0,4,17,27,2020-09-21 12:15:00
05,05170,11,0,0,8,107,100,2020-09-21 12:15:00
05,05314,18,3,3,11,48,238,2020-09-21 12:15:00
05,05315,30,23,16,18,81,383,2020-09-21 12:15:00
05,05316,5,0,0,2,34,72,2020-09-21 12:15:00
05,05334,13,2,2,7,47,249,2020-09-21 12:15:00
05,05358,7,2,0,5,38,40,2020-09-21 12:15:00
05,05362,7,1,0,7,27,47,2020-09-21 12:15:00
05,05366,3,0,0,3,8,22,2020-09-21 12:15:00
05,05370,3,2,1,3,3,33,2020-09-21 12:15:00
05,05374,7,0,0,7,32,84,2020-09-21 12:15:00
05,05378,4,1,0,4,21,31,2020-09-21 12:15:00
05,05382,7,0,0,6,16,67,2020-09-21 12:15:00
05,05512,2,0,0,2,38,29,2020-09-21 12:15:00
05,05513,8,2,2,4,40,85,2020-09-21 12:15:00
05,05515,9,2,0,7,46,224,2020-09-21 12:15:00
05,05554,6,0,0,5,29,49,2020-09-21 12:15:00
05,05558,5,0,0,3,11,32,2020-09-21 12:15:00
05,05562,15,0,0,14,78,167,2020-09-21 12:15:00
05,05566,7,1,0,5,46,62,2020-09-21 12:15:00
05,05570,6,0,0,5,39,34,2020-09-21 12:15:00
05,05711,6,1,1,4,45,124,2020-09-21 12:15:00
05,05754,3,0,0,3,17,29,2020-09-21 12:15:00
05,05758,5,2,2,3,26,50,2020-09-21 12:15:00
05,05762,5,0,0,5,20,34,2020-09-21 12:15:00
05,05766,2,0,0,2,22,55,2020-09-21 12:15:00
05,05770,8,2,1,6,69,205,2020-09-21 12:15:00
05,05774,7,1,1,5,41,98,2020-09-21 12:15:00
05,05911,8,5,2,6,70,154,2020-09-21 12:15:00
05,05913,9,2,1,9,57,256,2020-09-21 12:15:00
05,05914,7,2,1,5,24,55,2020-09-21 12:15:00
05,05915,7,1,1,5,47,67,2020-09-21 12:15:00
05,05916,4,3,2,4,17,49,2020-09-21 12:15:00
05,05954,7,2,1,6,48,86,2020-09-21 12:15:00
05,05958,10,1,0,9,46,85,2020-09-21 12:15:00
05,05962,10,2,0,8,38,86,2020-09-21 12:15:00
05,05966,3,2,2,3,16,22,2020-09-21 12:15:00
05,05970,8,0,0,7,48,95,2020-09-21 12:15:00
05,05974,9,1,0,7,17,71,2020-09-21 12:15:00
05,05978,8,0,0,8,35,82,2020-09-21 12:15:00
06,06411,7,1,1,4,23,84,2020-09-21 12:15:00
06,06412,17,7,4,12,59,252,2020-09-21 12:15:00
06,06413,4,1,0,2,14,90,2020-09-21 12:15:00
06,06414,6,3,2,4,30,72,2020-09-21 12:15:00
06,06431,5,0,0,5,20,28,2020-09-21 12:15:00
06,06432,2,0,0,2,8,21,2020-09-21 12:15:00
06,06433,2,1,0,2,3,16,2020-09-21 12:15:00
06,06434,3,0,0,3,5,24,2020-09-21 12:15:00
06,06435,7,1,1,4,31,58,2020-09-21 12:15:00
06,06436,2,1,1,2,2,25,2020-09-21 12:15:00
06,06437,2,0,0,2,22,104,2020-09-21 12:15:00
06,06438,2,1,1,2,17,15,2020-09-21 12:15:00
06,06439,2,0,0,2,7,11,2020-09-21 12:15:00
06,06440,5,2,1,5,20,72,2020-09-21 12:15:00
06,06531,6,2,0,4,48,188,2020-09-21 12:15:00
06,06532,2,0,0,2,27,34,2020-09-21 12:15:00
06,06533,4,1,0,4,25,34,2020-09-21 12:15:00
06,06534,3,2,0,3,35,123,2020-09-21 12:15:00
06,06535,4,1,0,4,22,15,2020-09-21 12:15:00
06,06611,6,0,0,6,55,156,2020-09-21 12:15:00
06,06631,5,0,0,3,17,77,2020-09-21 12:15:00
06,06632,3,0,0,3,31,45,2020-09-21 12:15:00
06,06633,4,1,0,4,12,22,2020-09-21 12:15:00
06,06634,3,0,0,3,26,17,2020-09-21 12:15:00
06,06635,7,1,0,7,49,59,2020-09-21 12:15:00
06,06636,3,1,0,3,26,18,2020-09-21 12:15:00
07,07111,6,1,0,4,61,77,2020-09-21 12:15:00
