bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,3,3,3,2,6,35,2021-01-20 12:15:00
01,01002,5,8,4,3,52,112,2021-01-20 12:15:00
01,01003,2,13,10,2,22,114,2021-01-20 12:15:00
01,01004,1,1,0,1,5,20,2021-01-20 12:15:00
01,01051,1,4,2,1,1,37,2021-01-20 12:15:00
01,01053,2,3,1,2,5,13,2021-01-20 12:15:00
01,01054,3,3,1,3,2,12,2021-01-20 12:15:00
01,01055,3,4,0,3,14,34,2021-01-20 12:15:00
01,01056,2,6,5,2,2,34,2021-01-20 12:15:00
01,01057,1,3,2,1,6,6,2021-01-20 12:15:00
01,01058,5,1,0,3,15,27,2021-01-20 12:15:00
01,01059,1,5,3,1,5,19,2021-01-20 12:15:00
01,01060,4,4,4,4,22,71,2021-01-20 12:15:00
01,01061,3,8,4,1,17,32,2021-01-20 12:15:00
01,01062,3,7,5,3,1,33,2021-01-20 12:15:00
02,02000,34,104,63,24,112,563,2021-01-20 12:15:00
03,03101,7,5,5,5,14,106,2021-01-20 12:15:00
03,03102,2,5,3,2,7,22,2021-01-20 12:15:00
03,03103,3,5,1,1,6,27,2021-01-20 12:15:00
03,03151,1,5,2,1,3,9,2021-01-20 12:15:00
03,03153,3,10,7,3,0,33,2021-01-20 12:15:00
03,03154,1,8,5,1,1,17,2021-01-20 12:15:00
03,03155,2,1,1,2,7,14,2021-01-20 12:15:00
03,03157,1,4,3,1,2,19,2021-01-20 12:15:00
03,03158,1,4,4,1,4,12,2021-01-20 12:15:00
03,03159,8,26,12,7,29,139,2021-01-20 12:15:00
03,03241,19,61,33,16,49,379,2021-01-20 12:15:00
03,03251,3,0,0,3,9,10,2021-01-20 12:15:00
03,03252,6,3,2,4,10,53,2021-01-20 12:15:00
03,03254,7,13,7,4,11,64,2021-01-20 12:15:00
03,03255,1,3,3,1,1,10,2021-01-20 12:15:00
03,03256,1,2,0,1,5,19,2021-01-20 12:15:00
03,03257,1,3,0,1,0,22,2021-01-20 12:15:00
03,03351,2,3,0,1,2,25,2021-01-20 12:15:00
03,03352,2,5,3,2,2,9,2021-01-20 12:15:00
03,03353,3,5,2,3,4,30,2021-01-20 12:15:00
03,03354,1,1,1,1,2,8,2021-01-20 12:15:00
03,03355,3,2,0,1,19,25,2021-01-20 12:15:00
03,03356,3,1,0,2,3,10,2021-01-20 12:15:00
03,03357,3,1,1,2,6,28,2021-01-20 12:15:00
03,03358,2,4,2,2,3,17,2021-01-20 12:15:00
03,03359,3,1,1,2,9,25,2021-01-20 12:15:00
03,03360,2,1,1,2,22,56,2021-01-20 12:15:00
03,03361,2,1,0,2,2,13,2021-01-20 12:15:00
03,03401,1,3,2,1,0,17,2021-01-20 12:15:00
03,03402,1,2,0,1,7,11,2021-01-20 12:15:00
03,03403,6,15,5,3,22,103,2021-01-20 12:15:00
03,03404,5,16,8,4,25,91,2021-01-20 12:15:00
03,03405,2,2,2,1,8,32,2021-01-20 12:15:00
03,03451,3,3,3,2,6,26,2021-01-20 12:15:00
03,03452,4,4,0,3,11,29,2021-01-20 12:15:00
03,03453,3,7,3,3,2,27,2021-01-20 12:15:00
03,03454,10,11,4,6,35,58,2021-01-20 12:15:00
03,03455,2,2,1,2,5,28,2021-01-20 12:15:00
03,03456,1,3,1,1,9,19,2021-01-20 12:15:00
03,03457,6,3,3,4,9,23,2021-01-20 12:15:00
03,03458,1,3,3,1,0,10,2021-01-20 12:15:00
03,03459,7,9,3,6,28,76,2021-01-20 12:15:00
03,03460,5,2,2,3,7,27,2021-01-20 12:15:00
03,03461,2,3,0,2,1,13,2021-01-20 12:15:00
03,03462,1,3,2,1,0,8,2021-01-20 12:15:00
04,04011,10,23,12,9,16,155,2021-01-20 12:15:00
04,04012,4,10,7,3,7,53,2021-01-20 12:15:00
05,05111,14,26,8,11,39,258,2021-01-20 12:15:00
05,05112,16,20,12,9,28,188,2021-01-20 12:15:00
05,05113,15,73,53,12,43,328,2021-01-20 12:15:00
05,05114,7,7,6,4,12,84,2021-01-20 12:15:00
05,05116,6,15,8,4,11,81,2021-01-20 12:15:00
05,05117,2,4,1,2,1,31,2021-01-20 12:15:00
05,05119,7,18,8,4,8,68,2021-01-20 12:15:00
05,05120,1,7,2,1,5,25,2021-01-20 12:15:00
05,05122,4,10,5,3,17,65,2021-01-20 12:15:00
05,05124,7,13,8,5,17,136,2021-01-20 12:15:00
05,05154,8,1,1,5,21,52,2021-01-20 12:15:00
05,05158,7,17,11,6,14,56,2021-01-20 12:15:00
05,05162,7,16,5,5,18,89,2021-01-20 12:15:00
05,05166,4,10,5,4,3,31,2021-01-20 12:15:00
05,05170,11,19,8,8,34,95,2021-01-20 12:15:00
05,05314,18,32,24,11,18,273,2021-01-20 12:15:00
05,05315,31,66,30,18,22,428,2021-01-20 12:15:00
05,05316,5,8,3,2,8,80,2021-01-20 12:15:00
05,05334,13,38,35,7,27,276,2021-01-20 12:15:00
05,05358,7,11,8,5,17,52,2021-01-20 12:15:00
05,05362,7,9,6,7,18,53,2021-01-20 12:15:00
05,05366,3,2,2,3,8,21,2021-01-20 12:15:00
05,05370,3,11,8,3,2,34,2021-01-20 12:15:00
05,05374,6,6,4,6,16,71,2021-01-20 12:15:00
05,05378,4,12,8,4,9,34,2021-01-20 12:15:00
05,05382,7,7,3,6,12,69,2021-01-20 12:15:00
05,05512,2,5,3,2,14,26,2021-01-20 12:15:00
05,05513,7,16,12,4,28,84,2021-01-20 12:15:00
05,05515,9,29,12,7,30,242,2021-01-20 12:15:00
05,05554,6,9,5,5,17,56,2021-01-20 12:15:00
05,05558,5,2,0,3,7,31,2021-01-20 12:15:00
05,05562,15,26,16,14,23,203,2021-01-20 12:15:00
05,05566,7,15,7,5,10,83,2021-01-20 12:15:00
05,05570,6,13,8,5,6,40,2021-01-20 12:15:00
05,05711,6,35,13,4,24,142,2021-01-20 12:15:00
05,05754,4,12,3,4,8,38,2021-01-20 12:15:00
05,05758,5,12,11,3,15,49,2021-01-20 12:15:00
05,05762,6,8,6,5,3,30,2021-01-20 12:15:00
05,05766,2,15,5,2,1,49,2021-01-20 12:15:00
05,05770,9,21,13,6,35,196,2021-01-20 12:15:00
05,05774,7,15,9,5,22,80,2021-01-20 12:15:00
05,05911,8,31,21,6,22,171,2021-01-20 12:15:00
05,05913,9,25,11,9,33,258,2021-01-20 12:15:00
05,05914,7,11,5,5,14,71,2021-01-20 12:15:00
05,05915,7,10,6,5,19,70,2021-01-20 12:15:00
05,05916,4,13,11,4,7,57,2021-01-20 12:15:00
05,05954,7,8,5,6,21,114,2021-01-20 12:15:00
05,05958,10,13,7,9,42,86,2021-01-20 12:15:00
05,05962,10,26,9,8,28,97,2021-01-20 12:15:00
05,05966,3,4,2,3,12,19,2021-01-20 12:15:00
05,05970,8,11,8,7,29,116,2021-01-20 12:15:00
05,05974,9,8,7,7,14,72,2021-01-20 12:15:00
05,05978,8,19,14,8,9,102,2021-01-20 12:15:00
06,06411,7,28,12,4,18,82,2021-01-20 12:15:00
06,06412,17,66,36,12,35,260,2021-01-20 12:15:00
06,06413,2,18,8,2,20,67,2021-01-20 12:15:00
06,06414,6,20,10,4,18,102,2021-01-20 12:15:00
06,06431,5,8,3,5,4,36,2021-01-20 12:15:00
06,06432,2,20,19,2,3,26,2021-01-20 12:15:00
06,06433,2,10,3,2,2,22,2021-01-20 12:15:00
06,06434,2,6,4,2,5,18,2021-01-20 12:15:00
06,06435,7,27,10,4,17,67,2021-01-20 12:15:00
06,06436,2,10,4,2,0,29,2021-01-20 12:15:00
06,06437,2,20,11,2,2,124,2021-01-20 12:15:00
06,06438,2,13,11,2,0,20,2021-01-20 12:15:00
06,06439,2,2,1,2,4,12,2021-01-20 12:15:00
06,06440,5,12,7,5,3,68,2021-01-20 12:15:00
06,06531,6,50,28,4,15,213,2021-01-20 12:15:00
06,06532,3,6,2,3,6,54,2021-01-20 12:15:00
06,06533,4,20,11,4,10,44,2021-01-20 12:15:00
06,06534,3,11,6,3,18,131,2021-01-20 12:15:00
06,06535,4,10,5,4,2,22,2021-01-20 12:15:00
06,06611,6,24,17,6,22,129,2021-01-20 12:15:00
06,06631,5,18,7,3,10,80,2021-01-20 12:15:00
06,06632,4,11,5,3,16,47,2021-01-20 12:15:00
06,06633,4,3,2,4,13,21,2021-01-20 12:15:00
06,06634,3,7,5,3,10,20,2021-01-20 12:15:00
06,06635,7,13,8,7,19,95,2021-01-20 12:15:00
06,06636,3,6,2,3,8,24,2021-01-20 12:15:00
07,07111,6,19,7,4,17,98,2021-01-20 12:15:00
07,07131,2,2,0,2,2,15,2021-01-20 12:15:00
07,07132,2,3,2,2,8,8,2021-01-20 12:15:00
07,07133,6,13,6,4,14,35,2021-01-20 12:15:00
07,07134,2,4,1,2,4,18,2021-01-20 12:15:00
07,07135,2,2,0,2,4,9,2021-01-20 12:15:00
07,07137,3,2,0,3,15,23,2021-01-20 12:15:00
07,07138,8,7,5,5,23,50,2021-01-20 12:15:00
07,07140,2,8,2,2,3,13,2021-01-20 12:15:00
07,07141,5,6,5,5,7,23,2021-01-20 12:15:00
07,07143,4,3,2,4,13,22,2021-01-20 12:15:00
07,07211,6,4,1,3,12,57,2021-01-20 12:15:00
07,07231,2,2,1,2,6,18,2021-01-20 12:15:00
07,07232,2,0,0,2,3,13,2021-01-20 12:15:00
07,07233,2,1,1,2,7,14,2021-01-20 12:15:00
07,07235,2,1,1,2,7,9,2021-01-20 12:15:00
07,07311,1,3,1,1,0,15,2021-01-20 12:15:00
07,07312,3,13,8,1,14,99,2021-01-20 12:15:00
07,07313,3,6,2,2,11,15,2021-01-20 12:15:00
07,07314,6,25,12,4,21,97,2021-01-20 12:15:00
07,07315,2,18,15,2,20,99,2021-01-20 12:15:00
07,07316,1,1,0,1,1,10,2021-01-20 12:15:00
07,07317,2,2,2,1,6,10,2021-01-20 12:15:00
07,07318,3,12,8,2,0,31,2021-01-20 12:15:00
07,07319,3,9,5,1,5,47,2021-01-20 12:15:00
07,07320,1,1,1,1,7,7,2021-01-20 12:15:00
07,07331,1,1,0,1,3,5,2021-01-20 12:15:00
07,07332,2,6,3,2,4,15,2021-01-20 12:15:00
07,07333,2,2,2,2,3,9,2021-01-20 12:15:00
07,07334,2,3,2,2,8,14,2021-01-20 12:15:00
07,07335,1,0,0,1,8,6,2021-01-20 12:15:00
07,07336,1,4,2,1,0,16,2021-01-20 12:15:00
07,07337,2,0,0,2,0,13,2021-01-20 12:15:00
07,07339,1,4,2,1,0,10,2021-01-20 12:15:00
07,07340,1,1,1,1,6,3,2021-01-20 12:15:00
08,08111,12,43,29,10,31,238,2021-01-20 12:15:00
08,08115,6,3,2,4,2,49,2021-01-20 12:15:00
08,08116,8,11,3,4,6,70,2021-01-20 12:15:00
08,08117,5,8,6,3,13,34,2021-01-20 12:15:00
08,08118,5,23,17,4,6,88,2021-01-20 12:15:00
08,08119,4,10,6,2,4,57,2021-01-20 12:15:00
08,08121,3,18,11,1,8,55,2021-01-20 12:15:00
08,08125,2,4,3,2,9,41,2021-01-20 12:15:00
08,08126,1,3,3,1,0,7,2021-01-20 12:15:00
08,08127,4,4,4,2,15,40,2021-01-20 12:15:00
08,08128,4,4,2,3,15,51,2021-01-20 12:15:00
08,08135,2,2,1,1,4,16,2021-01-20 12:15:00
08,08136,8,12,6,4,11,72,2021-01-20 12:15:00
08,08211,3,2,2,1,7,15,2021-01-20 12:15:00
08,08212,6,30,11,4,11,119,2021-01-20 12:15:00
08,08215,3,9,5,3,10,44,2021-01-20 12:15:00
08,08216,2,0,0,2,0,12,2021-01-20 12:15:00
08,08221,8,39,29,6,25,221,2021-01-20 12:15:00
08,08222,6,31,27,3,29,112,2021-01-20 12:15:00
08,08225,3,6,3,3,3,16,2021-01-20 12:15:00
08,08226,4,10,6,4,5,36,2021-01-20 12:15:00
08,08231,4,15,7,2,9,56,2021-01-20 12:15:00
08,08235,3,6,6,3,8,19,2021-01-20 12:15:00
08,08236,2,1,0,2,2,9,2021-01-20 12:15:00
08,08237,1,2,2,1,5,9,2021-01-20 12:15:00
08,08311,7,30,22,4,21,168,2021-01-20 12:15:00
08,08315,4,13,5,4,8,45,2021-01-20 12:15:00
08,08316,3,8,6,3,1,91,2021-01-20 12:15:00
08,08317,8,10,4,6,26,68,2021-01-20 12:15:00
08,08325,2,4,3,2,1,9,2021-01-20 12:15:00
08,08326,6,13,2,2,11,52,2021-01-20 12:15:00
08,08327,1,3,2,1,3,9,2021-01-20 12:15:00
08,08335,10,8,2,6,14,82,2021-01-20 12:15:00
08,08336,2,4,1,2,4,24,2021-01-20 12:15:00
08,08337,1,1,0,1,3,7,2021-01-20 12:15:00
08,08415,3,4,3,1,14,30,2021-01-20 12:15:00
08,08416,5,17,16,2,6,104,2021-01-20 12:15:00
08,08417,1,4,1,1,2,24,2021-01-20 12:15:00
08,08421,5,25,15,4,34,115,2021-01-20 12:15:00
08,08425,2,1,0,2,5,11,2021-01-20 12:15:00
08,08426,1,11,5,1,0,14,2021-01-20 12:15:00
08,08435,5,7,3,3,13,53,2021-01-20 12:15:00
08,08436,6,18,9,4,16,58,2021-01-20 12:15:00
08,08437,2,6,4,2,2,12,2021-01-20 12:15:00
09,09161,1,2,1,1,12,37,2021-01-20 12:15:00
09,09162,35,114,76,25,82,519,2021-01-20 12:15:00
09,09163,3,5,3,1,6,36,2021-01-20 12:15:00
09,09171,3,3,2,2,3,23,2021-01-20 12:15:00
09,09172,3,4,2,3,3,18,2021-01-20 12:15:00
09,09173,2,4,3,2,2,22,2021-01-20 12:15:00
09,09174,1,6,5,1,0,28,2021-01-20 12:15:00
09,09175,1,4,1,1,2,15,2021-01-20 12:15:00
09,09176,3,7,5,3,7,44,2021-01-20 12:15:00
09,09177,1,2,1,1,6,13,2021-01-20 12:15:00
09,09178,1,3,2,1,1,17,2021-01-20 12:15:00
09,09179,1,5,2,1,1,11,2021-01-20 12:15:00
09,09180,4,6,2,2,20,50,2021-01-20 12:15:00
09,09181,2,3,1,1,5,11,2021-01-20 12:15:00
09,09182,1,8,6,1,3,23,2021-01-20 12:15:00
09,09183,1,7,5,1,2,14,2021-01-20 12:15:00
09,09184,2,0,0,2,6,4,2021-01-20 12:15:00
09,09185,4,1,1,2,10,24,2021-01-20 12:15:00
09,09186,1,1,1,1,4,4,2021-01-20 12:15:00
09,09187,5,14,9,5,8,52,2021-01-20 12:15:00
09,09188,6,14,9,5,8,45,2021-01-20 12:15:00
09,09189,4,13,8,3,8,44,2021-01-20 12:15:00
09,09190,3,4,3,3,5,17,2021-01-20 12:15:00
09,09261,5,10,5,3,5,59,2021-01-20 12:15:00
09,09262,4,14,9,2,8,41,2021-01-20 12:15:00
09,09263,1,8,4,1,5,25,2021-01-20 12:15:00
09,09271,2,14,11,2,4,36,2021-01-20 12:15:00
09,09272,2,5,1,2,1,17,2021-01-20 12:15:00
09,09273,3,4,2,3,2,10,2021-01-20 12:15:00
09,09274,1,4,0,1,0,6,2021-01-20 12:15:00
09,09275,2,15,10,2,6,19,2021-01-20 12:15:00
09,09276,2,5,2,2,3,11,2021-01-20 12:15:00
09,09277,2,7,3,2,4,12,2021-01-20 12:15:00
09,09278,2,4,2,2,2,8,2021-01-20 12:15:00
09,09279,2,0,0,2,1,17,2021-01-20 12:15:00
09,09361,3,4,2,1,7,39,2021-01-20 12:15:00
09,09362,7,49,33,4,36,187,2021-01-20 12:15:00
09,09363,3,13,5,1,12,51,2021-01-20 12:15:00
09,09371,1,2,1,1,1,9,2021-01-20 12:15:00
09,09372,1,5,3,1,0,14,2021-01-20 12:15:00
09,09373,1,3,3,1,2,20,2021-01-20 12:15:00
09,09375,2,1,1,2,4,10,2021-01-20 12:15:00
09,09376,4,6,1,4,6,17,2021-01-20 12:15:00
09,09377,2,10,4,2,2,15,2021-01-20 12:15:00
09,09461,5,6,2,1,20,34,2021-01-20 12:15:00
09,09462,7,11,4,2,7,58,2021-01-20 12:15:00
09,09463,3,10,7,1,8,35,2021-01-20 12:15:00
09,09464,3,9,3,1,1,32,2021-01-20 12:15:00
09,09471,2,8,4,2,2,14,2021-01-20 12:15:00
09,09472,1,2,0,1,1,5,2021-01-20 12:15:00
09,09474,2,3,2,2,0,14,2021-01-20 12:15:00
09,09475,2,1,0,2,3,14,2021-01-20 12:15:00
09,09476,1,1,1,1,3,11,2021-01-20 12:15:00
09,09477,1,7,4,1,1,26,2021-01-20 12:15:00
09,09478,3,3,3,3,11,36,2021-01-20 12:15:00
09,09479,2,4,0,2,8,12,2021-01-20 12:15:00
09,09561,2,4,2,2,6,21,2021-01-20 12:15:00
09,09562,5,28,21,3,18,129,2021-01-20 12:15:00
09,09563,3,11,3,1,8,46,2021-01-20 12:15:00
09,09564,12,54,41,6,34,165,2021-01-20 12:15:00
09,09565,1,1,0,1,3,2,2021-01-20 12:15:00
09,09571,3,7,2,3,5,16,2021-01-20 12:15:00
09,09572,1,0,0,1,0,8,2021-01-20 12:15:00
09,09574,3,10,6,3,1,24,2021-01-20 12:15:00
09,09575,2,4,4,2,24,24,2021-01-20 12:15:00
09,09576,1,3,3,1,0,5,2021-01-20 12:15:00
09,09577,2,6,5,2,1,15,2021-01-20 12:15:00
09,09661,3,9,5,1,0,62,2021-01-20 12:15:00
09,09662,4,9,4,2,5,65,2021-01-20 12:15:00
09,09663,4,18,13,2,8,129,2021-01-20 12:15:00
09,09671,1,1,1,1,0,8,2021-01-20 12:15:00
09,09672,4,4,2,4,1,39,2021-01-20 12:15:00
09,09673,1,18,1,1,23,110,2021-01-20 12:15:00
09,09674,2,1,1,2,0,9,2021-01-20 12:15:00
09,09675,1,0,0,1,1,5,2021-01-20 12:15:00
09,09676,1,2,1,1,5,4,2021-01-20 12:15:00
09,09677,1,0,0,1,3,5,2021-01-20 12:15:00
09,09678,2,0,0,2,2,4,2021-01-20 12:15:00
09,09679,1,0,0,1,2,7,2021-01-20 12:15:00
09,09761,6,32,13,3,34,124,2021-01-20 12:15:00
09,09762,1,4,1,1,1,21,2021-01-20 12:15:00
09,09763,3,1,0,1,3,41,2021-01-20 12:15:00
09,09764,3,4,1,1,0,31,2021-01-20 12:15:00
09,09771,2,5,4,2,0,19,2021-01-20 12:15:00
09,09772,2,3,1,2,2,10,2021-01-20 12:15:00
09,09773,2,5,3,2,2,11,2021-01-20 12:15:00
09,09774,4,4,3,4,2,44,2021-01-20 12:15:00
09,09775,2,3,2,2,6,13,2021-01-20 12:15:00
09,09776,2,3,0,2,2,10,2021-01-20 12:15:00
09,09777,3,3,1,3,3,16,2021-01-20 12:15:00
09,09778,2,1,1,2,3,11,2021-01-20 12:15:00
09,09779,3,8,7,3,2,21,2021-01-20 12:15:00
09,09780,2,7,2,2,3,19,2021-01-20 12:15:00
10,10041,9,50,24,7,21,172,2021-01-20 12:15:00
10,10042,1,4,1,1,3,9,2021-01-20 12:15:00
10,10043,5,5,2,3,7,30,2021-01-20 12:15:00
10,10044,4,5,2,3,21,38,2021-01-20 12:15:00
10,10045,4,31,12,2,23,184,2021-01-20 12:15:00
10,10046,1,5,3,1,1,13,2021-01-20 12:15:00
11,11000,64,380,273,41,165,1135,2021-01-20 12:15:00
12,12051,4,17,9,3,10,65,2021-01-20 12:15:00
12,12052,3,28,12,2,17,84,2021-01-20 12:15:00
12,12053,1,7,4,1,2,13,2021-01-20 12:15:00
12,12054,6,20,17,4,22,70,2021-01-20 12:15:00
12,12060,2,9,2,2,5,60,2021-01-20 12:15:00
12,12061,5,13,9,5,8,30,2021-01-20 12:15:00
12,12062,3,13,7,3,3,15,2021-01-20 12:15:00
12,12063,4,4,2,2,4,17,2021-01-20 12:15:00
12,12064,3,6,2,3,1,25,2021-01-20 12:15:00
12,12065,5,21,10,5,7,33,2021-01-20 12:15:00
12,12066,1,12,3,1,0,16,2021-01-20 12:15:00
12,12067,3,13,8,3,20,43,2021-01-20 12:15:00
12,12068,3,25,11,3,3,57,2021-01-20 12:15:00
12,12069,2,7,4,2,5,46,2021-01-20 12:15:00
12,12070,2,7,2,2,3,14,2021-01-20 12:15:00
12,12071,3,5,0,3,9,11,2021-01-20 12:15:00
12,12072,2,3,1,2,1,12,2021-01-20 12:15:00
12,12073,4,6,3,4,8,28,2021-01-20 12:15:00
13,13003,4,12,7,2,20,92,2021-01-20 12:15:00
13,13004,3,13,6,1,22,57,2021-01-20 12:15:00
13,13071,7,23,5,5,5,87,2021-01-20 12:15:00
13,13072,6,11,4,4,16,29,2021-01-20 12:15:00
13,13073,4,4,3,4,7,49,2021-01-20 12:15:00
13,13074,2,1,0,2,6,11,2021-01-20 12:15:00
13,13075,9,10,6,7,42,146,2021-01-20 12:15:00
13,13076,7,23,7,7,16,118,2021-01-20 12:15:00
14,14511,7,34,26,3,33,145,2021-01-20 12:15:00
14,14521,7,41,21,6,6,76,2021-01-20 12:15:00
14,14522,5,22,16,5,5,46,2021-01-20 12:15:00
14,14523,6,23,11,5,12,52,2021-01-20 12:15:00
14,14524,6,35,22,5,19,87,2021-01-20 12:15:00
14,14612,15,71,48,6,42,234,2021-01-20 12:15:00
14,14625,7,33,15,6,13,60,2021-01-20 12:15:00
14,14626,7,22,14,6,22,43,2021-01-20 12:15:00
14,14627,5,20,13,5,12,58,2021-01-20 12:15:00
14,14628,6,56,17,6,105,71,2021-01-20 12:15:00
14,14713,11,82,49,7,66,296,2021-01-20 12:15:00
14,14729,4,10,8,3,18,40,2021-01-20 12:15:00
14,14730,8,9,5,8,18,44,2021-01-20 12:15:00
15,15001,3,13,10,1,13,35,2021-01-20 12:15:00
15,15002,10,38,24,5,30,270,2021-01-20 12:15:00
15,15003,9,22,21,6,13,195,2021-01-20 12:15:00
15,15081,2,2,2,2,2,13,2021-01-20 12:15:00
15,15082,3,19,11,3,18,39,2021-01-20 12:15:00
15,15083,2,6,4,2,6,13,2021-01-20 12:15:00
15,15084,3,17,5,3,1,37,2021-01-20 12:15:00
15,15085,5,20,9,4,18,56,2021-01-20 12:15:00
15,15086,2,4,2,2,3,23,2021-01-20 12:15:00
15,15087,3,9,5,3,1,25,2021-01-20 12:15:00
15,15088,2,8,5,2,5,17,2021-01-20 12:15:00
15,15089,4,15,10,4,1,31,2021-01-20 12:15:00
15,15090,3,5,2,2,5,15,2021-01-20 12:15:00
15,15091,4,14,5,2,4,27,2021-01-20 12:15:00
16,16051,3,18,14,2,6,70,2021-01-20 12:15:00
16,16052,1,17,8,1,5,49,2021-01-20 12:15:00
16,16053,3,32,22,1,12,126,2021-01-20 12:15:00
16,16054,2,5,3,1,13,21,2021-01-20 12:15:00
16,16055,1,1,0,1,4,12,2021-01-20 12:15:00
16,16056,1,0,0,1,4,29,2021-01-20 12:15:00
16,16061,3,9,5,3,2,15,2021-01-20 12:15:00
16,16062,4,15,9,3,12,51,2021-01-20 12:15:00
16,16063,3,5,5,3,18,61,2021-01-20 12:15:00
16,16064,4,0,0,3,2,15,2021-01-20 12:15:00
16,16065,1,4,1,1,1,6,2021-01-20 12:15:00
16,16066,2,7,2,2,14,28,2021-01-20 12:15:00
16,16067,2,8,4,2,5,16,2021-01-20 12:15:00
16,16068,1,3,0,1,0,6,2021-01-20 12:15:00
16,16069,1,1,1,1,0,6,2021-01-20 12:15:00
16,16070,3,0,0,2,9,8,2021-01-20 12:15:00
16,16071,3,27,15,3,11,76,2021-01-20 12:15:00
16,16072,1,2,2,1,1,10,2021-01-20 12:15:00
16,16073,1,9,4,1,7,16,2021-01-20 12:15:00
16,16074,1,0,0,1,0,7,2021-01-20 12:15:00
16,16075,1,2,1,1,1,4,2021-01-20 12:15:00
16,16076,1,5,3,1,2,10,2021-01-20 12:15:00
