bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,0,0,2,51,31,2020-07-01 12:15:00
01,01002,5,1,0,3,121,134,2020-07-01 12:15:00
01,01003,2,0,0,2,120,123,2020-07-01 12:15:00
01,01004,1,0,0,1,21,19,2020-07-01 12:15:00
01,01051,1,0,0,1,13,43,2020-07-01 12:15:00
01,01053,2,0,0,2,5,19,2020-07-01 12:15:00
01,01054,3,0,0,3,26,18,2020-07-01 12:15:00
01,01055,3,0,0,3,22,30,2020-07-01 12:15:00
01,01056,2,0,0,2,17,22,2020-07-01 12:15:00
01,01057,1,0,0,1,4,8,2020-07-01 12:15:00
01,01058,3,0,0,3,18,32,2020-07-01 12:15:00
01,01059,1,0,0,1,14,10,2020-07-01 12:15:00
01,01060,4,0,0,4,51,83,2020-07-01 12:15:00
01,01061,1,0,0,1,14,24,2020-07-01 12:15:00
01,01062,3,0,0,3,26,33,2020-07-01 12:15:00
02,02000,28,8,6,24,381,594,2020-07-01 12:15:00
03,03101,5,1,1,5,61,95,2020-07-01 12:15:00
03,03102,2,1,0,2,8,19,2020-07-01 12:15:00
03,03103,1,1,1,1,31,17,2020-07-01 12:15:00
03,03151,2,0,0,2,11,25,2020-07-01 12:15:00
03,03153,3,0,0,3,41,48,2020-07-01 12:15:00
03,03154,1,0,0,1,4,30,2020-07-01 12:15:00
03,03155,2,1,0,2,7,13,2020-07-01 12:15:00
03,03157,1,0,0,1,9,13,2020-07-01 12:15:00
03,03158,1,0,0,1,2,14,2020-07-01 12:15:00
03,03159,8,0,0,7,69,147,2020-07-01 12:15:00
03,03241,16,6,4,16,149,339,2020-07-01 12:15:00
03,03251,3,0,0,3,8,6,2020-07-01 12:15:00
03,03252,4,1,1,4,15,59,2020-07-01 12:15:00
03,03254,5,0,0,4,49,54,2020-07-01 12:15:00
03,03255,1,0,0,1,4,10,2020-07-01 12:15:00
03,03256,1,0,0,1,18,16,2020-07-01 12:15:00
03,03257,1,0,0,1,4,19,2020-07-01 12:15:00
03,03351,3,0,0,1,9,32,2020-07-01 12:15:00
03,03352,2,1,0,2,9,9,2020-07-01 12:15:00
03,03353,3,0,0,3,20,46,2020-07-01 12:15:00
03,03354,1,0,0,1,11,4,2020-07-01 12:15:00
03,03355,2,0,0,2,14,24,2020-07-01 12:15:00
03,03356,2,0,0,2,5,12,2020-07-01 12:15:00
03,03357,3,0,0,2,15,23,2020-07-01 12:15:00
03,03358,3,0,0,3,14,14,2020-07-01 12:15:00
03,03359,3,0,0,2,14,23,2020-07-01 12:15:00
03,03360,2,0,0,2,27,52,2020-07-01 12:15:00
03,03361,2,0,0,2,5,12,2020-07-01 12:15:00
03,03401,1,2,2,1,13,16,2020-07-01 12:15:00
03,03402,1,0,0,1,11,10,2020-07-01 12:15:00
03,03403,5,2,1,3,111,115,2020-07-01 12:15:00
03,03404,4,1,1,4,92,33,2020-07-01 12:15:00
03,03405,1,0,0,1,5,31,2020-07-01 12:15:00
03,03451,3,0,0,2,14,27,2020-07-01 12:15:00
03,03452,3,0,0,3,19,23,2020-07-01 12:15:00
03,03453,3,0,0,3,13,29,2020-07-01 12:15:00
03,03454,7,0,0,7,26,71,2020-07-01 12:15:00
03,03455,2,0,0,2,12,25,2020-07-01 12:15:00
03,03456,1,0,0,1,5,25,2020-07-01 12:15:00
03,03457,3,0,0,2,26,14,2020-07-01 12:15:00
03,03458,1,0,0,1,6,9,2020-07-01 12:15:00
03,03459,8,0,0,7,66,60,2020-07-01 12:15:00
03,03460,3,0,0,3,30,23,2020-07-01 12:15:00
03,03461,2,0,0,2,6,10,2020-07-01 12:15:00
03,03462,1,0,0,1,9,4,2020-07-01 12:15:00
04,04011,10,4,4,9,81,117,2020-07-01 12:15:00
04,04012,2,0,0,2,6,18,2020-07-01 12:15:00
05,05111,12,4,3,11,65,252,2020-07-01 12:15:00
05,05112,12,6,4,9,74,181,2020-07-01 12:15:00
05,05113,15,2,2,14,68,340,2020-07-01 12:15:00
05,05114,6,1,0,4,24,78,2020-07-01 12:15:00
05,05116,5,1,1,4,25,93,2020-07-01 12:15:00
05,05117,2,1,1,2,18,33,2020-07-01 12:15:00
05,05119,6,0,0,4,29,52,2020-07-01 12:15:00
05,05120,1,0,0,1,17,19,2020-07-01 12:15:00
05,05122,3,2,2,3,35,59,2020-07-01 12:15:00
05,05124,5,3,3,5,81,111,2020-07-01 12:15:00
05,05154,5,0,0,5,22,46,2020-07-01 12:15:00
05,05158,4,1,1,4,33,24,2020-07-01 12:15:00
05,05162,7,1,0,6,20,94,2020-07-01 12:15:00
05,05166,4,0,0,4,20,36,2020-07-01 12:15:00
05,05170,9,7,3,8,72,97,2020-07-01 12:15:00
05,05314,15,3,2,11,77,207,2020-07-01 12:15:00
05,05315,26,2,1,18,101,367,2020-07-01 12:15:00
05,05316,4,0,0,2,32,58,2020-07-01 12:15:00
05,05334,10,3,2,7,71,249,2020-07-01 12:15:00
05,05358,6,0,0,5,36,44,2020-07-01 12:15:00
05,05362,7,0,0,7,45,37,2020-07-01 12:15:00
05,05366,3,0,0,3,11,38,2020-07-01 12:15:00
05,05370,3,1,0,3,13,19,2020-07-01 12:15:00
05,05374,7,0,0,7,38,80,2020-07-01 12:15:00
