id,Country,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16
0,"Washington",91918,92463,93007,93554,94106,94664,95225,95788,96352,96918,97487,98058,98631,99205,99781,100358,100936,101514,102094,102673,103253,103833,104412,104991,105570,106147,106724,107299,107873,108445,109015,109583,110149,110713,111274,111833,112388,112940,113489,114035,114577,115115,115649,116180,116706,117228,117745,118258,118766,119269,119767,120261,120749,121232,121710,122182,122649,123110,123566,124016,124461,124900,125333,125760,126181,126597,127006,127410,127807,128199,128585,128965,129339,129707,130069,130425,130776,131120,131459,131791,132118,132440,132755,133065,133370,133669,133962,134250,134532,134809,135081,135347,135608,135864,136115,136361,136603,136839,137070,137297,137519
1,"Illinois",313429,315633,317840,320054,322284,324523,326768,329008,331242,333470,335693,337907,340110,342298,344469,346621,348754,350864,352950,355009,357041,359044,361016,362956,364862,366734,368570,370370,372133,373857,375543,377190,378798,380366,381894,383382,384830,386238,387607,388936,390226,391477,392690,393864,395002,396102,397167,398196,399190,400150,401077,401971,402833,403664,404465,405237,405979,406694,407382,408044,408680,409291,409879,410443,410985,411506,412005,412485,412945,413386,413809,414215,414603,414976,415333,415676,416003,416317,416618,416906,417181,417445,417697,417939,418170,418391,418603,418805,418999,419184,419361,419530,419692,419847,419995,420136,420271,420400,420524,420642,420754
2,"California",845270,848537,851800,855067,858347,861632,864917,868198,871475,874750,878023,881292,884556,887812,891060,894300,897530,900750,903958,907154,910336,913504,916656,919792,922912,926013,929096,932159,935202,938224,941224,944202,947156,950087,952993,955875,958730,961559,964362,967137,969885,972605,975296,977957,980590,983193,985766,988308,990820,993301,995752,998171,1000558,1002914,1005238,1007531,1009792,1012021,1014218,1016383,1018516,1020618,1022687,1024725,1026732,1028706,1030650,1032562,1034442,1036292,1038111,1039900,1041658,1043386,1045084,1046752,1048391,1050001,1051582,1053134,1054657,1056153,1057621,1059062,1060475,1061862,1063222,1064556,1065864,1067146,1068404,1069636,1070844,1072028,1073189,1074325,1075439,1076530,1077599,1078645,1079670
3,"Arizona",223401,223938,224474,225013,225554,226098,226645,227194,227744,228294,228843,229391,229937,230479,231017,231549,232079,232608,233135,233660,234183,234703,235220,235734,236245,236751,237254,237753,238248,238739,239227,239710,240190,240666,241137,241604,242066,242524,242978,243427,243871,244311,244746,245176,245601,246022,246437,246848,247254,247655,248051,248442,248828,249209,249585,249955,250321,250682,251038,251389,251735,252076,252412,252742,253068,253390,253706,254017,254324,254625,254922,255214,255502,255785,256063,256336,256605,256870,257130,257385,257636,257883,258126,258364,258598,258828,259053,259275,259493,259706,259916,260122,260324,260522,260717,260908,261095,261279,261459,261636,261809
4,"Massachusetts",136936,137568,138210,138863,139526,140198,140879,141568,142265,142970,143685,144409,145143,145888,146643,147408,148182,148964,149755,150553,151360,152174,152995,153825,154661,155505,156356,157214,158077,158947,159822,160703,161588,162478,163372,164270,165172,166077,166985,167896,168809,169724,170640,171557,172475,173393,174311,175229,176145,177061,177975,178887,179797,180704,181608,182508,183405,184297,185185,186069,186947,187820,188686,189547,190402,191250,192090,192924,193750,194569,195380,196182,196977,197762,198539,199307,200066,200816,201557,202288,203009,203720,204422,205114,205796,206468,207130,207781,208422,209054,209675,210285,210886,211476,212056,212626,213185,213735,214274,214804,215323
5,"Wisconsin",141830,144260,146685,149105,151514,153912,156295,158661,161004,163321,165611,167874,170108,172308,174470,176594,178678,180720,182719,184673,186582,188445,190260,192028,193747,195418,197041,198614,200139,201615,203043,204424,205757,207044,208285,209481,210633,211742,212808,213834,214819,215764,216672,217542,218376,219176,219942,220675,221376,222047,222689,223302,223889,224448,224983,225493,225980,226445,226888,227310,227713,228097,228463,228811,229143,229459,229760,230047,230319,230579,230826,231061,231284,231497,231699,231891,232074,232248,232413,232570,232719,232861,232995,233124,233245,233361,233471,233575,233674,233768,233857,233942,234023,234099,234172,234241,234307,234369,234428,234484,234537
6,"Texas",807754,812087,816411,820715,824988,829239,833475,837705,841912,846096,850253,854374,858457,862486,866469,870413,874318,878180,882000,885776,889508,893194,896832,900420,903957,907442,910875,914255,917582,920857,924079,927248,930362,933423,936430,939383,942281,945124,947913,950649,953330,955958,958532,961054,963523,965940,968305,970618,972881,975094,977257,979371,981436,983454,985424,987348,989226,991059,992847,994591,996293,997952,999569,1001146,1002682,1004180,1005638,1007059,1008443,1009791,1011103,1012380,1013623,1014832,1016009,1017155,1018268,1019352,1020406,1021430,1022426,1023395,1024336,1025251,1026140,1027005,1027844,1028660,1029452,1030222,1030970,1031696,1032401,1033085,1033750,1034396,1035022,1035631,1036221,1036794,1037350
7,"Nebraska",50059,50625,51197,51772,52351,52934,53519,54106,54695,55285,55874,56462,57049,57634,58216,58796,59371,59943,60509,61071,61626,62175,62717,63252,63779,64297,64808,65309,65801,66284,66757,67221,67674,68117,68550,68972,69384,69785,70176,70556,70926,71285,71633,71972,72300,72618,72925,73223,73512,73790,74060,74320,74571,74814,75048,75273,75490,75700,75901,76095,76282,76461,76634,76800,76959,77112,77260,77401,77536,77667,77791,77911,78026,78136,78242,78343,78440,78532,78621,78706,78788,78866,78941,79012,79081,79146,79209,79269,79326,79381,79433,79483,79531,79577,79621,79663,79703,79741,79777,79812,79846
8,"Utah",81947,83029,84112,85195,86279,87361,88439,89511,90576,91634,92684,93727,94761,95787,96799,97796,98779,99748,100701,101638,102558,103461,104346,105212,106061,106890,107700,108490,109261,110011,110742,111452,112143,112814,113465,114096,114708,115301,115875,116430,116966,117485,117985,118468,118934,119384,119817,120234,120636,121022,121394,121752,122096,122426,122743,123048,123341,123621,123890,124149,124396,124634,124861,125079,125288,125488,125679,125862,126037,126205,126365,126519,126666,126806,126940,127068,127191,127308,127420,127527,127629,127727,127820,127909,127994,128075,128152,128226,128297,128364,128429,128490,128549,128604,128658,128709,128757,128804,128848,128890,128930
9,"Oregon",36116,36441,36769,37102,37438,37778,38122,38469,38820,39174,39532,39895,40262,40633,41008,41386,41767,42152,42541,42932,43327,43726,44128,44532,44941,45352,45766,46183,46603,47025,47450,47878,48308,48740,49175,49611,50050,50491,50933,51378,51824,52271,52720,53170,53621,54073,54527,54981,55435,55891,56347,56803,57259,57715,58172,58628,59084,59539,59994,60449,60902,61355,61806,62257,62706,63154,63601,64046,64489,64930,65370,65807,66243,66676,67107,67535,67961,68384,68805,69223,69638,70050,70459,70865,71268,71667,72063,72456,72846,73232,73614,73993,74368,74739,75107,75471,75831,76187,76539,76888,77232
