id,Country,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30
0,Afghanistan,39074,39118,39162,39207,39252,39296,39340,39384,39428,39471,39514,39557,39600,39643,39685,39728,39770,39812,39853,39895,39936,39977,40018,40059,40100,40140,40180,40220,40260,40300,40339,40379,40418,40457,40496,40534,40573,40611,40649,40687,40724,40762,40799,40836,40873,40910,40947,40983,41020,41056,41092,41128,41163,41199,41234,41269,41304,41339,41373,41408,41442,41476,41510,41544,41578,41611,41645,41678,41711,41744,41776,41809,41841,41873,41905,41937,41969,42001,42032,42063,42095,42126,42156,42187,42218,42248,42278,42308,42338,42368,42398,42427,42457,42486,42515,42544,42573,42601,42630,42658,42686
1,Albania,12535,12690,12846,13002,13158,13315,13471,13628,13786,13943,14101,14258,14416,14575,14733,14892,15052,15211,15371,15530,15690,15849,16009,16168,16327,16487,16646,16805,16964,17123,17281,17440,17598,17756,17913,18070,18227,18383,18539,18694,18849,19004,19158,19312,19464,19617,19769,19920,20070,20220,20369,20517,20665,20812,20958,21104,21248,21392,21535,21677,21818,21958,22098,22236,22374,22511,22646,22781,22915,23047,23179,23310,23440,23568,23696,23822,23948,24072,24196,24318,24439,24559,24678,24796,24913,25029,25143,25257,25369,25480,25590,25699,25807,25914,26020,26124,26227,26330,26431,26531,26630
2,Algeria,50023,50238,50449,50656,50859,51058,51253,51444,51632,51817,51998,52176,52351,52523,52691,52856,53018,53177,53332,53485,53635,53783,53927,54069,54208,54345,54479,54610,54739,54866,54990,55112,55232,55349,55464,55577,55688,55797,55903,56008,56111,56211,56310,56407,56502,56596,56687,56777,56865,56952,57037,57120,57201,57282,57360,57437,57513,57587,57660,57731,57801,57870,57938,58004,58069,58132,58195,58256,58316,58375,58433,58490,58545,58600,58653,58706,58757,58808,58858,58906,58954,59001,59047,59092,59136,59179,59222,59264,59304,59345,59384,59423,59460,59498,59534,59570,59605,59639,59673,59706,59739
3,Andorra,1681,1722,1763,1805,1848,1892,1935,1979,2022,2065,2107,2147,2187,2225,2261,2296,2329,2360,2389,2416,2442,2466,2488,2508,2526,2544,2559,2574,2587,2598,2609,2619,2628,2636,2643,2650,2655,2661,2665,2670,2674,2677,2680,2683,2685,2688,2690,2691,2693,2694,2696,2697,2698,2699,2700,2700,2701,2702,2702,2703,2703,2703,2704,2704,2704,2705,2705,2705,2705,2705,2705,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2707,2707,2707,2707,2707,2707,2707
4,Angola,4117,4210,4306,4403,4502,4604,4708,4816,4926,5038,5154,5272,5393,5517,5644,5774,5907,6044,6184,6327,6474,6624,6779,6936,7098,7264,7433,7607,7785,7967,8153,8344,8540,8740,8945,9155,9370,9590,9816,10046,10282,10524,10771,11025,11284,11549,11820,12098,12382,12673,12971,13275,13586,13905,14231,14564,14905,15254,15610,15975,16348,16729,17118,17517,17924,18340,18766,19201,19645,20099,20563,21037,21521,22016,22521,23037,23563,24101,24651,25211,25783,26367,26963,27572,28192,28825,29471,30130,30801,31486,32185,32897,33622,34362,35115,35883,36665,37462,38273,39099,39940
5,Antigua and Barbuda,96,96,96,97,97,97,97,98,98,99,100,100,101,102,103,105,106,108,110,113,116,119,123,128,133,139,147,155,165,176,190,205,223,243,267,295,326,362,404,452,506,568,638,717,805,904,1014,1135,1267,1410,1564,1727,1899,2077,2260,2445,2630,2812,2990,3160,3321,3472,3612,3739,3855,3958,4050,4132,4203,4265,4319,4366,4406,4440,4470,4495,4516,4535,4550,4563,4574,4584,4592,4598,4604,4609,4613,4616,4619,4622,4624,4625,4627,4628,4629,4630,4631,4631,4632,4632,4633
6,Argentina,640147,650424,660580,670608,680504,690262,699875,709333,718607,727705,736622,745354,753901,762257,770419,778375,786130,793683,801033,808179,815122,821861,828398,834734,840872,846813,852561,858117,863485,868668,873669,878493,883144,887624,891939,896092,900088,903930,907624,911173,914582,917856,920997,924012,926903,929675,932332,934879,937319,939655,941892,944034,946084,948045,949921,951716,953432,955072,956641,958139,959572,960940,962247,963496,964688,965827,966914,967952,968942,969888,970790,971651,972473,973257,974004,974718,975398,976047,976666,977257,977819,978356,978868,979356,979821,980264,980687,981090,981474,981840,982189,982521,982838,983140,983428,983702,983964,984213,984450,984676,984892
7,Armenia,47552,47767,47984,48203,48425,48649,48876,49104,49335,49568,49802,50038,50276,50515,50755,50996,51238,51481,51725,51969,52213,52457,52701,52946,53189,53433,53675,53917,54158,54397,54636,54873,55108,55342,55574,55804,56031,56257,56480,56701,56919,57135,57348,57558,57765,57970,58171,58369,58564,58756,58944,59129,59311,59490,59665,59836,60005,60169,60331,60489,60643,60795,60942,61087,61228,61365,61500,61631,61759,61883,62005,62123,62239,62351,62460,62566,62670,62771,62868,62963,63056,63146,63233,63317,63399,63479,63557,63632,63704,63775,63844,63910,63974,64037,64097,64155,64212,64267,64320,64371,64421
8,Australia,26942,26972,27000,27027,27053,27079,27103,27126,27148,27170,27191,27210,27229,27248,27265,27282,27299,27314,27329,27344,27357,27371,27383,27396,27408,27419,27430,27440,27450,27460,27469,27478,27487,27495,27503,27510,27518,27525,27531,27538,27544,27550,27556,27561,27567,27572,27576,27581,27586,27590,27594,27598,27602,27606,27609,27613,27616,27619,27622,27625,27628,27630,27633,27635,27638,27640,27642,27644,27646,27648,27650,27652,27654,27655,27657,27659,27660,27661,27663,27664,27665,27666,27668,27669,27670,27671,27672,27673,27674,27675,27675,27676,27677,27678,27678,27679,27680,27680,27681,27682,27682
9,Austria,38658,39419,40208,41023,41864,42731,43622,44538,45477,46439,47426,48438,49477,50544,51644,52777,53938,55129,56348,57596,58873,60178,61513,62875,64267,65688,67138,68617,70124,71659,73221,74809,76422,78061,79723,81410,83119,84850,86602,88373,90164,91971,93796,95635,97488,99353,101229,103115,105008,106909,108814,110724,112635,114547,116457,118366,120270,122168,124059,125942,127815,129676,131524,133358,135176,136978,138761,140525,142269,143992,145692,147369,149022,150649,152251,153827,155375,156896,158389,159854,161290,162696,164073,165421,166739,168027,169285,170513,171712,172881,174021,175131,176213,177265,178290,179286,180254,181195,182108,182996,183857
10,Azerbaijan,39280,39400,39518,39634,39748,39860,39971,40080,40188,40294,40398,40501,40602,40702,40800,40897,40992,41086,41178,41269,41359,41447,41533,41619,41703,41786,41867,41947,42026,42103,42180,42255,42329,42402,42473,42544,42613,42681,42748,42814,42879,42943,43005,43067,43128,43188,43246,43304,43361,43417,43472,43526,43579,43631,43683,43733,43783,43832,43879,43927,43973,44019,44064,44108,44151,44193,44235,44276,44317,44357,44396,44434,44472,44509,44545,44581,44616,44651,44685,44718,44751,44784,44815,44846,44877,44907,44937,44966,44994,45022,45050,45077,45104,45130,45155,45181,45205,45230,45254,45277,45300
11,The Bahamas,3418,3478,3537,3595,3654,3711,3768,3824,3880,3935,3990,4043,4096,4148,4200,4250,4300,4348,4396,4443,4489,4533,4577,4620,4662,4703,4743,4781,4819,4856,4892,4927,4961,4994,5026,5057,5087,5116,5144,5172,5198,5224,5249,5273,5296,5319,5340,5361,5382,5401,5420,5438,5456,5472,5489,5504,5520,5534,5548,5562,5575,5587,5599,5611,5622,5632,5643,5652,5662,5671,5680,5688,5696,5704,5711,5719,5725,5732,5738,5744,5750,5756,5761,5766,5771,5776,5780,5785,5789,5793,5797,5800,5804,5807,5811,5814,5817,5820,5822,5825,5827
12,Bahrain,65752,66300,66792,67231,67620,67964,68267,68534,68769,68974,69151,69303,69433,69543,69635,69710,69774,69827,69872,69910,69943,69970,69993,70012,70028,70041,70052,70061,70069,70075,70081,70085,70089,70092,70095,70097,70099,70100,70102,70103,70104,70104,70105,70106,70106,70106,70107,70107,70107,70107,70107,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108,70108
13,Bangladesh,350621,352231,353834,355431,357023,358613,360203,361788,363366,364939,366507,368071,369630,371186,372735,374280,375820,377354,378884,380408,381927,383441,384949,386452,387949,389441,390928,392409,393884,395353,396817,398274,399726,401172,402612,404047,405475,406897,408313,409722,411126,412523,413915,415299,416678,418050,419416,420776,422129,423475,424815,426149,427476,428797,430110,431418,432718,434012,435300,436581,437855,439122,440382,441636,442883,444123,445357,446584,447803,449016,450223,451422,452615,453800,454979,456151,457316,458475,459626,460771,461908,463039,464163,465280,466390,467494,468590,469680,470762,471838,472908,473970,475025,476074,477116,478151,479179,480201,481216,482224,483225
