id,Country,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14
0,Afghanistan,36896,36948,36997,37044,37089,37131,37170,37207,37243,37276,37308,37338,37366,37393,37418,37442,37465,37486,37507,37526,37544,37561,37578,37593,37607,37621,37634,37647,37658,37669,37680,37689,37699,37708,37716,37724,37731,37738,37745,37751,37757,37763,37768,37773,37778,37783,37787,37791,37795,37799,37802,37805,37808,37811,37814,37817,37819,37821,37823,37826,37828,37829,37831,37833,37834,37836,37837,37839,37840,37841,37842,37843,37844,37845,37846,37847,37848,37849,37849,37850,37851,37851,37852,37852,37853,37853,37854,37854,37855,37855,37855,37856,37856,37856,37857,37857,37857,37858,37858,37858,37858
1,Albania,6016,6132,6251,6372,6495,6620,6747,6875,7003,7133,7263,7394,7527,7661,7798,7936,8077,8219,8362,8507,8652,8799,8947,9096,9247,9399,9553,9709,9867,10026,10186,10348,10510,10674,10840,11006,11175,11345,11516,11689,11863,12038,12215,12393,12572,12752,12934,13117,13301,13486,13673,13861,14050,14241,14432,14625,14818,15013,15208,15405,15603,15801,16001,16202,16403,16606,16809,17013,17218,17423,17630,17837,18045,18253,18462,18672,18882,19093,19304,19516,19728,19940,20153,20367,20580,20794,21008,21222,21437,21651,21866,22081,22295,22510,22725,22940,23154,23368,23583,23797,24010
2,Algeria,33626,34173,34716,35255,35789,36318,36841,37360,37875,38384,38890,39390,39886,40377,40863,41345,41822,42295,42763,43226,43685,44140,44589,45035,45476,45912,46345,46772,47196,47615,48029,48440,48846,49248,49645,50039,50428,50813,51194,51571,51944,52313,52677,53038,53395,53748,54097,54442,54783,55121,55454,55784,56110,56433,56751,57067,57378,57686,57990,58291,58589,58883,59173,59460,59744,60024,60301,60575,60845,61113,61377,61638,61895,62150,62402,62650,62896,63138,63378,63614,63848,64079,64307,64532,64755,64974,65191,65406,65617,65826,66032,66236,66437,66636,66832,67026,67217,67406,67592,67776,67958
3,Andorra,944,947,951,954,958,961,965,968,971,975,978,982,985,988,991,995,998,1001,1004,1007,1010,1014,1017,1020,1023,1026,1029,1031,1034,1037,1040,1043,1046,1048,1051,1054,1056,1059,1061,1064,1066,1069,1071,1074,1076,1078,1081,1083,1085,1087,1089,1091,1094,1096,1098,1100,1102,1103,1105,1107,1109,1111,1113,1114,1116,1118,1119,1121,1122,1124,1126,1127,1128,1130,1131,1133,1134,1135,1137,1138,1139,1140,1142,1143,1144,1145,1146,1147,1148,1149,1150,1151,1152,1153,1154,1155,1156,1157,1158,1159,1160
4,Angola,1483,1539,1598,1658,1721,1786,1854,1925,1998,2073,2152,2233,2317,2404,2494,2588,2685,2786,2891,2999,3112,3228,3349,3474,3604,3739,3878,4023,4173,4328,4489,4656,4830,5009,5195,5388,5588,5795,6010,6232,6463,6702,6949,7206,7472,7748,8033,8329,8636,8954,9283,9624,9977,10343,10722,11115,11522,11943,12379,12831,13299,13784,14286,14805,15343,15900,16477,17073,17691,18331,18992,19677,20386,21119,21877,22662,23474,24313,25182,26080,27008,27968,28960,29986,31046,32142,33274,34443,35651,36899,38188,39518,40892,42310,43773,45283,46841,48448,50105,51814,53575
5,Antigua and Barbuda,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Argentina,228195,234437,240753,247141,253594,260110,266690,273328,280021,286765,293562,300409,307299,314225,321188,328186,335216,342272,349351,356449,363563,370688,377822,384959,392098,399232,406360,413476,420577,427659,434720,441754,448759,455730,462665,469559,476411,483215,489969,496671,503316,509903,516428,522889,529284,535609,541863,548044,554149,560177,566126,571994,577780,583482,589100,594632,600077,605434,610702,615882,620972,625971,630881,635700,640429,645067,649614,654072,658439,662717,666906,671006,675018,678944,682782,686535,690203,693787,697289,700708,704046,707304,710484,713586,716611,719562,722438,725242,727974,730635,733228,735753,738212,740605,742935,745202,747408,749554,751641,753671,755644
7,Armenia,39819,40043,40262,40476,40688,40896,41100,41299,41492,41681,41865,42046,42222,42393,42561,42723,42882,43036,43187,43333,43475,43614,43748,43879,44006,44129,44249,44365,44478,44587,44693,44796,44896,44993,45086,45177,45265,45350,45433,45513,45590,45665,45737,45807,45875,45940,46004,46065,46124,46181,46237,46290,46342,46392,46440,46486,46531,46575,46617,46657,46696,46734,46770,46806,46840,46872,46904,46934,46964,46992,47019,47046,47071,47096,47120,47143,47165,47186,47206,47226,47245,47263,47281,47298,47315,47331,47346,47361,47375,47389,47402,47415,47427,47439,47450,47461,47472,47482,47492,47501,47510
8,Australia,20272,20807,21352,21907,22472,23046,23630,24224,24827,25440,26063,26696,27341,27998,28666,29347,30039,30743,31459,32186,32926,33677,34441,35217,36006,36807,37622,38450,39291,40145,41013,41894,42788,43696,44618,45554,46504,47468,48446,49438,50445,51466,52502,53552,54617,55696,56791,57899,59023,60162,61315,62484,63667,64865,66078,67306,68549,69807,71080,72368,73670,74987,76319,77666,79027,80402,81792,83197,84615,86047,87494,88954,90428,91916,93416,94930,96457,97997,99550,101115,102692,104281,105882,107494,109117,110752,112397,114053,115719,117395,119080,120774,122478,124190,125910,127639,129374,131117,132867,134624,136386
9,Austria,21696,21802,21907,22011,22113,22215,22314,22412,22509,22604,22698,22791,22882,22972,23060,23148,23234,23319,23402,23484,23566,23645,23724,23802,23878,23953,24027,24100,24172,24243,24313,24381,24449,24515,24581,24645,24709,24771,24833,24893,24953,25012,25070,25126,25182,25238,25292,25345,25398,25449,25500,25550,25600,25648,25696,25743,25789,25834,25879,25923,25966,26009,26051,26092,26132,26172,26211,26250,26288,26325,26362,26398,26433,26468,26503,26536,26569,26602,26634,26666,26697,26727,26757,26787,26816,26845,26873,26900,26927,26954,26980,27006,27031,27056,27081,27105,27129,27152,27175,27197,27220
