id,Country,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23
0,GM01,115670,118093,120517,122928,125319,127682,130021,132335,134633,136908,139158,141381,143576,145742,147881,149990,152070,154119,156136,158121,160074,161994,163881,165735,167555,169342,171094,172812,174496,176146,177761,179343,180890,182404,183883,185330,186743,188123,189470,190785,192068,193320,194540,195729,196888,198017,199116,200187,201229,202242,203229,204188,205121,206027,206909,207765,208597,209405,210189,210951,211691,212408,213104,213780,214435,215071,215687,216284,216863,217424,217968,218495,219006,219501,219980,220444,220893,221328,221749,222157,222551,222933,223303,223660,224006,224341,224665,224978,225281,225574,225857,226131,226396,226652,226900,227140,227371,227595,227811,228020,228222
1,GM02,156421,160261,164135,168034,171952,175892,179855,183845,187877,191924,195981,200047,204119,208195,212273,216348,220414,224468,228506,232525,236522,240494,244435,248344,252216,256050,259841,263588,267286,270935,274531,278073,281557,284984,288350,291654,294895,298071,301183,304228,307206,310117,312960,315734,318441,321079,323649,326151,328586,330953,333254,335490,337660,339766,341809,343789,345708,347566,349365,351107,352791,354420,355994,357515,358984,360403,361772,363093,364367,365596,366781,367922,369022,370082,371102,372085,373030,373940,374816,375658,376468,377247,377995,378715,379407,380071,380710,381323,381912,382478,383021,383542,384043,384523,384984,385427,385851,386259,386650,387024,387384
2,GM03,8153,8313,8469,8620,8767,8908,9044,9175,9302,9425,9544,9658,9768,9874,9976,10074,10169,10260,10347,10432,10512,10590,10665,10736,10805,10871,10934,10995,11053,11109,11163,11214,11263,11310,11355,11399,11440,11479,11517,11554,11588,11621,11653,11684,11713,11740,11767,11792,11817,11840,11862,11883,11903,11923,11941,11959,11976,11992,12007,12022,12036,12050,12062,12075,12086,12098,12108,12118,12128,12137,12146,12155,12163,12170,12178,12185,12192,12198,12204,12210,12216,12221,12226,12231,12235,12240,12244,12248,12252,12255,12259,12262,12265,12269,12271,12274,12277,12279,12282,12284,12286
3,GM04,19977,20449,20923,21399,21873,22346,22816,23285,23753,24219,24683,25144,25602,26056,26507,26954,27396,27835,28268,28697,29120,29538,29950,30357,30758,31152,31541,31923,32298,32667,33029,33385,33733,34075,34410,34738,35058,35372,35679,35979,36272,36557,36836,37109,37374,37633,37885,38130,38369,38601,38827,39047,39261,39468,39670,39866,40056,40241,40420,40594,40762,40925,41083,41237,41385,41529,41668,41803,41934,42060,42182,42300,42415,42525,42632,42735,42835,42931,43024,43114,43201,43285,43366,43444,43520,43593,43663,43731,43796,43859,43920,43979,44036,44090,44143,44194,44243,44290,44336,44380,44422
4,GM05,64393,66067,67747,69431,71115,72793,74465,76131,77799,79461,81115,82760,84395,86019,87631,89231,90817,92388,93942,95480,96999,98501,99982,101444,102885,104304,105701,107076,108427,109755,111060,112339,113595,114825,116031,117211,118367,119497,120601,121681,122735,123764,124768,125747,126702,127632,128538,129420,130278,131113,131924,132713,133480,134225,134948,135650,136331,136992,137632,138253,138855,139438,140003,140551,141080,141593,142089,142569,143033,143482,143916,144336,144741,145133,145511,145877,146230,146571,146900,147218,147524,147820,148106,148381,148647,148903,149150,149388,149618,149840,150053,150259,150457,150648,150833,151010,151181,151346,151505,151657,151805
5,GM06,55325,56782,58266,59775,61309,62871,64456,66064,67695,69348,71022,72716,74429,76163,77918,79696,81495,83314,85153,87011,88886,90780,92690,94617,96560,98518,100491,102477,104478,106491,108517,110553,112600,114656,116721,118794,120873,122959,125050,127146,129246,131348,133451,135556,137661,139764,141866,143966,146061,148152,150238,152317,154389,156453,158509,160555,162590,164614,166626,168625,170611,172583,174539,176480,178405,180313,182204,184076,185930,187765,189581,191376,193151,194905,196638,198350,200039,201706,203351,204973,206571,208147,209700,211229,212734,214216,215674,217108,218518,219904,221267,222605,223920,225211,226479,227723,228944,230141,231316,232467,233596
6,GM07,200063,204482,208868,213204,217485,221701,225850,229932,233961,237928,241829,245661,249424,253118,256742,260297,263781,267193,270533,273802,276999,280123,283177,286158,289069,291909,294678,297378,300009,302571,305067,307495,309858,312155,314389,316561,318670,320719,322708,324638,326512,328329,330091,331800,333456,335061,336615,338121,339579,340990,342356,343678,344957,346194,347390,348547,349665,350746,351790,352799,353774,354716,355625,356503,357351,358170,358960,359723,360459,361169,361854,362515,363153,363768,364361,364933,365485,366017,366529,367023,367500,367959,368402,368828,369239,369635,370017,370385,370739,371080,371409,371725,372030,372324,372607,372880,373142,373395,373638,373873,374098
7,GM08,32013,32861,33712,34561,35407,36249,37085,37917,38748,39573,40394,41208,42017,42819,43614,44403,45184,45958,46723,47480,48229,48968,49698,50419,51130,51832,52523,53204,53875,54535,55185,55824,56452,57069,57675,58270,58854,59428,59990,60540,61080,61609,62127,62634,63130,63615,64089,64553,65006,65449,65882,66304,66716,67118,67511,67894,68267,68630,68985,69330,69667,69994,70314,70624,70926,71221,71507,71785,72056,72319,72575,72823,73065,73300,73528,73749,73964,74173,74376,74573,74764,74950,75130,75304,75474,75638,75797,75952,76102,76247,76388,76525,76657,76786,76910,77031,77147,77261,77370,77476,77579
8,GM09,10110,10361,10613,10866,11120,11374,11626,11877,12127,12377,12626,12873,13119,13363,13605,13845,14083,14319,14552,14783,15011,15236,15458,15677,15893,16106,16316,16522,16725,16924,17120,17312,17501,17686,17867,18044,18218,18388,18555,18717,18876,19031,19183,19331,19475,19615,19752,19886,20015,20142,20265,20385,20501,20614,20724,20831,20934,21035,21133,21227,21319,21408,21495,21579,21660,21738,21814,21888,21959,22028,22095,22160,22222,22283,22341,22398,22452,22505,22556,22605,22653,22699,22743,22786,22828,22868,22906,22943,22979,23014,23047,23080,23111,23141,23170,23198,23225,23251,23276,23300,23323
9,GM10,11361,11583,11806,12028,12249,12468,12686,12903,13119,13334,13548,13760,13971,14181,14389,14596,14802,15006,15209,15410,15610,15808,16004,16200,16393,16585,16775,16963,17150,17335,17519,17701,17881,18059,18235,18410,18583,18754,18924,19091,19257,19421,19583,19743,19902,20059,20213,20366,20518,20667,20815,20960,21104,21247,21387,21525,21662,21797,21930,22062,22192,22320,22446,22570,22693,22814,22933,23051,23167,23281,23394,23505,23614,23722,23828,23933,24036,24137,24237,24335,24432,24527,24621,24714,24805,24894,24982,25069,25154,25238,25320,25402,25482,25560,25637,25713,25788,25862,25934,26005,26075
