id,Country,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15
10,GM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,7,9,12,17,19,20,22,30,37,37,38,38,40,42,54,60,62,66,66,67,74,84,90,97,100,100,106,109,113,120,122,122,122,123,127,129,131,133,134,134,136,137,138,148,149,149,149,150,151,151,152,154,154,154,154,154,155,155,155,155,155,155,156,156,156,158,158,160,160,160,161,161,163,163,163,163,163,163,163,163,163,163,164,164,165,165,165,165,165,165,165,165,166,167,167,168,168,168,168,168,168,168,168,167,167,167,167,167,167,167,167,167,167,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,172,172,172,172,172,172,174,175,177,179,180,184,184,186,187,188,190,193,195,197,203,203,204,208,213,215,217,223,226,229,230,232,238
11,GM12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,5,5,6,8,11,11,11,11,11,11,11,11,13,13,14,15,15,15,15,15,16,16,16,16,17,17,17,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,22,22,22,23,23,23,23,23,23,23,24,29,29,30,31,34,34,36,37,38
12,GM13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7,9,9,9,12,17,18,21,24,32,34,38,50,52,59,65,67,68,70,73,94,95,103,107,109,117,122,127,135,141,147,147,148,153,156,162,163,165,167,171,177,181,184,186,187,187,190,191,195,195,197,196,196,198,198,201,203,204,204,205,207,208,210,209,213,213,214,211,212,212,212,212,214,214,217,217,219,219,219,218,219,220,221,221,221,221,221,221,221,222,223,222,222,222,222,223,223,224,224,224,224,224,224,224,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,226,226,225,225,225,225,225,225,225,225,225,225,225,226,225,225,225,225,225,225,225,225,225,225,226,226,226,226,226,226,226,226,226,226,227,227,229,230,233,233,233,233,234,235,237,239,239,239,239,243,243,243,246,247,248,248,250,252,255,257,257,258,259,264,269,272,273,278,278,283,292,300,315,317,322,324,342,350,365,386,389,402,405,409,426,458,474,502,511
13,GM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,2,6,7,8,11,11,12,12,12,16,16,18,18,21,24,25,26,26,28,29,30,30,32,33,34,35,35,36,36,39,39,43,44,44,44,45,46,46,48,48,48,48,48,50,52,52,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,60,61,61,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,71,71,71,71,71,71,71,73,73,74,74,75,74,76,77,79,79,81,83,86,88,88,89,90,93,93,96,102,105,105,105
14,GM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,5,5,6,6,7,9,10,10,12,18,20,20,24,25,25,27,31,38,45,49,50,53,53,55,71,61,65,71,73,74,78,80,85,93,93,93,96,99,104,109,112,115,117,118,118,126,131,135,137,138,139,147,149,151,151,151,152,152,153,157,158,159,161,162,162,163,166,167,169,170,170,170,170,170,171,171,174,174,174,174,178,177,178,178,178,178,178,178,178,178,181,181,181,181,181,181,181,181,181,181,181,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,183,183,183,183,184,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,187,188,188,188,188,188,188,189,189,189,189,189,189,189,189,189,190,190,190,190,190,190,191,191,191,191,191,191,191,191,191,191,191,191,191,194,196,196,196,198,199,199,201,201,201,201,202,202,203,203,203,203,204,207,208,208,210,212,217,217,218,219,220,224,228,234,240,247,254
15,GM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,8,8,9,11,13,16,19,20,22,24,26,28,32,37,42,46,50,51,56,62,74,84,91,92,94,97,105,105,112,113,123,125,127,137,147,149,152,154,154,154,159,162,163,164,165,165,165,170,173,177,181,182,180,182,186,186,190,190,191,191,191,193,195,196,197,198,198,198,198,200,200,201,205,205,205,206,208,208,208,208,208,208,209,210,211,211,211,211,211,211,212,212,213,213,213,214,214,214,214,214,215,215,215,215,216,216,216,217,217,219,220,221,221,221,221,221,221,222,222,222,223,223,223,223,223,223,223,223,223,223,223,223,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,227,227,227,227,227,227,227,228,228,228,228,228,228,228,228,228,229,231,231,231,231,231,232,233,234,234,234,234,237,237,239,240,240,241,241,243,243,245,248,249,250,251,251,253,253,255,261,261,261,265,272,287,292,294,295,301,314,321,334,348,358
16,GM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,8,11,11,12,12,20,31,47,55,86,114,149,198,253,325,389,455,583,732,872,1017,1158,1342,1434,1607,1861,2107,2373,2544,2673,2799,2969,3254,3569,3868,4110,4294,4404,4598,4879,5094,5321,5500,5640,5750,5913,6115,6288,6481,6575,6649,6692,6831,6996,7119,7266,7369,7395,7417,7533,7634,7723,7824,7881,7914,7935,8007,8090,8147,8174,8216,8247,8257,8302,8349,8411,8450,8489,8500,8511,8522,8551,8581,8613,8646,8668,8674,8711,8729,8755,8763,8781,8787,8791,8800,8830,8856,8872,8883,8882,8885,8895,8914,8927,8948,8954,8957,8961,8973,8985,8994,9003,9010,9012,9016,9024,9036,9048,9054,9060,9063,9064,9068,9071,9078,9082,9083,9084,9086,9090,9095,9101,9111,9118,9118,9118,9122,9128,9134,9141,9148,9141,9148,9156,9168,9175,9183,9195,9196,9197,9201,9207,9211,9225,9231,9231,9232,9236,9243,9253,9260,9267,9269,9272,9277,9280,9285,9288,9289,9295,9298,9302,9313,9321,9322,9324,9325,9325,9329,9338,9341,9342,9347,9349,9350,9362,9368,9371,9378,9384,9386,9386,9396,9409,9428,9443,9452,9457,9460,9471,9488,9500,9508,9527,9529,9534,9546,9562,9578,9589,9604,9615,9621,9634,9677,9710,9734,9767,9777,9789,9836,9875,9905,9954,10003,10032,10056,10098,10183,10272,10349,10452,10481,10530,10661,10812,10930,11096,11226,11289,11352,11506,11767,11982,12200,12378,12485
17,PL72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,6,6,6,10,13,14,15,18,20,22,23,24,25,25,28,30,30,30,33,33,36,36,37,40,41,41,44,47,48,48,49,52,53,57,57,59,66,67,67,72,78,79,82,89,89,89,91,93,94,94,96,96,96,98,101,101,102,102,104,104,105,105,112,112,117,117,117,120,122,124,124,124,125,125,126,129,129,133,135,136,136,136,137,137,138,139,139,139,139,143,143,149,149,149,149,149,149,150,150,150,150,150,150,151,152,152,152,152,152,152,152,152,152,152,152,153,153,153,156,156,156,156,158,158,158,159,160,161,162,162,162,163,163,163,164,164,164,164,164,164,165,166,166,166,166,167,169,171,171,171,171,171,173,173,173,173,173,173,173,173,173,174,174,176,176,177,177,177,177,178,178,178,178,178,178,178,178,181,181,181,182,185,186,187,189,189,189,189,190,197,200,201,201,201,204,204,208,220,222,224,225,237,244,255,261,275,276,277,287,298,324,336,350,359,360,386,415,457,496,512,518,529,556,610,624,653,700,700
18,PL73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,6,7,7,7,7,9,12,13,13,16,16,17,17,20,20,24,26,26,26,27,28,28,28,28,29,29,30,30,31,32,32,32,32,34,39,40,42,42,43,44,44,44,44,45,45,45,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,52,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,57,57,57,57,59,59,59,62,64,66,66,67,67,67,68,72,72,72,74,74,74,75,83,85,91,95,97,99,101,107,110,113,114,116,116,116,123,125,146,150,151,154,154,163,169,173,182,184,184,188,199,208,212,218,224,250,266,286,296,341,373,373
19,PL74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,5,5,7,7,7,7,7,8,9,9,9,11,11,11,11,13,20,21,22,22,22,24,28,32,35,35,35,35,36,37,40,41,41,41,41,45,46,46,47,48,49,49,50,52,52,52,59,59,59,62,64,64,65,67,67,67,72,74,75,77,80,80,83,87,94,102,102,108,108,108,114,118,131,134,134,141,141,146,149,156,161,162,162,162,164,165,170,174,176,177,177,179,183,185,187,188,188,188,190,190,191,193,193,193,194,197,200,202,202,204,204,204,204,206,206,206,206,207,207,207,210,212,214,215,215,215,217,218,218,223,223,223,223,223,224,225,225,226,226,229,231,233,235,235,235,235,235,236,237,238,238,239,239,240,241,241,243,244,245,245,245,248,250,253,254,256,256,256,256,262,265,272,275,275,275,277,277,278,280,283,283,283,285,294,297,302,304,304,306,306,312,318,321,323,324,324,329,333,343,355,366,369,369,379,392,405,409,422,427,429,437,448,477,487,507,515,523,525,536,555,568,594,594
20,PL75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,5,6,6,6,7,7,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,22,22,22,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,25,25,25,25,26,26,27,28,29,29,30,30,30,30,30,31,32,33,33,34,34,35,37,37,37,37,38,39,41,47,47,49,53,56,60,61,66,70,74,77,80,84,91,102,111,118,125,130,139,146,155,162,172,175,176,198,217,224,252,260,266,277,309,333,372,405,424,439,454,481,512,520,552,552
21,PL76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,6,7,7,8,8,8,9,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,18,18,19,20,20,20,20,20,20,21,21,21,21,21,22,25,25,28,31,31,32,34,35,36,38,43,44,45,48,50,62,65,70,72,73,73,95,104,123,143,150,154,157,167,181,187,191,191
22,PL77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5,5,7,7,8,8,8,9,10,11,12,13,15,15,16,16,17,19,20,21,23,25,27,27,29,29,30,30,30,31,31,31,32,32,33,33,34,35,35,35,35,35,35,37,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,46,47,47,47,47,47,49,49,49,49,49,50,51,52,53,53,60,63,63,67,67,68,71,72,75,75,77,77,77,79,82,84,86,92,96,97,99,100,102,105,105,106,109,115,118,122,124,124,125,128,133,136,139,146,146,146,149,150,150,153,153,155,158,162,162,166,167,167,169,171,175,179,180,181,185,186,188,191,192,194,195,197,201,201,211,215,227,231,235,237,238,248,267,278,302,318,322,330,355,369,402,420,441,442,446,467,508,545,593,629,646,653,685,746,782,859,886,921,930,966,1016,1044,1109,1192,1192
23,PL78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,4,7,8,11,14,14,14,20,23,25,37,42,42,54,70,71,76,84,96,100,107,108,116,125,131,141,159,170,173,180,193,196,203,203,204,204,209,212,214,216,218,221,221,221,224,227,229,229,230,231,233,236,241,244,246,246,246,252,255,255,256,261,263,263,268,274,278,278,280,282,282,283,284,293,293,296,296,297,299,302,307,309,309,313,313,313,317,323,323,325,326,326,327,330,339,339,342,343,345,345,345,347,349,350,351,351,352,352,353,358,359,362,364,364,368,369,369,369,369,370,370,370,373,374,377,377,377,377,377,384,387,388,388,389,389,390,391,391,391,391,392,392,392,394,394,396,398,400,400,401,403,403,404,406,407,407,411,411,413,413,413,414,414,418,419,420,421,423,424,425,426,427,427,430,432,433,433,433,437,438,439,443,443,444,444,448,449,451,453,456,457,462,466,479,482,490,492,495,496,507,520,530,535,543,543,547,556,571,587,607,613,614,627,649,684,707,738,764,782,803,841,879,922,978,1030,1067,1098,1139,1189,1229,1298,1298
24,PL79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,5,6,6,6,7,7,7,9,10,13,13,14,14,15,15,17,21,23,24,26,27,28,28,28,28,29,30,30,31,32,33,33,34,35,35,36,38,39,39,39,39,41,43,43,44,44,45,45,47,47,47,47,47,47,47,48,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,56,57,57,57,57,57,58,58,58,58,58,58,58,58,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,61,62,63,63,63,64,64,64,64,64,64,64,66,66,67,70,71,71,71,72,72,72,73,74,75,76,78,79,79,80,80,80,80,81,81,81,84,90,93,94,97,101,101,105,106,111,113,115,115,116,124,131,140,141,152,162,162,172,179,192,203,209,213,213,227,237,256,275,289,290,291,317,350,360,381,408,408
25,PL80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,6,7,9,10,10,11,11,13,13,14,15,15,15,16,16,16,16,16,16,16,16,18,19,23,23,23,23,24,24,24,25,27,27,27,28,29,29,29,30,31,31,31,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,35,36,36,36,37,37,38,38,38,38,38,38,40,40,40,40,42,45,46,47,47,48,50,50,50,50,50,50,50,50,51,51,51,52,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,57,57,57,58,59,59,60,60,60,60,60,60,62,63,67,68,69,70,71,72,72,73,74,75,75,75,75,76,77,78,79,79,79,79,79,81,81,82,82,82,82,84,86,86,88,89,90,92,93,93,93,94,96,100,101,103,104,108,108,111,111,114,116,121,121,122,125,125,128,130,134,135,137,140,147,154,161,169,169,172,176,184,191,205,213,230,233,241,245,259,274,284,298,311,325,332,337,359,385,399,425,447,460,472,496,523,550,577,596,607,625,640,665,691,731,731
26,PL81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,5,5,5,6,6,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,13,13,13,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,19,20,21,21,21,21,22,22,22,22,23,23,23,23,24,24,24,25,25,26,27,27,27,29,29,29,29,29,29,29,29,30,30,30,30,31,32,32,32,32,32,32,32,32,33,33,33,33,36,37,37,37,38,38,39,39,39,40,41,41,42,43,43,45,46,47,47,48,48,48,48,51,59,61,63,63,65,65,69,71,78,82,82,82,82,87,90,94,100,100,100,101,103,114,119,131,131,141,143,159,164,179,189,189,205,220,238,250,259,275,275
27,PL82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,5,8,10,11,12,14,15,18,19,21,22,23,24,26,27,28,28,28,28,28,28,28,29,29,29,29,30,30,30,32,33,33,34,35,35,35,35,35,35,36,36,36,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,41,41,41,42,43,43,44,44,44,44,44,44,44,44,47,47,47,48,48,49,49,49,49,50,50,50,50,50,50,51,52,52,52,54,54,54,55,58,59,61,65,67,73,80,82,83,86,88,92,97,105,112,113,118,121,124,126,131,142,153,162,168,173,177,184,191,198,205,216,221,225,234,248,264,277,293,300,309,331,343,363,376,391,403,407,440,456,463,491,508,508
28,PL83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,5,7,8,10,11,16,22,22,25,32,36,38,38,43,44,47,52,58,63,67,69,74,74,79,83,86,89,93,94,99,105,113,118,120,122,126,129,133,138,142,145,145,149,150,156,158,166,173,175,178,179,181,182,186,187,189,191,192,194,195,201,204,206,208,211,217,224,225,235,238,241,241,252,253,253,255,260,266,269,272,276,281,288,288,288,291,294,301,308,317,317,319,324,329,332,334,339,340,341,342,344,349,351,354,355,356,359,365,366,368,369,369,373,373,375,375,379,380,382,384,384,387,387,390,390,394,395,395,397,398,403,405,413,414,415,417,419,428,430,434,434,436,443,449,451,454,459,460,460,465,469,473,474,477,477,478,485,493,496,497,497,501,501,503,506,507,509,512,512,512,515,517,520,523,524,525,525,527,530,534,537,541,541,543,549,554,560,563,565,565,566,570,577,582,590,600,602,607,619,627,634,651,659,665,669,684,698,716,736,764,776,783,801,839,864,892,926,939,943,974,1021,1069,1128,1154,1169,1181,1228,1289,1304,1364,1448,1448
