location,location_name,type,quantile,value,target_end_date,forecast_date,target
PL,Poland,point,,26805,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.01,26414.82,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.025,26477,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.05,26544,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.1,26597.7,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.15,26628,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.2,26660,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.25,26688.5,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.3,26714,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.35,26738.65,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.4,26763.6,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.45,26782,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.5,26805,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.55,26822.45,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.6,26842.4,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.65,26866.35,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.7,26892.3,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.75,26916,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.8,26949,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.85,26981.15,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.9,27027.1,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.95,27107,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.975,27183.025,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,quantile,0.99,27278.38,2020-12-26,2020-12-21,1 wk ahead cum death
PL,Poland,point,,2034,2020-12-26,2020-12-21,1 wk ahead inc death
PL,Poland,quantile,0.01,1643.82,2020-12-26,2020-12-21,1 wk ahead inc death
PL,Poland,quantile,0.025,1706,2020-12-26,2020-12-21,1 wk ahead inc death
PL,Poland,quantile,0.05,1773,2020-12-26,2020-12-21,1 wk ahead inc death
PL,Poland,quantile,0.1,1826.7,2020-12-26,2020-12-21,1 wk ahead inc death
PL,Poland,quantile,0.15,1857,2020-12-26,2020-12-21,1 wk ahead inc death
