"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-12-20,2020-12-26,"GM","Germany",1641659.02312846,"point",NA,"1 wk ahead cum case"
2020-12-20,2021-01-02,"GM","Germany",1758127.84421396,"point",NA,"2 wk ahead cum case"
2020-12-20,2021-01-09,"GM","Germany",1855219.1109541,"point",NA,"3 wk ahead cum case"
2020-12-20,2021-01-16,"GM","Germany",1939397.25378318,"point",NA,"4 wk ahead cum case"
2020-12-20,2021-01-23,"GM","Germany",2015452.59616132,"point",NA,"5 wk ahead cum case"
2020-12-20,2021-01-30,"GM","Germany",2088129.56501612,"point",NA,"6 wk ahead cum case"
2020-12-20,2021-02-06,"GM","Germany",2154631.94980381,"point",NA,"7 wk ahead cum case"
2020-12-20,2021-02-13,"GM","Germany",2216393.14439879,"point",NA,"8 wk ahead cum case"
2020-12-20,2021-02-20,"GM","Germany",2274378.42358097,"point",NA,"9 wk ahead cum case"
2020-12-20,2021-02-27,"GM","Germany",2328680.31020063,"point",NA,"10 wk ahead cum case"
2020-12-20,2021-03-06,"GM","Germany",2379450.15467345,"point",NA,"11 wk ahead cum case"
2020-12-20,2021-03-13,"GM","Germany",2424715.04594364,"point",NA,"12 wk ahead cum case"
2020-12-20,2021-03-20,"GM","Germany",2466026.28273281,"point",NA,"13 wk ahead cum case"
2020-12-20,2021-03-27,"GM","Germany",2506377.23646061,"point",NA,"14 wk ahead cum case"
2020-12-20,2020-12-26,"GM","Germany",1621928.24360312,"quantile",0.025,"1 wk ahead cum case"
2020-12-20,2021-01-02,"GM","Germany",1692015.76322633,"quantile",0.025,"2 wk ahead cum case"
2020-12-20,2021-01-09,"GM","Germany",1738450.6575809,"quantile",0.025,"3 wk ahead cum case"
2020-12-20,2021-01-16,"GM","Germany",1774193.50039074,"quantile",0.025,"4 wk ahead cum case"
2020-12-20,2021-01-23,"GM","Germany",1802704.71039116,"quantile",0.025,"5 wk ahead cum case"
2020-12-20,2021-01-30,"GM","Germany",1827901.50560129,"quantile",0.025,"6 wk ahead cum case"
2020-12-20,2021-02-06,"GM","Germany",1851027.44656403,"quantile",0.025,"7 wk ahead cum case"
2020-12-20,2021-02-13,"GM","Germany",1872847.21136304,"quantile",0.025,"8 wk ahead cum case"
2020-12-20,2021-02-20,"GM","Germany",1893658.38042805,"quantile",0.025,"9 wk ahead cum case"
2020-12-20,2021-02-27,"GM","Germany",1911277.297841,"quantile",0.025,"10 wk ahead cum case"
2020-12-20,2021-03-06,"GM","Germany",1928345.86364732,"quantile",0.025,"11 wk ahead cum case"
2020-12-20,2021-03-13,"GM","Germany",1945345.97275131,"quantile",0.025,"12 wk ahead cum case"
2020-12-20,2021-03-20,"GM","Germany",1962307.10302909,"quantile",0.025,"13 wk ahead cum case"
2020-12-20,2021-03-27,"GM","Germany",1979243.66056036,"quantile",0.025,"14 wk ahead cum case"
2020-12-20,2020-12-26,"GM","Germany",1648190.33660388,"quantile",0.975,"1 wk ahead cum case"
2020-12-20,2021-01-02,"GM","Germany",1784138.17458747,"quantile",0.975,"2 wk ahead cum case"
