"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-10-04,2020-10-10,"GM","Germany",316147.825671581,"point",NA,"1 wk ahead cum case"
2020-10-04,2020-10-17,"GM","Germany",336698.338780113,"point",NA,"2 wk ahead cum case"
2020-10-04,2020-10-24,"GM","Germany",359973.40236792,"point",NA,"3 wk ahead cum case"
2020-10-04,2020-10-31,"GM","Germany",385386.025862063,"point",NA,"4 wk ahead cum case"
2020-10-04,2020-11-07,"GM","Germany",412430.732852639,"point",NA,"5 wk ahead cum case"
2020-10-04,2020-11-14,"GM","Germany",440612.527442739,"point",NA,"6 wk ahead cum case"
2020-10-04,2020-11-21,"GM","Germany",469434.729224242,"point",NA,"7 wk ahead cum case"
2020-10-04,2020-11-28,"GM","Germany",498394.687151781,"point",NA,"8 wk ahead cum case"
2020-10-04,2020-12-05,"GM","Germany",527012.155870544,"point",NA,"9 wk ahead cum case"
2020-10-04,2020-12-12,"GM","Germany",554867.232666985,"point",NA,"10 wk ahead cum case"
2020-10-04,2020-12-19,"GM","Germany",581602.143513349,"point",NA,"11 wk ahead cum case"
2020-10-04,2020-12-26,"GM","Germany",606923.58188742,"point",NA,"12 wk ahead cum case"
2020-10-04,2021-01-02,"GM","Germany",630636.72421653,"point",NA,"13 wk ahead cum case"
2020-10-04,2021-01-09,"GM","Germany",652620.959743185,"point",NA,"14 wk ahead cum case"
2020-10-04,2020-10-10,"GM","Germany",313062.826612945,"quantile",0.025,"1 wk ahead cum case"
2020-10-04,2020-10-17,"GM","Germany",322764.393208964,"quantile",0.025,"2 wk ahead cum case"
2020-10-04,2020-10-24,"GM","Germany",330133.893197669,"quantile",0.025,"3 wk ahead cum case"
2020-10-04,2020-10-31,"GM","Germany",336397.210925312,"quantile",0.025,"4 wk ahead cum case"
2020-10-04,2020-11-07,"GM","Germany",342162.137800147,"quantile",0.025,"5 wk ahead cum case"
2020-10-04,2020-11-14,"GM","Germany",347728.600522284,"quantile",0.025,"6 wk ahead cum case"
2020-10-04,2020-11-21,"GM","Germany",353238.528662069,"quantile",0.025,"7 wk ahead cum case"
2020-10-04,2020-11-28,"GM","Germany",358761.367283063,"quantile",0.025,"8 wk ahead cum case"
2020-10-04,2020-12-05,"GM","Germany",364326.979088509,"quantile",0.025,"9 wk ahead cum case"
2020-10-04,2020-12-12,"GM","Germany",369947.832774587,"quantile",0.025,"10 wk ahead cum case"
2020-10-04,2020-12-19,"GM","Germany",375627.401422092,"quantile",0.025,"11 wk ahead cum case"
2020-10-04,2020-12-26,"GM","Germany",381363.018171871,"quantile",0.025,"12 wk ahead cum case"
2020-10-04,2021-01-02,"GM","Germany",387150.873112548,"quantile",0.025,"13 wk ahead cum case"
