"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-12-13,2020-12-19,"GM","Germany",24664.1622614692,"point",NA,"1 wk ahead cum death"
2020-12-13,2020-12-26,"GM","Germany",27229.2714461156,"point",NA,"2 wk ahead cum death"
2020-12-13,2021-01-02,"GM","Germany",29397.7455011232,"point",NA,"3 wk ahead cum death"
2020-12-13,2021-01-09,"GM","Germany",31282.6536029694,"point",NA,"4 wk ahead cum death"
2020-12-13,2021-01-16,"GM","Germany",32964.2719561724,"point",NA,"5 wk ahead cum death"
2020-12-13,2021-01-23,"GM","Germany",34497.4907833878,"point",NA,"6 wk ahead cum death"
2020-12-13,2021-01-30,"GM","Germany",35924.4975355218,"point",NA,"7 wk ahead cum death"
2020-12-13,2021-02-06,"GM","Germany",37313.8487999682,"point",NA,"8 wk ahead cum death"
2020-12-13,2021-02-13,"GM","Germany",38649.8910957917,"point",NA,"9 wk ahead cum death"
2020-12-13,2021-02-20,"GM","Germany",39942.5858461027,"point",NA,"10 wk ahead cum death"
2020-12-13,2021-02-27,"GM","Germany",41197.7039053756,"point",NA,"11 wk ahead cum death"
2020-12-13,2021-03-06,"GM","Germany",42379.0475606235,"point",NA,"12 wk ahead cum death"
2020-12-13,2021-03-13,"GM","Germany",43473.5046581588,"point",NA,"13 wk ahead cum death"
2020-12-13,2021-03-20,"GM","Germany",44522.4877150749,"point",NA,"14 wk ahead cum death"
2020-12-13,2020-12-19,"GM","Germany",24543.4274824131,"quantile",0.025,"1 wk ahead cum death"
2020-12-13,2020-12-26,"GM","Germany",26665.4085409796,"quantile",0.025,"2 wk ahead cum death"
2020-12-13,2021-01-02,"GM","Germany",28212.3458883516,"quantile",0.025,"3 wk ahead cum death"
2020-12-13,2021-01-09,"GM","Germany",29354.8297707727,"quantile",0.025,"4 wk ahead cum death"
2020-12-13,2021-01-16,"GM","Germany",30213.1346174034,"quantile",0.025,"5 wk ahead cum death"
2020-12-13,2021-01-23,"GM","Germany",30871.9707936582,"quantile",0.025,"6 wk ahead cum death"
2020-12-13,2021-01-30,"GM","Germany",31390.9594920538,"quantile",0.025,"7 wk ahead cum death"
2020-12-13,2021-02-06,"GM","Germany",31812.0484759095,"quantile",0.025,"8 wk ahead cum death"
2020-12-13,2021-02-13,"GM","Germany",32164.7371317076,"quantile",0.025,"9 wk ahead cum death"
2020-12-13,2021-02-20,"GM","Germany",32469.7406994723,"quantile",0.025,"10 wk ahead cum death"
2020-12-13,2021-02-27,"GM","Germany",32741.5652958218,"quantile",0.025,"11 wk ahead cum death"
2020-12-13,2021-03-06,"GM","Germany",32990.3624669792,"quantile",0.025,"12 wk ahead cum death"
2020-12-13,2021-03-13,"GM","Germany",33223.219396913,"quantile",0.025,"13 wk ahead cum death"
2020-12-13,2021-03-20,"GM","Germany",33445.0458512602,"quantile",0.025,"14 wk ahead cum death"
2020-12-13,2020-12-19,"GM","Germany",24714.2273866485,"quantile",0.975,"1 wk ahead cum death"
2020-12-13,2020-12-26,"GM","Germany",27477.4906623362,"quantile",0.975,"2 wk ahead cum death"
2020-12-13,2021-01-02,"GM","Germany",29982.1692426154,"quantile",0.975,"3 wk ahead cum death"
2020-12-13,2021-01-09,"GM","Germany",32317.3761141184,"quantile",0.975,"4 wk ahead cum death"
