"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-11-15,2020-11-21,"GM","Germany",13603.8449226065,"point",NA,"1 wk ahead cum death"
2020-11-15,2020-11-28,"GM","Germany",14688.1326574083,"point",NA,"2 wk ahead cum death"
2020-11-15,2020-12-05,"GM","Germany",15598.0940575257,"point",NA,"3 wk ahead cum death"
2020-11-15,2020-12-12,"GM","Germany",16369.7452733419,"point",NA,"4 wk ahead cum death"
2020-11-15,2020-12-19,"GM","Germany",17042.8487213606,"point",NA,"5 wk ahead cum death"
2020-11-15,2020-12-26,"GM","Germany",17641.6497640429,"point",NA,"6 wk ahead cum death"
2020-11-15,2021-01-02,"GM","Germany",18181.5329767737,"point",NA,"7 wk ahead cum death"
2020-11-15,2021-01-09,"GM","Germany",18675.6110503681,"point",NA,"8 wk ahead cum death"
2020-11-15,2021-01-16,"GM","Germany",19129.8221472347,"point",NA,"9 wk ahead cum death"
2020-11-15,2021-01-23,"GM","Germany",19553.8715757919,"point",NA,"10 wk ahead cum death"
2020-11-15,2021-01-30,"GM","Germany",19951.8295140414,"point",NA,"11 wk ahead cum death"
2020-11-15,2021-02-06,"GM","Germany",20316.444694955,"point",NA,"12 wk ahead cum death"
2020-11-15,2021-02-13,"GM","Germany",20682.6255560517,"point",NA,"13 wk ahead cum death"
2020-11-15,2021-02-20,"GM","Germany",21026.0090216098,"point",NA,"14 wk ahead cum death"
2020-11-15,2020-11-21,"GM","Germany",13574.6471235999,"quantile",0.025,"1 wk ahead cum death"
2020-11-15,2020-11-28,"GM","Germany",14558.3425358477,"quantile",0.025,"2 wk ahead cum death"
2020-11-15,2020-12-05,"GM","Germany",15318.6160896116,"quantile",0.025,"3 wk ahead cum death"
2020-11-15,2020-12-12,"GM","Germany",15916.9764080259,"quantile",0.025,"4 wk ahead cum death"
2020-11-15,2020-12-19,"GM","Germany",16400.2129622389,"quantile",0.025,"5 wk ahead cum death"
2020-11-15,2020-12-26,"GM","Germany",16801.4033519063,"quantile",0.025,"6 wk ahead cum death"
2020-11-15,2021-01-02,"GM","Germany",17144.122943158,"quantile",0.025,"7 wk ahead cum death"
2020-11-15,2021-01-09,"GM","Germany",17445.0438396389,"quantile",0.025,"8 wk ahead cum death"
2020-11-15,2021-01-16,"GM","Germany",17715.9468828708,"quantile",0.025,"9 wk ahead cum death"
2020-11-15,2021-01-23,"GM","Germany",17965.376621162,"quantile",0.025,"10 wk ahead cum death"
2020-11-15,2021-01-30,"GM","Germany",18198.9756217765,"quantile",0.025,"11 wk ahead cum death"
2020-11-15,2021-02-06,"GM","Germany",18421.4911533789,"quantile",0.025,"12 wk ahead cum death"
2020-11-15,2021-02-13,"GM","Germany",18635.5984637596,"quantile",0.025,"13 wk ahead cum death"
2020-11-15,2021-02-20,"GM","Germany",18843.4602376438,"quantile",0.025,"14 wk ahead cum death"
2020-11-15,2020-11-21,"GM","Germany",13613.8822127082,"quantile",0.975,"1 wk ahead cum death"
2020-11-15,2020-11-28,"GM","Germany",14731.735680234,"quantile",0.975,"2 wk ahead cum death"
2020-11-15,2020-12-05,"GM","Germany",15690.7337508475,"quantile",0.975,"3 wk ahead cum death"
2020-11-15,2020-12-12,"GM","Germany",16531.1472620865,"quantile",0.975,"4 wk ahead cum death"
