"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2021-01-03,2021-01-09,"GM","Germany",1876303.41766067,"point",NA,"1 wk ahead cum case"
2021-01-03,2021-01-16,"GM","Germany",1958416.58286442,"point",NA,"2 wk ahead cum case"
2021-01-03,2021-01-23,"GM","Germany",2027908.01139136,"point",NA,"3 wk ahead cum case"
2021-01-03,2021-01-30,"GM","Germany",2093654.34366573,"point",NA,"4 wk ahead cum case"
2021-01-03,2021-02-06,"GM","Germany",2155957.00517373,"point",NA,"5 wk ahead cum case"
2021-01-03,2021-02-13,"GM","Germany",2212489.14515697,"point",NA,"6 wk ahead cum case"
2021-01-03,2021-02-20,"GM","Germany",2269103.87308376,"point",NA,"7 wk ahead cum case"
2021-01-03,2021-02-27,"GM","Germany",2319150.81688072,"point",NA,"8 wk ahead cum case"
2021-01-03,2021-03-06,"GM","Germany",2370606.22163352,"point",NA,"9 wk ahead cum case"
2021-01-03,2021-03-13,"GM","Germany",2417557.92248135,"point",NA,"10 wk ahead cum case"
2021-01-03,2021-03-20,"GM","Germany",2463085.11769281,"point",NA,"11 wk ahead cum case"
2021-01-03,2021-03-27,"GM","Germany",2509784.46478636,"point",NA,"12 wk ahead cum case"
2021-01-03,2021-04-03,"GM","Germany",2550836.47901458,"point",NA,"13 wk ahead cum case"
2021-01-03,2021-04-10,"GM","Germany",2592077.81326366,"point",NA,"14 wk ahead cum case"
2021-01-03,2021-01-09,"GM","Germany",1859616.55259996,"quantile",0.025,"1 wk ahead cum case"
2021-01-03,2021-01-16,"GM","Germany",1900479.29400969,"quantile",0.025,"2 wk ahead cum case"
2021-01-03,2021-01-23,"GM","Germany",1927411.3456725,"quantile",0.025,"3 wk ahead cum case"
2021-01-03,2021-01-30,"GM","Germany",1952910.26656331,"quantile",0.025,"4 wk ahead cum case"
2021-01-03,2021-02-06,"GM","Germany",1972185.53033415,"quantile",0.025,"5 wk ahead cum case"
2021-01-03,2021-02-13,"GM","Germany",1990085.20136662,"quantile",0.025,"6 wk ahead cum case"
2021-01-03,2021-02-20,"GM","Germany",2007259.69200574,"quantile",0.025,"7 wk ahead cum case"
2021-01-03,2021-02-27,"GM","Germany",2017257.89702419,"quantile",0.025,"8 wk ahead cum case"
2021-01-03,2021-03-06,"GM","Germany",2026002.23585907,"quantile",0.025,"9 wk ahead cum case"
2021-01-03,2021-03-13,"GM","Germany",2034548.89244026,"quantile",0.025,"10 wk ahead cum case"
2021-01-03,2021-03-20,"GM","Germany",2042981.00943762,"quantile",0.025,"11 wk ahead cum case"
2021-01-03,2021-03-27,"GM","Germany",2051341.89433504,"quantile",0.025,"12 wk ahead cum case"
2021-01-03,2021-04-03,"GM","Germany",2059654.75213269,"quantile",0.025,"13 wk ahead cum case"
2021-01-03,2021-04-10,"GM","Germany",2067932.59890427,"quantile",0.025,"14 wk ahead cum case"
2021-01-03,2021-01-09,"GM","Germany",1882379.82052181,"quantile",0.975,"1 wk ahead cum case"
2021-01-03,2021-01-16,"GM","Germany",1979005.33774623,"quantile",0.975,"2 wk ahead cum case"
2021-01-03,2021-01-23,"GM","Germany",2065615.33755815,"quantile",0.975,"3 wk ahead cum case"
2021-01-03,2021-01-30,"GM","Germany",2150611.10149171,"quantile",0.975,"4 wk ahead cum case"
2021-01-03,2021-02-06,"GM","Germany",2234428.46506128,"quantile",0.975,"5 wk ahead cum case"
2021-01-03,2021-02-13,"GM","Germany",2316323.2257718,"quantile",0.975,"6 wk ahead cum case"
2021-01-03,2021-02-20,"GM","Germany",2395990.26616815,"quantile",0.975,"7 wk ahead cum case"
2021-01-03,2021-02-27,"GM","Germany",2473174.12068131,"quantile",0.975,"8 wk ahead cum case"
2021-01-03,2021-03-06,"GM","Germany",2547709.81032487,"quantile",0.975,"9 wk ahead cum case"
2021-01-03,2021-03-13,"GM","Germany",2619579.31228863,"quantile",0.975,"10 wk ahead cum case"
2021-01-03,2021-03-20,"GM","Germany",2688409.49207573,"quantile",0.975,"11 wk ahead cum case"
2021-01-03,2021-03-27,"GM","Germany",2754598.66768187,"quantile",0.975,"12 wk ahead cum case"
2021-01-03,2021-04-03,"GM","Germany",2817927.15826101,"quantile",0.975,"13 wk ahead cum case"
2021-01-03,2021-04-10,"GM","Germany",2878476.94172793,"quantile",0.975,"14 wk ahead cum case"
2021-01-03,2021-01-09,"GM","Germany",102763.417660674,"point",NA,"1 wk ahead inc case"
2021-01-03,2021-01-16,"GM","Germany",82113.1652037466,"point",NA,"2 wk ahead inc case"
2021-01-03,2021-01-23,"GM","Germany",69491.428526937,"point",NA,"3 wk ahead inc case"
