"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-12-06,2020-12-12,"GM","Germany",21187.6195834674,"point",NA,"1 wk ahead cum death"
2020-12-06,2020-12-19,"GM","Germany",23315.9482370502,"point",NA,"2 wk ahead cum death"
2020-12-06,2020-12-26,"GM","Germany",24980.7541572147,"point",NA,"3 wk ahead cum death"
2020-12-06,2021-01-02,"GM","Germany",26308.1193934901,"point",NA,"4 wk ahead cum death"
2020-12-06,2021-01-09,"GM","Germany",27390.8353240202,"point",NA,"5 wk ahead cum death"
2020-12-06,2021-01-16,"GM","Germany",28298.208885746,"point",NA,"6 wk ahead cum death"
2020-12-06,2021-01-23,"GM","Germany",29080.6089372231,"point",NA,"7 wk ahead cum death"
2020-12-06,2021-01-30,"GM","Germany",29773.0747989985,"point",NA,"8 wk ahead cum death"
2020-12-06,2021-02-06,"GM","Germany",30386.6769097229,"point",NA,"9 wk ahead cum death"
2020-12-06,2021-02-13,"GM","Germany",30960.1997189833,"point",NA,"10 wk ahead cum death"
2020-12-06,2021-02-20,"GM","Germany",31501.4201675225,"point",NA,"11 wk ahead cum death"
2020-12-06,2021-02-27,"GM","Germany",32013.6156660669,"point",NA,"12 wk ahead cum death"
2020-12-06,2021-03-06,"GM","Germany",32502.5944392212,"point",NA,"13 wk ahead cum death"
2020-12-06,2021-03-13,"GM","Germany",32965.9486293389,"point",NA,"14 wk ahead cum death"
2020-12-06,2020-12-12,"GM","Germany",21166.7094221685,"quantile",0.025,"1 wk ahead cum death"
2020-12-06,2020-12-19,"GM","Germany",23220.3080158908,"quantile",0.025,"2 wk ahead cum death"
2020-12-06,2020-12-26,"GM","Germany",24772.6752473364,"quantile",0.025,"3 wk ahead cum death"
2020-12-06,2021-01-02,"GM","Germany",25964.9967039373,"quantile",0.025,"4 wk ahead cum death"
2020-12-06,2021-01-09,"GM","Germany",26902.6763810259,"quantile",0.025,"5 wk ahead cum death"
2020-12-06,2021-01-16,"GM","Germany",27660.1315320785,"quantile",0.025,"6 wk ahead cum death"
2020-12-06,2021-01-23,"GM","Germany",28290.0195842921,"quantile",0.025,"7 wk ahead cum death"
2020-12-06,2021-01-30,"GM","Germany",28829.4833289832,"quantile",0.025,"8 wk ahead cum death"
2020-12-06,2021-02-06,"GM","Germany",29304.8027054971,"quantile",0.025,"9 wk ahead cum death"
2020-12-06,2021-02-13,"GM","Germany",29734.3222109701,"quantile",0.025,"10 wk ahead cum death"
2020-12-06,2021-02-20,"GM","Germany",30131.4669956415,"quantile",0.025,"11 wk ahead cum death"
2020-12-06,2021-02-27,"GM","Germany",30505.3863544472,"quantile",0.025,"12 wk ahead cum death"
2020-12-06,2021-03-06,"GM","Germany",30862.2379970676,"quantile",0.025,"13 wk ahead cum death"
2020-12-06,2021-03-13,"GM","Germany",31207.1616263485,"quantile",0.025,"14 wk ahead cum death"
2020-12-06,2020-12-12,"GM","Germany",21196.435597169,"quantile",0.975,"1 wk ahead cum death"
2020-12-06,2020-12-19,"GM","Germany",23357.5073323703,"quantile",0.975,"2 wk ahead cum death"
2020-12-06,2020-12-26,"GM","Germany",25073.8729316047,"quantile",0.975,"3 wk ahead cum death"
2020-12-06,2021-01-02,"GM","Germany",26466.8472219778,"quantile",0.975,"4 wk ahead cum death"
2020-12-06,2021-01-09,"GM","Germany",27627.266270192,"quantile",0.975,"5 wk ahead cum death"
2020-12-06,2021-01-16,"GM","Germany",28619.1575632379,"quantile",0.975,"6 wk ahead cum death"
2020-12-06,2021-01-23,"GM","Germany",29487.5107651626,"quantile",0.975,"7 wk ahead cum death"
2020-12-06,2021-01-30,"GM","Germany",30263.9538455299,"quantile",0.975,"8 wk ahead cum death"
2020-12-06,2021-02-06,"GM","Germany",30970.7550245098,"quantile",0.975,"9 wk ahead cum death"
2020-12-06,2021-02-13,"GM","Germany",31623.5669398102,"quantile",0.975,"10 wk ahead cum death"
2020-12-06,2021-02-20,"GM","Germany",32233.7049394828,"quantile",0.975,"11 wk ahead cum death"
2020-12-06,2021-02-27,"GM","Germany",32809.173115322,"quantile",0.975,"12 wk ahead cum death"
2020-12-06,2021-03-06,"GM","Germany",33355.8274484038,"quantile",0.975,"13 wk ahead cum death"
2020-12-06,2021-03-13,"GM","Germany",33878.2656412951,"quantile",0.975,"14 wk ahead cum death"
2020-12-06,2020-12-12,"GM","Germany",2348.61958346743,"point",NA,"1 wk ahead inc death"
2020-12-06,2020-12-19,"GM","Germany",2128.32865358275,"point",NA,"2 wk ahead inc death"
2020-12-06,2020-12-26,"GM","Germany",1664.80592016452,"point",NA,"3 wk ahead inc death"
2020-12-06,2021-01-02,"GM","Germany",1327.36523627538,"point",NA,"4 wk ahead inc death"
2020-12-06,2021-01-09,"GM","Germany",1082.71593053012,"point",NA,"5 wk ahead inc death"
2020-12-06,2021-01-16,"GM","Germany",907.373561725813,"point",NA,"6 wk ahead inc death"
2020-12-06,2021-01-23,"GM","Germany",782.400051477085,"point",NA,"7 wk ahead inc death"
2020-12-06,2021-01-30,"GM","Germany",692.465861775348,"point",NA,"8 wk ahead inc death"
2020-12-06,2021-02-06,"GM","Germany",613.602110724409,"point",NA,"9 wk ahead inc death"
2020-12-06,2021-02-13,"GM","Germany",573.522809260445,"point",NA,"10 wk ahead inc death"
2020-12-06,2021-02-20,"GM","Germany",541.220448539156,"point",NA,"11 wk ahead inc death"
2020-12-06,2021-02-27,"GM","Germany",512.195498544417,"point",NA,"12 wk ahead inc death"
2020-12-06,2021-03-06,"GM","Germany",488.978773154267,"point",NA,"13 wk ahead inc death"
2020-12-06,2021-03-13,"GM","Germany",463.354190117774,"point",NA,"14 wk ahead inc death"
2020-12-06,2020-12-06,"GM","Germany",18989,"point",NA,"0 day ahead cum death"
2020-12-06,2020-12-07,"GM","Germany",19372.2857142857,"point",NA,"1 day ahead cum death"
2020-12-06,2020-12-08,"GM","Germany",19749.2881451263,"point",NA,"2 day ahead cum death"
2020-12-06,2020-12-09,"GM","Germany",20120.2081855389,"point",NA,"3 day ahead cum death"
2020-12-06,2020-12-10,"GM","Germany",20484.3843908238,"point",NA,"4 day ahead cum death"
2020-12-06,2020-12-11,"GM","Germany",20840.6013085986,"point",NA,"5 day ahead cum death"
2020-12-06,2020-12-12,"GM","Germany",21187.6195834674,"point",NA,"6 day ahead cum death"
2020-12-06,2020-12-13,"GM","Germany",21524.5273849935,"point",NA,"7 day ahead cum death"
2020-12-06,2020-12-14,"GM","Germany",21850.3513684571,"point",NA,"8 day ahead cum death"
2020-12-06,2020-12-15,"GM","Germany",22165.1929800009,"point",NA,"9 day ahead cum death"
2020-12-06,2020-12-16,"GM","Germany",22468.7675236307,"point",NA,"10 day ahead cum death"
2020-12-06,2020-12-17,"GM","Germany",22761.3335563294,"point",NA,"11 day ahead cum death"
2020-12-06,2020-12-18,"GM","Germany",23043.8425105821,"point",NA,"12 day ahead cum death"
2020-12-06,2020-12-19,"GM","Germany",23315.9482370502,"point",NA,"13 day ahead cum death"
2020-12-06,2020-12-20,"GM","Germany",23578.8569539913,"point",NA,"14 day ahead cum death"
2020-12-06,2020-12-21,"GM","Germany",23832.5755922512,"point",NA,"15 day ahead cum death"
2020-12-06,2020-12-22,"GM","Germany",24077.1676936252,"point",NA,"16 day ahead cum death"
2020-12-06,2020-12-23,"GM","Germany",24313.4324622156,"point",NA,"17 day ahead cum death"
2020-12-06,2020-12-24,"GM","Germany",24542.8328063632,"point",NA,"18 day ahead cum death"
2020-12-06,2020-12-25,"GM","Germany",24765.4734160799,"point",NA,"19 day ahead cum death"
2020-12-06,2020-12-26,"GM","Germany",24980.7541572147,"point",NA,"20 day ahead cum death"
2020-12-06,2020-12-27,"GM","Germany",25188.3596662601,"point",NA,"21 day ahead cum death"
2020-12-06,2020-12-28,"GM","Germany",25389.4873942627,"point",NA,"22 day ahead cum death"
2020-12-06,2020-12-29,"GM","Germany",25584.4407633933,"point",NA,"23 day ahead cum death"
2020-12-06,2020-12-30,"GM","Germany",25773.5112363694,"point",NA,"24 day ahead cum death"
2020-12-06,2020-12-31,"GM","Germany",25956.9750194523,"point",NA,"25 day ahead cum death"
2020-12-06,2021-01-01,"GM","Germany",26135.0945945316,"point",NA,"26 day ahead cum death"
2020-12-06,2021-01-02,"GM","Germany",26308.1193934901,"point",NA,"27 day ahead cum death"
2020-12-06,2021-01-03,"GM","Germany",26476.0936115994,"point",NA,"28 day ahead cum death"
2020-12-06,2021-01-04,"GM","Germany",26639.0603375717,"point",NA,"29 day ahead cum death"
2020-12-06,2021-01-05,"GM","Germany",26797.5602391988,"point",NA,"30 day ahead cum death"
2020-12-06,2021-01-06,"GM","Germany",26951.7979528954,"point",NA,"31 day ahead cum death"
2020-12-06,2021-01-07,"GM","Germany",27101.9679858651,"point",NA,"32 day ahead cum death"
2020-12-06,2021-01-08,"GM","Germany",27248.2552086995,"point",NA,"33 day ahead cum death"
2020-12-06,2021-01-09,"GM","Germany",27390.8353240202,"point",NA,"34 day ahead cum death"
2020-12-06,2021-01-10,"GM","Germany",27529.8753123236,"point",NA,"35 day ahead cum death"
2020-12-06,2021-01-11,"GM","Germany",27665.5340890647,"point",NA,"36 day ahead cum death"
2020-12-06,2021-01-12,"GM","Germany",27797.9645610276,"point",NA,"37 day ahead cum death"
2020-12-06,2021-01-13,"GM","Germany",27927.3122984625,"point",NA,"38 day ahead cum death"
2020-12-06,2021-01-14,"GM","Germany",28053.7156351028,"point",NA,"39 day ahead cum death"
2020-12-06,2021-01-15,"GM","Germany",28177.3061277446,"point",NA,"40 day ahead cum death"
2020-12-06,2021-01-16,"GM","Germany",28298.208885746,"point",NA,"41 day ahead cum death"
2020-12-06,2021-01-17,"GM","Germany",28416.5428844839,"point",NA,"42 day ahead cum death"
2020-12-06,2021-01-18,"GM","Germany",28532.4212635516,"point",NA,"43 day ahead cum death"
2020-12-06,2021-01-19,"GM","Germany",28645.9516104407,"point",NA,"44 day ahead cum death"
2020-12-06,2021-01-20,"GM","Germany",28757.2362304116,"point",NA,"45 day ahead cum death"
2020-12-06,2021-01-21,"GM","Germany",28866.8659320144,"point",NA,"46 day ahead cum death"
2020-12-06,2021-01-22,"GM","Germany",28974.7046547426,"point",NA,"47 day ahead cum death"
2020-12-06,2021-01-23,"GM","Germany",29080.6089372231,"point",NA,"48 day ahead cum death"
2020-12-06,2021-01-24,"GM","Germany",29184.6625348218,"point",NA,"49 day ahead cum death"
2020-12-06,2021-01-25,"GM","Germany",29286.9450335479,"point",NA,"50 day ahead cum death"
2020-12-06,2021-01-26,"GM","Germany",29387.532052056,"point",NA,"51 day ahead cum death"
2020-12-06,2021-01-27,"GM","Germany",29486.4954338391,"point",NA,"52 day ahead cum death"
2020-12-06,2021-01-28,"GM","Germany",29583.9034300897,"point",NA,"53 day ahead cum death"
2020-12-06,2021-01-29,"GM","Germany",29679.8208736823,"point",NA,"54 day ahead cum death"
2020-12-06,2021-01-30,"GM","Germany",29773.0747989985,"point",NA,"55 day ahead cum death"
2020-12-06,2021-01-31,"GM","Germany",29864.5503817682,"point",NA,"56 day ahead cum death"
2020-12-06,2021-02-01,"GM","Germany",29954.6653761372,"point",NA,"57 day ahead cum death"
2020-12-06,2021-02-02,"GM","Germany",30043.4751510594,"point",NA,"58 day ahead cum death"
2020-12-06,2021-02-03,"GM","Germany",30131.0323555729,"point",NA,"59 day ahead cum death"
2020-12-06,2021-02-04,"GM","Germany",30217.3870480697,"point",NA,"60 day ahead cum death"
2020-12-06,2021-02-05,"GM","Germany",30302.5868193443,"point",NA,"61 day ahead cum death"
2020-12-06,2021-02-06,"GM","Germany",30386.6769097229,"point",NA,"62 day ahead cum death"
2020-12-06,2021-02-07,"GM","Germany",30469.7003205576,"point",NA,"63 day ahead cum death"
2020-12-06,2021-02-08,"GM","Germany",30551.6979203606,"point",NA,"64 day ahead cum death"
2020-12-06,2021-02-09,"GM","Germany",30634.7911768739,"point",NA,"65 day ahead cum death"
2020-12-06,2021-02-10,"GM","Germany",30717.3892243601,"point",NA,"66 day ahead cum death"
2020-12-06,2021-02-11,"GM","Germany",30799.1349869445,"point",NA,"67 day ahead cum death"
2020-12-06,2021-02-12,"GM","Germany",30880.0613902117,"point",NA,"68 day ahead cum death"
2020-12-06,2021-02-13,"GM","Germany",30960.1997189833,"point",NA,"69 day ahead cum death"
2020-12-06,2021-02-14,"GM","Germany",31039.5796965025,"point",NA,"70 day ahead cum death"
2020-12-06,2021-02-15,"GM","Germany",31118.2295597771,"point",NA,"71 day ahead cum death"
2020-12-06,2021-02-16,"GM","Germany",31196.1761312657,"point",NA,"72 day ahead cum death"
2020-12-06,2021-02-17,"GM","Germany",31273.4448870852,"point",NA,"73 day ahead cum death"
