"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2021-01-03,2021-01-09,"GM","Germany",38446.0013344864,"point",NA,"1 wk ahead cum death"
2021-01-03,2021-01-16,"GM","Germany",42030.7027564434,"point",NA,"2 wk ahead cum death"
2021-01-03,2021-01-23,"GM","Germany",44965.243215909,"point",NA,"3 wk ahead cum death"
2021-01-03,2021-01-30,"GM","Germany",47417.5688359582,"point",NA,"4 wk ahead cum death"
2021-01-03,2021-02-06,"GM","Germany",49527.0385639205,"point",NA,"5 wk ahead cum death"
2021-01-03,2021-02-13,"GM","Germany",51403.1049077225,"point",NA,"6 wk ahead cum death"
2021-01-03,2021-02-20,"GM","Germany",53103.1093572875,"point",NA,"7 wk ahead cum death"
2021-01-03,2021-02-27,"GM","Germany",54609.6307944917,"point",NA,"8 wk ahead cum death"
2021-01-03,2021-03-06,"GM","Germany",56035.7159962776,"point",NA,"9 wk ahead cum death"
2021-01-03,2021-03-13,"GM","Germany",57307.4147664182,"point",NA,"10 wk ahead cum death"
2021-01-03,2021-03-20,"GM","Germany",58531.4421552068,"point",NA,"11 wk ahead cum death"
2021-01-03,2021-03-27,"GM","Germany",59723.0940812802,"point",NA,"12 wk ahead cum death"
2021-01-03,2021-04-03,"GM","Germany",60882.7754018827,"point",NA,"13 wk ahead cum death"
2021-01-03,2021-04-10,"GM","Germany",62006.1759136734,"point",NA,"14 wk ahead cum death"
2021-01-03,2021-01-09,"GM","Germany",38355.5665004522,"quantile",0.025,"1 wk ahead cum death"
2021-01-03,2021-01-16,"GM","Germany",41595.0554272091,"quantile",0.025,"2 wk ahead cum death"
2021-01-03,2021-01-23,"GM","Germany",43993.9268359094,"quantile",0.025,"3 wk ahead cum death"
2021-01-03,2021-01-30,"GM","Germany",45792.1493790744,"quantile",0.025,"4 wk ahead cum death"
2021-01-03,2021-02-06,"GM","Germany",47166.4732773324,"quantile",0.025,"5 wk ahead cum death"
2021-01-03,2021-02-13,"GM","Germany",48241.4125926005,"quantile",0.025,"6 wk ahead cum death"
2021-01-03,2021-02-20,"GM","Germany",49104.7376716095,"quantile",0.025,"7 wk ahead cum death"
2021-01-03,2021-02-27,"GM","Germany",49818.3264891159,"quantile",0.025,"8 wk ahead cum death"
2021-01-03,2021-03-06,"GM","Germany",50425.8118236684,"quantile",0.025,"9 wk ahead cum death"
2021-01-03,2021-03-13,"GM","Germany",50957.9547253287,"quantile",0.025,"10 wk ahead cum death"
2021-01-03,2021-03-20,"GM","Germany",51416.8290466376,"quantile",0.025,"11 wk ahead cum death"
2021-01-03,2021-03-27,"GM","Germany",51832.9881277209,"quantile",0.025,"12 wk ahead cum death"
2021-01-03,2021-04-03,"GM","Germany",52219.0436299161,"quantile",0.025,"13 wk ahead cum death"
2021-01-03,2021-04-10,"GM","Germany",52582.8409389077,"quantile",0.025,"14 wk ahead cum death"
2021-01-03,2021-01-09,"GM","Germany",38470.8763015485,"quantile",0.975,"1 wk ahead cum death"
2021-01-03,2021-01-16,"GM","Germany",42154.7746283135,"quantile",0.975,"2 wk ahead cum death"
2021-01-03,2021-01-23,"GM","Germany",45258.0029137424,"quantile",0.975,"3 wk ahead cum death"
2021-01-03,2021-01-30,"GM","Germany",47932.7086177443,"quantile",0.975,"4 wk ahead cum death"
2021-01-03,2021-02-06,"GM","Germany",50298.1908908868,"quantile",0.975,"5 wk ahead cum death"
2021-01-03,2021-02-13,"GM","Germany",52439.0345697332,"quantile",0.975,"6 wk ahead cum death"
2021-01-03,2021-02-20,"GM","Germany",54413.9518447545,"quantile",0.975,"7 wk ahead cum death"
2021-01-03,2021-02-27,"GM","Germany",56262.9433861196,"quantile",0.975,"8 wk ahead cum death"
2021-01-03,2021-03-06,"GM","Germany",58012.8437756668,"quantile",0.975,"9 wk ahead cum death"
2021-01-03,2021-03-13,"GM","Germany",59681.1702780937,"quantile",0.975,"10 wk ahead cum death"
2021-01-03,2021-03-20,"GM","Germany",61280.4432674725,"quantile",0.975,"11 wk ahead cum death"
2021-01-03,2021-03-27,"GM","Germany",62816.8808331772,"quantile",0.975,"12 wk ahead cum death"
2021-01-03,2021-04-03,"GM","Germany",64295.8622540941,"quantile",0.975,"13 wk ahead cum death"
2021-01-03,2021-04-10,"GM","Germany",65720.2054687371,"quantile",0.975,"14 wk ahead cum death"
2021-01-03,2021-01-09,"GM","Germany",3966.00133448636,"point",NA,"1 wk ahead inc death"
2021-01-03,2021-01-16,"GM","Germany",3584.70142195706,"point",NA,"2 wk ahead inc death"
2021-01-03,2021-01-23,"GM","Germany",2934.54045946562,"point",NA,"3 wk ahead inc death"
2021-01-03,2021-01-30,"GM","Germany",2452.32562004919,"point",NA,"4 wk ahead inc death"
2021-01-03,2021-02-06,"GM","Germany",2109.46972796224,"point",NA,"5 wk ahead inc death"
2021-01-03,2021-02-13,"GM","Germany",1876.06634380199,"point",NA,"6 wk ahead inc death"
2021-01-03,2021-02-20,"GM","Germany",1700.00444956506,"point",NA,"7 wk ahead inc death"
2021-01-03,2021-02-27,"GM","Germany",1506.5214372042,"point",NA,"8 wk ahead inc death"
2021-01-03,2021-03-06,"GM","Germany",1426.08520178591,"point",NA,"9 wk ahead inc death"
2021-01-03,2021-03-13,"GM","Germany",1271.69877014052,"point",NA,"10 wk ahead inc death"
2021-01-03,2021-03-20,"GM","Germany",1224.02738878863,"point",NA,"11 wk ahead inc death"
2021-01-03,2021-03-27,"GM","Germany",1191.65192607338,"point",NA,"12 wk ahead inc death"
2021-01-03,2021-04-03,"GM","Germany",1159.68132060251,"point",NA,"13 wk ahead inc death"
2021-01-03,2021-04-10,"GM","Germany",1123.40051179077,"point",NA,"14 wk ahead inc death"
2021-01-03,2021-01-03,"GM","Germany",34791,"point",NA,"0 day ahead cum death"
2021-01-03,2021-01-04,"GM","Germany",35433,"point",NA,"1 day ahead cum death"
2021-01-03,2021-01-05,"GM","Germany",36062.1675864314,"point",NA,"2 day ahead cum death"
2021-01-03,2021-01-06,"GM","Germany",36678.5913229651,"point",NA,"3 day ahead cum death"
2021-01-03,2021-01-07,"GM","Germany",37281.8945469955,"point",NA,"4 day ahead cum death"
2021-01-03,2021-01-08,"GM","Germany",37871.3435878436,"point",NA,"5 day ahead cum death"
2021-01-03,2021-01-09,"GM","Germany",38446.0013344864,"point",NA,"6 day ahead cum death"
2021-01-03,2021-01-10,"GM","Germany",39004.5308019763,"point",NA,"7 day ahead cum death"
2021-01-03,2021-01-11,"GM","Germany",39547.0511213,"point",NA,"8 day ahead cum death"
2021-01-03,2021-01-12,"GM","Germany",40073.9927999553,"point",NA,"9 day ahead cum death"
2021-01-03,2021-01-13,"GM","Germany",40583.3311292035,"point",NA,"10 day ahead cum death"
2021-01-03,2021-01-14,"GM","Germany",41079.9189001265,"point",NA,"11 day ahead cum death"
2021-01-03,2021-01-15,"GM","Germany",41562.183440637,"point",NA,"12 day ahead cum death"
2021-01-03,2021-01-16,"GM","Germany",42030.7027564434,"point",NA,"13 day ahead cum death"
2021-01-03,2021-01-17,"GM","Germany",42486.0424095289,"point",NA,"14 day ahead cum death"
2021-01-03,2021-01-18,"GM","Germany",42928.1066361564,"point",NA,"15 day ahead cum death"
2021-01-03,2021-01-19,"GM","Germany",43357.5692059401,"point",NA,"16 day ahead cum death"
2021-01-03,2021-01-20,"GM","Germany",43775.4922472228,"point",NA,"17 day ahead cum death"
2021-01-03,2021-01-21,"GM","Germany",44182.4119511423,"point",NA,"18 day ahead cum death"
