"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-11-29,2020-12-05,"GM","Germany",18106.4970761733,"point",NA,"1 wk ahead cum death"
2020-11-29,2020-12-12,"GM","Germany",19914.6371199682,"point",NA,"2 wk ahead cum death"
2020-11-29,2020-12-19,"GM","Germany",21361.0750584374,"point",NA,"3 wk ahead cum death"
2020-11-29,2020-12-26,"GM","Germany",22544.2099989001,"point",NA,"4 wk ahead cum death"
2020-11-29,2021-01-02,"GM","Germany",23534.9775129561,"point",NA,"5 wk ahead cum death"
2020-11-29,2021-01-09,"GM","Germany",24393.9609690002,"point",NA,"6 wk ahead cum death"
2020-11-29,2021-01-16,"GM","Germany",25149.3895403435,"point",NA,"7 wk ahead cum death"
2020-11-29,2021-01-23,"GM","Germany",25830.0531309688,"point",NA,"8 wk ahead cum death"
2020-11-29,2021-01-30,"GM","Germany",26454.4467906801,"point",NA,"9 wk ahead cum death"
2020-11-29,2021-02-06,"GM","Germany",27035.7184180698,"point",NA,"10 wk ahead cum death"
2020-11-29,2021-02-13,"GM","Germany",27578.7939215248,"point",NA,"11 wk ahead cum death"
2020-11-29,2021-02-20,"GM","Germany",28086.8073567493,"point",NA,"12 wk ahead cum death"
2020-11-29,2021-02-27,"GM","Germany",28572.5438576944,"point",NA,"13 wk ahead cum death"
2020-11-29,2021-03-06,"GM","Germany",29051.2473316426,"point",NA,"14 wk ahead cum death"
2020-11-29,2020-12-05,"GM","Germany",18083.5499672402,"quantile",0.025,"1 wk ahead cum death"
2020-11-29,2020-12-12,"GM","Germany",19809.6765985036,"quantile",0.025,"2 wk ahead cum death"
2020-11-29,2020-12-19,"GM","Germany",21136.2279994482,"quantile",0.025,"3 wk ahead cum death"
2020-11-29,2020-12-26,"GM","Germany",22174.3269301016,"quantile",0.025,"4 wk ahead cum death"
2020-11-29,2021-01-02,"GM","Germany",23008.2383056634,"quantile",0.025,"5 wk ahead cum death"
2020-11-29,2021-01-09,"GM","Germany",23697.4614386839,"quantile",0.025,"6 wk ahead cum death"
2020-11-29,2021-01-16,"GM","Germany",24284.1581759773,"quantile",0.025,"7 wk ahead cum death"
2020-11-29,2021-01-23,"GM","Germany",24798.1683217924,"quantile",0.025,"8 wk ahead cum death"
2020-11-29,2021-01-30,"GM","Germany",25260.2207067187,"quantile",0.025,"9 wk ahead cum death"
2020-11-29,2021-02-06,"GM","Germany",25685.5813060961,"quantile",0.025,"10 wk ahead cum death"
2020-11-29,2021-02-13,"GM","Germany",26084.4012420964,"quantile",0.025,"11 wk ahead cum death"
2020-11-29,2021-02-20,"GM","Germany",26464.2773136336,"quantile",0.025,"12 wk ahead cum death"
2020-11-29,2021-02-27,"GM","Germany",26830.7122402135,"quantile",0.025,"13 wk ahead cum death"
2020-11-29,2021-03-06,"GM","Germany",27187.337240639,"quantile",0.025,"14 wk ahead cum death"
2020-11-29,2020-12-05,"GM","Germany",18116.3395444822,"quantile",0.975,"1 wk ahead cum death"
2020-11-29,2020-12-12,"GM","Germany",19959.6738399626,"quantile",0.975,"2 wk ahead cum death"
2020-11-29,2020-12-19,"GM","Germany",21464.2776180552,"quantile",0.975,"3 wk ahead cum death"
2020-11-29,2020-12-26,"GM","Germany",22720.4395388758,"quantile",0.975,"4 wk ahead cum death"
2020-11-29,2021-01-02,"GM","Germany",23796.4848954449,"quantile",0.975,"5 wk ahead cum death"
2020-11-29,2021-01-09,"GM","Germany",24740.3380864422,"quantile",0.975,"6 wk ahead cum death"
2020-11-29,2021-01-16,"GM","Germany",25585.5306920068,"quantile",0.975,"7 wk ahead cum death"
2020-11-29,2021-01-23,"GM","Germany",26355.6085635251,"quantile",0.975,"8 wk ahead cum death"
2020-11-29,2021-01-30,"GM","Germany",27067.065588063,"quantile",0.975,"9 wk ahead cum death"
2020-11-29,2021-02-06,"GM","Germany",27731.7571709074,"quantile",0.975,"10 wk ahead cum death"
2020-11-29,2021-02-13,"GM","Germany",28358.1565008574,"quantile",0.975,"11 wk ahead cum death"
2020-11-29,2021-02-20,"GM","Germany",28952.3542226703,"quantile",0.975,"12 wk ahead cum death"
2020-11-29,2021-02-27,"GM","Germany",29519.2979743388,"quantile",0.975,"13 wk ahead cum death"
2020-11-29,2021-03-06,"GM","Germany",30062.4474931664,"quantile",0.975,"14 wk ahead cum death"
2020-11-29,2020-12-05,"GM","Germany",1925.49707617327,"point",NA,"1 wk ahead inc death"
2020-11-29,2020-12-12,"GM","Germany",1808.14004379495,"point",NA,"2 wk ahead inc death"
2020-11-29,2020-12-19,"GM","Germany",1446.43793846919,"point",NA,"3 wk ahead inc death"
2020-11-29,2020-12-26,"GM","Germany",1183.13494046269,"point",NA,"4 wk ahead inc death"
2020-11-29,2021-01-02,"GM","Germany",990.767514055984,"point",NA,"5 wk ahead inc death"
2020-11-29,2021-01-09,"GM","Germany",858.983456044098,"point",NA,"6 wk ahead inc death"
2020-11-29,2021-01-16,"GM","Germany",755.428571343269,"point",NA,"7 wk ahead inc death"
2020-11-29,2021-01-23,"GM","Germany",680.663590625347,"point",NA,"8 wk ahead inc death"
2020-11-29,2021-01-30,"GM","Germany",624.393659711302,"point",NA,"9 wk ahead inc death"
2020-11-29,2021-02-06,"GM","Germany",581.27162738968,"point",NA,"10 wk ahead inc death"
2020-11-29,2021-02-13,"GM","Germany",543.07550345498,"point",NA,"11 wk ahead inc death"
2020-11-29,2021-02-20,"GM","Germany",508.013435224515,"point",NA,"12 wk ahead inc death"
2020-11-29,2021-02-27,"GM","Germany",485.73650094511,"point",NA,"13 wk ahead inc death"
