"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2021-02-06,2021-02-06,"GM","Germany",2285003,"point",NA,"0 wk ahead cum case"
2021-02-06,2021-02-13,"GM","Germany",2313922.71816666,"point",NA,"1 wk ahead cum case"
2021-02-06,2021-02-20,"GM","Germany",2337241.54327302,"point",NA,"2 wk ahead cum case"
2021-02-06,2021-02-27,"GM","Germany",2355265.07386294,"point",NA,"3 wk ahead cum case"
2021-02-06,2021-03-06,"GM","Germany",2367536.21393474,"point",NA,"4 wk ahead cum case"
2021-02-06,2021-03-13,"GM","Germany",2376404.6767328,"point",NA,"5 wk ahead cum case"
2021-02-06,2021-03-20,"GM","Germany",2385391.94052624,"point",NA,"6 wk ahead cum case"
2021-02-06,2021-03-27,"GM","Germany",2393096.4697975,"point",NA,"7 wk ahead cum case"
2021-02-06,2021-04-03,"GM","Germany",2400208.34564548,"point",NA,"8 wk ahead cum case"
2021-02-06,2021-04-10,"GM","Germany",2407636.62179017,"point",NA,"9 wk ahead cum case"
2021-02-06,2021-04-17,"GM","Germany",2414538.57161623,"point",NA,"10 wk ahead cum case"
2021-02-06,2021-04-24,"GM","Germany",2421400.04517116,"point",NA,"11 wk ahead cum case"
2021-02-06,2021-05-01,"GM","Germany",2428800.51557055,"point",NA,"12 wk ahead cum case"
2021-02-06,2021-05-08,"GM","Germany",2435912.39246955,"point",NA,"13 wk ahead cum case"
2021-02-06,2021-05-15,"GM","Germany",2442973.31345084,"point",NA,"14 wk ahead cum case"
2021-02-06,2021-02-06,"GM","Germany",2285003,"quantile",0.025,"0 wk ahead cum case"
2021-02-06,2021-02-13,"GM","Germany",2296004.37212961,"quantile",0.025,"1 wk ahead cum case"
2021-02-06,2021-02-20,"GM","Germany",2296018.15560166,"quantile",0.025,"2 wk ahead cum case"
2021-02-06,2021-02-27,"GM","Germany",2298448.29367066,"quantile",0.025,"3 wk ahead cum case"
2021-02-06,2021-03-06,"GM","Germany",2304472.78641179,"quantile",0.025,"4 wk ahead cum case"
2021-02-06,2021-03-13,"GM","Germany",2312207.76625786,"quantile",0.025,"5 wk ahead cum case"
2021-02-06,2021-03-20,"GM","Germany",2320707.19193726,"quantile",0.025,"6 wk ahead cum case"
2021-02-06,2021-03-27,"GM","Germany",2329505.01797898,"quantile",0.025,"7 wk ahead cum case"
2021-02-06,2021-04-03,"GM","Germany",2338377.63829787,"quantile",0.025,"8 wk ahead cum case"
2021-02-06,2021-04-10,"GM","Germany",2347214.94565333,"quantile",0.025,"9 wk ahead cum case"
2021-02-06,2021-04-17,"GM","Germany",2355971.07015244,"quantile",0.025,"10 wk ahead cum case"
2021-02-06,2021-04-24,"GM","Germany",2364622.42296676,"quantile",0.025,"11 wk ahead cum case"
2021-02-06,2021-05-01,"GM","Germany",2373166.58232662,"quantile",0.025,"12 wk ahead cum case"
2021-02-06,2021-05-08,"GM","Germany",2381601.03464781,"quantile",0.025,"13 wk ahead cum case"
