"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-10-11,2020-10-17,"GM","Germany",9743.15449234354,"point",NA,"1 wk ahead cum death"
2020-10-11,2020-10-24,"GM","Germany",9892.17599749088,"point",NA,"2 wk ahead cum death"
2020-10-11,2020-10-31,"GM","Germany",10053.333636181,"point",NA,"3 wk ahead cum death"
2020-10-11,2020-11-07,"GM","Germany",10225.0402183559,"point",NA,"4 wk ahead cum death"
2020-10-11,2020-11-14,"GM","Germany",10405.7415994381,"point",NA,"5 wk ahead cum death"
2020-10-11,2020-11-21,"GM","Germany",10593.1898503492,"point",NA,"6 wk ahead cum death"
2020-10-11,2020-11-28,"GM","Germany",10784.9455437545,"point",NA,"7 wk ahead cum death"
2020-10-11,2020-12-05,"GM","Germany",10978.6681211063,"point",NA,"8 wk ahead cum death"
2020-10-11,2020-12-12,"GM","Germany",11172.1021404715,"point",NA,"9 wk ahead cum death"
2020-10-11,2020-12-19,"GM","Germany",11362.3547956977,"point",NA,"10 wk ahead cum death"
2020-10-11,2020-12-26,"GM","Germany",11546.555683973,"point",NA,"11 wk ahead cum death"
2020-10-11,2021-01-02,"GM","Germany",11722.772266732,"point",NA,"12 wk ahead cum death"
2020-10-11,2021-01-09,"GM","Germany",11889.8163460426,"point",NA,"13 wk ahead cum death"
2020-10-11,2021-01-16,"GM","Germany",12046.2283759793,"point",NA,"14 wk ahead cum death"
2020-10-11,2020-10-17,"GM","Germany",9663.66927943996,"quantile",0.025,"1 wk ahead cum death"
2020-10-11,2020-10-24,"GM","Germany",9780.62214959384,"quantile",0.025,"2 wk ahead cum death"
2020-10-11,2020-10-31,"GM","Germany",9908.6726347059,"quantile",0.025,"3 wk ahead cum death"
2020-10-11,2020-11-07,"GM","Germany",9956.24426162278,"quantile",0.025,"4 wk ahead cum death"
2020-10-11,2020-11-14,"GM","Germany",9995.14491112111,"quantile",0.025,"5 wk ahead cum death"
2020-10-11,2020-11-21,"GM","Germany",10028.9888570247,"quantile",0.025,"6 wk ahead cum death"
2020-10-11,2020-11-28,"GM","Germany",10059.913360779,"quantile",0.025,"7 wk ahead cum death"
2020-10-11,2020-12-05,"GM","Germany",10088.8655536575,"quantile",0.025,"8 wk ahead cum death"
2020-10-11,2020-12-12,"GM","Germany",10116.4937839258,"quantile",0.025,"9 wk ahead cum death"
2020-10-11,2020-12-19,"GM","Germany",10143.0327464422,"quantile",0.025,"10 wk ahead cum death"
2020-10-11,2020-12-26,"GM","Germany",10168.6774750076,"quantile",0.025,"11 wk ahead cum death"
2020-10-11,2021-01-02,"GM","Germany",10193.5370422078,"quantile",0.025,"12 wk ahead cum death"
2020-10-11,2021-01-09,"GM","Germany",10217.6340249247,"quantile",0.025,"13 wk ahead cum death"
2020-10-11,2021-01-16,"GM","Germany",10241.0226714224,"quantile",0.025,"14 wk ahead cum death"
2020-10-11,2020-10-17,"GM","Germany",9793.27085790032,"quantile",0.975,"1 wk ahead cum death"
2020-10-11,2020-10-24,"GM","Germany",10267.7783286182,"quantile",0.975,"2 wk ahead cum death"
2020-10-11,2020-10-31,"GM","Germany",10884.1431655493,"quantile",0.975,"3 wk ahead cum death"
2020-10-11,2020-11-07,"GM","Germany",11544.4209179491,"quantile",0.975,"4 wk ahead cum death"
2020-10-11,2020-11-14,"GM","Germany",12195.9398854607,"quantile",0.975,"5 wk ahead cum death"
2020-10-11,2020-11-21,"GM","Germany",12807.3196950012,"quantile",0.975,"6 wk ahead cum death"
2020-10-11,2020-11-28,"GM","Germany",13365.4378886691,"quantile",0.975,"7 wk ahead cum death"
2020-10-11,2020-12-05,"GM","Germany",13863.6086187129,"quantile",0.975,"8 wk ahead cum death"
2020-10-11,2020-12-12,"GM","Germany",14301.5355504273,"quantile",0.975,"9 wk ahead cum death"
2020-10-11,2020-12-19,"GM","Germany",14683.2835392523,"quantile",0.975,"10 wk ahead cum death"
2020-10-11,2020-12-26,"GM","Germany",15012.2626557079,"quantile",0.975,"11 wk ahead cum death"
2020-10-11,2021-01-02,"GM","Germany",15293.9358129675,"quantile",0.975,"12 wk ahead cum death"
2020-10-11,2021-01-09,"GM","Germany",15534.7299049869,"quantile",0.975,"13 wk ahead cum death"
2020-10-11,2021-01-16,"GM","Germany",15739.4967158051,"quantile",0.975,"14 wk ahead cum death"
2020-10-11,2020-10-17,"GM","Germany",123.154492343543,"point",NA,"1 wk ahead inc death"
2020-10-11,2020-10-24,"GM","Germany",149.021505147335,"point",NA,"2 wk ahead inc death"
2020-10-11,2020-10-31,"GM","Germany",161.157638690085,"point",NA,"3 wk ahead inc death"
2020-10-11,2020-11-07,"GM","Germany",171.706582174927,"point",NA,"4 wk ahead inc death"
2020-10-11,2020-11-14,"GM","Germany",180.701381082239,"point",NA,"5 wk ahead inc death"
2020-10-11,2020-11-21,"GM","Germany",187.448250911024,"point",NA,"6 wk ahead inc death"
2020-10-11,2020-11-28,"GM","Germany",191.755693405343,"point",NA,"7 wk ahead inc death"
2020-10-11,2020-12-05,"GM","Germany",193.722577351786,"point",NA,"8 wk ahead inc death"
2020-10-11,2020-12-12,"GM","Germany",193.434019365173,"point",NA,"9 wk ahead inc death"
2020-10-11,2020-12-19,"GM","Germany",190.252655226213,"point",NA,"10 wk ahead inc death"
2020-10-11,2020-12-26,"GM","Germany",184.200888275343,"point",NA,"11 wk ahead inc death"
2020-10-11,2021-01-02,"GM","Germany",176.216582758992,"point",NA,"12 wk ahead inc death"
2020-10-11,2021-01-09,"GM","Germany",167.044079310552,"point",NA,"13 wk ahead inc death"
2020-10-11,2021-01-16,"GM","Germany",156.412029936735,"point",NA,"14 wk ahead inc death"
2020-10-11,2020-10-11,"GM","Germany",9626,"point",NA,"0 day ahead cum death"
2020-10-11,2020-10-12,"GM","Germany",9644.81049427483,"point",NA,"1 day ahead cum death"
2020-10-11,2020-10-13,"GM","Germany",9663.9149567667,"point",NA,"2 day ahead cum death"
2020-10-11,2020-10-14,"GM","Germany",9683.30793247739,"point",NA,"3 day ahead cum death"
2020-10-11,2020-10-15,"GM","Germany",9702.98069885367,"point",NA,"4 day ahead cum death"
2020-10-11,2020-10-16,"GM","Germany",9722.93028705538,"point",NA,"5 day ahead cum death"
2020-10-11,2020-10-17,"GM","Germany",9743.15449234354,"point",NA,"6 day ahead cum death"
2020-10-11,2020-10-18,"GM","Germany",9763.65085104958,"point",NA,"7 day ahead cum death"
2020-10-11,2020-10-19,"GM","Germany",9784.41665014846,"point",NA,"8 day ahead cum death"
2020-10-11,2020-10-20,"GM","Germany",9805.44893659378,"point",NA,"9 day ahead cum death"
2020-10-11,2020-10-21,"GM","Germany",9826.74452641944,"point",NA,"10 day ahead cum death"
2020-10-11,2020-10-22,"GM","Germany",9848.30001361261,"point",NA,"11 day ahead cum death"
2020-10-11,2020-10-23,"GM","Germany",9870.11177876289,"point",NA,"12 day ahead cum death"
2020-10-11,2020-10-24,"GM","Germany",9892.17599749088,"point",NA,"13 day ahead cum death"
2020-10-11,2020-10-25,"GM","Germany",9914.48864866269,"point",NA,"14 day ahead cum death"
2020-10-11,2020-10-26,"GM","Germany",9937.0455223922,"point",NA,"15 day ahead cum death"
2020-10-11,2020-10-27,"GM","Germany",9959.8422278373,"point",NA,"16 day ahead cum death"
2020-10-11,2020-10-28,"GM","Germany",9982.87420079351,"point",NA,"17 day ahead cum death"
2020-10-11,2020-10-29,"GM","Germany",10006.1367110886,"point",NA,"18 day ahead cum death"
2020-10-11,2020-10-30,"GM","Germany",10029.6248697833,"point",NA,"19 day ahead cum death"
2020-10-11,2020-10-31,"GM","Germany",10053.333636181,"point",NA,"20 day ahead cum death"
2020-10-11,2020-11-01,"GM","Germany",10077.2578246509,"point",NA,"21 day ahead cum death"
2020-10-11,2020-11-02,"GM","Germany",10101.3921112688,"point",NA,"22 day ahead cum death"
2020-10-11,2020-11-03,"GM","Germany",10125.7310402778,"point",NA,"23 day ahead cum death"
2020-10-11,2020-11-04,"GM","Germany",10150.2690303743,"point",NA,"24 day ahead cum death"
2020-10-11,2020-11-05,"GM","Germany",10175.0003808222,"point",NA,"25 day ahead cum death"
2020-10-11,2020-11-06,"GM","Germany",10199.9225595978,"point",NA,"26 day ahead cum death"
2020-10-11,2020-11-07,"GM","Germany",10225.0402183559,"point",NA,"27 day ahead cum death"
2020-10-11,2020-11-08,"GM","Germany",10250.346879229,"point",NA,"28 day ahead cum death"
2020-10-11,2020-11-09,"GM","Germany",10275.8351123134,"point",NA,"29 day ahead cum death"
2020-10-11,2020-11-10,"GM","Germany",10301.4975118638,"point",NA,"30 day ahead cum death"
2020-10-11,2020-11-11,"GM","Germany",10327.3266980062,"point",NA,"31 day ahead cum death"
2020-10-11,2020-11-12,"GM","Germany",10353.3153183855,"point",NA,"32 day ahead cum death"
2020-10-11,2020-11-13,"GM","Germany",10379.4560497442,"point",NA,"33 day ahead cum death"
2020-10-11,2020-11-14,"GM","Germany",10405.7415994381,"point",NA,"34 day ahead cum death"
2020-10-11,2020-11-15,"GM","Germany",10432.1647068892,"point",NA,"35 day ahead cum death"
2020-10-11,2020-11-16,"GM","Germany",10458.7181449752,"point",NA,"36 day ahead cum death"
2020-10-11,2020-11-17,"GM","Germany",10485.3947213608,"point",NA,"37 day ahead cum death"
2020-10-11,2020-11-18,"GM","Germany",10512.187279769,"point",NA,"38 day ahead cum death"
2020-10-11,2020-11-19,"GM","Germany",10539.0887011958,"point",NA,"39 day ahead cum death"
2020-10-11,2020-11-20,"GM","Germany",10566.0919050684,"point",NA,"40 day ahead cum death"
2020-10-11,2020-11-21,"GM","Germany",10593.1898503492,"point",NA,"41 day ahead cum death"
