"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-12-20,2020-12-26,"GM","Germany",30102.0456784315,"point",NA,"1 wk ahead cum death"
2020-12-20,2021-01-02,"GM","Germany",34086.4109575404,"point",NA,"2 wk ahead cum death"
2020-12-20,2021-01-09,"GM","Germany",37563.0517333939,"point",NA,"3 wk ahead cum death"
2020-12-20,2021-01-16,"GM","Germany",40665.4253069966,"point",NA,"4 wk ahead cum death"
2020-12-20,2021-01-23,"GM","Germany",43520.5848626234,"point",NA,"5 wk ahead cum death"
2020-12-20,2021-01-30,"GM","Germany",46200.7136491108,"point",NA,"6 wk ahead cum death"
2020-12-20,2021-02-06,"GM","Germany",48709.8694434875,"point",NA,"7 wk ahead cum death"
2020-12-20,2021-02-13,"GM","Germany",51076.9100406372,"point",NA,"8 wk ahead cum death"
2020-12-20,2021-02-20,"GM","Germany",53339.968520455,"point",NA,"9 wk ahead cum death"
2020-12-20,2021-02-27,"GM","Germany",55518.5204211331,"point",NA,"10 wk ahead cum death"
2020-12-20,2021-03-06,"GM","Germany",57605.6229512274,"point",NA,"11 wk ahead cum death"
2020-12-20,2021-03-13,"GM","Germany",59620.1111031375,"point",NA,"12 wk ahead cum death"
2020-12-20,2021-03-20,"GM","Germany",61577.4313653192,"point",NA,"13 wk ahead cum death"
2020-12-20,2021-03-27,"GM","Germany",63466.7470533904,"point",NA,"14 wk ahead cum death"
2020-12-20,2020-12-26,"GM","Germany",29965.9152573618,"quantile",0.025,"1 wk ahead cum death"
2020-12-20,2021-01-02,"GM","Germany",33460.9968137683,"quantile",0.025,"2 wk ahead cum death"
2020-12-20,2021-01-09,"GM","Germany",36157.742919163,"quantile",0.025,"3 wk ahead cum death"
2020-12-20,2021-01-16,"GM","Germany",38279.6027864913,"quantile",0.025,"4 wk ahead cum death"
2020-12-20,2021-01-23,"GM","Germany",39986.0680435743,"quantile",0.025,"5 wk ahead cum death"
2020-12-20,2021-01-30,"GM","Germany",41395.3152047724,"quantile",0.025,"6 wk ahead cum death"
2020-12-20,2021-02-06,"GM","Germany",42591.8128999988,"quantile",0.025,"7 wk ahead cum death"
2020-12-20,2021-02-13,"GM","Germany",43635.3145870653,"quantile",0.025,"8 wk ahead cum death"
2020-12-20,2021-02-20,"GM","Germany",44568.045088791,"quantile",0.025,"9 wk ahead cum death"
2020-12-20,2021-02-27,"GM","Germany",45420.8463768063,"quantile",0.025,"10 wk ahead cum death"
2020-12-20,2021-03-06,"GM","Germany",46214.4475480222,"quantile",0.025,"11 wk ahead cum death"
2020-12-20,2021-03-13,"GM","Germany",46965.0607811725,"quantile",0.025,"12 wk ahead cum death"
2020-12-20,2021-03-20,"GM","Germany",47682.200912529,"quantile",0.025,"13 wk ahead cum death"
2020-12-20,2021-03-27,"GM","Germany",48375.6382979383,"quantile",0.025,"14 wk ahead cum death"
2020-12-20,2020-12-26,"GM","Germany",30144.0906407978,"quantile",0.975,"1 wk ahead cum death"
2020-12-20,2021-01-02,"GM","Germany",34270.4436384,"quantile",0.975,"2 wk ahead cum death"
2020-12-20,2021-01-09,"GM","Germany",37980.7568408917,"quantile",0.975,"3 wk ahead cum death"
2020-12-20,2021-01-16,"GM","Germany",41389.6127266115,"quantile",0.975,"4 wk ahead cum death"
2020-12-20,2021-01-23,"GM","Germany",44586.8326034268,"quantile",0.975,"5 wk ahead cum death"
2020-12-20,2021-01-30,"GM","Germany",47631.4474234872,"quantile",0.975,"6 wk ahead cum death"
2020-12-20,2021-02-06,"GM","Germany",50561.4739497201,"quantile",0.975,"7 wk ahead cum death"
2020-12-20,2021-02-13,"GM","Germany",53399.0429471972,"quantile",0.975,"8 wk ahead cum death"
2020-12-20,2021-02-20,"GM","Germany",56156.018424045,"quantile",0.975,"9 wk ahead cum death"
2020-12-20,2021-02-27,"GM","Germany",58839.8003503056,"quantile",0.975,"10 wk ahead cum death"
2020-12-20,2021-03-06,"GM","Germany",61451.342277017,"quantile",0.975,"11 wk ahead cum death"
2020-12-20,2021-03-13,"GM","Germany",63988.8908257151,"quantile",0.975,"12 wk ahead cum death"
2020-12-20,2021-03-20,"GM","Germany",66452.0825988729,"quantile",0.975,"13 wk ahead cum death"
2020-12-20,2021-03-27,"GM","Germany",68838.0001215782,"quantile",0.975,"14 wk ahead cum death"
