"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-11-15,2020-11-21,"GM","Germany",894120.661100978,"point",NA,"1 wk ahead cum case"
2020-11-15,2020-11-28,"GM","Germany",975817.204665325,"point",NA,"2 wk ahead cum case"
2020-11-15,2020-12-05,"GM","Germany",1042192.9666423,"point",NA,"3 wk ahead cum case"
2020-11-15,2020-12-12,"GM","Germany",1098388.03050221,"point",NA,"4 wk ahead cum case"
2020-11-15,2020-12-19,"GM","Germany",1146674.83138952,"point",NA,"5 wk ahead cum case"
2020-11-15,2020-12-26,"GM","Germany",1186816.30090073,"point",NA,"6 wk ahead cum case"
2020-11-15,2021-01-02,"GM","Germany",1222302.40204735,"point",NA,"7 wk ahead cum case"
2020-11-15,2021-01-09,"GM","Germany",1253871.64104415,"point",NA,"8 wk ahead cum case"
2020-11-15,2021-01-16,"GM","Germany",1279087.11090959,"point",NA,"9 wk ahead cum case"
2020-11-15,2021-01-23,"GM","Germany",1303229.60897925,"point",NA,"10 wk ahead cum case"
2020-11-15,2021-01-30,"GM","Germany",1322862.61904407,"point",NA,"11 wk ahead cum case"
2020-11-15,2021-02-06,"GM","Germany",1339794.14725283,"point",NA,"12 wk ahead cum case"
2020-11-15,2021-02-13,"GM","Germany",1355126.84257889,"point",NA,"13 wk ahead cum case"
2020-11-15,2021-02-20,"GM","Germany",1368111.32026919,"point",NA,"14 wk ahead cum case"
2020-11-15,2020-11-21,"GM","Germany",881873.277154506,"quantile",0.025,"1 wk ahead cum case"
2020-11-15,2020-11-28,"GM","Germany",927147.954081288,"quantile",0.025,"2 wk ahead cum case"
2020-11-15,2020-12-05,"GM","Germany",949250.907143026,"quantile",0.025,"3 wk ahead cum case"
2020-11-15,2020-12-12,"GM","Germany",960167.088894371,"quantile",0.025,"4 wk ahead cum case"
2020-11-15,2020-12-19,"GM","Germany",965587.904325605,"quantile",0.025,"5 wk ahead cum case"
2020-11-15,2020-12-26,"GM","Germany",968279.801603321,"quantile",0.025,"6 wk ahead cum case"
2020-11-15,2021-01-02,"GM","Germany",969616.558230751,"quantile",0.025,"7 wk ahead cum case"
2020-11-15,2021-01-09,"GM","Germany",970280.371926679,"quantile",0.025,"8 wk ahead cum case"
2020-11-15,2021-01-16,"GM","Germany",970610.012052532,"quantile",0.025,"9 wk ahead cum case"
2020-11-15,2021-01-23,"GM","Germany",970773.70649457,"quantile",0.025,"10 wk ahead cum case"
2020-11-15,2021-01-30,"GM","Germany",970854.994748799,"quantile",0.025,"11 wk ahead cum case"
2020-11-15,2021-02-06,"GM","Germany",970895.36130122,"quantile",0.025,"12 wk ahead cum case"
2020-11-15,2021-02-13,"GM","Germany",970915.406737917,"quantile",0.025,"13 wk ahead cum case"
2020-11-15,2021-02-20,"GM","Germany",970925.361007189,"quantile",0.025,"14 wk ahead cum case"
2020-11-15,2020-11-21,"GM","Germany",897080.497120589,"quantile",0.975,"1 wk ahead cum case"
2020-11-15,2020-11-28,"GM","Germany",989290.336732394,"quantile",0.975,"2 wk ahead cum case"
2020-11-15,2020-12-05,"GM","Germany",1071655.45563532,"quantile",0.975,"3 wk ahead cum case"
2020-11-15,2020-12-12,"GM","Germany",1147525.4466319,"quantile",0.975,"4 wk ahead cum case"
2020-11-15,2020-12-19,"GM","Germany",1218104.51733623,"quantile",0.975,"5 wk ahead cum case"
2020-11-15,2020-12-26,"GM","Germany",1283784.38980741,"quantile",0.975,"6 wk ahead cum case"
2020-11-15,2021-01-02,"GM","Germany",1344591.14022409,"quantile",0.975,"7 wk ahead cum case"
2020-11-15,2021-01-09,"GM","Germany",1405058.71745095,"quantile",0.975,"8 wk ahead cum case"
2020-11-15,2021-01-16,"GM","Germany",1462441.27749939,"quantile",0.975,"9 wk ahead cum case"
2020-11-15,2021-01-23,"GM","Germany",1515782.99320241,"quantile",0.975,"10 wk ahead cum case"
2020-11-15,2021-01-30,"GM","Germany",1565011.34774777,"quantile",0.975,"11 wk ahead cum case"
2020-11-15,2021-02-06,"GM","Germany",1610214.80715868,"quantile",0.975,"12 wk ahead cum case"
