"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-10-25,2020-10-31,"GM","Germany",494056.721805583,"point",NA,"1 wk ahead cum case"
2020-10-25,2020-11-07,"GM","Germany",551801.13396019,"point",NA,"2 wk ahead cum case"
2020-10-25,2020-11-14,"GM","Germany",603995.25191155,"point",NA,"3 wk ahead cum case"
2020-10-25,2020-11-21,"GM","Germany",654078.634630322,"point",NA,"4 wk ahead cum case"
2020-10-25,2020-11-28,"GM","Germany",704997.708811914,"point",NA,"5 wk ahead cum case"
2020-10-25,2020-12-05,"GM","Germany",754514.958842602,"point",NA,"6 wk ahead cum case"
2020-10-25,2020-12-12,"GM","Germany",802113.300420811,"point",NA,"7 wk ahead cum case"
2020-10-25,2020-12-19,"GM","Germany",846217.131459385,"point",NA,"8 wk ahead cum case"
2020-10-25,2020-12-26,"GM","Germany",890759.080621712,"point",NA,"9 wk ahead cum case"
2020-10-25,2021-01-02,"GM","Germany",931936.308957531,"point",NA,"10 wk ahead cum case"
2020-10-25,2021-01-09,"GM","Germany",970492.544641576,"point",NA,"11 wk ahead cum case"
2020-10-25,2021-01-16,"GM","Germany",1007704.89071062,"point",NA,"12 wk ahead cum case"
2020-10-25,2021-01-23,"GM","Germany",1041510.08279426,"point",NA,"13 wk ahead cum case"
2020-10-25,2021-01-30,"GM","Germany",1072675.89113306,"point",NA,"14 wk ahead cum case"
2020-10-25,2020-10-31,"GM","Germany",489803.373294755,"quantile",0.025,"1 wk ahead cum case"
2020-10-25,2020-11-07,"GM","Germany",533382.501925527,"quantile",0.025,"2 wk ahead cum case"
2020-10-25,2020-11-14,"GM","Germany",565929.874287161,"quantile",0.025,"3 wk ahead cum case"
2020-10-25,2020-11-21,"GM","Germany",593410.275884377,"quantile",0.025,"4 wk ahead cum case"
2020-10-25,2020-11-28,"GM","Germany",618788.448241423,"quantile",0.025,"5 wk ahead cum case"
2020-10-25,2020-12-05,"GM","Germany",643486.641527136,"quantile",0.025,"6 wk ahead cum case"
2020-10-25,2020-12-12,"GM","Germany",668156.423384287,"quantile",0.025,"7 wk ahead cum case"
2020-10-25,2020-12-19,"GM","Germany",693067.99522738,"quantile",0.025,"8 wk ahead cum case"
2020-10-25,2020-12-26,"GM","Germany",718304.115003187,"quantile",0.025,"9 wk ahead cum case"
2020-10-25,2021-01-02,"GM","Germany",743842.036626809,"quantile",0.025,"10 wk ahead cum case"
