"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2021-01-10,2021-01-16,"GM","Germany",2013233.9080015,"point",NA,"1 wk ahead cum case"
2021-01-10,2021-01-23,"GM","Germany",2076476.17621756,"point",NA,"2 wk ahead cum case"
2021-01-10,2021-01-30,"GM","Germany",2122856.99439871,"point",NA,"3 wk ahead cum case"
2021-01-10,2021-02-06,"GM","Germany",2157699.110351,"point",NA,"4 wk ahead cum case"
2021-01-10,2021-02-13,"GM","Germany",2199946.49765309,"point",NA,"5 wk ahead cum case"
2021-01-10,2021-02-20,"GM","Germany",2238289.16513551,"point",NA,"6 wk ahead cum case"
2021-01-10,2021-02-27,"GM","Germany",2275458.97029182,"point",NA,"7 wk ahead cum case"
2021-01-10,2021-03-06,"GM","Germany",2311760.73175445,"point",NA,"8 wk ahead cum case"
2021-01-10,2021-03-13,"GM","Germany",2347364.05823757,"point",NA,"9 wk ahead cum case"
2021-01-10,2021-03-20,"GM","Germany",2382944.89666366,"point",NA,"10 wk ahead cum case"
2021-01-10,2021-03-27,"GM","Germany",2419721.73237097,"point",NA,"11 wk ahead cum case"
2021-01-10,2021-04-03,"GM","Germany",2455937.31915021,"point",NA,"12 wk ahead cum case"
2021-01-10,2021-04-10,"GM","Germany",2498668.81469839,"point",NA,"13 wk ahead cum case"
2021-01-10,2021-04-17,"GM","Germany",2541969.89475486,"point",NA,"14 wk ahead cum case"
2021-01-10,2021-01-16,"GM","Germany",1964999.20736034,"quantile",0.025,"1 wk ahead cum case"
2021-01-10,2021-01-23,"GM","Germany",1972086.68972843,"quantile",0.025,"2 wk ahead cum case"
2021-01-10,2021-01-30,"GM","Germany",1988442.01351255,"quantile",0.025,"3 wk ahead cum case"
2021-01-10,2021-02-06,"GM","Germany",2009665.49375934,"quantile",0.025,"4 wk ahead cum case"
2021-01-10,2021-02-13,"GM","Germany",2033255.199511,"quantile",0.025,"5 wk ahead cum case"
2021-01-10,2021-02-20,"GM","Germany",2057985.35203332,"quantile",0.025,"6 wk ahead cum case"
2021-01-10,2021-02-27,"GM","Germany",2083223.69443791,"quantile",0.025,"7 wk ahead cum case"
2021-01-10,2021-03-06,"GM","Germany",2108668.36947374,"quantile",0.025,"8 wk ahead cum case"
2021-01-10,2021-03-13,"GM","Germany",2134169.01545212,"quantile",0.025,"9 wk ahead cum case"
2021-01-10,2021-03-20,"GM","Germany",2157235.00132499,"quantile",0.025,"10 wk ahead cum case"
2021-01-10,2021-03-27,"GM","Germany",2175950.78619597,"quantile",0.025,"11 wk ahead cum case"
2021-01-10,2021-04-03,"GM","Germany",2194591.89128444,"quantile",0.025,"12 wk ahead cum case"
2021-01-10,2021-04-10,"GM","Germany",2213022.68195114,"quantile",0.025,"13 wk ahead cum case"
2021-01-10,2021-04-17,"GM","Germany",2231304.42913145,"quantile",0.025,"14 wk ahead cum case"
2021-01-10,2021-01-16,"GM","Germany",2030463.83390189,"quantile",0.975,"1 wk ahead cum case"
2021-01-10,2021-01-23,"GM","Germany",2133591.40254939,"quantile",0.975,"2 wk ahead cum case"
2021-01-10,2021-01-30,"GM","Germany",2231298.44195651,"quantile",0.975,"3 wk ahead cum case"
2021-01-10,2021-02-06,"GM","Germany",2326699.25423052,"quantile",0.975,"4 wk ahead cum case"
2021-01-10,2021-02-13,"GM","Germany",2421240.63737409,"quantile",0.975,"5 wk ahead cum case"
2021-01-10,2021-02-20,"GM","Germany",2515409.79956637,"quantile",0.975,"6 wk ahead cum case"
2021-01-10,2021-02-27,"GM","Germany",2609202.49619328,"quantile",0.975,"7 wk ahead cum case"
2021-01-10,2021-03-06,"GM","Germany",2702401.49042358,"quantile",0.975,"8 wk ahead cum case"
2021-01-10,2021-03-13,"GM","Germany",2794676.45403706,"quantile",0.975,"9 wk ahead cum case"
2021-01-10,2021-03-20,"GM","Germany",2885681.78371609,"quantile",0.975,"10 wk ahead cum case"
2021-01-10,2021-03-27,"GM","Germany",2975076.05446567,"quantile",0.975,"11 wk ahead cum case"
2021-01-10,2021-04-03,"GM","Germany",3062544.87680415,"quantile",0.975,"12 wk ahead cum case"
2021-01-10,2021-04-10,"GM","Germany",3148728.05980184,"quantile",0.975,"13 wk ahead cum case"
2021-01-10,2021-04-17,"GM","Germany",3232670.45517052,"quantile",0.975,"14 wk ahead cum case"
2021-01-10,2021-01-16,"GM","Germany",84771.9080015025,"point",NA,"1 wk ahead inc case"
2021-01-10,2021-01-23,"GM","Germany",63242.2682160591,"point",NA,"2 wk ahead inc case"
2021-01-10,2021-01-30,"GM","Germany",46380.8181811515,"point",NA,"3 wk ahead inc case"
2021-01-10,2021-02-06,"GM","Germany",34842.1159522855,"point",NA,"4 wk ahead inc case"
2021-01-10,2021-02-13,"GM","Germany",42247.3873020895,"point",NA,"5 wk ahead inc case"
2021-01-10,2021-02-20,"GM","Germany",38342.6674824208,"point",NA,"6 wk ahead inc case"
2021-01-10,2021-02-27,"GM","Germany",37169.805156311,"point",NA,"7 wk ahead inc case"
2021-01-10,2021-03-06,"GM","Germany",36301.7614626321,"point",NA,"8 wk ahead inc case"
2021-01-10,2021-03-13,"GM","Germany",35603.3264831188,"point",NA,"9 wk ahead inc case"
2021-01-10,2021-03-20,"GM","Germany",35580.8384260847,"point",NA,"10 wk ahead inc case"
2021-01-10,2021-03-27,"GM","Germany",36776.8357073138,"point",NA,"11 wk ahead inc case"
2021-01-10,2021-04-03,"GM","Germany",36215.5867792396,"point",NA,"12 wk ahead inc case"
2021-01-10,2021-04-10,"GM","Germany",42731.4955481826,"point",NA,"13 wk ahead inc case"
2021-01-10,2021-04-17,"GM","Germany",43301.080056468,"point",NA,"14 wk ahead inc case"
2021-01-10,2021-01-10,"GM","Germany",1929410,"point",NA,"0 day ahead cum case"
2021-01-10,2021-01-11,"GM","Germany",1950197.71428571,"point",NA,"1 day ahead cum case"
2021-01-10,2021-01-12,"GM","Germany",1965471.1662269,"point",NA,"2 day ahead cum case"
2021-01-10,2021-01-13,"GM","Germany",1978581.69127236,"point",NA,"3 day ahead cum case"
2021-01-10,2021-01-14,"GM","Germany",1990738.92280361,"point",NA,"4 day ahead cum case"
2021-01-10,2021-01-15,"GM","Germany",2001963.72011046,"point",NA,"5 day ahead cum case"
2021-01-10,2021-01-16,"GM","Germany",2013233.9080015,"point",NA,"6 day ahead cum case"
2021-01-10,2021-01-17,"GM","Germany",2024153.42253033,"point",NA,"7 day ahead cum case"
