"forecast_date","target_end_date","location","location_name","value","type","quantile","target"
2020-09-27,2020-10-03,"GM","Germany",9545.64632019181,"point",NA,"1 wk ahead cum death"
2020-09-27,2020-10-10,"GM","Germany",9685.8806041307,"point",NA,"2 wk ahead cum death"
2020-09-27,2020-10-17,"GM","Germany",9859.13628008642,"point",NA,"3 wk ahead cum death"
2020-09-27,2020-10-24,"GM","Germany",10052.7434237377,"point",NA,"4 wk ahead cum death"
2020-09-27,2020-10-31,"GM","Germany",10256.8960645723,"point",NA,"5 wk ahead cum death"
2020-09-27,2020-11-07,"GM","Germany",10463.8782081495,"point",NA,"6 wk ahead cum death"
2020-09-27,2020-11-14,"GM","Germany",10667.3213974762,"point",NA,"7 wk ahead cum death"
2020-09-27,2020-11-21,"GM","Germany",10862.8157415438,"point",NA,"8 wk ahead cum death"
2020-09-27,2020-11-28,"GM","Germany",11047.5684981961,"point",NA,"9 wk ahead cum death"
2020-09-27,2020-12-05,"GM","Germany",11219.641018978,"point",NA,"10 wk ahead cum death"
2020-09-27,2020-12-12,"GM","Germany",11377.4298364442,"point",NA,"11 wk ahead cum death"
2020-09-27,2020-12-19,"GM","Germany",11520.8663888659,"point",NA,"12 wk ahead cum death"
2020-09-27,2020-12-26,"GM","Germany",11650.0376801712,"point",NA,"13 wk ahead cum death"
2020-09-27,2021-01-02,"GM","Germany",11765.0864811801,"point",NA,"14 wk ahead cum death"
2020-09-27,2020-10-03,"GM","Germany",9512.86186367171,"quantile",0.025,"1 wk ahead cum death"
2020-09-27,2020-10-10,"GM","Germany",9540.25492127242,"quantile",0.025,"2 wk ahead cum death"
2020-09-27,2020-10-17,"GM","Germany",9555.2148985062,"quantile",0.025,"3 wk ahead cum death"
2020-09-27,2020-10-24,"GM","Germany",9567.56020024108,"quantile",0.025,"4 wk ahead cum death"
2020-09-27,2020-10-31,"GM","Germany",9580.86910753171,"quantile",0.025,"5 wk ahead cum death"
2020-09-27,2020-11-07,"GM","Germany",9596.71012820454,"quantile",0.025,"6 wk ahead cum death"
2020-09-27,2020-11-14,"GM","Germany",9614.88162851294,"quantile",0.025,"7 wk ahead cum death"
2020-09-27,2020-11-21,"GM","Germany",9635.05725908833,"quantile",0.025,"8 wk ahead cum death"
2020-09-27,2020-11-28,"GM","Germany",9656.47407414299,"quantile",0.025,"9 wk ahead cum death"
2020-09-27,2020-12-05,"GM","Germany",9678.67469981896,"quantile",0.025,"10 wk ahead cum death"
2020-09-27,2020-12-12,"GM","Germany",9701.0728415253,"quantile",0.025,"11 wk ahead cum death"
2020-09-27,2020-12-19,"GM","Germany",9723.29457968833,"quantile",0.025,"12 wk ahead cum death"
2020-09-27,2020-12-26,"GM","Germany",9745.08361859278,"quantile",0.025,"13 wk ahead cum death"
2020-09-27,2021-01-02,"GM","Germany",9766.19920033347,"quantile",0.025,"14 wk ahead cum death"
2020-09-27,2020-10-03,"GM","Germany",9640.4944119247,"quantile",0.975,"1 wk ahead cum death"
2020-09-27,2020-10-10,"GM","Germany",10069.8707061697,"quantile",0.975,"2 wk ahead cum death"
2020-09-27,2020-10-17,"GM","Germany",10591.5121993333,"quantile",0.975,"3 wk ahead cum death"
2020-09-27,2020-10-24,"GM","Germany",11121.8805139294,"quantile",0.975,"4 wk ahead cum death"
2020-09-27,2020-10-31,"GM","Germany",11617.3126452391,"quantile",0.975,"5 wk ahead cum death"
2020-09-27,2020-11-07,"GM","Germany",12060.1503335113,"quantile",0.975,"6 wk ahead cum death"
2020-09-27,2020-11-14,"GM","Germany",12443.8266451706,"quantile",0.975,"7 wk ahead cum death"
2020-09-27,2020-11-21,"GM","Germany",12771.1194892378,"quantile",0.975,"8 wk ahead cum death"
2020-09-27,2020-11-28,"GM","Germany",13045.4781699981,"quantile",0.975,"9 wk ahead cum death"
2020-09-27,2020-12-05,"GM","Germany",13274.1017079846,"quantile",0.975,"10 wk ahead cum death"
2020-09-27,2020-12-12,"GM","Germany",13463.2091957222,"quantile",0.975,"11 wk ahead cum death"
2020-09-27,2020-12-19,"GM","Germany",13618.3654882434,"quantile",0.975,"12 wk ahead cum death"
2020-09-27,2020-12-26,"GM","Germany",13745.6476922799,"quantile",0.975,"13 wk ahead cum death"
2020-09-27,2021-01-02,"GM","Germany",13849.7082892216,"quantile",0.975,"14 wk ahead cum death"
2020-09-27,2020-10-03,"GM","Germany",86.6463201918068,"point",NA,"1 wk ahead inc death"
2020-09-27,2020-10-10,"GM","Germany",140.234283938895,"point",NA,"2 wk ahead inc death"
2020-09-27,2020-10-17,"GM","Germany",173.255675955723,"point",NA,"3 wk ahead inc death"
2020-09-27,2020-10-24,"GM","Germany",193.607143651248,"point",NA,"4 wk ahead inc death"
2020-09-27,2020-10-31,"GM","Germany",204.15264083458,"point",NA,"5 wk ahead inc death"
2020-09-27,2020-11-07,"GM","Germany",206.982143577248,"point",NA,"6 wk ahead inc death"
2020-09-27,2020-11-14,"GM","Germany",203.443189326706,"point",NA,"7 wk ahead inc death"
2020-09-27,2020-11-21,"GM","Germany",195.494344067636,"point",NA,"8 wk ahead inc death"
2020-09-27,2020-11-28,"GM","Germany",184.752756652248,"point",NA,"9 wk ahead inc death"
2020-09-27,2020-12-05,"GM","Germany",172.072520781898,"point",NA,"10 wk ahead inc death"
2020-09-27,2020-12-12,"GM","Germany",157.788817466186,"point",NA,"11 wk ahead inc death"
2020-09-27,2020-12-19,"GM","Germany",143.43655242171,"point",NA,"12 wk ahead inc death"
2020-09-27,2020-12-26,"GM","Germany",129.171291305329,"point",NA,"13 wk ahead inc death"
2020-09-27,2021-01-02,"GM","Germany",115.04880100891,"point",NA,"14 wk ahead inc death"
2020-09-27,2020-09-27,"GM","Germany",9464.00000000003,"point",NA,"0 day ahead cum death"
2020-09-27,2020-09-28,"GM","Germany",9474.57142857146,"point",NA,"1 day ahead cum death"
2020-09-27,2020-09-29,"GM","Germany",9486.44123448139,"point",NA,"2 day ahead cum death"
2020-09-27,2020-09-30,"GM","Germany",9499.54475319789,"point",NA,"3 day ahead cum death"
2020-09-27,2020-10-01,"GM","Germany",9513.81954116948,"point",NA,"4 day ahead cum death"
2020-09-27,2020-10-02,"GM","Germany",9529.20580721072,"point",NA,"5 day ahead cum death"
2020-09-27,2020-10-03,"GM","Germany",9545.64632019181,"point",NA,"6 day ahead cum death"
2020-09-27,2020-10-04,"GM","Germany",9563.08606075704,"point",NA,"7 day ahead cum death"
