location,location_name,type,quantile,value,target_end_date,forecast_date,target
PL,Poland,quantile,0.01,6774.5,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.025,6809,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.05,6846.5,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.1,6905,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.15,6981,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.2,7036,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.25,7093.5,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.3,7152,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.35,7205.5,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.4,7263,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.45,7325.5,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.5,7376,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.55,7431.5,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.6,7476,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.65,7525,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.7,7582,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.75,7650,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.8,7713,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.85,7817.5,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.9,7918,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.95,8051,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.975,8124,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.99,8192,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,point,,7376,2020-11-07,2020-11-02,1 wk ahead cum death
PL,Poland,quantile,0.01,1423.5,2020-11-07,2020-11-02,1 wk ahead inc death
PL,Poland,quantile,0.025,1458,2020-11-07,2020-11-02,1 wk ahead inc death
PL,Poland,quantile,0.05,1495.5,2020-11-07,2020-11-02,1 wk ahead inc death
PL,Poland,quantile,0.1,1554,2020-11-07,2020-11-02,1 wk ahead inc death
PL,Poland,quantile,0.15,1630,2020-11-07,2020-11-02,1 wk ahead inc death
PL,Poland,quantile,0.2,1685,2020-11-07,2020-11-02,1 wk ahead inc death
PL,Poland,quantile,0.25,1742.5,2020-11-07,2020-11-02,1 wk ahead inc death
PL,Poland,quantile,0.3,1801,2020-11-07,2020-11-02,1 wk ahead inc death
