location,location_name,type,quantile,value,target_end_date,forecast_date,target
PL,Poland,quantile,0.01,929791,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.025,930459,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.05,931054,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.1,932420,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.15,934039,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.2,935338,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.25,936667,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.3,938272,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.35,939784,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.4,941453,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.45,942719,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.5,944004,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.55,945757,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.6,947021,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.65,948612,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.7,950490,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.75,952369,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.8,954346,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.85,955729,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.9,958058,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.95,960520,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.975,961839,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.99,962432,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,point,,944004,2020-11-28,2020-11-23,1 wk ahead cum case
PL,Poland,quantile,0.01,110529,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.025,111197,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.05,111792,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.1,113158,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.15,114777,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.2,116076,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.25,117405,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.3,119010,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.35,120522,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.4,122191,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.45,123457,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.5,124742,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.55,126495,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.6,127759,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.65,129350,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.7,131228,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.75,133107,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.8,135084,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.85,136467,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.9,138796,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.95,141258,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.975,142577,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.99,143170,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,point,,124742,2020-11-28,2020-11-23,1 wk ahead inc case
PL,Poland,quantile,0.01,1000677,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.025,1002264,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.05,1004068,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.1,1007159,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.15,1011263,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.2,1014848,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.25,1018236,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.3,1021954,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.35,1025900,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.4,1029655,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.45,1033128,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.5,1036751,2020-12-05,2020-11-23,2 wk ahead cum case
PL,Poland,quantile,0.55,1041400,2020-12-05,2020-11-23,2 wk ahead cum case
