location,location_name,type,quantile,value,target_end_date,forecast_date,target
GM,Germany,point,,2131742,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.01,2106883,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.025,2108152,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.05,2109794,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.1,2112911,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.15,2115832,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.2,2118400,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.25,2120553,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.3,2123062,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.35,2125687,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.4,2127507,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.45,2129811,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.5,2131742,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.55,2134238,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.6,2136430,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.65,2139050,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.7,2141771,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.75,2144616,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.8,2147568,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.85,2151067,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.9,2154221,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.95,2158637,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.975,2160973,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,quantile,0.99,2162734,2021-01-23,2021-01-18,1 wk ahead cum case
GM,Germany,point,,112106,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.01,87247,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.025,88516,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.05,90158,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.1,93275,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.15,96196,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.2,98764,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.25,100917,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.3,103426,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.35,106051,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.4,107871,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.45,110175,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.5,112106,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.55,114602,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.6,116794,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.65,119414,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.7,122135,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.75,124980,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.8,127932,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.85,131431,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.9,134585,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.95,139001,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.975,141337,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,quantile,0.99,143098,2021-01-23,2021-01-18,1 wk ahead inc case
GM,Germany,point,,2224235,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.01,2152332,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.025,2155255,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.05,2159204,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.1,2168210,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.15,2175797,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.2,2182954,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.25,2190146,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.3,2197208,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.35,2205053,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.4,2211021,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.45,2217576,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.5,2224235,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.55,2231951,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.6,2238166,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.65,2244997,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.7,2252795,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.75,2260030,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.8,2269074,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.85,2278891,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.9,2289519,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.95,2302066,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.975,2307964,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,quantile,0.99,2313005,2021-01-30,2021-01-18,2 wk ahead cum case
GM,Germany,point,,92493,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.01,45449,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.025,47103,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.05,49410,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.1,55299,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.15,59965,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.2,64554,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.25,69593,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.3,74146,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.35,79366,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.4,83514,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.45,87765,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.5,92493,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.55,97713,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.6,101736,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.65,105947,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.7,111024,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.75,115414,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.8,121506,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.85,127824,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.9,135298,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.95,143429,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.975,146991,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,quantile,0.99,150271,2021-01-30,2021-01-18,2 wk ahead inc case
GM,Germany,point,,2298571,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.01,2173641,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.025,2178067,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.05,2184205,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.1,2197845,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.15,2210280,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.2,2223049,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.25,2236269,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.3,2248579,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.35,2261721,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.4,2273015,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.45,2285438,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.5,2298571,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.55,2311538,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.6,2324694,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.65,2338055,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.7,2352268,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.75,2366278,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.8,2383906,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.85,2404026,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.9,2425125,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.95,2450771,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.975,2464154,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,quantile,0.99,2473915,2021-02-06,2021-01-18,3 wk ahead cum case
GM,Germany,point,,74336,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.01,21309,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.025,22812,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.05,25001,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.1,29635,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.15,34483,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.2,40095,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.25,46123,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.3,51371,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.35,56668,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.4,61994,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.45,67862,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.5,74336,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.55,79587,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.6,86528,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.65,93058,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.7,99473,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.75,106248,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.8,114832,2021-02-06,2021-01-18,3 wk ahead inc case
GM,Germany,quantile,0.85,125135,2021-02-06,2021-01-18,3 wk ahead inc case
