location,location_name,type,quantile,horizon,value,target_end_date,forecast_date,target,submission_date
GM,Germany,quantile,0.975,3,227098,2020-10-31,2020-10-12,3 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.99,3,231651,2020-10-31,2020-10-12,3 wk ahead inc case,2020-10-12
GM,Germany,point,,3,132674,2020-10-31,2020-10-12,3 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.01,4,458649,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.025,4,460736,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.05,4,464579,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.1,4,473253,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.15,4,482173,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.2,4,492851,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.25,4,502381,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.3,4,511476,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.35,4,522668,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.4,4,534337,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.45,4,548053,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.5,4,566111,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.55,4,582507,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.6,4,601336,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.65,4,620021,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.7,4,638651,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.75,4,663255,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.8,4,695968,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.85,4,729833,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.9,4,762652,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.95,4,806947,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.975,4,827002,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.99,4,844309,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,point,,4,566111,2020-11-07,2020-10-12,4 wk ahead cum case,2020-10-12
GM,Germany,quantile,0.01,4,139268,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.025,4,141355,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.05,4,145198,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.1,4,153872,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.15,4,162792,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.2,4,173470,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.25,4,183000,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.3,4,192095,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.35,4,203287,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.4,4,214956,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.45,4,228672,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.5,4,246730,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.55,4,263126,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.6,4,281955,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.65,4,300640,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.7,4,319270,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.75,4,343874,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.8,4,376587,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.85,4,410452,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.9,4,443271,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.95,4,487566,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.975,4,507621,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,quantile,0.99,4,524928,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
GM,Germany,point,,4,246730,2020-11-07,2020-10-12,4 wk ahead inc case,2020-10-12
