id,Country,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28
0,"Washington",2603,2618,2634,2650,2668,2686,2706,2727,2749,2772,2797,2822,2848,2875,2902,2930,2959,2989,3020,3053,3086,3122,3159,3197,3236,3277,3319,3362,3407,3454,3502,3552,3603,3657,3712,3769,3828,3889,3951,4016,4083,4152,4223,4296,4371,4449,4529,4611,4696,4783,4872,4964,5058,5155,5254,5356,5460,5566,5676,5787,5901,6018,6137,6258,6382,6508,6636,6767,6900,7035,7172,7311,7452,7595,7740,7887,8035,8184,8335,8487,8641,8795,8951,9107,9264,9421,9579,9737,9896,10054,10212,10370,10528,10685,10842,10997,11152,11306,11459,11610,11760,11909
1,"Illinois",11648,11763,11885,12014,12151,12294,12444,12601,12763,12931,13104,13281,13461,13644,13830,14017,14206,14395,14585,14776,14967,15159,15351,15542,15734,15926,16117,16307,16497,16686,16874,17060,17246,17430,17612,17793,17972,18149,18323,18496,18667,18835,19000,19164,19324,19482,19637,19790,19939,20086,20230,20371,20509,20644,20776,20905,21031,21154,21274,21391,21505,21616,21725,21830,21933,22032,22129,22223,22315,22404,22490,22573,22655,22733,22809,22883,22954,23024,23091,23155,23218,23279,23337,23394,23448,23501,23552,23602,23649,23695,23739,23782,23823,23863,23901,23938,23974,24008,24042,24073,24104,24134
2,"California",18542,18601,18661,18723,18788,18857,18928,19004,19084,19168,19258,19352,19450,19553,19660,19771,19886,20004,20125,20251,20380,20513,20650,20792,20937,21087,21241,21400,21563,21730,21903,22080,22261,22448,22639,22836,23037,23243,23454,23671,23892,24119,24350,24587,24828,25075,25327,25584,25845,26112,26383,26660,26940,27226,27516,27810,28108,28411,28717,29028,29342,29659,29980,30304,30630,30960,31292,31626,31962,32300,32640,32981,33323,33665,34009,34352,34696,35040,35383,35725,36066,36406,36745,37082,37417,37750,38080,38408,38733,39055,39374,39689,40001,40308,40612,40912,41208,41499,41786,42068,42345,42618
3,"Arizona",6384,6406,6429,6453,6477,6503,6530,6559,6588,6619,6651,6685,6720,6756,6794,6833,6873,6913,6955,6998,7043,7088,7135,7183,7233,7285,7337,7391,7447,7503,7561,7621,7682,7744,7807,7872,7939,8006,8076,8146,8218,8290,8365,8440,8516,8594,8673,8752,8833,8914,8997,9080,9164,9249,9334,9420,9506,9593,9680,9768,9855,9943,10031,10119,10206,10294,10381,10468,10554,10640,10725,10810,10894,10978,11060,11142,11223,11303,11381,11459,11536,11611,11685,11758,11830,11900,11969,12037,12103,12168,12232,12294,12355,12414,12472,12529,12584,12638,12690,12741,12790,12838
4,"Massachusetts",10435,10463,10493,10524,10556,10590,10626,10663,10702,10744,10787,10831,10877,10924,10973,11022,11073,11123,11174,11225,11276,11327,11378,11428,11478,11528,11578,11627,11676,11725,11773,11821,11869,11916,11963,12010,12056,12102,12147,12192,12236,12280,12324,12367,12410,12452,12494,12535,12576,12616,12656,12695,12734,12772,12810,12847,12884,12920,12955,12991,13025,13059,13093,13126,13158,13190,13222,13252,13283,13313,13342,13371,13399,13427,13455,13481,13508,13534,13559,13584,13609,13633,13656,13679,13702,13724,13746,13767,13788,13808,13828,13848,13867,13886,13904,13922,13940,13957,13974,13991,14007,14023
5,"Wisconsin",3010,3061,3113,3166,3221,3278,3336,3396,3457,3520,3583,3648,3713,3780,3847,3916,3985,4054,4124,4195,4266,4337,4408,4479,4551,4622,4693,4764,4835,4905,4975,5045,5113,5182,5249,5316,5382,5447,5511,5575,5637,5698,5758,5817,5875,5932,5988,6042,6095,6147,6197,6247,6295,6342,6387,6431,6474,6516,6557,6596,6634,6671,6707,6741,6775,6807,6838,6868,6897,6925,6952,6979,7004,7028,7051,7074,7095,7116,7136,7155,7173,7191,7208,7224,7240,7255,7270,7283,7297,7309,7322,7333,7345,7355,7366,7375,7385,7394,7403,7411,7419,7426
6,"Texas",20565,20697,20834,20972,21115,21263,21414,21571,21732,21897,22067,22240,22417,22599,22785,22975,23167,23362,23560,23760,23962,24166,24372,24580,24791,25003,25218,25435,25653,25873,26095,26319,26545,26772,27001,27231,27463,27696,27930,28166,28403,28640,28879,29119,29359,29600,29842,30084,30327,30570,30814,31058,31302,31545,31789,32033,32277,32520,32763,33005,33247,33488,33728,33968,34207,34444,34681,34916,35151,35384,35615,35845,36074,36301,36527,36750,36972,37192,37411,37627,37841,38054,38264,38472,38678,38882,39083,39282,39479,39674,39866,40056,40243,40428,40611,40790,40968,41143,41315,41485,41653,41818
7,"Nebraska",854,869,886,903,921,940,959,980,1001,1023,1046,1069,1094,1118,1144,1169,1195,1222,1249,1276,1303,1330,1357,1384,1411,1438,1464,1490,1515,1540,1565,1588,1612,1634,1656,1677,1697,1716,1735,1753,1770,1786,1801,1816,1830,1843,1855,1867,1878,1889,1898,1908,1916,1924,1932,1939,1946,1952,1958,1963,1968,1973,1978,1982,1986,1989,1992,1996,1998,2001,2004,2006,2008,2010,2012,2013,2015,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2026,2027,2028,2028,2029,2029,2030,2030,2030,2031,2031,2031,2032,2032,2032
8,"Utah",756,766,776,787,798,810,822,834,847,861,875,890,904,919,935,950,966,982,999,1016,1034,1052,1070,1089,1108,1127,1147,1167,1188,1209,1230,1252,1274,1296,1319,1342,1365,1389,1412,1437,1461,1485,1510,1535,1560,1586,1611,1637,1663,1689,1714,1740,1767,1793,1819,1845,1871,1897,1923,1948,1974,1999,2025,2050,2075,2100,2124,2149,2173,2197,2220,2244,2267,2289,2311,2333,2355,2376,2397,2418,2438,2458,2477,2496,2515,2533,2551,2569,2586,2602,2619,2635,2650,2665,2680,2694,2708,2722,2735,2748,2761,2773
9,"Oregon",808,816,825,834,844,854,864,876,887,899,911,924,937,951,964,978,992,1007,1021,1036,1051,1066,1082,1098,1113,1130,1146,1162,1179,1196,1213,1230,1248,1265,1283,1301,1319,1337,1355,1373,1391,1410,1428,1447,1465,1484,1502,1521,1539,1558,1576,1595,1613,1631,1650,1668,1686,1704,1722,1739,1757,1774,1792,1809,1826,1842,1859,1875,1892,1908,1923,1939,1954,1969,1984,1999,2013,2027,2041,2055,2069,2082,2095,2107,2120,2132,2144,2156,2167,2178,2189,2200,2210,2221,2230,2240,2250,2259,2268,2277,2285,2294
10,"Florida",17810,17875,17940,18008,18076,18147,18219,18293,18369,18448,18529,18613,18700,18788,18879,18972,19067,19164,19263,19365,19468,19575,19683,19794,19907,20022,20140,20259,20382,20506,20633,20762,20893,21026,21162,21299,21439,21581,21725,21871,22019,22169,22320,22474,22629,22786,22945,23105,23266,23429,23593,23759,23925,24093,24262,24431,24601,24772,24944,25116,25288,25461,25633,25806,25979,26152,26324,26496,26667,26838,27009,27178,27347,27515,27682,27847,28012,28175,28336,28497,28655,28812,28968,29121,29273,29423,29571,29717,29861,30003,30143,30281,30416,30550,30681,30809,30936,31060,31182,31302,31419,31534
11,"New York",34215,34247,34281,34317,34355,34395,34438,34483,34531,34581,34634,34689,34746,34805,34866,34929,34993,35057,35121,35184,35247,35309,35369,35428,35486,35544,35600,35656,35711,35764,35817,35869,35920,35970,36019,36067,36114,36161,36206,36251,36295,36338,36380,36421,36462,36501,36540,36579,36616,36653,36689,36724,36758,36792,36825,36857,36889,36920,36951,36980,37009,37038,37066,37093,37120,37146,37171,37196,37220,37244,37268,37290,37313,37334,37356,37377,37397,37417,37436,37455,37474,37492,37510,37527,37544,37560,37576,37592,37607,37622,37637,37651,37665,37679,37692,37705,37718,37730,37743,37754,37766,37777
12,"Rhode Island",1288,1294,1300,1306,1313,1320,1327,1334,1342,1351,1359,1368,1378,1388,1398,1409,1420,1431,1443,1455,1467,1479,1492,1506,1519,1533,1548,1562,1577,1593,1608,1624,1641,1658,1675,1692,1710,1728,1746,1765,1784,1803,1823,1843,1863,1883,1903,1924,1945,1966,1987,2008,2029,2051,2072,2094,2115,2137,2158,2180,2201,2223,2244,2265,2287,2307,2328,2349,2369,2389,2409,2429,2449,2468,2487,2505,2524,2542,2559,2577,2594,2610,2626,2642,2658,2673,2688,2703,2717,2731,2744,2757,2770,2782,2794,2806,2817,2828,2839,2849,2859,2869
