id,Country,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14
0,"Washington",114241,115359,116506,117686,118900,120148,121428,122740,124083,125458,126863,128298,129763,131255,132775,134321,135892,137486,139102,140739,142395,144068,145756,147458,149172,150895,152626,154363,156103,157844,159585,161323,163056,164781,166498,168203,169896,171573,173233,174875,176496,178095,179671,181222,182747,184245,185714,187154,188564,189943,191290,192604,193886,195136,196352,197534,198683,199799,200881,201930,202947,203930,204882,205802,206690,207547,208375,209172,209941,210681,211393,212078,212737,213370,213978,214562,215123,215661,216176,216671,217145,217599,218033,218449,218848,219229,219593,219942,220275,220593,220898,221188,221466,221731,221984,222226,222457,222677,222887,223087,223278
1,"Illinois",465540,473653,481875,490176,498534,506922,515317,523692,532010,540227,548327,556284,564073,571664,579036,586170,593063,599704,606084,612195,618034,623597,628884,633897,638639,643115,647333,651298,655021,658509,661774,664826,667673,670328,672798,675096,677230,679210,681046,682747,684322,685779,687125,688370,689519,690579,691557,692459,693291,694057,694762,695412,696010,696560,697067,697532,697961,698354,698716,699049,699355,699636,699894,700131,700349,700549,700732,700901,701056,701198,701329,701449,701559,701660,701752,701838,701916,701987,702053,702114,702169,702220,702267,702309,702349,702385,702418,702448,702476,702502,702525,702547,702566,702584,702601,702616,702630,702643,702655,702666,702676
2,"California",963211,968229,973312,978456,983656,988911,994222,999579,1004988,1010448,1015964,1021529,1027140,1032799,1038503,1044252,1050044,1055875,1061744,1067650,1073590,1079563,1085567,1091600,1097661,1103748,1109857,1115988,1122137,1128303,1134484,1140677,1146880,1153091,1159307,1165526,1171747,1177967,1184183,1190393,1196595,1202787,1208967,1215132,1221279,1227408,1233516,1239600,1245658,1251690,1257691,1263662,1269599,1275500,1281365,1287190,1292975,1298717,1304416,1310069,1315675,1321233,1326740,1332197,1337601,1342951,1348247,1353486,1358669,1363793,1368859,1373865,1378811,1383696,1388519,1393279,1397977,1402611,1407182,1411688,1416130,1420508,1424820,1429068,1433251,1437369,1441421,1445409,1449332,1453190,1456983,1460712,1464378,1467979,1471517,1474993,1478405,1481756,1485044,1488272,1491439
3,"Arizona",254764,256335,257942,259580,261247,262944,264671,266428,268211,270016,271841,273686,275548,277426,279316,281217,283127,285043,286963,288884,290803,292719,294628,296528,298417,300293,302153,303994,305816,307616,309391,311141,312863,314556,316219,317850,319448,321011,322540,324033,325489,326909,328291,329636,330942,332211,333442,334634,335790,336908,337989,339033,340041,341014,341952,342856,343727,344564,345370,346144,346888,347603,348288,348946,349577,350181,350760,351315,351846,352354,352840,353304,353749,354173,354578,354966,355336,355689,356025,356347,356653,356946,357225,357490,357744,357985,358215,358434,358643,358841,359031,359211,359382,359546,359701,359849,359990,360123,360251,360372,360487
4,"Massachusetts",167274,168775,170306,171863,173446,175057,176696,178359,180044,181745,183463,185197,186946,188709,190486,192275,194076,195885,197702,199524,201350,203178,205005,206830,208652,210469,212280,214082,215874,217656,219424,221177,222915,224635,226337,228018,229678,231316,232930,234520,236085,237623,239134,240618,242073,243500,244897,246265,247602,248909,250186,251432,252648,253832,254987,256110,257204,258267,259300,260304,261278,262224,263141,264030,264892,265726,266534,267315,268072,268803,269509,270192,270851,271487,272102,272695,273266,273818,274349,274861,275354,275830,276287,276728,277152,277560,277952,278330,278693,279042,279377,279700,280010,280307,280593,280868,281132,281385,281628,281862,282086
5,"Wisconsin",256065,260980,265855,270630,275280,279875,284393,288829,293160,297343,301372,305231,308893,312369,315648,318731,321644,324385,326962,329382,331645,333751,335704,337507,339168,340697,342102,343392,344577,345664,346662,347576,348411,349174,349869,350502,351076,351598,352073,352503,352895,353250,353573,353866,354132,354373,354591,354789,354968,355129,355276,355408,355528,355636,355735,355824,355904,355977,356042,356102,356156,356204,356248,356288,356323,356356,356385,356412,356436,356457,356477,356494,356510,356525,356538,356550,356560,356570,356579,356586,356593,356600,356606,356611,356616,356620,356624,356627,356630,356633,356636,356638,356640,356642,356644,356645,356647,356648,356649,356650,356651
6,"Texas",977222,984517,991929,999414,1007005,1014686,1022440,1030243,1038035,1045807,1053596,1061375,1069142,1076898,1084644,1092379,1100102,1107796,1115455,1123063,1130609,1138083,1145476,1152788,1160019,1167164,1174220,1181184,1188049,1194812,1201465,1208004,1214423,1220720,1226891,1232935,1238852,1244640,1250300,1255829,1261227,1266493,1271626,1276625,1281491,1286224,1290825,1295294,1299635,1303847,1307933,1311895,1315734,1319452,1323050,1326532,1329898,1333152,1336296,1339331,1342262,1345090,1347819,1350450,1352986,1355429,1357783,1360050,1362232,1364332,1366353,1368296,1370165,1371961,1373688,1375347,1376941,1378472,1379942,1381353,1382707,1384007,1385255,1386452,1387599,1388700,1389756,1390768,1391738,1392668,1393560,1394414,1395232,1396016,1396767,1397487,1398176,1398836,1399467,1400072,1400652
7,"Nebraska",80693,82240,83776,85291,86773,88208,89586,90894,92131,93293,94378,95385,96313,97164,97941,98646,99285,99861,100378,100842,101256,101625,101954,102245,102504,102732,102934,103112,103270,103408,103530,103637,103731,103814,103887,103950,104006,104055,104098,104136,104169,104198,104223,104246,104265,104282,104297,104310,104321,104331,104340,104348,104355,104360,104366,104370,104374,104377,104380,104383,104385,104387,104389,104391,104392,104393,104394,104395,104396,104397,104397,104398,104398,104399,104399,104399,104400,104400,104400,104400,104400,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104401,104402,104402
8,"Utah",127279,129317,131352,133380,135395,137394,139372,141322,143237,145109,146934,148712,150435,152098,153697,155229,156696,158097,159432,160702,161906,163045,164122,165136,166090,166986,167827,168613,169348,170034,170674,171270,171825,172340,172819,173263,173675,174057,174410,174736,175038,175317,175575,175813,176033,176235,176422,176594,176753,176899,177033,177157,177271,177376,177473,177561,177643,177718,177787,177851,177909,177963,178012,178058,178099,178138,178173,178205,178235,178262,178287,178310,178332,178351,178369,178385,178400,178414,178427,178439,178449,178459,178468,178476,178484,178491,178497,178503,178509,178514,178518,178522,178526,178530,178533,178536,178539,178541,178544,178546,178548
9,"Oregon",48608,49232,49874,50534,51213,51910,52626,53359,54109,54877,55662,56465,57285,58123,58977,59848,60737,61642,62563,63499,64451,65418,66398,67393,68400,69420,70452,71495,72548,73611,74683,75763,76850,77944,79042,80145,81252,82361,83472,84584,85695,86805,87913,89018,90118,91214,92304,93386,94461,95528,96585,97633,98669,99694,100706,101706,102692,103664,104621,105563,106490,107401,108295,109173,110034,110878,111704,112513,113304,114078,114834,115572,116292,116994,117679,118346,118995,119627,120242,120840,121421,121985,122533,123065,123581,124082,124567,125037,125492,125933,126360,126773,127173,127559,127933,128294,128643,128979,129305,129619,129922
