"location_name" "location" "date" "value"
"581" "Malopolskie" "PL77" "11.08" 71
"582" "Malopolskie" "PL77" "12.08" 173
"583" "Malopolskie" "PL77" "13.08" 136
"584" "Malopolskie" "PL77" "14.08" 184
"585" "Malopolskie" "PL77" "15.08" 150
"586" "Malopolskie" "PL77" "16.08" 77
"587" "Malopolskie" "PL77" "17.08" 84
"588" "Malopolskie" "PL77" "18.08" 130
"589" "Malopolskie" "PL77" "19.08" 140
"590" "Malopolskie" "PL77" "20.08" 151
"591" "Malopolskie" "PL77" "21.08" 156
"592" "Malopolskie" "PL77" "22.08" 193
"593" "Malopolskie" "PL77" "23.08" 98
"594" "Malopolskie" "PL77" "24.08" 61
"595" "Malopolskie" "PL77" "25.08" 141
"596" "Malopolskie" "PL77" "26.08" 118
"597" "Malopolskie" "PL77" "27.08" 233
"598" "Malopolskie" "PL77" "28.08" 139
"599" "Malopolskie" "PL77" "29.08" 128
"600" "Malopolskie" "PL77" "30.08" 153
"601" "Malopolskie" "PL77" "31.08" 79
"602" "Malopolskie" "PL77" "01.09" 136
"603" "Malopolskie" "PL77" "02.09" 114
"604" "Malopolskie" "PL77" "03.09" 100
"605" "Malopolskie" "PL77" "04.09" 120
"606" "Malopolskie" "PL77" "05.09" 120
"607" "Malopolskie" "PL77" "06.09" 90
"608" "Malopolskie" "PL77" "07.09" 88
"609" "Malopolskie" "PL77" "08.09" 97
"610" "Malopolskie" "PL77" "09.09" 67
"611" "Malopolskie" "PL77" "10.09" 99
"612" "Malopolskie" "PL77" "11.09" 116
"613" "Malopolskie" "PL77" "12.09" 93
"614" "Malopolskie" "PL77" "13.09" 66
"615" "Malopolskie" "PL77" "14.09" 52
"616" "Malopolskie" "PL77" "15.09" 120
"617" "Malopolskie" "PL77" "16.09" 111
"618" "Malopolskie" "PL77" "17.09" 124
"619" "Malopolskie" "PL77" "18.09" 92
"620" "Malopolskie" "PL77" "19.09" 149
"621" "Malopolskie" "PL77" "20.09" 103
"622" "Malopolskie" "PL77" "21.09" 83
"623" "Malopolskie" "PL77" "22.09" 112
"624" "Malopolskie" "PL77" "23.09" 135
"625" "Malopolskie" "PL77" "24.09" 183
"626" "Malopolskie" "PL77" "25.09" 241
"627" "Malopolskie" "PL77" "26.09" 259
"628" "Malopolskie" "PL77" "27.09" 152
"629" "Malopolskie" "PL77" "28.09" 134
"630" "Malopolskie" "PL77" "29.09" 167
"631" "Wielkopolskie" "PL86" "04.03" 0
"632" "Wielkopolskie" "PL86" "05.03" 0
"633" "Wielkopolskie" "PL86" "06.03" 0
"634" "Wielkopolskie" "PL86" "07.03" 0
"635" "Wielkopolskie" "PL86" "08.03" 0
"636" "Wielkopolskie" "PL86" "09.03" 1
"637" "Wielkopolskie" "PL86" "10.03" 0
"638" "Wielkopolskie" "PL86" "11.03" 1
"639" "Wielkopolskie" "PL86" "12.03" 3
"640" "Wielkopolskie" "PL86" "13.03" 1
"641" "Wielkopolskie" "PL86" "14.03" 1
"642" "Wielkopolskie" "PL86" "15.03" 0
"643" "Wielkopolskie" "PL86" "16.03" 4
"644" "Wielkopolskie" "PL86" "17.03" 2
"645" "Wielkopolskie" "PL86" "18.03" 0
"646" "Wielkopolskie" "PL86" "19.03" 2
"647" "Wielkopolskie" "PL86" "20.03" 3
"648" "Wielkopolskie" "PL86" "21.03" 13
"649" "Wielkopolskie" "PL86" "22.03" 6
"650" "Wielkopolskie" "PL86" "23.03" 4
"651" "Wielkopolskie" "PL86" "24.03" 1
"652" "Wielkopolskie" "PL86" "25.03" 15
"653" "Wielkopolskie" "PL86" "26.03" 12
"654" "Wielkopolskie" "PL86" "27.03" 21
"655" "Wielkopolskie" "PL86" "28.03" 9
"656" "Wielkopolskie" "PL86" "29.03" 9
"657" "Wielkopolskie" "PL86" "30.03" 24
"658" "Wielkopolskie" "PL86" "31.03" 16
"659" "Wielkopolskie" "PL86" "01.04" 21
"660" "Wielkopolskie" "PL86" "02.04" 26
"661" "Wielkopolskie" "PL86" "03.04" 18
"662" "Wielkopolskie" "PL86" "04.04" 20
"663" "Wielkopolskie" "PL86" "05.04" 40
"664" "Wielkopolskie" "PL86" "06.04" 54
"665" "Wielkopolskie" "PL86" "07.04" 22
"666" "Wielkopolskie" "PL86" "08.04" 45
"667" "Wielkopolskie" "PL86" "09.04" 37
"668" "Wielkopolskie" "PL86" "10.04" 46
"669" "Wielkopolskie" "PL86" "11.04" 58
"670" "Wielkopolskie" "PL86" "12.04" 29
"671" "Wielkopolskie" "PL86" "13.04" 85
"672" "Wielkopolskie" "PL86" "14.04" 34
"673" "Wielkopolskie" "PL86" "15.04" 102
"674" "Wielkopolskie" "PL86" "16.04" 44
"675" "Wielkopolskie" "PL86" "17.04" 51
"676" "Wielkopolskie" "PL86" "18.04" 18
"677" "Wielkopolskie" "PL86" "19.04" 122
"678" "Wielkopolskie" "PL86" "20.04" 30
"679" "Wielkopolskie" "PL86" "21.04" 31
"680" "Wielkopolskie" "PL86" "22.04" 18
"681" "Wielkopolskie" "PL86" "23.04" 67
"682" "Wielkopolskie" "PL86" "24.04" 70
"683" "Wielkopolskie" "PL86" "25.04" 30
"684" "Wielkopolskie" "PL86" "26.04" 41
"685" "Wielkopolskie" "PL86" "27.04" 36
"686" "Wielkopolskie" "PL86" "28.04" 33
"687" "Wielkopolskie" "PL86" "29.04" 39
"688" "Wielkopolskie" "PL86" "30.04" 26
"689" "Wielkopolskie" "PL86" "01.05" 2
"690" "Wielkopolskie" "PL86" "02.05" 51
"691" "Wielkopolskie" "PL86" "03.05" 24
"692" "Wielkopolskie" "PL86" "04.05" 11
"693" "Wielkopolskie" "PL86" "05.05" 69
"694" "Wielkopolskie" "PL86" "06.05" 18
"695" "Wielkopolskie" "PL86" "07.05" 24
"696" "Wielkopolskie" "PL86" "08.05" 15
"697" "Wielkopolskie" "PL86" "09.05" 15
"698" "Wielkopolskie" "PL86" "10.05" 2
"699" "Wielkopolskie" "PL86" "11.05" 27
"700" "Wielkopolskie" "PL86" "12.05" 11
"701" "Wielkopolskie" "PL86" "13.05" 12
"702" "Wielkopolskie" "PL86" "14.05" 13
"703" "Wielkopolskie" "PL86" "15.05" 17
"704" "Wielkopolskie" "PL86" "16.05" 5
"705" "Wielkopolskie" "PL86" "17.05" 40
"706" "Wielkopolskie" "PL86" "18.05" 13
"707" "Wielkopolskie" "PL86" "19.05" 5
"708" "Wielkopolskie" "PL86" "20.05" 84
"709" "Wielkopolskie" "PL86" "21.05" 26
"710" "Wielkopolskie" "PL86" "22.05" 16
"711" "Wielkopolskie" "PL86" "23.05" 12
"712" "Wielkopolskie" "PL86" "24.05" 68
"713" "Wielkopolskie" "PL86" "25.05" 19
"714" "Wielkopolskie" "PL86" "26.05" 19
"715" "Wielkopolskie" "PL86" "27.05" 59
"716" "Wielkopolskie" "PL86" "28.05" 15
"717" "Wielkopolskie" "PL86" "29.05" 13
"718" "Wielkopolskie" "PL86" "30.05" 1
"719" "Wielkopolskie" "PL86" "31.05" 3
"720" "Wielkopolskie" "PL86" "01.06" 5
"721" "Wielkopolskie" "PL86" "02.06" 33
"722" "Wielkopolskie" "PL86" "03.06" 18
"723" "Wielkopolskie" "PL86" "04.06" 10
"724" "Wielkopolskie" "PL86" "05.06" 3
"725" "Wielkopolskie" "PL86" "06.06" 40
"726" "Wielkopolskie" "PL86" "07.06" 14
"727" "Wielkopolskie" "PL86" "08.06" 13
"728" "Wielkopolskie" "PL86" "09.06" 14
"729" "Wielkopolskie" "PL86" "10.06" 6
"730" "Wielkopolskie" "PL86" "11.06" 27
"731" "Wielkopolskie" "PL86" "12.06" 12
"732" "Wielkopolskie" "PL86" "13.06" 24
"733" "Wielkopolskie" "PL86" "14.06" 14
"734" "Wielkopolskie" "PL86" "15.06" 17
"735" "Wielkopolskie" "PL86" "16.06" 8
"736" "Wielkopolskie" "PL86" "17.06" 12
"737" "Wielkopolskie" "PL86" "18.06" 9
"738" "Wielkopolskie" "PL86" "19.06" 11
"739" "Wielkopolskie" "PL86" "20.06" 8
"740" "Wielkopolskie" "PL86" "21.06" 7
"741" "Wielkopolskie" "PL86" "22.06" 19
"742" "Wielkopolskie" "PL86" "23.06" 27
"743" "Wielkopolskie" "PL86" "24.06" 17
"744" "Wielkopolskie" "PL86" "25.06" 9
"745" "Wielkopolskie" "PL86" "26.06" 35
"746" "Wielkopolskie" "PL86" "27.06" 48
"747" "Wielkopolskie" "PL86" "28.06" 2
"748" "Wielkopolskie" "PL86" "29.06" 31
"749" "Wielkopolskie" "PL86" "30.06" 26
"750" "Wielkopolskie" "PL86" "01.07" 107
"751" "Wielkopolskie" "PL86" "02.07" 28
"752" "Wielkopolskie" "PL86" "03.07" 46
"753" "Wielkopolskie" "PL86" "04.07" 57
"754" "Wielkopolskie" "PL86" "05.07" 35
"755" "Wielkopolskie" "PL86" "06.07" 8
"756" "Wielkopolskie" "PL86" "07.07" 75
"757" "Wielkopolskie" "PL86" "08.07" 23
"758" "Wielkopolskie" "PL86" "09.07" 28
"759" "Wielkopolskie" "PL86" "10.07" 17
"760" "Wielkopolskie" "PL86" "11.07" 43
"761" "Wielkopolskie" "PL86" "12.07" 94
"762" "Wielkopolskie" "PL86" "13.07" 20
"763" "Wielkopolskie" "PL86" "14.07" 52
"764" "Wielkopolskie" "PL86" "15.07" 20
"765" "Wielkopolskie" "PL86" "16.07" 20
"766" "Wielkopolskie" "PL86" "17.07" 46
"767" "Wielkopolskie" "PL86" "18.07" 10
"768" "Wielkopolskie" "PL86" "19.07" 21
"769" "Wielkopolskie" "PL86" "20.07" 34
"770" "Wielkopolskie" "PL86" "21.07" 23
"771" "Wielkopolskie" "PL86" "22.07" 22
"772" "Wielkopolskie" "PL86" "23.07" 15
"773" "Wielkopolskie" "PL86" "24.07" 13
"774" "Wielkopolskie" "PL86" "25.07" 34
"775" "Wielkopolskie" "PL86" "26.07" 24
"776" "Wielkopolskie" "PL86" "27.07" 12
"777" "Wielkopolskie" "PL86" "28.07" 45
"778" "Wielkopolskie" "PL86" "29.07" 14
"779" "Wielkopolskie" "PL86" "30.07" 27
"780" "Wielkopolskie" "PL86" "31.07" 59
"781" "Wielkopolskie" "PL86" "01.08" 39
"782" "Wielkopolskie" "PL86" "02.08" 72
"783" "Wielkopolskie" "PL86" "03.08" 98
"784" "Wielkopolskie" "PL86" "04.08" 94
"785" "Wielkopolskie" "PL86" "05.08" 97
"786" "Wielkopolskie" "PL86" "06.08" 89
"787" "Wielkopolskie" "PL86" "07.08" 46
"788" "Wielkopolskie" "PL86" "08.08" 54
"789" "Wielkopolskie" "PL86" "09.08" 63
"790" "Wielkopolskie" "PL86" "10.08" 64
"791" "Wielkopolskie" "PL86" "11.08" 38
"792" "Wielkopolskie" "PL86" "12.08" 39
"793" "Wielkopolskie" "PL86" "13.08" 54
"794" "Wielkopolskie" "PL86" "14.08" 43
"795" "Wielkopolskie" "PL86" "15.08" 62
"796" "Wielkopolskie" "PL86" "16.08" 50
"797" "Wielkopolskie" "PL86" "17.08" 30
"798" "Wielkopolskie" "PL86" "18.08" 42
"799" "Wielkopolskie" "PL86" "19.08" 43
"800" "Wielkopolskie" "PL86" "20.08" 80
"801" "Wielkopolskie" "PL86" "21.08" 77
"802" "Wielkopolskie" "PL86" "22.08" 81
"803" "Wielkopolskie" "PL86" "23.08" 46
"804" "Wielkopolskie" "PL86" "24.08" 53
"805" "Wielkopolskie" "PL86" "25.08" 32
"806" "Wielkopolskie" "PL86" "26.08" 94
"807" "Wielkopolskie" "PL86" "27.08" 92
"808" "Wielkopolskie" "PL86" "28.08" 92
"809" "Wielkopolskie" "PL86" "29.08" 96
"810" "Wielkopolskie" "PL86" "30.08" 68
"811" "Wielkopolskie" "PL86" "31.08" 30
"812" "Wielkopolskie" "PL86" "01.09" 30
"813" "Wielkopolskie" "PL86" "02.09" 53
"814" "Wielkopolskie" "PL86" "03.09" 48
"815" "Wielkopolskie" "PL86" "04.09" 93
"816" "Wielkopolskie" "PL86" "05.09" 59
"817" "Wielkopolskie" "PL86" "06.09" 35
"818" "Wielkopolskie" "PL86" "07.09" 21
"819" "Wielkopolskie" "PL86" "08.09" 31
"820" "Wielkopolskie" "PL86" "09.09" 28
"821" "Wielkopolskie" "PL86" "10.09" 76
"822" "Wielkopolskie" "PL86" "11.09" 57
"823" "Wielkopolskie" "PL86" "12.09" 50
"824" "Wielkopolskie" "PL86" "13.09" 73
"825" "Wielkopolskie" "PL86" "14.09" 23
"826" "Wielkopolskie" "PL86" "15.09" 28
"827" "Wielkopolskie" "PL86" "16.09" 20
"828" "Wielkopolskie" "PL86" "17.09" 74
"829" "Wielkopolskie" "PL86" "18.09" 75
"830" "Wielkopolskie" "PL86" "19.09" 94
"831" "Wielkopolskie" "PL86" "20.09" 123
"832" "Wielkopolskie" "PL86" "21.09" 52
"833" "Wielkopolskie" "PL86" "22.09" 36
"834" "Wielkopolskie" "PL86" "23.09" 76
"835" "Wielkopolskie" "PL86" "24.09" 84
"836" "Wielkopolskie" "PL86" "25.09" 84
"837" "Wielkopolskie" "PL86" "26.09" 167
"838" "Wielkopolskie" "PL86" "27.09" 102
"839" "Wielkopolskie" "PL86" "28.09" 200
"840" "Wielkopolskie" "PL86" "29.09" 81
"841" "Lódzkie" "PL74" "04.03" 0
"842" "Lódzkie" "PL74" "05.03" 0
"843" "Lódzkie" "PL74" "06.03" 0
"844" "Lódzkie" "PL74" "07.03" 0
"845" "Lódzkie" "PL74" "08.03" 0
"846" "Lódzkie" "PL74" "09.03" 0
"847" "Lódzkie" "PL74" "10.03" 0
"848" "Lódzkie" "PL74" "11.03" 1
"849" "Lódzkie" "PL74" "12.03" 1
"850" "Lódzkie" "PL74" "13.03" 3
"851" "Lódzkie" "PL74" "14.03" 10
"852" "Lódzkie" "PL74" "15.03" 4
"853" "Lódzkie" "PL74" "16.03" 12
"854" "Lódzkie" "PL74" "17.03" 11
"855" "Lódzkie" "PL74" "18.03" 0
"856" "Lódzkie" "PL74" "19.03" 6
"857" "Lódzkie" "PL74" "20.03" 9
"858" "Lódzkie" "PL74" "21.03" 34
"859" "Lódzkie" "PL74" "22.03" 15
"860" "Lódzkie" "PL74" "23.03" 5
"861" "Lódzkie" "PL74" "24.03" 18
"862" "Lódzkie" "PL74" "25.03" 15
"863" "Lódzkie" "PL74" "26.03" 14
"864" "Lódzkie" "PL74" "27.03" 10
"865" "Lódzkie" "PL74" "28.03" 14
"866" "Lódzkie" "PL74" "29.03" 8
"867" "Lódzkie" "PL74" "30.03" 12
"868" "Lódzkie" "PL74" "31.03" 6
"869" "Lódzkie" "PL74" "01.04" 13
"870" "Lódzkie" "PL74" "02.04" 15
"871" "Lódzkie" "PL74" "03.04" 12
"872" "Lódzkie" "PL74" "04.04" 11
"873" "Lódzkie" "PL74" "05.04" 67
"874" "Lódzkie" "PL74" "06.04" 14
"875" "Lódzkie" "PL74" "07.04" 18
"876" "Lódzkie" "PL74" "08.04" 42
"877" "Lódzkie" "PL74" "09.04" 32
"878" "Lódzkie" "PL74" "10.04" 31
"879" "Lódzkie" "PL74" "11.04" 29
"880" "Lódzkie" "PL74" "12.04" 37
"881" "Lódzkie" "PL74" "13.04" 22
"882" "Lódzkie" "PL74" "14.04" 16
"883" "Lódzkie" "PL74" "15.04" 5
"884" "Lódzkie" "PL74" "16.04" 18
"885" "Lódzkie" "PL74" "17.04" 17
"886" "Lódzkie" "PL74" "18.04" 33
"887" "Lódzkie" "PL74" "19.04" 20
"888" "Lódzkie" "PL74" "20.04" 22
"889" "Lódzkie" "PL74" "21.04" 13
"890" "Lódzkie" "PL74" "22.04" 70
"891" "Lódzkie" "PL74" "23.04" 16
"892" "Lódzkie" "PL74" "24.04" 32
"893" "Lódzkie" "PL74" "25.04" 23
"894" "Lódzkie" "PL74" "26.04" 19
"895" "Lódzkie" "PL74" "27.04" 35
"896" "Lódzkie" "PL74" "28.04" 14
"897" "Lódzkie" "PL74" "29.04" 32
"898" "Lódzkie" "PL74" "30.04" 18
"899" "Lódzkie" "PL74" "01.05" 18
"900" "Lódzkie" "PL74" "02.05" 34
"901" "Lódzkie" "PL74" "03.05" 43
"902" "Lódzkie" "PL74" "04.05" 19
"903" "Lódzkie" "PL74" "05.05" 3
"904" "Lódzkie" "PL74" "06.05" 27
"905" "Lódzkie" "PL74" "07.05" 38
"906" "Lódzkie" "PL74" "08.05" 11
"907" "Lódzkie" "PL74" "09.05" 16
"908" "Lódzkie" "PL74" "10.05" 12
"909" "Lódzkie" "PL74" "11.05" 10
"910" "Lódzkie" "PL74" "12.05" 13
"911" "Lódzkie" "PL74" "13.05" 11
"912" "Lódzkie" "PL74" "14.05" 7
"913" "Lódzkie" "PL74" "15.05" 8
"914" "Lódzkie" "PL74" "16.05" 7
"915" "Lódzkie" "PL74" "17.05" 6
"916" "Lódzkie" "PL74" "18.05" 11
"917" "Lódzkie" "PL74" "19.05" 6
"918" "Lódzkie" "PL74" "20.05" 16
"919" "Lódzkie" "PL74" "21.05" 6
"920" "Lódzkie" "PL74" "22.05" 33
"921" "Lódzkie" "PL74" "23.05" 12
"922" "Lódzkie" "PL74" "24.05" 23
"923" "Lódzkie" "PL74" "25.05" 15
"924" "Lódzkie" "PL74" "26.05" 22
"925" "Lódzkie" "PL74" "27.05" 28
"926" "Lódzkie" "PL74" "28.05" 46
"927" "Lódzkie" "PL74" "29.05" 30
"928" "Lódzkie" "PL74" "30.05" 35
"929" "Lódzkie" "PL74" "31.05" 30
"930" "Lódzkie" "PL74" "01.06" 52
"931" "Lódzkie" "PL74" "02.06" 8
"932" "Lódzkie" "PL74" "03.06" 54
"933" "Lódzkie" "PL74" "04.06" 112
"934" "Lódzkie" "PL74" "05.06" 47
"935" "Lódzkie" "PL74" "06.06" 62
"936" "Lódzkie" "PL74" "07.06" 119
"937" "Lódzkie" "PL74" "08.06" 77
"938" "Lódzkie" "PL74" "09.06" 45
"939" "Lódzkie" "PL74" "10.06" 38
"940" "Lódzkie" "PL74" "11.06" 73
"941" "Lódzkie" "PL74" "12.06" 90
"942" "Lódzkie" "PL74" "13.06" 37
"943" "Lódzkie" "PL74" "14.06" 39
"944" "Lódzkie" "PL74" "15.06" 73
"945" "Lódzkie" "PL74" "16.06" 62
"946" "Lódzkie" "PL74" "17.06" 64
"947" "Lódzkie" "PL74" "18.06" 75
"948" "Lódzkie" "PL74" "19.06" 63
"949" "Lódzkie" "PL74" "20.06" 44
"950" "Lódzkie" "PL74" "21.06" 43
"951" "Lódzkie" "PL74" "22.06" 48
"952" "Lódzkie" "PL74" "23.06" 40
"953" "Lódzkie" "PL74" "24.06" 39
"954" "Lódzkie" "PL74" "25.06" 34
"955" "Lódzkie" "PL74" "26.06" 20
"956" "Lódzkie" "PL74" "27.06" 49
"957" "Lódzkie" "PL74" "28.06" 26
"958" "Lódzkie" "PL74" "29.06" 21
"959" "Lódzkie" "PL74" "30.06" 17
"960" "Lódzkie" "PL74" "01.07" 10
"961" "Lódzkie" "PL74" "02.07" 52
"962" "Lódzkie" "PL74" "03.07" 24
"963" "Lódzkie" "PL74" "04.07" 21
"964" "Lódzkie" "PL74" "05.07" 16
"965" "Lódzkie" "PL74" "06.07" 31
"966" "Lódzkie" "PL74" "07.07" 9
"967" "Lódzkie" "PL74" "08.07" 32
"968" "Lódzkie" "PL74" "09.07" 22
"969" "Lódzkie" "PL74" "10.07" 16
"970" "Lódzkie" "PL74" "11.07" 34
"971" "Lódzkie" "PL74" "12.07" 29
"972" "Lódzkie" "PL74" "13.07" 18
"973" "Lódzkie" "PL74" "14.07" 19
"974" "Lódzkie" "PL74" "15.07" 31
"975" "Lódzkie" "PL74" "16.07" 38
"976" "Lódzkie" "PL74" "17.07" 30
"977" "Lódzkie" "PL74" "18.07" 22
"978" "Lódzkie" "PL74" "19.07" 36
"979" "Lódzkie" "PL74" "20.07" 16
"980" "Lódzkie" "PL74" "21.07" 27
"981" "Lódzkie" "PL74" "22.07" 33
"982" "Lódzkie" "PL74" "23.07" 33
"983" "Lódzkie" "PL74" "24.07" 29
"984" "Lódzkie" "PL74" "25.07" 32
"985" "Lódzkie" "PL74" "26.07" 22
"986" "Lódzkie" "PL74" "27.07" 18
"987" "Lódzkie" "PL74" "28.07" 29
"988" "Lódzkie" "PL74" "29.07" 30
"989" "Lódzkie" "PL74" "30.07" 67
"990" "Lódzkie" "PL74" "31.07" 30
"991" "Lódzkie" "PL74" "01.08" 42
"992" "Lódzkie" "PL74" "02.08" 13
"993" "Lódzkie" "PL74" "03.08" 20
"994" "Lódzkie" "PL74" "04.08" 39
"995" "Lódzkie" "PL74" "05.08" 37
"996" "Lódzkie" "PL74" "06.08" 39
"997" "Lódzkie" "PL74" "07.08" 46
"998" "Lódzkie" "PL74" "08.08" 31
"999" "Lódzkie" "PL74" "09.08" 22
"1000" "Lódzkie" "PL74" "10.08" 31
"1001" "Lódzkie" "PL74" "11.08" 51
"1002" "Lódzkie" "PL74" "12.08" 43
"1003" "Lódzkie" "PL74" "13.08" 39
"1004" "Lódzkie" "PL74" "14.08" 54
"1005" "Lódzkie" "PL74" "15.08" 42
"1006" "Lódzkie" "PL74" "16.08" 70
"1007" "Lódzkie" "PL74" "17.08" 44
"1008" "Lódzkie" "PL74" "18.08" 48
"1009" "Lódzkie" "PL74" "19.08" 31
"1010" "Lódzkie" "PL74" "20.08" 44
"1011" "Lódzkie" "PL74" "21.08" 49
"1012" "Lódzkie" "PL74" "22.08" 73
"1013" "Lódzkie" "PL74" "23.08" 67
"1014" "Lódzkie" "PL74" "24.08" 71
"1015" "Lódzkie" "PL74" "25.08" 50
"1016" "Lódzkie" "PL74" "26.08" 34
"1017" "Lódzkie" "PL74" "27.08" 47
"1018" "Lódzkie" "PL74" "28.08" 39
"1019" "Lódzkie" "PL74" "29.08" 34
"1020" "Lódzkie" "PL74" "30.08" 33
"1021" "Lódzkie" "PL74" "31.08" 32
"1022" "Lódzkie" "PL74" "01.09" 31
"1023" "Lódzkie" "PL74" "02.09" 34
"1024" "Lódzkie" "PL74" "03.09" 48
"1025" "Lódzkie" "PL74" "04.09" 43
"1026" "Lódzkie" "PL74" "05.09" 31
"1027" "Lódzkie" "PL74" "06.09" 20
"1028" "Lódzkie" "PL74" "07.09" 8
"1029" "Lódzkie" "PL74" "08.09" 12
"1030" "Lódzkie" "PL74" "09.09" 12
"1031" "Lódzkie" "PL74" "10.09" 13
"1032" "Lódzkie" "PL74" "11.09" 28
"1033" "Lódzkie" "PL74" "12.09" 37
"1034" "Lódzkie" "PL74" "13.09" 18
"1035" "Lódzkie" "PL74" "14.09" 24
"1036" "Lódzkie" "PL74" "15.09" 17
"1037" "Lódzkie" "PL74" "16.09" 31
"1038" "Lódzkie" "PL74" "17.09" 41
"1039" "Lódzkie" "PL74" "18.09" 77
"1040" "Lódzkie" "PL74" "19.09" 61
"1041" "Lódzkie" "PL74" "20.09" 54
"1042" "Lódzkie" "PL74" "21.09" 93
"1043" "Lódzkie" "PL74" "22.09" 51
"1044" "Lódzkie" "PL74" "23.09" 84
"1045" "Lódzkie" "PL74" "24.09" 84
"1046" "Lódzkie" "PL74" "25.09" 78
"1047" "Lódzkie" "PL74" "26.09" 104
"1048" "Lódzkie" "PL74" "27.09" 86
"1049" "Lódzkie" "PL74" "28.09" 57
"1050" "Lódzkie" "PL74" "29.09" 92
"1051" "Dolnoslaskie" "PL72" "04.03" 0
"1052" "Dolnoslaskie" "PL72" "05.03" 0
"1053" "Dolnoslaskie" "PL72" "06.03" 1
"1054" "Dolnoslaskie" "PL72" "07.03" 0
"1055" "Dolnoslaskie" "PL72" "08.03" 1
"1056" "Dolnoslaskie" "PL72" "09.03" 1
"1057" "Dolnoslaskie" "PL72" "10.03" 1
"1058" "Dolnoslaskie" "PL72" "11.03" 0
"1059" "Dolnoslaskie" "PL72" "12.03" 3
"1060" "Dolnoslaskie" "PL72" "13.03" 1
"1061" "Dolnoslaskie" "PL72" "14.03" 5
"1062" "Dolnoslaskie" "PL72" "15.03" 2
"1063" "Dolnoslaskie" "PL72" "16.03" 12
"1064" "Dolnoslaskie" "PL72" "17.03" 11
"1065" "Dolnoslaskie" "PL72" "18.03" 2
"1066" "Dolnoslaskie" "PL72" "19.03" 13
"1067" "Dolnoslaskie" "PL72" "20.03" 5
"1068" "Dolnoslaskie" "PL72" "21.03" 8
"1069" "Dolnoslaskie" "PL72" "22.03" 13
"1070" "Dolnoslaskie" "PL72" "23.03" 22
"1071" "Dolnoslaskie" "PL72" "24.03" 33
"1072" "Dolnoslaskie" "PL72" "25.03" 16
"1073" "Dolnoslaskie" "PL72" "26.03" 15
"1074" "Dolnoslaskie" "PL72" "27.03" 28
"1075" "Dolnoslaskie" "PL72" "28.03" 21
"1076" "Dolnoslaskie" "PL72" "29.03" 20
"1077" "Dolnoslaskie" "PL72" "30.03" 24
"1078" "Dolnoslaskie" "PL72" "31.03" 16
"1079" "Dolnoslaskie" "PL72" "01.04" 52
"1080" "Dolnoslaskie" "PL72" "02.04" 12
"1081" "Dolnoslaskie" "PL72" "03.04" 62
"1082" "Dolnoslaskie" "PL72" "04.04" 7
"1083" "Dolnoslaskie" "PL72" "05.04" 61
"1084" "Dolnoslaskie" "PL72" "06.04" 20
"1085" "Dolnoslaskie" "PL72" "07.04" 39
"1086" "Dolnoslaskie" "PL72" "08.04" 12
"1087" "Dolnoslaskie" "PL72" "09.04" 29
"1088" "Dolnoslaskie" "PL72" "10.04" 69
"1089" "Dolnoslaskie" "PL72" "11.04" 23
"1090" "Dolnoslaskie" "PL72" "12.04" 37
"1091" "Dolnoslaskie" "PL72" "13.04" 12
"1092" "Dolnoslaskie" "PL72" "14.04" 14
"1093" "Dolnoslaskie" "PL72" "15.04" 41
"1094" "Dolnoslaskie" "PL72" "16.04" 55
"1095" "Dolnoslaskie" "PL72" "17.04" 74
"1096" "Dolnoslaskie" "PL72" "18.04" 56
"1097" "Dolnoslaskie" "PL72" "19.04" 95
"1098" "Dolnoslaskie" "PL72" "20.04" 33
"1099" "Dolnoslaskie" "PL72" "21.04" 41
"1100" "Dolnoslaskie" "PL72" "22.04" 26
"1101" "Dolnoslaskie" "PL72" "23.04" 68
"1102" "Dolnoslaskie" "PL72" "24.04" 23
"1103" "Dolnoslaskie" "PL72" "25.04" 43
"1104" "Dolnoslaskie" "PL72" "26.04" 63
"1105" "Dolnoslaskie" "PL72" "27.04" 71
"1106" "Dolnoslaskie" "PL72" "28.04" 49
"1107" "Dolnoslaskie" "PL72" "29.04" 59
"1108" "Dolnoslaskie" "PL72" "30.04" 43
"1109" "Dolnoslaskie" "PL72" "01.05" 17
"1110" "Dolnoslaskie" "PL72" "02.05" 40
"1111" "Dolnoslaskie" "PL72" "03.05" 25
"1112" "Dolnoslaskie" "PL72" "04.05" 78
"1113" "Dolnoslaskie" "PL72" "05.05" 46
"1114" "Dolnoslaskie" "PL72" "06.05" 20
"1115" "Dolnoslaskie" "PL72" "07.05" 36
"1116" "Dolnoslaskie" "PL72" "08.05" 45
"1117" "Dolnoslaskie" "PL72" "09.05" 33
"1118" "Dolnoslaskie" "PL72" "10.05" 99
"1119" "Dolnoslaskie" "PL72" "11.05" 22
"1120" "Dolnoslaskie" "PL72" "12.05" 32
"1121" "Dolnoslaskie" "PL72" "13.05" 44
"1122" "Dolnoslaskie" "PL72" "14.05" 25
"1123" "Dolnoslaskie" "PL72" "15.05" 16
"1124" "Dolnoslaskie" "PL72" "16.05" 19
"1125" "Dolnoslaskie" "PL72" "17.05" 6
"1126" "Dolnoslaskie" "PL72" "18.05" 60
"1127" "Dolnoslaskie" "PL72" "19.05" 31
"1128" "Dolnoslaskie" "PL72" "20.05" 19
"1129" "Dolnoslaskie" "PL72" "21.05" 19
